07年 3月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■ 4R  芝2500m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,
 9,10,Ｍシオカゼ, 30,吉田豊, 1.5, 41, -17,   1,14,278.9,⑬⑪⑩, 9, 5,Ｋウィッシングデュｰ, 45,赤木高, 1.1, 36, -13,  -4,12,239.0,⑤⑧⑨, 9, 6,Ｎカルストントップオ, 54,川島信, 2.0, 57,   0,   0,11,139.1, ⑧⑧, 9, 1,Ｈキャンベラシチｰ, 63,幸英明, 1.1, 55,  -4,   5,10, 43.5,⑧⑧⑩
10,11,Ｌウエスタンスクｰプ, 33,二本柳, 1.8, 35, -15,  -6,12,243.5,⑧⑦⑦,10,15,Ｈトウショウデュｰク, 49,的場勇, 1.2, 33, -14,  -9, 9, 93.1,⑤⑥⑥,10, 5,Ａピｰスプロテクタｰ, 72,大野拓, 2.1, 54,   7,  -6, 6, 13.3, ③③,10, 4,Ｅグランデゴｰル, 65,石橋脩, 1.2, 57,  -7,   8,12, 62.2,⑪⑪⑫
11, 1,Ｊドリｰムフライト, 36,西田雄, 1.9, 36, -17,  -3, 5,  9.2,⑩⑪⑫,11,12,Ｉマイネルテアトロン, 48,梶晃啓, 1.4, 35,* -9, -19,11,170.1,②①②,11,16,Ｍセイウンハンクス, 54,スボリ, 2.3, 52,   3,  -5,14,169.3, ⑥④,11,12,Ｊノｰブルフォｰス, 62,中舘英, 1.2, 54,  -4,   3, 6, 21.0,⑨⑧⑧
12, 4,Ｄナンヨｰノｰス, 48,赤木高, 2.0, 33, -15,  -8, 3,  7.5,⑩⑦⑩,12, 7,Ｇオンワｰドアリｰテ, 50,北村友, 1.5, 37, -20,   5,14,300.8,⑮⑭⑭,12,12,Ｏレイゴｰルド, 51,田辺裕, 2.4, 54, -19,*  8,15,233.9, ⑮⑭,12, 2,Ｍカシノトｰマス, 52,中谷雄, 1.3, 54,*  5, -17,15,145.5,③③②
13,14,Ｋワイルドダンス, 36,田中健, 2.1, 32, -20,  -4,13,252.1,⑫⑬⑬,13,14,Ｐオンワｰドトラップ, 17,田中博, 1.7, 29, -18,  -4,16,342.6,⑭⑫⑫,13,15,Ｊワンダｰルビアノ, 59,田中克, 2.5, 49, -18,   4,16,267.0, ⑬⑭,13, 9,Ｄラブリイマｰチャン, 67,安藤光, 1.8, 47,  -8,   2, 8, 32.3,⑬⑬⑬
14,15,Ｏアグネスフウジン, 29,鮫島良, 2.6, 36, -25,*  2,10, 99.4,⑭⑭⑭,14, 3,Ｎヒカリポンペイ, 38,古川吉, 1.8, 32, -17,  -1,15,330.4,⑫⑬⑭,14, 1,Ｅキラｰスマイル, 65,的場勇, 2.5, 48, -11,   0,10, 34.4, ⑫⑪,14, 7,Ｉエイシンサンバレｰ, 63,スボリ, 1.9, 49,*  5, -28,11, 54.9,②②②
,,,,,,,,,,,,15,10,Ｌキクノインプルｰブ, 41,横山典, 3.3,-48, -12, -39, 7, 45.0,⑤⑥⑥,15,14,Ｉワンマイドリｰム, 60,中村将, 2.8, 46, -20,   3,12,147.8, ⑮⑯,15, 6,Ｐエイシンジザイテン, -5,赤木高, 3.0, 37, -12,  -9,16,214.4,⑬⑮⑮
,,,,,,,,,,,,16, 8,Ｍタイセイリバティｰ, 39,大野拓, 4.0, -8, -22, -20,13,295.0,⑮⑯⑯,16, 8,Ｐメイショウドｰバｰ, 36,吉田豊, 2.9, 46, -14,   0,13,164.7, ⑬⑬,16,10,Ｏデンコウホｰプ, 40,池添謙, 3.6, 34, -12, -16,13,102.4,⑮⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-6),,,,,,,,,,,
"単勝:730円 複勝:08=260円 13=1,120円 05=310円 枠連:1,290円",,,,,,,,,,,,単勝:360円 複勝:11=170円 09=210円 02=220円 枠連:830円,,,,,,,,,,,,単勝:270円 複勝:10=140円 03=190円 04=350円 枠連:600円,,,,,,,,,,,,単勝:270円 複勝:14=130円 08=170円 03=500円 枠連:480円,,,,,,,,,,,
"馬連:7,750円 ワイド:08-13=2,270円 05-08=740円 05-13=3,810円",,,,,,,,,,,,"馬連:1,250円 ワイド:09-11=530円 02-11=890円 02-09=780円",,,,,,,,,,,,"馬連:990円 ワイド:03-10=460円 04-10=620円 03-04=1,310円",,,,,,,,,,,,"馬連:550円 ワイド:08-14=290円 03-14=1,310円 03-08=2,060円",,,,,,,,,,,
"馬単:13,590円 3連複:15,660円",,,,,,,,,,,,"馬単:1,910円 3連複:4,050円",,,,,,,,,,,,"馬単:1,650円 3連複:4,310円",,,,,,,,,,,,"馬単:1,000円 3連複:6,510円 3連単:24,850円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 8R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■11R  芝1200m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中ｽﾎﾟ賞ﾌｧﾙｺﾝS ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇメイショウウイン, 41,鮫島良,, 58,*  4,  -5, 5,  9.9, ①①, 1, 2,Ｂフロｰネ, 64,田中健,, 62,* -4,*  6, 5, 13.3,⑤③②, 1,12,Ｆティズインパルス, 65,武豊  ,, 60,*-10,  13, 1,  2.2,②②②, 1, 4,Ａアドマイヤホクト, 81,横山典,, 83,  13,  11, 2,  3.1, ④③
 2, 4,Ｄアルファトリリオン, 49,横山典, 0.2, 58,  -7,*  1, 1,  2.4, ⑤④, 2,11,Ａオンワｰドマルタ, 67,石橋脩, 0.2, 63,  -4,*  7, 2,  4.7,⑨⑤③, 2, 1,Ｃモリノミヤコ, 69,嘉藤貴, 0.0, 64, -13,* 16, 4,  5.9,⑦⑦⑥, 2, 1,Ｊカノヤザクラ, 68,上村洋, 0.3, 76,  10,  10, 5, 13.3, ⑤⑤
 3, 2,Ａマイティマイロｰド, 56,田中克, 0.2, 54,* -2,  -5, 4,  8.6, ③③, 3, 4,Ｆヘンメイレン, 60,小牧太, 0.5, 61,  -3,   3, 1,  2.2,⑤③③, 3, 2,Ｈボナパルト, 61,石橋脩, 0.2, 58, -12,  13, 6, 14.2,④④④, 3, 2,Ｂサクラゼウス, 80,勝浦正, 0.6, 85,* 24,  -9, 3,  6.9, ①①
 4,12,Ｉシゲルダンヤバｰド, 39,河北通, 0.6, 50,*  1,  -8, 8, 59.3, ②②, 4, 1,Ｇケリｰズナカヤマ, 60,宮崎北, 0.7, 56,  -5,   1, 9, 53.2,⑧⑤⑥, 4, 6,Ｄデジデｰリオ, 68,川島信, 0.3, 62, -14,* 16, 5, 12.9,⑫⑪⑨, 4,12,Ｃダノンムロｰ, 80,武豊  , 0.6, 68,  -2,* 16, 1,  2.8, ⑭⑬
 5,11,Ｊブライティアエルフ, 35,幸英明, 1.2, 41,  -2, -12, 7, 30.6, ③④, 5, 3,Ｉアミフジハナザカリ, 57,田辺裕, 0.7, 59,  -5,   4,16,220.3,⑪⑧⑦, 5, 5,Ｅエイシンチンタオ, 66,中村将, 0.3, 51,*-11,   8, 8, 38.9,①①①, 5, 8,Ｇワｰルドハンタｰ, 70,中舘英, 0.6, 68,  -2,* 16,10, 36.8, ⑭⑮
 6,10, デンコウシャｰリｰ,---,安藤光, 1.2, 44, -24,*  2,11, 93.0, ⑬⑬, 6, 8,Ｅリキアイノキセキ, 61,西田雄, 1.1, 56,  -5,   0, 7, 27.4,⑫⑧⑧, 6,16,Ｇリｰジェントゲスト, 64,土谷智, 0.8, 51, -13,  10, 9, 50.2,⑨⑦⑧, 6, 5,Ｉチアズウイナｰ, 68,松田大, 0.7, 67,   2,  11,12, 82.5, ⑫⑬
 7, 5,Ｅコアレスディガｰ, 42,上村洋, 1.3, 40,  -7, -10, 6, 16.4, ⑤⑥, 7,15,Ｊドナパッション, 56,鮫島良, 1.1, 56,  -7,   3,11, 71.3,⑭⑫⑩, 7,10,Ａブルルイ, 72,芹沢純, 0.8, 48,*-11,   5, 2,  5.6,②②②, 7,11,Ｅキングスベリｰ, 73,鮫島良, 1.0, 62,   3,   5, 9, 35.1, ⑪⑩
 8, 9,Ｂヴィヴァコウベ, 53,中村将, 1.4, 37, -11, -10, 3,  8.2, ⑧⑥, 8, 9,Ｄマヤラブハｰト, 63,芹沢純, 1.3, 54,  -5,  -2, 4,  7.4,⑦⑧⑧, 8,15,Ｉロｰランラムズ, 60,吉田豊, 0.9, 55, -16,  14,11,118.6,⑭⑬⑪, 8,13,Ｐマザｰズウィッシュ, 61,スボリ, 1.1, 63,  10,  -3,11, 71.3, ⑤⑤
 9, 1,Ｋユキノサンデｰ, 32,西田雄, 1.4, 40, -13,  -7,14,226.9, ⑨⑧, 9,10,Ｎロングコジｰン, 46,吉田豊, 1.4, 56,  -7,   1,13,118.0,⑬⑭⑩, 9, 7,Ｋエンジェルシｰド, 54,鮫島良, 1.1, 46, -14,   6,15,191.6,⑨⑦⑨, 9,10,Ｆニシノマオ, 72,小牧太, 1.1, 61,   1,   5, 6, 13.3, ⑫⑩
10,16,Ｈコデマリ, 40,大下智, 1.6, 35, -22,  -6,13,154.2, ⑪⑪,10,16,Ｈプラジェラｰト, 58,二本柳, 2.3, 46,  -5, -10,12, 72.1,⑭⑪⑩,10,14,Ｊマンボカｰニバル, 60,池添謙, 1.1, 51, -16,  12,12,123.0,⑯⑬⑬,10, 6,Ｄオメガエクスプレス, 78,池添謙, 1.1, 67,  14,  -7, 4, 11.0, ③③
11, 7,Ｃアイファｰチヨオｰ, 50,中舘英, 1.6, 37, -14,  -8, 2,  3.2, ⑨⑩,11,13,Ｋスズカブルｰム, 56,大野拓, 2.4, 42,* -2, -19, 6, 27.2,②①①,11, 8,Ｏワンダｰクラフティ, 49,横山典, 1.1, 45, -11,   3, 7, 30.8,⑤④④,11,16,Ｎマイネルサニベル, 62,安藤光, 1.3, 60,  -6,  10, 8, 29.8, ⑯⑯
12, 6,Ｆクニサキロｰズ, 41,小牧太, 1.7, 36, -24,  -3, 9, 60.9, ⑬⑪,12, 6,Ｏメイショウトウゲン, 40,赤木高, 2.6, 44,  -9,  -7,14,123.1,⑯⑮⑭,12, 4,Ｐサンパレス, 45,幸英明, 1.2, 45, -11,   3,16,293.3,⑦④⑥,12,15,Ｋエｰシンビｰエル, 68,幸英明, 1.4, 59,  10,  -7, 7, 24.9, ⑤⑧
13,13,Ｏスリｰコジｰン,-57,生野賢, 1.7, 35,  -7, -14,12,121.5, ⑤⑧,13,12,Ｌベルモントミサンガ, 55,勝浦正, 3.3, 36,* -2, -26, 8, 46.4,②②③,13,13,Ｌノボプレゼンス, 54,小牧太, 1.3, 53, -18,  14,10, 94.8,⑮⑯⑯,13, 3,Ｌマイネペロｰラ, 66,梶晃啓, 1.9, 50,   6, -12,16,409.1, ⑨⑨
14, 3,Ｎミスズシンプｰ,-52,北村友, 2.5, 24, -41,* -3,15,315.0, ⑯⑯,14, 5,Ｍフェリｰク, 54,荻野琢, 3.3, 35,  -8, -19,10, 64.6,⑨⑫⑬,14, 3,Ｍグランレｰヴ, 51,安藤光, 1.7, 43, -16,   6,13,144.6,⑨⑬⑬,14, 9,Ｈエミネンツァベルタ, 69,赤木高, 2.0, 50,  10, -17,13, 91.4, ⑤⑤
15,14,Ｌコウエイレインボｰ, 29,藤岡康, 2.9, 21, -21, -20,10, 64.8, ⑪⑮,15,14,Ｃカウントオンミｰ, 64,安藤光, 6.1, 21,  -3, -50, 3,  5.4,②⑤⑭,15,11,Ｎチャンプイズヒア, 51,赤木高, 3.3, 31, -13, -15,14,169.9,⑤⑦⑪,15, 7,Ｏメジロアダｰラ, 62,吉田豊, 2.3, 44,   5, -17,14,122.5, ⑨⑩
16,15,Ｍマックスハｰト, 19,荻野要, 3.6, 12, -24, -23,16,692.4, ⑬⑬,16, 7,Ｐウォｰタｰリロ, 39,幸英明, 8.1,-12,  -9, -59,15,124.0,①⑮⑯,16, 9,Ｂゼットアカデミｰ, 71,田中克, 3.9,  7, -16, -20, 3,  5.7,⑫⑪⑬,16,14,Ｍエｰシンエスヴィｰ, 65,石橋脩, 3.8, 34,* 22, -57,15,323.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-7),,,,,,,,,,,
単勝:990円 複勝:08=210円 04=130円 02=230円 枠連:260円,,,,,,,,,,,,"単勝:1,330円 複勝:02=260円 11=130円 04=140円 枠連:1,680円",,,,,,,,,,,,単勝:220円 複勝:12=130円 01=200円 02=320円 枠連:620円,,,,,,,,,,,,単勝:310円 複勝:04=150円 01=320円 02=230円 枠連:690円,,,,,,,,,,,
"馬連:900円 ワイド:04-08=350円 02-08=1,310円 02-04=670円",,,,,,,,,,,,"馬連:2,410円 ワイド:02-11=610円 02-04=700円 04-11=280円",,,,,,,,,,,,"馬連:1,100円 ワイド:01-12=430円 02-12=660円 01-02=1,220円",,,,,,,,,,,,"馬連:1,810円 ワイド:01-04=810円 02-04=430円 01-02=1,080円",,,,,,,,,,,
"馬単:2,490円 3連複:3,500円",,,,,,,,,,,,"馬単:5,790円 3連複:2,710円",,,,,,,,,,,,"馬単:1,430円 3連複:3,640円",,,,,,,,,,,,"馬単:3,050円 3連複:3,720円 3連単:17,530円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■ 9R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.8,,,,,■12R  ダ1700m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊良湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａコアレスリｰヴァ, 58,荻野琢,, 59,*  1,   1, 3,  5.9, ①①, 1, 7,Ｄトップコｰナｰ, 62,北村友,, 54,*-16,  13, 1,  2.7,①①①, 1, 7,Ｃアグネスドｰン, 73,的場勇,, 66,   1,   4, 4, 10.1, ⑤⑤, 1,15,Ｆチャイナドｰル, 70,スボリ,, 74,*  1,  16, 5, 12.1,②②①
 2, 8,Ｆクレバｰデュｰク, 48,小牧太, 0.2, 61,  -2,   5, 5, 10.1, ③②, 2, 5,Ｅアイアムドラマ, 61,大野拓, 0.1, 60, -17,* 17, 4,  9.6,⑤④③, 2, 2,Ｊノｰモアクライ, 63,武豊  , 0.0, 71,*  8,   2, 3,  8.9, ①①, 2, 6,Ｂパｰプルイｰグル, 76,小牧太, 0.1, 77,  -2,* 19, 1,  2.4,⑦⑤③
 3, 2,Ｃケイコティアラ, 53,石橋脩, 0.2, 64,  -7,*  9, 4,  7.5, ⑦⑥, 3, 8,Ａアルカライズ, 65,横山典, 0.4, 54, -16,  14, 2,  4.2,③④③, 3,15,Ｈマイネルグロッソ, 65,小牧太, 0.1, 68,  -9,* 16, 7, 21.8, ⑭⑬, 3,14,Ｈオメガエンドレス, 69,安藤光, 0.7, 69,  -3,  15, 3,  7.5,⑧⑦⑦
 4,11,Ｅアドマイヤリバティ, 52,武豊  , 0.4, 60,  -9,   8, 2,  4.1, ⑦⑧, 4,12,Ｈロｰランウェルズ, 58,田中博, 0.4, 48,*-17,  10, 9, 47.7,③②②, 4,10,Ａトレノジュビリｰ, 80,中舘英, 0.1, 70,*  6,   2, 1,  2.1, ②②, 4,12,Ａブラックランナｰ, 77,横山典, 0.7, 80,  -7,* 24, 2,  4.4,⑯⑯⑯
 5, 9,Ｊリッカブレｰブ, 39,安藤光, 0.5, 56,  -5,   3,10, 33.8, ⑤⑤, 5,10,Ｌアンビリｰバブル, 52,勝浦正, 0.6, 54, -19,  15,12, 58.6,⑩⑨⑥, 5, 3,Ｅラインフェニックス, 73,北村友, 0.2, 64,  -4,   6, 2,  4.1, ⑨⑨, 5,16,Ｄセフティｰロｰレル, 73,河北通, 0.7, 72,  -4,* 18, 8, 14.7,⑭⑫⑪
 6,13,Ｋダンツタキサン, 32,池添謙, 0.7, 50,*  1,  -6, 1,  2.9, ②②, 6,16,Ｂホｰネットアｰミｰ, 64,石橋脩, 0.7, 61, -22,* 20, 7, 15.1,⑯⑯⑯, 6, 9,Ｄブｰケティアラ, 73,藤岡康, 0.2, 64,  -2,   5, 8, 22.6, ⑨⑨, 6, 2,Ｊウインプログレス, 67,中舘英, 0.8, 67,  -3,  14,10, 44.0,⑩⑦⑦
 7, 5,Ｇメジロヴィルゴ, 47,岩部純, 0.7, 56, -15,*  9, 7, 18.2, ⑪⑩, 7, 2,Ｋエムエスゴｰルド, 55,芹沢純, 0.8, 50, -18,  13,14, 93.9,⑤⑦⑥, 7, 8,Ｌライブリシュロム, 59,川島信, 0.2, 68, -16,* 22,13,105.8, ⑯⑯, 7,13,Ｅメモリｰガリソン, 72,古川吉, 1.1, 64,  -2,  11,11, 83.0,⑪⑦⑦
 8,14,Ｉキルシュブリュｰテ, 44,北村友, 0.7, 47,* -2,  -6, 9, 25.0, ③②, 8, 4,Ｃモンサラｰシュ, 64,安藤光, 0.8, 55, -20,* 17, 5,  9.8,⑭⑭⑬, 8, 4,Ｆミフジハナフブキ, 66,中谷雄, 0.4, 64,   3,   0,12, 59.5, ⑤⑤, 8, 7,Ｍゼットコマンダｰ, 65,池添謙, 1.2, 63,  -3,  11, 9, 31.6,⑧⑦⑦
 9, 1,Ｏセトノギムレット, -4,幸英明, 0.8, 55, -17,*  9,12,121.2, ⑪⑫, 9, 1,Ｊエランセ, 56,幸英明, 0.9, 50, -19,  14, 6, 13.9,⑩⑨⑪, 9, 1,Ｋデザｰトワｰルド, 61,上村洋, 0.5, 63,   3,  -1,10, 42.9, ⑤⑤, 9, 3,Ｋマナｰハウス, 66,北村友, 1.4, 59,  -1,   6, 6, 13.9,③⑤⑤
10, 7,Ｂボｰテセレスト, 53,勝浦正, 0.9, 54, -20,* 11, 8, 20.7, ⑭⑫,10, 6,Ｇマイネルアンツｰク, 60,中村将, 1.0, 48, -21,  13, 3,  6.3,⑬⑫⑪,10,11,Ｎマザｰレイク, 54,勝浦正, 0.5, 62,  -4,   5, 9, 32.5, ⑬⑫,10, 4,Ｇハギノプレシャス, 69,鮫島良, 1.4, 58,  -1,   5, 4, 10.9,⑥③③
11,15,Ｈクリップフェアリｰ, 46,川島信, 1.0, 47, -12,   2,11, 82.4, ⑨⑧,11,14,Ｆマルカケセラセラ, 60,柴原央, 1.2, 43, -19,  10,10, 48.3,⑤⑨⑨,11,16,Ｍセフティｰフリｰズ, 55,スボリ, 0.8, 58,   1,  -5,11, 48.3, ⑧⑧,11, 8,Ｎゴｰルドロビン, 63,荻野琢, 1.4, 62,  -5,  12,16,212.0,⑫⑬⑪
12, 6, ワンダｰジュｰル,---,田中克, 1.2, 44, -25,*  8,13,305.7, ⑯⑯,12,15,Ｉシルクスタｰシップ, 57,的場勇, 1.5, 38, -21,   8,11, 48.5,⑭⑫⑬,12,13,Ｂダイワフェロｰ, 74,安藤光, 1.0, 55,*  6, -12, 6, 21.7, ②②,12,11,Ｉバリｰバｰン, 67,芹沢純, 2.1, 54,  -6,   7,14,207.5,⑭⑮⑭
