07年 5月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.7,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■ 7R  芝2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■10R  芝1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛竜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａアクセルカフェ, 60,藤田伸,, 60,* -8,*  8, 1,  1.9,①①①, 1,12,Ｃサウンドロｰデッド, 50,藤田伸,, 43,  -4, -13, 2,  2.6,③④④, 1,12,Ａダイワグラム, 67,後藤浩,, 74,   0,* 15, 1,  2.6,⑦④③, 1,12,Ｇキマグレ, 64,後藤浩,, 80,* 12,*  8, 6, 12.4,   
 2, 3,Ｄツルマルビビッド, 54,上村洋, 0.8, 53, -10,*  6, 3,  6.6,⑧⑦⑤, 2, 8,Ａトシセント, 63,後藤浩, 0.0, 43,  -3, -16, 1,  1.8,③③③, 2,10,Ｅエアクラマン, 61,大野拓, 0.2, 65,*  0,   8, 3,  5.6,⑤③③, 2, 6,Ｄドルバコ, 66,中舘英, 0.2, 76,* 12,*  5, 2,  3.9,   
 3, 6,Ｅヒットトップガン, 49,赤木高, 0.9, 50, -10,   3, 6, 19.9,⑤④⑤, 3, 9,Ｄビｰモブホｰプ, 47,江田照, 0.3, 40,  -6, -13, 8, 49.6,⑧⑧⑧, 3, 1,Ｉジュンノホｰプ, 58,竹之下, 0.3, 69,   0,* 12, 5, 12.7,⑦⑦⑤, 3,13,Ｊバブルファンタジｰ, 60,菊沢隆, 0.4, 65,   2,*  8, 7, 23.0,   
 4, 5,Ｇツルマルシルバｰ, 37,幸英明, 1.2, 52, -13,*  7,12,169.2,⑫⑪⑨, 4, 7,Ｋカｰリングムスメ, 34,大野拓, 0.4, 37, -10,* -8,10, 73.8,⑬⑬⑬, 4,11,Ｃメジロスパイダｰ, 62,菊沢隆, 0.5, 63,  -1,   9, 6, 13.7,⑩⑦⑤, 4, 2,Ｅボムシェル, 65,幸英明, 0.5, 67,   7,   3, 3,  6.4,   
 5,14,Ｂレオタツオｰ, 58,中舘英, 1.3, 44,* -9,  -3, 2,  3.5,②②②, 5, 5,Ｌメイショウシキブ, 33,芹沢純, 0.4, 39,  -9,* -9, 7, 45.7,⑪⑩⑨, 5, 9,Ｄミスタｰジャガｰ, 62,大下智, 0.6, 62,  -4,* 10, 8, 26.0,⑪⑩⑨, 5, 3,Ｏキラｰスマイル, 54,北村友, 0.6, 64,   5,   3,11, 54.0,   
 6, 7, ミツアキミリオン,---,浜中俊, 1.4, 44, -13,   1,11,159.9,⑧⑧⑧, 6,11,Ｊコンゴウイッシン, 40,四位洋, 0.5, 38,  -7, -15, 9, 61.8,⑨⑨⑨, 6, 5,Ｆキクノプログレッソ, 59,赤木高, 0.6, 61,   0,   6,10, 35.2,④④⑤, 6,14,Ｎフラワｰメロディｰ, 55,塚田祥, 0.8, 57,   0,   3,13, 87.7,   
 7, 2,Ｆウィナｰズカｰド, 46,松岡正, 1.6, 42, -10,  -4, 5, 17.1,⑥④②, 7,13,Ｇマｰキュリｰ, 44,大下智, 0.6, 34,  -7, -23,13,223.5,⑥⑤④, 7, 2,Ｂファントムオペラ, 65,芹沢純, 0.6, 56,*  2,  -2, 2,  4.0,②①①, 7,10,Ｍセフティバｰニング, 55,藤岡佑, 0.9, 62,  10,  -5,10, 35.0,   
 8,13,Ｃシルクロｰジネス, 55,松田大, 1.8, 40,* -9,  -7, 4, 16.0,②②②, 8, 2,Ｆジョウテンダｰク, 44,吉田隼, 0.6, 37,  -8, -13, 4, 14.2,⑨⑩⑪, 8, 4,Ｊヤマニンアジャスト, 56,江田照, 0.6, 64,  -2,  10, 9, 26.8,⑨⑩⑨, 8,15,Ｃイクエイタｰ, 71,中谷雄, 1.0, 56,   5,  -4, 9, 26.0,   
