07年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月15日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 7R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
 9, 1,Ｃケイウンファミリｰ, 55,中村将, 1.5, 46,*  6, -18, 4,  8.2, ②③, 9,16,Ｃキリシマスピｰド, 59,田中健, 0.6, 40,  -6, -10, 3,  7.5, ④④, 9, 1,Ｂミスタｰジャガｰ, 64,大下智, 1.1, 47, -14,  11, 7, 17.8,⑪⑬⑫, 9, 2,Ｈゴｰルデンビッグ, 56,橋本美, 2.2, 52,  -7,   5, 9, 21.2,⑧⑪⑨
10,10,Ｊキッスホｰラｰ, 33,北村友, 1.6, 40, -18,  -4,11,141.8, ⑩⑪,10, 4,Ｂフェアリｰスポット, 59,大野拓, 0.6, 42, -10,  -4, 4,  8.3, ⑨⑧,10,15,Ｌクロスビスティｰ, 52,塚田祥, 1.2, 51, -13,  14, 4, 13.3,⑯⑭⑬,10,13,Ｏアントレウエルス, 37,高山太, 2.6, 49,  -9,   4,14,165.1,⑭⑭⑬
11, 6,Ｉモリトサクラサクラ, 37,黛弘人, 1.9, 39,  -7, -14, 6, 30.4, ⑦⑨,11,14,Ｐトノノオナリｰ, 33,的場勇, 0.6, 40,  -9,  -7,15,214.6, ⑧⑧,11,12,Ｐフｰフｰ, 33,吉田隼, 1.5, 41, -11,   4,11, 52.3,⑤⑧⑨,11, 9,Ｃバトルスクワｰト, 64,太宰啓, 2.7, 47,  -7,   0, 8, 18.9,⑫⑪⑪
12,11,Ｌオンワｰドカミｰノ, 16,安藤光, 2.1, 37, -20,  -6,12,155.3, ⑫⑫,12,10,Ｎノゾミヒカル, 40,二本柳, 0.6, 43,  -4,  -8, 7, 14.7, ④④,12,11,Ｇマイネルシルバｰト, 59,大庭和, 1.5, 44, -12,   8, 9, 26.9,⑪⑭⑬,12, 7,Ｌキｰプユアアイズ, 47,赤木高, 2.9, 47,* -1, -12, 3,  6.4,⑥②③
,,,,,,,,,,,,13, 5,Ｏスプリングカリン, 39,石橋脩, 0.7, 48, -25,* 11,14,148.0, ⑯⑯,13, 6,Ｊクラヴィｰア, 58,北村友, 1.6, 37, -13,   2, 5, 13.7,⑦⑪⑬,13,15,Ｎフウバイカ, 44,川島信, 3.6, 41,  -9,  -5,15,198.5,⑮⑭⑬
,,,,,,,,,,,,14, 2,Ｌジョｰブライアン, 45,田中克, 0.8, 40, -24,   4,13, 95.4, ⑮⑮,14,16,Ｍユランコタン, 49,二本柳, 2.1, 38, -14,   5,14,108.4,⑮⑯⑬,14, 4,Ｍホットビスティｰ, 46,小野次, 4.3, 41,  -6, -17,12, 26.7,⑨⑩⑮
,,,,,,,,,,,,15, 9,Ｍセトメリｰ, 41,中村将, 1.2, 36,  -6, -18,11, 45.8, ④④,15, 7,Ｎモエレタマモクロス, 48,田中克, 3.0,-15,*-11, -29,15,132.0,②②③,15,12,Ｉシｰキングドｰラ, 54,吉田隼, 4.4, 39,  -5, -20,11, 25.1,④⑧⑪
,,,,,,,,,,,,16, 6,Ｉヤワタゴｰルド, 50,吉田隼, 1.3, 38,*  1, -23, 5,  8.6, ①①,16,14,Ｏマックスイマｰジュ, 48,田中博, 3.3,-21,*-11, -29,16,187.4,④④⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:1),,,,,,,,,,,
単勝:290円 複勝:05=140円 12=140円 03=240円 枠連:500円,,,,,,,,,,,,"単勝:6,700円 複勝:03=1,410円 15=420円 13=880円 枠連:1,240円",,,,,,,,,,,,"単勝:590円 複勝:09=210円 04=310円 10=550円 枠連:2,250円",,,,,,,,,,,,単勝:430円 複勝:05=140円 03=140円 06=230円 枠連:590円,,,,,,,,,,,
馬連:550円 ワイド:05-12=280円 03-05=600円 03-12=550円,,,,,,,,,,,,"馬連:19,110円 ワイド:03-15=4,850円 03-13=13,770円 13-15=3,470円",,,,,,,,,,,,"馬連:2,900円 ワイド:04-09=890円 09-10=3,290円 04-10=5,360円",,,,,,,,,,,,馬連:790円 ワイド:03-05=350円 05-06=590円 03-06=600円,,,,,,,,,,,
"馬単:1,040円 3連複:1,440円",,,,,,,,,,,,"馬単:38,900円 3連複:114,750円",,,,,,,,,,,,"馬単:5,290円 3連複:30,570円",,,,,,,,,,,,"馬単:1,730円 3連複:1,820円 3連単:8,210円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■11R  芝1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ福島賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａヴィヴィッドカラｰ, 60,中舘英,, 56,*-15,* 13, 1,  1.8,②②②, 1, 6,Ｄケイアイハイタイド, 56,石橋脩,, 57,* -5,   6, 1,  3.1,③②③, 1, 8,Ｆスペシャリスト, 58,塚田祥,, 65,  -9,* 16, 6, 14.0,⑥⑥⑥, 1,13,Ｈメイショウディオ, 69,芹沢純,, 78,  -9,* 25, 8, 12.8, ⑪⑩
 2,10,Ｆヴィクトリアアイ, 47,赤木高, 0.0, 56,*-15,* 13, 5,  8.8,①①①, 2, 1,Ｂノｰキュアノｰペイ, 59,浜中俊, 0.0, 56,  -8,   7, 5,  9.2,⑤⑤⑤, 2, 3,Ｂエムティｰエアｰ, 66,川島信, 0.2, 58,* -5,   9, 2,  4.7,②②①, 2, 9,Ｉオｰスチンロｰズ, 69,高山太, 0.1, 69,   9,   7, 6,  9.8, ④④
 3, 2,Ｂグランドメロｰ, 57,塚田祥, 0.4, 50, -18,* 10, 2,  5.8,⑦⑨⑧, 3, 5,Ｆナムラシンドバッド, 53,津村明, 0.1, 65,  -9,* 14, 6, 11.2,⑨⑪⑦, 3, 5,Ｇブレイブバニヤン, 55,吉田隼, 0.3, 60,  -7,  12, 8, 19.5,⑤⑤④, 3,12,Ａナイトレセプション, 80,二本柳, 0.2, 78,  -9,* 25, 1,  3.1, ⑭⑪
 4, 5,Ｈマイネキャロライナ, 44,太宰啓, 0.5, 47, -17,   8,10, 92.4,④⑤④, 4, 4,Ｇマイネルテアトロン, 47,梶晃啓, 0.2, 52,* -4,   1, 8, 22.2,①①①, 4, 2,Ｅテイエムオｰディン, 61,中村将, 0.7, 58, -12,  14, 3,  5.2,⑧⑨⑨, 4, 4,Ｇシセイヒカリ, 70,赤木高, 0.3, 68,   3,  10, 7, 11.6, ⑧⑨
 5,15,Ｃウェディングフジコ, 49,菊沢隆, 0.9, 35,*-15,  -1, 4,  8.0,②②②, 5, 9,Ａネヴァキングダム, 59,塚田祥, 0.2, 51,* -5,   1, 3,  5.0,②②②, 5, 4,Ｄオヤマエルニｰニョ, 63,安藤光, 1.2, 49,  -6,   2, 5,  7.8,④④④, 5, 2,Ｆサオヒメ, 72,安藤光, 0.3, 66,   5,   8, 4,  8.3, ⑦⑤
 6,14,Ｊグラマラスドｰル, 38,的場勇, 1.0, 32, -19,  -1,15,432.1,⑤⑤⑤, 6, 2,Ｊコスモペンタクン, 46,大野拓, 0.4, 47,  -8,   1, 2,  4.7,⑤⑤⑤, 6,11,Ｃダカｰルシチｰ, 64,北村友, 1.2, 60, -18,* 18, 4,  6.9,⑮⑭⑭, 6,15,Ｃチアフルワｰルド, 73,吉田隼, 0.4, 67,   2,  11, 3,  7.8, ⑧⑧
 7, 6,Ｎメイショウシキブ, 34,芹沢純, 1.1, 34, -17,  -1,11, 97.7,⑮⑤⑧, 7, 3,Ｌアントラン, 43,太宰啓, 0.5, 50,  -6,   1,13, 83.7,③⑤④, 7,15,Ａロングファイト, 68,田中健, 1.4, 45,* -6,  -4, 1,  3.5,②②②, 7,14,Ｅコアレスパレｰド, 73,梶晃啓, 0.6, 66, -18,* 22,14, 64.3, ⑮⑮
 8, 4, サイレンスデザｰト,---,津村明, 1.1, 37, -19,   4, 9, 85.6,⑫⑬⑪, 8,14,Ｅフジノカミカゼ, 55,安藤光, 0.6, 61, -14,* 15, 4,  9.1,⑯⑯⑬, 8,10,Ｉサンライズタイム, 52,赤木高, 1.4, 51, -12,  10, 9, 24.3,⑬⑩⑪, 8,10,Ｊオリエントヒｰロｰ, 68,田辺裕, 0.6, 67, -19,* 24,11, 41.8, ⑮⑮
 9,16, モリトホマレ,---,二本柳, 1.2, 35, -19,   2,12, 99.6,⑯⑬⑪, 9,13,Ｈメイショウブリオ, 47,田中健, 0.8, 49, -14,   7,15,257.0,⑨⑬⑬, 9, 9,Ｎフジノスプレンダｰ, 42,木幡初, 1.6, 46,  -9,   3,14,148.9,⑧⑧⑦, 9, 6,Ｌデアテンビｰ, 68,宮崎北, 0.7, 59,* 12,  -6,13, 48.3, ③③
10,11,Ｅアムリタ, 48,安藤光, 1.2, 32, -16,  -4, 3,  7.4,⑦④⑤,10,15,Ｋハｰトオンスマイル, 46,西田雄, 0.9, 45,  -8,   0,12, 76.4,⑨⑧⑨,10,13,Ｌスナｰクコンコルド, 45,小野次, 2.1, 44, -13,   6,11, 59.7,⑫⑫⑫,10, 5,Ｄアグネスドｰン, 73,的場勇, 0.8, 60,  -9,  13, 5,  9.0, ⑪⑪
11,12,Ｄヴィゼ, 48,吉田隼, 1.3, 32, -17,  -2, 6, 18.6,⑫⑨⑭,11,12,Ｃマルイチキセキ, 58,川島信, 1.4, 40, -10,  -5,10, 43.1,⑨⑫⑪,11,14,Ｈベルモントディガｰ, 53,池田鉄, 2.2, 43,  -9,  -4,10, 36.5,⑥⑦⑦,11,16,Ｎミヤギノダンシング, 61,西田雄, 0.8, 57,  -8,  10,15,106.9, ⑪⑪
12, 8,Ｉノｰスマンハッタン, 44,浜中俊, 1.4, 27, -19,  -6, 8, 51.2,⑨⑨⑪,12, 8,Ｉタワｰドピｰク, 47,中舘英, 1.6, 42,  -5, -17, 7, 13.4,⑧④⑦,12, 7,Ｊツルガオカアサヒ, 51,菊沢隆, 2.5, 40, -13,   2,13,129.7,⑬⑫⑫,12, 8,Ｂジェダイト, 76,中舘英, 0.8, 61,  10,  -1, 2,  7.8, ⑤⑤
13, 3,Ｍパンプキンパイ, 34,小林久, 1.4, 32, -19,   1,16,484.6,⑫⑬⑭,13,10, ティｰビスティｰ,---,赤木高, 1.8, 36, -12,  -6, 9, 42.9,⑮⑬⑬,13,12,Ｏクリノフィナｰレ, 37,中舘英, 2.5, 41, -12,  -1,12, 86.9,⑪⑩⑨,13, 3,Ｍテイエムノブシオｰ, 64,川島信, 0.9, 59,* 18, -13, 9, 18.1, ①①
14, 9,Ｇテンシノビｰチ, 46,中村将, 1.5, 28, -19,  -7, 7, 47.6,⑨⑨⑩,14,16,Ｏニホンピロタルト, 29,芹沢純, 2.0, 38,  -8, -19,14,151.0,⑬⑧⑨,14, 1,Ｋトウカイチャレンジ, 50,津村明, 3.2, 34,* -5, -20, 7, 19.4,①①②,14,11,Ｋメイショウイッテキ, 68,古川吉, 1.1, 56,   8,  -7,10, 39.7, ⑤⑤
15, 1,Ｋスズキャンドル, 36,大野拓, 1.5, 29, -20,  -2,14,187.6,⑪⑬⑭,15, 7,Ｎサチノマイタｰン, 35,佐藤聖, 2.5, 28, -14, -19,16,406.2,⑬⑬⑯,,,,,,,,,,,,,15, 7,Ｏアｰスシャｰプ, 61,大下智, 1.3, 55,* 17, -20,12, 45.5, ②②
16,13,Ｌストロングキャロル, 34,西田雄, 2.5,  5, -17, -22,13,172.9,⑤⑤⑤,16,11,Ｍレオタックル, 39,吉田隼, 3.4,-28,  -8, -38,11, 71.5,⑤⑧⑪,,,,,,,,,,,,,16, 1,Ｐオンワｰドミシェル, 61,池崎祐, 2.5, 35,  -6, -17,16,131.9, ⑩⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-7),,,,,,,,,,,
単勝:180円 複勝:07=110円 10=160円 02=170円 枠連:450円,,,,,,,,,,,,単勝:310円 複勝:06=180円 01=390円 05=340円 枠連:450円,,,,,,,,,,,,"単勝:1,400円 複勝:08=450円 03=180円 05=520円 枠連:1,760円",,,,,,,,,,,,"単勝:1,280円 複勝:13=340円 09=280円 12=160円 枠連:4,340円",,,,,,,,,,,
馬連:590円 ワイド:07-10=290円 02-07=290円 02-10=720円,,,,,,,,,,,,"馬連:1,900円 ワイド:01-06=870円 05-06=920円 01-05=2,040円",,,,,,,,,,,,"馬連:3,510円 ワイド:03-08=1,130円 05-08=3,660円 03-05=1,340円",,,,,,,,,,,,"馬連:6,240円 ワイド:09-13=1,740円 12-13=870円 09-12=660円",,,,,,,,,,,
"馬単:970円 3連複:1,460円",,,,,,,,,,,,"馬単:3,080円 3連複:9,130円",,,,,,,,,,,,"馬単:7,880円 3連複:18,830円",,,,,,,,,,,,"馬単:13,310円 3連複:6,430円 3連単:54,550円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 6R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■ 9R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,米沢特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂパｰリｰゲイツ, 54,赤木高,, 60,* -3,*  4, 2,  3.2,⑦④③, 1,15,Ｂホッカイラブリｰ, 64,塚田祥,, 66,  -1,*  8, 4,  8.4,⑬⑥①, 1,15,Ｂキングオザｰ, 73,土谷智,, 69,*  2,   8, 1,  3.5, ②②, 1, 6,Ｂスズカダｰク, 68,中舘英,, 71,   2,* 11, 1,  2.2,⑥⑥⑥
 2,12,Ｅタガノファントム, 47,石橋脩, 0.7, 54,  -6,*  2, 5, 10.8,⑨⑦⑥, 2,11,Ｄエイダイタカラブネ, 61,二本柳, 0.1, 65,  -1,*  9, 1,  3.9,⑨⑧⑥, 2, 5,Ｇナイスソニック, 65,古川吉, 0.2, 66,*  1,   7, 2,  4.8, ②①, 2, 1,Ｇエルロドリゴ, 61,田中博, 0.2, 68,  -3,* 17, 3, 11.2,⑪⑪⑪
 3, 4,Ｄマルタｰズストｰム, 50,中舘英, 0.8, 54,* -3,  -4, 3,  4.5,②②②, 3, 5,Ｍウインフェイム, 55,菊沢隆, 0.3, 64,   0,*  5, 3,  7.2,⑩③②, 3,10,Ｋツアｰデフォｰス, 61,太宰啓, 0.4, 66, -10,* 14,11, 35.5, ⑬⑫, 3,10,Ａケンブリッジレｰザ, 75,菊沢隆, 0.2, 68,   2,   8, 6, 16.8,⑥⑥⑥
 4,14,Ｆピクシｰザダンス, 45,中村将, 1.0, 50,* -4,  -7, 6, 14.1,②①①, 4, 6,Ｈショウワインラヴ, 58,的場勇, 0.8, 57,  -1,  -1,11, 39.8,⑥③②, 4, 2,Ｃレオリリｰ, 72,田中博, 0.5, 57,  -6,   4,10, 30.0, ⑦⑦, 4, 8,Ｄレｰザｰズエッジ, 66,小野次, 0.3, 66,*  6,  -3, 5, 16.4,②②②
 5, 5,Ｊタケカサチノヤマ, 40,芹沢純, 1.2, 50,  -5,  -4,11, 48.7,⑤⑤③, 5, 1,Ｋラフィｰク, 55,小野次, 1.0, 58,   0,  -2, 9, 16.7,③③⑦, 5, 4,Ｈキクカネイチャ, 64,安藤光, 0.7, 60, -12,* 11, 3,  7.1, ⑯⑮, 5, 9,Ｅレオシャｰプ, 64,大野拓, 0.3, 66,*  6,  -3, 4, 12.8,②②②
 6,10,Ａオッティマルｰチェ, 55,太宰啓, 1.2, 49,  -7,*  0, 1,  3.2,⑨⑧⑨, 6, 8,Ａアジアン, 66,浜中俊, 1.0, 55,  -3,  -1, 7,  9.6,⑭⑧⑦, 6,12,Ｉカシノマイケル, 63,田中克, 0.8, 51,  -6,   0, 7, 16.9, ⑦⑦, 6, 7,Ｋグラスガルｰダ, 58,安藤光, 0.3, 66,   2,   6,10, 26.8,④⑥⑧
 7, 6,Ｍドナプレミア, 35,大下智, 1.7, 43,  -8,  -7, 7, 37.5,⑤⑧⑦, 7, 3,Ｅパレスレディｰ, 61,田中健, 1.4, 52,  -3,  -5, 5,  8.6,⑤⑧⑨, 7,11,Ｏネヴァベｰカリｰ, 49,梶晃啓, 0.8, 56,  -7,   5,13, 49.4, ⑪⑪, 7,12,Ｌシャイニｰボｰイ, 51,赤木高, 0.5, 64,*  8,  -7, 7, 19.5,①①①
 8,15,Ｉバサラオｰジャｰ, 42,田中健, 1.8, 42,  -9,  -6,14,136.0,⑫⑪⑩, 8, 9,Ｃユノブラッキｰ, 63,石橋脩, 2.0, 49,  -3,  -7, 2,  6.6,⑪⑬⑪, 8,14,Ｄゲットクｰル, 68,北村友, 0.9, 49,  -6,  -2, 4,  7.6, ⑦⑩, 8,13,Ｈマルタカデトリア, 60,西田雄, 0.6, 62,   3,  -1, 8, 20.4,⑥④④
 9, 8,Ｈイｰガデザイア, 44,佐藤聖, 2.3, 38, -10, -10,10, 45.1,⑭⑬⑩, 9,14,Ｌエイシンサンバレｰ, 55,吉田隼, 2.0, 49,  -3,  -7, 8, 14.7,⑪⑬⑪, 9, 8,Ｅクリノハッピｰデイ, 66,大庭和, 1.1, 49,  -2,  -4,12, 39.8, ⑦⑦, 9, 3,Ｆサクラトレゾア, 63,木幡初, 0.6, 63,   0,   6,11, 29.0,⑨⑨⑨
10, 9,Ｋカシノアマゾネス, 39,北村友, 2.6, 37,  -6, -19,12, 72.7,④⑤⑦,10, 2,Ｇアクティブアクト, 58,田中博, 2.7, 41,  -4, -16,15,123.0,⑦⑫⑪,10,16,Ｌスパｰクチャット, 60,大野拓, 1.1, 48,  -1,  -6, 9, 20.9, ⑤④,10,11,Ｃマジカルスタｰ, 66,吉田隼, 0.7, 62,   4,  -2, 2,  3.7,④④④
11,11,Ｏブライティアレナ,-68,的場勇, 2.7, 36,  -9, -15,15,312.6,⑦⑧⑬,11, 7,Ｏキャプテンシラユリ, 47,赤木高, 2.8, 45,*  1, -21,13, 51.9,②②④,11, 6,Ｊジｰガｰユタカオｰ, 62,二本柳, 1.2, 47,  -1,  -8,14, 59.7, ⑤④,11, 2,Ｉホッカイルオｰ, 60,石橋脩, 0.7, 62,   0,   5, 9, 24.4,⑨⑨⑨
12, 1,Ｌスルファｰ, 38,池田鉄, 2.7, 38, -11,  -8,13,113.6,⑭⑮⑭,12,12,Ｉフラワｰクイｰン, 57,安藤光, 2.9, 43,  -1, -18,10, 22.7,⑧⑧⑨,12, 7,Ｎロｰランセレス, 55,的場勇, 1.5, 40,  -9,  -8,16,125.3, ⑪⑫,12, 5,Ｊマイネエストレヤ, 59,千田輝, 1.2, 56,  -4,   5,12, 49.0,⑬⑫⑫
13, 7,Ｃエイワベンケイ, 51,菊沢隆, 2.8, 38,* -3, -23, 4, 10.0,①②⑤,13, 4,Ｆサンキンレタｰ, 59,中舘英, 2.9, 44,*  2, -23, 6,  9.0,①①④,13, 9,Ｐリネンアピｰル, 37,南田雅, 1.6, 42,*  3, -16,15, 75.5, ①②,13, 4, デュエルヴァンクル,---,津村明, 3.6, 31,  -5, -30,13,111.3,⑪⑬⑬
