07年12月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.8,,,,,■ 4R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,報知杯中京2歳S,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｉチャｰミングシチｰ, 44,横山典,, 52,  -2,  -6, 4, 19.2,⑦⑥⑥, 1, 3,Ｄオｰシャンルミナス, 62,和田竜,, 75,* 11,   4, 4,  7.1, ②②, 1, 5,Ｇランヘランバ, 60,中舘英,, 75,   3,* 13, 5, 11.1,③④②, 1, 5,Ａホッカイカンティ, 70,石橋脩,, 69,   0,  11, 6, 19.1,②③③
 2, 9,Ｂワイルドエキサイト, 52,太宰啓, 0.0, 52,  -3,* -4, 3, 13.8,⑩⑦⑥, 2, 2,Ｉナムラコロナ, 56,中村将, 0.3, 70,   4,   4, 7, 30.0, ⑥⑥, 2, 4,Ｐマッキｰタイガｰ, 50,野元昭, 0.9, 69,*  4,   2,14,241.1,①①①, 2, 4,Ｄノットアロｰン, 67,武豊  , 0.3, 59,*  6,  -6, 2,  3.9,①①①
 3, 3,Ａココシュニック, 59,武豊  , 0.1, 53,*  0, -11, 1,  1.1,③②②, 3, 9,Ｈトｰセンフｰガ, 58,横山典, 0.4, 69,   0,*  7, 6, 10.0, ⑨⑧, 3,15,Ｅヒカルアモｰレ, 62,安藤勝, 1.4, 64,*  4,  -2, 2,  4.0,⑤②②, 3, 2,Ｇオｰスミマｰシャル, 56,和田竜, 0.3, 68,  -1,  12, 8, 35.1,⑥⑤④
 4, 1,Ｊセラマットパオ, 44,幸英明, 0.2, 50,  -5,* -3, 7, 72.8,⑪⑩⑨, 4, 7,Ｂケイティラブ, 67,野元昭, 0.7, 68,* 14,  -5, 5,  7.4, ①①, 4, 7,Ｆクラヴィｰア, 62,田辺裕, 1.6, 61,   0,   3,11,124.6,⑩⑥⑥, 4, 1,Ｈチョウサンデイ, 55,太宰啓, 0.3, 71,  -4,* 15,11, 73.8,⑨⑧⑦
 5,11,Ｈキャトルキャｰル, 46,中村将, 0.3, 49,  -3,  -7,11,108.1,⑧⑦⑨, 5, 1,Ｊクリｰルパトラｰ, 55,藤岡康, 0.7, 63,  -4,   5,10, 58.3, ⑩⑩, 5,14,Ｂツルマルロｰレル, 63,武豊  , 2.1, 57,  -3,   3, 3,  5.1,⑬⑪⑪, 5, 7,Ｃオｰロマイスタｰ, 69,吉田豊, 0.5, 69,  -5,* 14, 1,  2.0,⑫⑪⑦
 6, 7,Ｆネバｰグレイス, 48,小原義, 0.4, 48,  -6,* -3, 8, 86.7,⑬⑪⑪, 6,10,Ｆジパングエンジェル, 59,黛弘人, 0.8, 60, -12,*  9,13,133.0, ⑯⑭, 6, 6,Ｎファンドリコンドル, 54,幸英明, 2.5, 53,  -5,   3, 7, 27.5,⑮⑭⑫, 6, 6,Ｂダンツキッスイ, 70,幸英明, 0.6, 56,*  2,  -2, 3,  6.5,②②②
 7,10,Ｄサマｰナイトスタｰ, 50,河北通, 0.4, 48,  -6,* -3, 5, 34.9,⑫⑪⑪, 7,12,Ｍアサヒカレンダｰ, 49,幸英明, 0.8, 64,  -3,   5,14,169.6, ⑩⑩, 7,11,Ｊスズカヘイロｰ, 57,中村将, 2.6, 53,   2, -12, 8, 30.5,④④⑤, 7, 3,Ｉプティマカロン, 53,田嶋翔, 0.6, 66,  -6,* 14,14,210.6,⑩⑫⑫
 8, 6,Ｋハエヌキ, 39,的場勇, 0.7, 45,  -4, -12,13,184.4,⑥⑦⑥, 8, 8,Ｃピエネヴェｰレ, 67,中舘英, 0.8, 66,   6,  -1, 2,  4.6, ⑥⑥, 8,16,Ｈダンサｰズナカヤマ, 58,宮崎北, 2.7, 50,  -3,  -7, 9, 57.1,⑬⑨⑧, 8,13,Ｅグリフィス, 62,上村洋, 1.1, 53,  -4,   3, 7, 30.1,⑩⑧⑦
 9,16,Ｎラピッドムｰバｰ, 21,津村明, 1.6, 41,*  0, -24, 9, 87.3,④④④, 9, 5,Ｅリヒタｰ, 60,武豊  , 1.0, 63,   2,   0, 3,  4.8, ⑧⑧, 9,12,Ｄウォｰタｰマｰク, 63,横山典, 2.7, 54,*  4, -14, 1,  2.3,②②②, 9, 9,Ｌドリｰムアビｰム, 48,中舘英, 1.3, 62, -12,* 15, 9, 50.8,⑭⑭⑬
10, 2,Ｃアクトオブグレイス, 51,西田雄, 1.7, 40,*  1, -28, 6, 49.8,①①①,10,14,Ｎナリタトパｰズ, 45,河北通, 1.1, 60, -10,   6,16,205.3, ⑭⑭,10, 2,Ａサンレイキング, 64,荻野琢, 2.8, 48,  -6,  -1,13,192.9,⑩⑭⑮,10, 8,Ｊダノンバッカス, 52,横山典, 1.5, 54, -10,   9, 5, 14.4,⑫⑬⑬
11, 4,Ｇメイショウタマヒメ, 47,田中健, 1.7, 36,  -7, -17,12,137.0,⑧⑪⑪,11, 6,Ｇケイエスバウアｰ, 58,難波剛, 1.1, 60,  -5,   3,11,116.8, ⑫⑫,11, 3,Ｉホットカフェ, 58,小島太, 2.9, 48,  -2, -10,10, 91.8,⑥⑥⑥,11,12,Ｎスナｰクアステｰル, 43,高橋亮, 1.6, 47,  -3,  -6,12,139.8,⑦⑧⑦
12,13,Ｅキセキメロディｰ, 49,ルメｰ, 1.8, 40,*  1, -28, 2, 10.6,②②②,12,13,Ｋファディスタ, 54,石橋脩, 1.2, 59,  -6,   3, 9, 49.2, ⑫⑫,12,13,Ｍキｰプウイニング, 54,安藤光, 3.2, 48,  -2, -10,12,170.0,⑩⑨⑧,12,10,Ｍツルマルストｰム, 48,ルメｰ, 1.6, 50,   0, -12, 4, 10.6,④④④
13, 8,Ｌプリズム, 33,和田竜, 2.0, 37,  -1, -26,10,105.5,④⑤⑤,13, 4,Ａサザンビュｰティｰ, 71,田嶋翔, 1.5, 58,   8,  -9, 1,  3.2, ④③,13, 9,Ｏリッカメルド, 53,ルメｰ, 3.2, 49,  -1, -12, 4,  9.9,⑧⑥⑧,13,11,Ｋマルブツキング, 50,津村明, 1.9, 47,  -3, -12,13,192.3,⑤⑤⑥
14, 5,Ｍリリイメイド, 25,田辺裕, 3.5, 29, -10, -25,15,306.0,⑭⑭⑭,14,11,Ｌプラチナティアラ, 52,嘉藤貴, 1.7, 56,   9, -12,15,174.0, ④③,14, 1,Ｃスウィｰプシルバｰ, 63,浜中俊, 3.3, 45,  -5,  -9, 6, 19.9,⑧⑫⑫,14,14,Ｆスリｰラスカル, 57,芹沢純, 2.0, 47,  -3, -14,10, 68.7,⑦⑤⑦
15,14,Ｐエプソムコメット,-52,野元昭, 4.8,  0, -26, -10,16,324.6,⑯⑯⑯,15,15,Ｐニシノオウヒ, 41,吉田豊, 1.9, 51, -10,  -2,12,128.4, ⑭⑭,15,10,Ｌユキノファラオ, 55,黛弘人, 3.5, 43,  -5, -11,15,393.8,⑥⑫⑫,,,,,,,,,,,,
16,15,Ｏカトレアプリンセス,-22,芹沢純, 5.7, -9, -18, -32,14,263.6,⑮⑮⑮,16,16,Ｏフェリサティｰ, 41,田辺裕, 2.7, 46,* 11, -24, 8, 33.0, ②③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-6),,,,,,,,,,,
"単勝:1,920円 複勝:12=210円 09=160円 03=100円 枠連:3,380円",,,,,,,,,,,,"単勝:710円 複勝:03=230円 02=490円 09=270円 枠連:2,080円",,,,,,,,,,,,"単勝:1,110円 複勝:05=380円 04=4,660円 15=240円 枠連:10,280円",,,,,,,,,,,,"単勝:1,910円 複勝:05=450円 04=170円 02=610円 枠連:950円",,,,,,,,,,,
"馬連:5,320円 ワイド:09-12=780円 03-12=280円 03-09=190円",,,,,,,,,,,,"馬連:7,710円 ワイド:02-03=2,010円 03-09=760円 02-09=2,220円",,,,,,,,,,,,"馬連:90,560円 ワイド:04-05=22,990円 05-15=1,000円 04-15=17,890円",,,,,,,,,,,,"馬連:3,590円 ワイド:04-05=1,350円 02-05=4,830円 02-04=1,340円",,,,,,,,,,,
"馬単:13,240円 3連複:990円",,,,,,,,,,,,"馬単:17,420円 3連複:25,950円",,,,,,,,,,,,"馬単:159,370円 3連複:144,130円",,,,,,,,,,,,"馬単:9,590円 3連複:17,930円 3連単:123,420円",,,,,,,,,,,
■ 2R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 5R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愛知杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｅコクシムソウ, 61,赤木高,, 71,* 12,   3, 1,  3.3, ①①, 1, 2,Ｊアｰルヌｰヴォｰ, 56,安藤勝,, 69,   2,* 12, 3,  5.8,⑪⑪⑩, 1, 2,Ｅニシノプライド, 64,浜中俊,, 79,* 16,   2, 5,  9.2, ①①, 1, 6,Ａディアデラノビア, 91,ルメｰ,, 84,   0,  31, 4,  6.8,⑦⑦⑦
 2,12,Ｉフェザｰウイング, 57,酒井学, 0.0, 72,*  9,   5, 9, 23.5, ③③, 2,14,Ａメイショウコレット, 71,田中健, 0.4, 65,   3,   2, 2,  4.4,⑥⑤⑤, 2,16,Ｂスｰパｰワシントン, 70,安藤勝, 0.2, 80,   3,* 15, 1,  2.2, ⑦⑤, 2, 8,Ｆニシノマナムスメ, 85,武豊  , 0.1, 83,  -4,* 32, 2,  3.8,⑩⑨⑦
 3, 2,Ｈラスカルデュｰク, 59,武豊  , 0.1, 73,  -5,* 13, 2,  6.2, ⑪⑪, 3,13,Ｄデュｰクタイフｰン, 66,田辺裕, 0.6, 65,   4,   1,11, 65.2,⑥⑤⑤, 3,10,Ｆレンデフルｰル, 64,太宰啓, 0.5, 75,   7,   7, 3,  8.5, ⑤⑤, 3, 4,Ｂアドマイヤキッス, 91,安藤勝, 0.1, 80,   1,  28, 1,  3.7,⑥⑤⑤
 4, 9,Ｇエイワショウグン, 59,横山典, 0.1, 70,* 11,   3, 4,  7.3, ②②, 4, 6,Ｃエタｰナルサｰガ, 67,幸英明, 0.6, 65,   3,   3, 4,  6.7,⑩⑨⑧, 4, 9,Ｉヒシエンジェル, 62,田嶋翔, 0.7, 72,   0,  11, 9, 35.7, ⑩⑩, 4, 2,Ｌピｰスオブラヴ, 81,上村洋, 0.3, 64,   0,  15,11, 64.4,④④④
 5, 8,Ｊアルｰリングライン, 56,和田竜, 0.2, 69,   4,   6, 7, 13.2, ⑤⑤, 5, 9,Ｅレイザストレングス, 65,横山典, 0.7, 64,   2,   4, 8, 26.5,⑨⑩⑨, 5, 3,Ｄトｰホウカラブラン, 67,横山典, 0.7, 72,   3,   7, 4,  9.0, ⑦⑧, 5, 7,Ｄマイネカンナ, 86,吉田豊, 0.3, 86,  -9,* 35,10, 44.3,⑬⑮⑭
