07年12月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.6,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8.3,,,,,■10R  芝4100m 3歳上ｵｰﾌﾟﾝ(混) 定量,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山大障害,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｆロｰテカリｰノ, 35,蛯名正,, 48,  -9,*  0, 4, 13.1,⑫⑨⑥, 1,13, ハイエモｰション,---,後藤浩,, 76,* -7,* 13, 2,  3.5,③②②, 1, 9,Ｆスプリングヘッド, 66,松岡正,, 79,  -9,* 24, 2,  4.5,⑫⑬⑩, 1,14, メルシｰエイタイム,,横山義,,,,, 3,  5.2,⑤②②
 2,12,Ｃレティセントガｰル, 43,松岡正, 0.0, 50,  -4,* -4, 3,  8.9,⑤⑤④, 2, 6, マコトガンベロ,---,小野次, 1.4, 51,* -6,  -2,11, 76.9,①①①, 2,11,Ｉトラストブラック, 64,蛯名正, 0.4, 68,  -8,  18, 7, 17.4,⑦⑧⑤, 2,11, キングジョイ,,高田潤, 0.2,,,, 5, 14.7,⑧⑤④
 3, 8,Ｐピュアイグザンプル,-44,吉田隼, 0.6, 44,  -6,  -9, 7, 21.9,⑦⑤④, 3,12, テイクシックス,---,菊沢隆, 1.8, 46,* -7,  -5, 4,  9.3,②②②, 3, 4,Ｈナムラクック, 65,戸崎圭, 0.5, 68,  -8,  18, 4,  8.9,⑩⑩⑩, 3, 8, マルカラスカル,,西谷誠, 0.3,,,, 2,  4.7,③①①
 4, 1,Ｇキャスタスペルミｰ, 35,キネｰ, 0.8, 41,  -7, -10, 5, 16.2,⑧⑦⑥, 4,15, アメリカンイｰグル,---,田中勝, 1.9, 46, -12,  -2, 7, 29.6,⑤⑥⑤, 4, 8,Ｂレオティアラ, 70,大野拓, 0.6, 63,  -8,  15, 9, 25.1,⑥⑥⑦, 4,13, テイエムドラゴン,,白浜雄, 2.1,,,, 1,  1.9,②③③
 5, 9,Ｂスガノナイナｰ, 43,木幡初, 0.9, 47,*  2, -19, 2,  6.9,②②②, 5, 1, フラライン,---,松岡正, 2.0, 44, -10,  -5, 1,  2.5,③④⑤, 5, 6,Ｋレイジングザバｰ, 62,伊藤直, 0.7, 58,* -5,   9,12, 60.1,①①①, 5, 9, メジロハスラｰ,,今村康, 4.1,,,, 8, 42.7,⑮⑪⑩
 6, 3,Ａマイミカプリンセス, 51,後藤浩, 0.9, 47,*  2, -19, 1,  1.5,①①①, 6, 9, カンビセカイ,---,デムｰ, 2.1, 46, -19,*  3, 3,  6.1,⑨⑩⑩, 6,12,Ｅハウンドコップ, 68,大庭和, 0.7, 64,  -8,  16, 6, 16.0,⑩⑩⑦, 6,10, マイネルオｰパｰ,,宗像徹, 4.2,,,, 7, 34.1,⑬⑦⑥
 7, 2,Ｋヒシビギニン, 28,郷原洋, 1.5, 34, -10, -14, 9, 31.0,⑩⑨⑩, 7, 8, ザムｰン,---,村田一, 2.3, 44, -20,   2, 8, 34.7,⑫⑪⑪, 7,13,Ｄスズライトアップ, 68,高山太, 0.8, 60,  -7,  12, 8, 19.2,⑦③③, 7, 4, テイエムトッパズレ,,佐久間, 4.7,,,,10, 72.6,④③⑤
 8,10,Ｈソフィアクィン, 33,伊藤直, 1.7, 32,  -9, -17,16,439.1,⑨⑨⑩, 8,11, トウショウヒｰト,---,小林淳, 2.3, 41, -14,  -4,13,143.1,⑦⑦⑤, 8,14,Ｍティティボス, 60,北村宏, 0.8, 58,* -5,   9,10, 28.7,②②②, 8,15, ノボライトニング,,浜野谷, 4.9,,,,11, 77.9,⑫⑦⑧
