07年12月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひいらぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂキングスグリｰム, 52,蛯名正,, 60,   3,  -5, 2,  3.8, ③③, 1, 6,Ｊコスモポッケ, 28,後藤浩,, 63,* -2,*  6,10, 40.3,④⑤⑤, 1, 3,Ｄダイワルビア, 64,武士沢,, 82,*  8,* 11, 1,  2.0,①①①, 1, 4,Ｃレオマイスタｰ, 63,田中勝,, 71,   3,* 15, 1,  3.7,⑭⑫⑩
 2, 9,Ｅドリｰムシャドウ, 47,後藤浩, 0.1, 53,  -9,*  5, 1,  2.1, ⑩⑨, 2,17,Ａレッズフィｰルド, 55,田中博, 0.1, 60,* -1,* -3, 1,  2.9,①①①, 2,14,Ａロｰランウェルズ, 69,柴田善, 0.7, 75,*  7,*  6, 2,  4.5,⑤②②, 2,12,Ａタケショウオｰジ, 72,北村宏, 0.0, 71,   5,* 12, 2,  3.7,⑪⑨⑧
 3,10,Ｐダイワシャトル,-92,北村宏, 0.1, 58,   2,  -5, 4, 15.2, ④④, 3, 3,Ｅアイアイロｰレル, 41,田中剛, 1.3, 47,  -4, -10,13, 83.8,⑨⑨⑩, 3,15,Ｂサクセスガｰウィン, 67,田中博, 2.0, 63,   4,  -4, 4, 10.1,⑨④④, 3,10,Ｊメスナｰ, 54,大庭和, 0.7, 67,* 14, -14,10, 52.0,②②①
 4, 6,Ｋディｰエスルｰラｰ, 39,勝浦正, 0.2, 53,  -4,   0,11, 41.0, ⑥⑥, 4,10,Ｄエイデンダンス, 46,蛯名正, 1.4, 48,  -4, -13, 9, 38.0,⑯⑨⑤, 4, 2,Ｃヤクモキャット, 66,松岡正, 2.2, 61,   0,*  5, 5, 18.3,⑮⑭⑬, 4,14,Ｅタマモスクワｰト, 59,吉田隼, 0.7, 64,   8,  -5, 5, 11.8,⑦⑤⑤
 5, 7,Ｄナスザン, 48,吉田隼, 0.3, 59,*  7, -11, 6, 20.4, ②②, 5,15,Ｌスウィｰプザシｰズ, 20,北村宏, 1.4, 47,  -3, -14, 5, 12.4,⑥⑦⑦, 5, 8,Ｇアドマイヤワｰルド, 60,田中勝, 2.3, 63,*  7,  -9, 3,  6.1,④②③, 5,13,Ｄルシフェリン, 63,蛯名正, 0.9, 61,   6,  -5, 3,  3.9,⑦⑥⑥
 6, 8,Ｃホウリイキッド, 51,戸崎圭, 0.7, 48, -17,*  7, 3,  7.3, ⑯⑯, 6,13,Ｇビルトミｰアップ, 37,柴山雄, 1.5, 45,* -2, -17, 7, 17.2,⑥⑤②, 6,11,Ｈリスティアプロトス, 59,戸崎圭, 2.4, 60,   2,   0, 9, 39.5,⑬⑨⑨, 6, 1,Ｇニシノマルス, 58,村田一, 1.0, 62,* 12, -16, 4,  8.3,③③③
 7,12,Ｊドンダケｰ, 40,田中博, 0.8, 45, -16,*  3, 9, 34.4, ⑭⑭, 7,16,Ｈメジロレディｰ, 36,松岡正, 1.5, 46,* -2, -19, 4, 11.3,④③②, 7, 6,Ｉフォｰカルハイパｰ, 57,村田一, 2.4, 61,   5,  -6,13,161.5,②⑦⑦, 7, 2,Ｉレディリバティｰ, 54,後藤浩, 1.5, 53,   4, -10, 6, 14.3,⑫⑨⑩
 8, 1,Ｆアゲハチョウ, 43,柴山雄, 1.3, 44,  -1, -14, 7, 25.4, ⑤⑤, 8, 9,Ｏマイネルサニｰ, 14,小野次, 1.6, 44,  -5, -13,11, 48.5,⑫⑫⑩, 8,13,Ｊトッチンコボ, 55,小林淳, 3.0, 55,  -3,   3,15,283.5,⑯⑯⑯, 8, 6,Ｍミサトマｰブル, 31,村上忍, 1.6, 52,   4, -11,15,307.8,③⑨⑫
 9,15,Ｇコロネット, 42,真島大, 1.3, 43,  -4, -11,12, 89.8, ⑥⑧, 9, 1,Ｃドリｰムトレジャｰ, 47,村上忍, 1.7, 43,  -6, -13, 3,  6.0,⑫⑬⑬, 9, 7,Ｋバｰニングラブ, 53,郷原洋, 3.3, 54,   3, -11,14,167.5,⑦⑧⑦, 9, 8, グレｰトイｰスタン,---,真島大, 1.7, 51,   0,  -7,14,162.6,⑫⑭⑫
10,16,Ｉマイネルフォルザ, 41,田中勝, 1.5, 40,  -6, -11, 5, 19.0, ⑨⑨,10, 4,Ｆカレンナオンナ, 39,千葉直, 1.8, 38,  -7, -16,16,176.4,⑫⑬⑬,10, 4,Ｆミンナシアワセ, 61,蛯名正, 3.5, 53,   5, -17,10, 58.5,③④④,10,15,Ｌブライダルフェア, 46,勝浦正, 1.9, 49,   5, -19, 9, 27.4,⑩⑥⑨
11, 4,Ｈサブマリンスカウト, 42,武士沢, 1.6, 40,  -4, -14,14,125.6, ⑥⑥,11, 5,Ｂイブキオシリス, 49,大野拓, 2.5, 34,  -8, -22, 6, 14.0,⑮⑯⑯,11, 9,Ｏアイオブザジャガｰ, 49,真島大, 3.5, 52,   2, -11,16,305.5,⑨⑨⑩,11, 9,Ｋスタｰダム, 50,郷原洋, 1.9, 49,   6, -20,12,111.2,③⑥⑥
12, 5,Ｌリッチメロス, 38,村田一, 1.7, 38,  -9, -11,10, 37.8, ⑩⑨,12,11,Ｉハギノトップクラス, 33,吉田隼, 2.6, 35,*  0, -38, 2,  3.6,②②②,12,16,Ｍマグマカザン, 53,北村宏, 3.8, 51,   6, -21, 7, 27.1,⑥④④,12,11,Ｆナンヨｰリバｰ, 58,柴田善, 2.1, 48,* 12, -33, 7, 19.2,③③③
13, 3,Ａカシノレッド, 53,二本柳, 1.8, 46,*  9, -27, 8, 25.5, ①①,13, 2,Ｑスズヨコンコルド,  6,村田一, 2.8, 33,  -4, -32,17,375.1,⑨⑨⑧,13,10,Ｅカオリエスペランサ, 62,吉田隼, 3.8, 50,   0, -10, 6, 19.6,⑭⑭⑪,13, 3, テイクミｰザスタｰ,---,戸崎圭, 2.2, 46,  -1, -13,11, 99.6,⑭⑭⑭
14,11,Ｍタキシｰドジャズ, 38,松岡正, 1.8, 37,  -9, -12,13, 95.9, ⑩⑬,14,12,Ｐアｰバンシチｰ, 11,田中勝, 2.8, 33,  -6, -29,12, 72.8,⑯⑬⑬,14, 5,Ｌダノンマッハ, 53,勝浦正, 3.8, 50,   1, -11, 8, 33.8,⑦⑫⑬,14, 5,Ｂトｰセンジｰクレフ, 66,田中博, 2.3, 48,* 16, -43, 8, 26.8,①①②
15,14,Ｎカシノマチャガ, 34,土谷智, 1.8, 38, -14,  -7,16,214.5, ⑭⑭,15, 8,Ｍヒｰリングステｰジ, 15,真島大, 3.1, 31,  -8, -28,15,131.9,⑨⑰⑰,15,12,Ｎアヤメ, 51,江田照, 5.4, 40,   1, -26,11, 63.4,⑪⑫⑪,15, 7,Ｈエスペシアル, 56,小野次, 2.6, 42,   3, -25,13,124.7,⑦⑫⑮
16, 2,Ｏナニワプレストン, 28,木幡初, 2.1, 34,  -8, -16,15,144.9, ⑩⑫,16,14,Ｎブランデンブルグ, 15,木幡初, 3.5, 28,* -1, -50,14,121.9,③③⑧,16, 1,Ｐジャックレイホウ, 48,村上忍, 7.2, 31,   1, -44,12,150.4,⑪⑪⑬,,,,,,,,,,,,
