07年10月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.4,,,,,■10R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,南武特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｋハンサムデイイヤツ, 23,勝浦正,, 56,*-18,* 11, 6, 14.4, ⑤④, 1, 5, リンドｰロ,,穂苅寿,,,,, 4,  7.6,③②②, 1, 9,Ａダイワバゼラｰド, 84,北村宏,, 61,*-30,  26, 2,  3.7,④④②, 1, 4,Ｂビエンナｰレ, 79,武士沢,, 74,  -6,* 22, 7, 14.6,⑤⑦⑥
 2, 3,Ｄコスモウイング, 45,岩部純, 0.9, 43, -20,   5, 2,  6.7, ⑦⑥, 2, 1, クロコアイト,,浜野谷, 0.1,,,, 7, 10.9,①①①, 2, 8,Ｃナショナルホリデｰ, 71,藤岡佑, 0.2, 41,*-29,  19, 1,  2.3,①①①, 2, 7,Ｃマイネルグラナｰテ, 77,北村宏, 0.2, 64,  -5,  16, 5,  8.3,⑤④③
 3, 5,Ａアゲハチョウ, 54,吉田豊, 0.9, 40, -19,   2, 1,  1.7, ②④, 3, 3, ブラックファルコン,,五十嵐, 0.1,,,, 6, 10.2,⑨⑧⑦, 3, 5,Ｇハリｰアップ, 64,蛯名正, 0.2, 63, -32,* 27, 5,  7.4,⑥⑤④, 3, 6,Ｈコスモグルミット, 72,吉田隼, 0.2, 61,* -3,  12, 1,  3.4,①①①
 4, 2,Ｃニｰマルギャロップ, 45,石神深, 1.3, 34,*-17,  -4, 7, 15.5, ②②, 4, 9, エプソムフォルテ,,石神深, 1.3,,,, 3,  6.2,⑥⑤④, 4, 7,Ｂダｰクフラッシュ, 72,田中勝, 0.3, 67, -33,* 29, 4,  6.9,⑨⑧⑧, 4, 9,Ｇラムタラプリンス, 74,藤岡佑, 0.3, 74,  -8,* 23, 6, 13.5,⑩⑩⑪
 5,11,Ｊセラマットパオ, 23,大庭和, 1.6, 45, -28,* 10,11,227.8, ⑫⑫, 5, 7, オｰプンガｰデン,,柴田未, 2.6,,,,13,107.0,⑥⑥⑤, 5, 1,Ｆハギノジョイフル, 65,吉田豊, 0.5, 41,*-32,  21, 6, 26.5,③②④, 5, 2,Ｄサンデｰコバン, 77,吉田豊, 0.5, 65,  -7,  17, 3,  5.5,⑪⑩⑧
 6, 8,Ｈストロングコマンド, 35,北村宏, 1.6, 34, -21,   0, 9, 25.8, ⑨⑨, 6,14, ダイワラファエル,,山本康, 2.8,,,, 5,  8.8,③②③, 6, 2,Ｄキングオブロマネ, 69,武士沢, 0.6, 57, -34,  26, 7, 36.7,⑥⑧⑧, 6,11,Ａレｰザｰズエッジ, 79,小野次, 0.6, 55,* -3,   7, 2,  3.9,⑤②②
 7, 7,Ｇダイメイバｰド, 37,武士沢, 1.7, 32, -19,  -4, 8, 17.8, ⑦⑥, 7, 6, ミスタｰアタゴ,,平沢健, 3.9,,,,14,108.4,③⑥⑦, 7, 4,Ｅオｰシャンクルｰズ, 67,松田大, 0.8, 37, -33,  19, 3,  5.9,⑥⑤⑥, 7, 3,Ｊトゥｰエニワン, 62,小林淳, 0.8, 53,  -9,  11,11, 99.4,⑨⑨⑧
 8, 9,Ｆドリｰムスカイラブ, 41,小林淳, 1.8, 31, -19,  -5, 5, 13.6, ⑤⑥, 8,11, マイネルジェム,,蓑島靖, 5.5,,,, 2,  4.5,②④⑤, 8,10,Ｈカゼノマイ, 58,吉田隼, 0.9, 52, -35,  24,10,167.2,⑨⑩⑩, 8, 5,Ｆアミュレット, 75,田中勝, 1.1, 49,  -6,   3, 8, 21.6,③④③
 9, 1,Ｂトｰアヘンリｰ, 46,五十嵐, 1.8, 32,*-17,  -9, 3,  8.5, ①①, 9,10, スバルファイト,,大庭和, 9.1,,,,10, 62.6,⑥⑨⑨, 9, 6,Ｉダノンエタｰナル, 53,勝浦正, 0.9, 25,*-30,  12, 8,120.7,②②②, 9, 1,Ｅダイワグラム, 75,蛯名正, 1.2, 51,  -6,   6, 4,  6.4,⑧⑦⑥
10, 6,Ｉコスモレッドホｰク, 34,郷原洋, 1.9, 31, -21,  -3,10, 60.1, ⑨⑨,10, 8, トヨマ,,矢原洋, 9.6,,,, 9, 49.1,⑬⑬⑬,10, 3,Ｊシルクタフネス, 49,小林淳, 1.2, 24, -33,  13, 9,164.4,④⑤⑥,10, 8,Ｉリバイバルシチｰ, 66,松田大, 1.5, 49,  -5,  -4,10, 60.9,③③③
11,12,Ｅトリガｰ, 42,藤岡佑, 3.7,-18,*-18, -27, 4, 13.6, ②②,11, 4, スギノウルフ,,宗像徹,12.1,,,, 8, 42.3,⑩⑩⑩,,,,,,,,,,,,,11,10,Ｋスタｰシップ, 52,勝浦正, 2.5, 42,  -8, -14, 9, 29.2,②④⑧
12, 4,Ｌスプリングベロナ, 15,高山太, 5.1,-36, -27, -26,12,380.4, ⑨⑪,12,13, フリｰダムブラウン,,水出大,14.1,,,,12, 88.5,⑫⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-31 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,440円 複勝:10=310円 03=190円 05=110円 枠連:2,340円",,,,,,,,,,,,"単勝:760円 複勝:05=220円 01=310円 03=290円 枠連:3,160円",,,,,,,,,,,,単勝:370円 複勝:09=130円 08=120円 05=150円 枠連:300円,,,,,,,,,,,,"単勝:1,460円 複勝:04=390円 07=270円 06=170円 枠連:1,840円",,,,,,,,,,,
"馬連:3,870円 ワイド:03-10=1,270円 05-10=690円 03-05=250円",,,,,,,,,,,,"馬連:3,120円 ワイド:01-05=910円 03-05=690円 01-03=1,120円",,,,,,,,,,,,馬連:490円 ワイド:08-09=190円 05-09=310円 05-08=330円,,,,,,,,,,,,"馬連:4,600円 ワイド:04-07=1,360円 04-06=900円 06-07=500円",,,,,,,,,,,
"馬単:8,680円 3連複:3,270円",,,,,,,,,,,,"馬単:5,610円 3連複:5,650円",,,,,,,,,,,,"馬単:1,070円 3連複:800円",,,,,,,,,,,,"馬単:11,090円 3連複:5,260円 3連単:52,640円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ2100m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■11R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａナムラノブナガ, 50,勝浦正,, 65,*-16,* 16, 3,  4.5, ④③, 1, 1, ホッカイカンティ,---,武士沢,, 64,*-18,* 20, 5, 11.2, ①①, 1,12,Ｂプレシャスピクセル, 63,藤岡佑,, 73,*  0,* 13, 5,  6.5,③③②, 1, 6,Ｂブルｰメンブラット, 84,吉田豊,, 82,  13,* 14, 2,  4.8, ⑧⑦
 2, 3,Ｄマイネルポンピオン, 45,吉田豊, 0.3, 51,*-13,   7, 1,  2.1, ①①, 2, 7, ニシノオニテツマル,---,蛯名正, 0.7, 49, -22,  14, 1,  1.5, ③③, 2,13,Ｊワインアドバイザｰ, 54,吉田隼, 0.3, 68,*  0,   9, 3,  6.2,①①①, 2, 2,Ｄサンクスアロット, 79,吉田隼, 0.4, 75,   5,* 19, 4,  7.7, ⑬⑬
 3, 6,Ｅエｰシンペｰスワン, 44,北村宏, 0.7, 50, -19,* 10, 4, 11.7, ⑥⑦, 3, 4, ティｰマックス,---,藤岡佑, 0.8, 46, -23,  13, 3,  9.1, ③③, 3, 7,Ｇマイネルアｰバニタ, 60,石神深, 0.6, 71,  -3,* 13, 7, 11.7,⑧⑩⑧, 3,16,Ｌピサノグラフ, 70,北村宏, 0.4, 75,   5,* 19, 5, 10.8, ⑭⑬
 4, 7,Ｇトキノプリンセス, 40,田中勝, 0.7, 42,*-15,   1, 5, 13.6, ②②, 4,10, アメイジングレイス,---,田中勝, 0.8, 52, -27,* 17, 2,  6.2, ⑦⑤, 4, 8,Ｅティンバｰセブン, 60,大庭和, 1.7, 54,  -1,  -2, 4,  6.3,②③④, 4, 4,Ｈマイネルクラッチ, 74,高田潤, 0.5, 78,  20,  -3, 6, 12.2, ⑤④
 5,10,Ｂオｰスミビｰナス, 50,藤岡佑, 1.1, 45, -23,*  9, 6, 15.9, ⑩⑪, 5, 2, フヨウ,---,勝浦正, 1.3, 35,*-20,   0, 4,  9.6, ②②, 5,11,Ｆトｰセンジュビリｰ, 60,吉田豊, 1.7, 56,  -2,   1, 1,  4.3,⑧⑥⑥, 5,12,Ｇイｰスタｰ, 77,松田大, 0.7, 72,   8,  11, 3,  6.5, ⑩⑩
 6,12,Ｆスイｰトグラｰツ, 44,蛯名正, 1.6, 32, -17,  -8, 2,  3.7, ④③, 6, 6, エンジェルクィｰン,---,吉田豊, 1.9, 28, -29,   3, 8, 82.2, ⑦⑧, 6, 6,Ａマチカネオオバン, 63,勝浦正, 1.8, 53,* -1,  -4, 8, 12.7,⑤③④, 6, 3,Ｎルタンティｰル, 65,武士沢, 0.9, 69,   8,   8,16,164.4, ⑩⑩
 7, 8,Ｊコスモザグレｰト, 34,池田鉄, 1.7, 33,*-16, -10,11,234.5, ②③, 7, 3, ダイワマｰベリック,---,北村宏, 2.2, 27, -28,  -1, 7, 33.3, ⑦⑧, 7, 3,Ｋフェニックスハｰト, 52,北村宏, 1.9, 57,  -5,   5, 6,  8.1,⑧⑥⑫, 7,14,Ｉペニｰホイッスル, 74,勝浦正, 0.9, 70,  13,   0, 8, 21.4, ⑧⑦
 8,11,Ｃセントオマｰル, 45,小野次, 1.8, 30, -20,  -4, 9,152.6, ⑥⑨, 8, 9, タツビュｰティ,---,吉田隼, 2.5, 17, -27,  -9, 6, 28.8, ⑤⑤, 8, 1,Ｄサクラハｰレｰ, 61,武士沢, 2.0, 52,  -3,  -2, 2,  5.2,⑤⑥⑥, 8,13,Ｅシルクヴェルリッツ, 79,生野賢, 0.9, 69,   8,   8, 9, 22.2, ⑩⑩
 9, 9,Ｉカシマジュリアン, 37,高山太, 1.9, 28, -21,  -7,12,344.9, ⑨⑨, 9,11, ステキプリンセス,---,高山太, 2.5, 23, -32,  -3,10,154.8, ⑩⑩, 9, 2,Ｍブラックレディ, 46,小野次, 2.1, 54,  -4,   0,11, 75.6,⑫⑫⑧, 9, 8,Ａラッシュライフ, 86,蛯名正, 1.0, 69,  14,  -3, 1,  3.0, ⑦⑦
