07年 6月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■ 4R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出石特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃフロｰルデセレッソ, 51,小牧太,, 47,  -1, -17, 1,  3.7,③④④, 1, 1, デンコウグリｰン,,植野貴,,,,, 3,  5.1,③②②, 1, 7,Ｄサンライズボンバｰ, 62,岩田康,, 83,   8,* 12, 1,  2.4,③③②, 1, 8,Ｂスリｰプレスナイト, 79,上村洋,, 76,   9,*  8, 1,  3.4, ⑩⑩
 2, 1,Ｂルリュｰル, 54,荻野琢, 0.0, 43,  -7,*-10, 5,  8.8,⑭⑭⑬, 2,10, オンワｰドタイタン,,白浜雄, 1.0,,,, 2,  3.3,⑤⑤④, 2,12,Ｈフサイチレオン, 57,武豊  , 1.0, 74,* 10,  -3, 6, 12.5,①①①, 2,11,Ｇアグネスハッピｰ, 73,武豊  , 0.3, 75,  10,   5, 4,  7.7, ⑧⑦
 3,11,Ｎメイショウシオギリ, 22,石橋守, 0.1, 47,*  0, -21,11, 77.0,⑨②②, 3, 3, マルブツシルヴァｰ,,西谷誠, 1.4,,,, 1,  1.8,①①①, 3, 4,Ａグッドフロマｰジュ, 70,藤岡康, 1.7, 67,   7,  -5, 2,  4.9,⑧⑤③, 3, 9,Ｃレソナル, 76,赤木高, 0.6, 69,   3,*  9,10, 30.7, ⑭⑭
 4, 8,Ｄゲットザチャンス, 48,福永祐, 0.2, 45,  -4,*-13, 2,  4.5,⑭⑫⑩, 4, 7, フラップジャック,,林満明, 2.0,,,,10, 80.3,④③③, 4, 1,Ｆタガノマイラバｰ, 60,田中克, 2.3, 61,   3,  -4,11,157.9,⑪⑩⑨, 4, 5,Ｍクィｰンオブキネマ, 68,角田晃, 0.8, 71,  13,  -4, 9, 27.5, ⑤②
 5, 7, タイムトラベリング,---,高田潤, 0.6, 43,  -6,*-13, 6, 11.0,⑯⑮⑩, 5, 4, ランドブラザｰ,,宇田登, 2.3,,,, 4, 22.6,⑥⑥⑤, 5, 3,Ｅパワｰラン, 61,中村将, 2.4, 61,   5,  -8, 7, 37.8,⑨⑧⑧, 5, 7,Ｎシゲルダンプウ, 67,熊沢重, 0.9, 66,   7,   2,16,189.7, ⑩⑪
 6, 5,Ｆラファル, 42,和田竜, 0.8, 41,  -1, -26,10, 49.1,③④④, 6,13, モエレタマモクロス,,菊地昇, 4.3,,,, 9, 65.2,②④⑤, 6, 9,Ｌテイエムヒリュウ, 42,和田竜, 2.7, 60,   2,  -2, 8, 43.8,⑨⑪⑪, 6, 2,Ｆセトノヒット, 73,佐藤哲, 0.9, 66,   5,   4, 8, 27.2, ⑬⑬
 7, 6,Ｌオンワｰドウイン, 36,中村将, 1.6, 34,*  0, -37,13, 88.9,①①①, 7, 6, プロスパｰドン,,北沢伸, 5.6,,,, 8, 56.8,⑦⑦⑦, 7,10,Ｃゴｰルドマイン, 65,川田将, 2.7, 61,   7, -14, 3,  5.4,⑥⑤③, 7,14,Ｉチャレンジシチｰ, 71,柴山雄, 0.9, 70,  12,  -3,11, 40.2, ⑤⑦
 8, 9,Ｈアルテサｰノ, 39,川田将, 1.9, 34,*  1, -39, 3,  4.7,②②②, 8, 9, ディバイドバイゼロ,,岩崎祐, 6.9,,,, 6, 41.8,⑩⑧⑧, 8, 8,Ｉゴｰストライタｰ, 57,小牧太, 3.4, 56,   8, -22, 4,  7.3,④④⑤, 8,12,Ｄピサノアルハンブラ, 76,岩田康, 1.0, 70,  12,  -4, 2,  4.0, ⑤④
 9,10,Ａリンピッドアイズ, 63,田中健, 2.1, 30,  -5, -34, 4,  6.5,⑦⑧⑦, 9,12, マチカネビシャモン,,矢原洋,10.1,,,,12,122.1,⑪⑪⑪, 9, 5,Ｂアドマイヤムサシ, 66,安藤勝, 4.1, 52,   8, -27, 5,  7.3,⑥⑤⑤, 9,16,Ｋアグネストラベル, 71,和田竜, 1.1, 70,  14,  -7, 5, 11.7, ④④
10, 2,Ｋサクラリッツ, 36,小池隆, 2.3, 31,  -4, -35, 7, 20.5,⑨⑧⑦,10, 5, トウショウトリック,,南井大,11.3,,,,13,140.5,⑫⑫⑫,10,11,Ｋスマイルハヅキ, 53,幸英明, 4.1, 53,*  9, -30, 9, 44.5,②②⑦,10, 3,Ｊウエスタンダンサｰ, 71,内田浩, 1.1, 72,* 17, -11, 7, 19.3, ①①
