07年10月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,,■ 4R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.8,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.5,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔵王特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａサマｰシルフィｰド, 51,中舘英,, 59,* -7,   8, 1,  1.8, ①①, 1,12,Ｃサンキンレタｰ, 58,中舘英,, 59,* -7,  10, 1,  2.2,②②②, 1, 9,Ｋエｰシンメインリｰ, 55,芹沢純,, 63,*  6,  -4,10, 37.4,③③②, 1, 1,Ｋソニックルｰラｰ, 58,津村明,, 72,*  7,   5, 5, 11.6,④②②
 2, 6,Ｄハイデフィニション, 39,大野拓, 0.2, 55, -11,   7, 4, 16.0, ②③, 2,10,Ａポｰトムテキ, 60,古川吉, 0.0, 60,* -9,  12, 2,  4.5,③③③, 2, 7,Ｆピサノシェンロン, 58,中舘英, 0.0, 64,*  7,  -6, 1,  2.7,②②①, 2,11,Ｆマイネルオレア, 65,川島信, 0.0, 76,   4,* 15, 1,  3.0,⑮⑪④
 3, 9,Ｂウイングフット, 50,津村明, 0.2, 55,* -9,   6, 2,  2.8, ②②, 3, 7,Ｅスズカゲラン, 57,田中克, 0.3, 56, -12,  11, 5, 13.3,⑤⑤⑤, 3,13,Ｍキラウエアシチｰ, 45,田辺裕, 0.1, 61,   3,*  1,12,101.3,⑧⑦⑤, 3, 2,Ａメジロスパイダｰ, 68,的場勇, 0.1, 71,*  7,   4, 7, 18.0,④②②
 4, 1,Ｃフィｰルドグランデ, 49,田中克, 0.2, 56, -17,* 11, 3,  6.1, ⑥⑥, 4, 8,Ｆマキハタセンシブル, 56,高山太, 0.4, 65, -14,* 18,12,162.9,⑪⑫⑪, 4,10,Ｈヒットトップガン, 57,河北通, 0.2, 58,  -2,*  8, 8, 25.4,⑭⑫⑩, 4, 6,Ｌネヴァキングダム, 56,中舘英, 0.1, 68,*  8,  -6, 4,  7.7,①①①
 5, 2,Ｉアｰスロｰド, 25,野元昭, 0.5, 55, -18,* 12, 5, 26.5, ⑩⑨, 5, 1,Ｇコスモコネクション, 56,津村明, 0.4, 55,  -9,   9, 3,  4.9,④③④, 5, 8,Ｊダンシングタイガｰ, 56,安藤光, 0.7, 57,   4,  -7, 6, 15.2,④④④, 5, 7,Ｐボｰンホルム, 52,太宰啓, 0.3, 70,   4,   9,12, 72.4,⑨⑩⑨
 6, 4,Ｇシンモン, 28,佐藤聖, 1.1, 37, -17,  -2, 8,107.3, ⑥⑦, 6, 6,Ｈバｰニングラブ, 55,丹内祐, 0.5, 55, -10,  10, 6, 13.6,⑥⑤⑤, 6, 2,Ｉマコトタイセイ, 57,大野拓, 1.0, 52,   0,  -4,11, 41.0,⑩⑩⑨, 6, 4,Ｊドリｰムシｰカｰ, 58,村田一, 0.4, 70,   3,* 12,13, 78.8,⑫⑭⑪
 7, 5,Ｅスウェプトワｰルド, 34,嘉藤貴, 1.1, 41, -13,  -2, 7, 66.3, ④④, 7, 3,Ｊオンワｰドカミｰノ, 51,大下智, 0.5, 54, -12,  10,10, 47.4,⑥⑦⑧, 7, 6,Ｃエクロジオン, 62,津村明, 1.0, 54,   2,  -7, 2,  4.5,⑫⑦⑧, 7, 3,Ｈキクノプログレッソ, 63,芹沢純, 0.4, 69,   5,   5, 6, 14.3,⑥⑧⑥
 8,11,Ｆスズカスペンサｰ, 30,上村洋, 1.4, 39, -11,  -8, 6, 44.3, ④④, 8, 2,Ｂリキアイノキセキ, 59,西田雄, 0.5, 57, -11,  11, 7, 20.3,⑥⑦⑦, 8,15,Ａニシノフジヤマ, 63,村田一, 1.1, 53,   3, -11, 4,  8.2,⑥④⑤, 8,13,Ｄリヴィエラブルｰ, 66,二本柳, 0.4, 68,   2,* 11, 2,  4.8,⑭⑭⑭
 9, 8,Ｊフジミラｰレ, 19,的場勇, 1.7, 32, -18, -10,10,118.7, ⑧⑦, 9, 5,Ｄパッサリン, 57,二本柳, 0.6, 57, -12,  12, 4, 11.7,⑨⑨⑨, 9,11,Ｅパスクア, 59,伊藤直, 1.1, 55,*  7, -16, 3,  6.0,①①②, 9, 5,Ｂタイカｰリアン, 66,上村洋, 0.5, 65,   5,   0, 3,  6.5,⑥⑥④
10, 7,Ｋサンデｰチャリティ,  7,田面木, 2.1, 30, -16, -14,11,263.1, ⑧⑨,10, 4,Ｉアライブシチｰ, 53,佐藤聖, 0.8, 53, -14,  11, 9, 44.5,⑫⑩⑨,10, 3,Ｄヒミノクリミナル, 60,荻野琢, 1.2, 49,  -2,  -6, 9, 27.0,⑫⑩⑪,10,12,Ｃミココロ, 66,大野拓, 0.6, 70,   2,  11,10, 25.1,⑮⑯⑨
11,10,Ｈシゲルウィッシュ, 26,赤木高, 2.4, 23, -21, -14, 9,112.7, ⑪⑪,11,11,Ｌブンブンブン, 41,沢昭典, 0.9, 47,* -7,   1,11,127.1,①①①,11,12,Ｌメイショウブルドｰ, 51,川島信, 1.7, 48,  -2,  -7, 7, 22.6,⑧⑫⑬,11,10,Ｇボトムフィッシャｰ, 65,古川吉, 0.8, 65,   5,   1, 9, 22.1,⑪⑧⑥
,,,,,,,,,,,,12, 9,Ｋニシノジャンヌ, 50,的場勇, 1.5, 43, -14,   5, 8, 23.5,⑨⑩⑪,12,14,Ｇフォｰリングレイス, 57,丸田恭, 2.3, 42,   2, -24,13,115.2,④④⑤,12, 9,Ｉシゲルイサイダカ, 58,赤木高, 1.1, 62,   6,  -8,14, 94.9,⑥⑥⑪
,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｂセイカチュｰバ, 63,的場勇, 3.0, 38,  -5, -16, 5,  8.9,⑭⑮⑭,13, 8,Ｅドレックセル, 66,安藤光, 1.1, 64,   4,  -1, 8, 18.3,⑫⑪⑥
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｎスタッテン, 43,田面木, 3.4, 37,   1, -29,14,232.4,⑥⑨⑪,14,15,Ｎダイワロｰンスタｰ, 54,西田雄, 3.1, 47,   4, -30,15,101.6,⑨⑪⑯
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｏスズカストラトス, 28,田中克, 4.1, 31,  -5, -30,15,282.6,⑩⑭⑭,15,16,Ｏゴｰルドカフェ, 53,田面木, 3.5, 45,*  6, -45,16,155.3,②⑤⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｍラテ, 55,丹内祐, 5.5, 32,*  6, -77,11, 44.2,②②⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
