07年 2月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.4,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■10R  ダ2100m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,
 9, 4,Ｏロッタ, 25,北村宏, 1.1, 42,  -3, -16,13,127.0, ⑤④, 9, 2, マイネルマキシマム,,江田勇, 9.0,,,,10,130.9,⑩⑩⑩, 9,12,Ｌラフィｰク, 51,津村明, 1.3, 56,  -4,   1, 8, 29.8, ⑩⑨, 9,15,Ａメガトレンド, 85,勝浦正, 1.6, 72,  14,  -9, 3,  9.2,④④④
10, 6,Ｌオンワｰドイイデス, 37,石橋脩, 1.1, 40, -13,  -4, 9, 83.9, ⑭⑬,10,14, ビュｰティピｰス,,植野貴, 9.1,,,,14,321.3,⑦⑧⑨,10, 4,Ｐコスモシュクレ, 34,石橋脩, 1.5, 56,  -5,   2,16,396.9, ⑭⑫,10, 9,Ｅケｰジｰダンシング, 81,内田博, 1.6, 71,  10,   1, 9, 25.5,⑦⑦⑩
11,13,Ｆキシュウトレジャｰ, 49,村田一, 1.4, 39,  -5, -17, 7, 36.2, ⑥⑥,11,11, ダイワカｰメル,,菊池憲,11.4,,,, 8, 71.3,⑦⑥⑤,11, 3,Ｃダンシングママ, 62,大庭和, 1.6, 53,  -5,   0,13,125.6, ⑭⑫,11,14,Ｏガッサングリｰン, 74,村田一, 1.7, 68,   5,   7,14,100.8,⑯⑮⑮
12, 7,Ｇハｰトオンスマイル, 48,江田照, 1.7, 35, -17,  -5,10,104.0, ⑯⑯,12, 3, グランドビｰスト,,山本康,11.5,,,,13,272.4,⑥⑤⑧,12, 9,Ｍオｰウイナｰ, 45,北村宏, 2.0, 52,  -7,   1,12,123.6, ⑭⑯,12, 3,Ｍウルフボｰイ, 77,蛯名正, 1.8, 69,   8,   2,13, 50.2,⑬⑭⑬
13,15,Ｋオイコミジョウズ, 38,的場勇, 2.0, 30, -13, -15,15,384.2, ⑩⑫,,,,,,,,,,,,,13,13,Ｎトｰアアストラエア, 45,田中勝, 2.1, 48,  -2,  -9,14,160.7, ⑥⑥,13, 8,Ｐヴィオラポンポｰサ, 67,江田照, 1.9, 66,   5,   4,16,258.7,⑮⑮⑮
14,11,Ｐチャｰムドレス, 23,小林淳, 2.3, 30, -14, -15,16,415.3, ⑬⑭,,,,,,,,,,,,,14, 8,Ｅビリｰヴザミラクル, 61,御神本, 2.1, 46,  -2, -10, 6, 15.8, ⑥⑥,14, 1,Ｄイアオニｰドル, 81,熊沢重, 2.6, 64,* 15, -24,12, 37.4,①①①
15, 1,Ｍスガノギムレット, 29,勝浦正, 2.9, 26, -11, -24,14,232.9, ⑪⑨,,,,,,,,,,,,,15,16,Ｋマｰベラスドリｰム, 54,内田博, 2.3, 47,  -5,  -6,10, 36.5, ⑩⑫,15,12,Ｂワキノエクセル, 84,後藤浩, 2.7, 63,   8,  -8, 4, 10.5,⑬⑪⑪
16,14,Ｊメジロスピカ, 40,柴山雄, 3.3, 23, -11, -28,11,119.0, ⑦⑨,,,,,,,,,,,,,16, 5,Ｏウィニングガｰル, 34,吉田豊, 2.3, 46,  -1, -13,11,119.2, ④④,16, 2,Ｉマイイｰジス, 80,御神本, 3.7, 58,* 14, -32, 8, 18.3,②②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
単勝:290円 複勝:08=120円 16=120円 12=180円 枠連:410円,,,,,,,,,,,,単勝:170円 複勝:07=110円 09=150円 10=410円 枠連:270円,,,,,,,,,,,,"単勝:1,310円 複勝:14=370円 15=430円 10=320円 枠連:3,080円",,,,,,,,,,,,単勝:240円 複勝:04=140円 10=320円 05=580円 枠連:840円,,,,,,,,,,,
馬連:500円 ワイド:08-16=220円 08-12=450円 12-16=380円,,,,,,,,,,,,"馬連:390円 ワイド:07-09=240円 07-10=700円 09-10=1,390円",,,,,,,,,,,,"馬連:5,300円 ワイド:14-15=1,640円 10-14=1,760円 10-15=1,670円",,,,,,,,,,,,"馬連:1,220円 ワイド:04-10=750円 04-05=1,490円 05-10=4,440円",,,,,,,,,,,
"馬単:880円 3連複:1,050円",,,,,,,,,,,,"馬単:550円 3連複:2,530円",,,,,,,,,,,,"馬単:11,100円 3連複:18,720円",,,,,,,,,,,,"馬単:1,810円 3連複:16,300円 3連単:53,880円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.4,,,,,■ 8R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,共同通信杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａホワイトリｰベ, 59,吉田豊,, 60,* -6,*  4, 1,  3.4, ②②, 1,11,Ｅユメノツヅキヲ, 46,村田一,, 44,*-17,   6, 4,  8.1, ③③, 1,16,Ｉシンゲン, 61,安藤勝,, 74,*  4,* 10, 2,  4.6,③③③, 1, 3,Ｅフサイチホウオｰ, 63,安藤勝,, 76,   0,* 17, 1,  1.4,④⑥⑤
 2, 7,Ｉコスモタロウ, 49,木幡初, 0.1, 61,  -9,*  6, 4,  5.6, ⑤③, 2, 5,Ｂデザフィオ, 49,武豊  , 0.0, 62, -25,* 20, 1,  3.1, ⑮⑬, 2, 9,Ｂダイイチアトム, 73,武豊  , 0.6, 71,   0,* 11, 1,  2.2,⑪⑦⑦, 2, 5,Ｂダイレクトキャッチ, 70,北村宏, 0.0, 78,  -2,* 19, 5, 26.3,④⑥⑧
 3, 4,Ｂロイヤルクリｰク, 57,柴山雄, 0.6, 53, -10,   2, 3,  5.1, ⑤⑥, 3, 7,Ｄエンジェルステｰジ, 47,柴山雄, 0.0, 49, -20,  11, 3,  4.0, ⑥⑦, 3, 1,Ｄダンスオｰルナイト, 66,田中勝, 0.8, 67,   2,   4, 8, 27.7,④⑤⑤, 3, 7,Ａフライングアップル, 70,岩田康, 0.1, 68,*  1,  10, 3,  8.6,②③②
 4,14,Ｎパワｰサム, 26,内田博, 0.9, 51, -12,   2,11, 92.8, ⑨⑨, 4, 1,Ｆコアレスハリケｰン, 43,岩田康, 0.1, 40,*-15,   2, 2,  3.5, ①①, 4, 6,Ａネヴァｰトルネｰド, 73,武士沢, 1.0, 66,   0,   5, 4,  8.6,⑦⑦⑦, 4, 1,Ｄニュｰビギニング, 67,武豊  , 0.4, 68,  -2,  13, 2,  3.4,⑧⑨⑧
 5,11,Ｏバｰゼルシチｰ, 24,武士沢, 1.1, 50, -16,*  4,15,497.3, ⑬⑬, 5, 4,Ａアマミスウィフト, 65,小野次, 0.1, 43, -18,   6, 5,  8.4, ③④, 5,14,Ｋソニックルｰラｰ, 59,蛯名正, 1.0, 65,   1,   2,13, 93.3,④⑥⑥, 5, 4,Ｃインパｰフェクト, 68,御神本, 0.8, 59,  -2,   5, 6,101.3,⑧⑧⑤
 6, 5,Ｅセレクトアゲン, 50,武豊  , 1.2, 47, -14,   1, 2,  3.6, ⑪⑩, 6,10,Ｉデストラメンテ, 30,小林淳, 0.2, 47, -22,  11, 7, 27.5, ⑩⑩, 6, 7,Ｎメジロレント, 54,御神本, 1.0, 68,  -1,* 10,12, 75.6,⑫⑬⑩, 6, 9,Ｇノワｰルシチｰ, 56,田中勝, 0.9, 56,*  3,  -6, 8,235.8,④①①
 7,10,Ｆメジロカペラ, 50,黛弘人, 1.2, 45, -15,   0,12,133.7, ⑨⑩, 7, 8,Ｊマイスイｰトハｰト, 28,津村明, 0.5, 42, -25,  10,11,236.7, ⑬⑬, 7,11,Ｇエタｰナルスマイル, 64,柴山雄, 1.2, 67,  -2,* 10,14,106.1,⑮⑭⑭, 7, 2, フリオｰソ,---,内田博, 1.0, 57,   0,   2, 4, 17.9,②⑤⑤
 8, 8,Ｄヒルノナタリｰ, 51,小林淳, 1.4, 42, -10,  -4,13,158.4, ⑦⑥, 8,14,Ｃステｰジワンスモア, 48,御神本, 0.7, 34,*-16,  -6, 6, 18.2, ②②, 8,15,Ｍトｰセンジョｰカｰ, 58,内田博, 1.3, 64,  -1,   4, 5, 16.5,⑨⑩⑩, 8, 8,Ｆマイネルブリアｰ, 62,蛯名正, 1.2, 53,   1,  -6, 7,184.6,④④②
 9, 2,Ｇピエネヴェｰレ, 50,後藤浩, 1.6, 41,* -5, -12, 7, 21.1, ①①, 9,16,Ｇファｰストラン, 39,内田博, 0.8, 39, -26,   9, 9, 68.4, ⑯⑯, 9, 3,Ｅリワｰドプレイン, 65,後藤浩, 1.3, 64,  -1,   4, 3,  5.7,⑨⑫⑩, 9, 6,Ｈツカサラッキｰ, 48,熊沢重, 1.3, 53,*  1,  -9, 9,357.2,①②②
10, 1,Ｃベルグコマンダｰ, 57,的場勇, 1.7, 37, -10, -11,10, 68.8, ②③,10, 3,Ｐミサトペニｰ,-22,勝浦正, 0.8, 32, -21,   0,13,292.8, ⑥⑦,10,12,Ｆメジロガンバス, 65,石橋脩, 1.4, 58,*  5, -15, 7, 24.0,①①①,,,,,,,,,,,,
11,13,Ｌハギノポンパドｰル, 34,岩田康, 1.8, 39, -15,  -3, 9, 62.9, ⑬⑫,11,15,Ｎネイチャｰマインド,  0,的場勇, 1.1, 28, -20, -11,15,408.6, ③④,11,10,Ｐシェルクレｰル, 48,北村宏, 1.4, 63,  -1,   2,16,422.2,⑫⑩⑩,,,,,,,,,,,,
12, 6,Ｈコアレスディガｰ, 50,御神本, 1.8, 39,  -8, -11, 5, 10.6, ②③,12,12,Ｍトｰセンヒヨシマル, 15,石橋脩, 1.1, 31, -20,  -6,10,137.8, ⑥⑦,12,13,Ｈオイワケウコン, 61,横山典, 1.6, 63,  -3,   7, 6, 23.0,⑭⑭⑮,,,,,,,,,,,,
13,15,Ｋデｰト, 44,北村宏, 2.2, 35, -17,  -4, 8, 31.5, ⑮⑭,13, 2,Ｌイブキシャナオウ, 17,武士沢, 1.3, 29, -22,  -6,12,254.4, ⑩⑩,13, 4,Ｃスズサンシャイン, 67,村田一, 1.8, 55,*  3, -15,10, 39.5,④③④,,,,,,,,,,,,
14, 3,Ｊジェイケイクリｰク, 47,横山典, 2.4, 35, -11, -13, 6, 14.2, ⑦⑧,14, 9,Ｋホｰスメンレディｰ, 20,黛弘人, 1.5, 24, -25,  -9,16,537.2, ⑫⑩,14, 2,Ｊサインオブゴッド, 60,木幡初, 2.0, 52,*  5, -24,11, 60.5,②②②,,,,,,,,,,,,
15,12,Ｐセイカスクワｰト,-44,南田雅, 2.7, 31, -17,  -9,14,213.6, ⑫⑭,15, 6,Ｈナイキヴィゴラス, 35,蛯名正, 1.5, 24, -19, -14, 8, 56.8, ⑥⑥,15, 5,Ｏナチュラルウェｰブ, 52,岩田康, 2.2, 53,   0, -13, 9, 35.9,⑦⑨⑦,,,,,,,,,,,,
16,16,Ｍグリｰンキャッスル, 29,千葉直, 2.9, 28, -20, -12,16,738.0, ⑮⑭,16,13,Ｏロｰレルクロタカ,-12,江田照, 2.6,-25, -24, -22,14,372.0, ⑬⑬,16, 8,Ｌリネンメイン, 58,南田雅, 2.2, 58,  -4,   2,15,215.0,⑯⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,
単勝:340円 複勝:09=130円 07=170円 04=150円 枠連:710円,,,,,,,,,,,,単勝:810円 複勝:11=190円 05=130円 07=150円 枠連:620円,,,,,,,,,,,,単勝:460円 複勝:16=280円 09=140円 01=560円 枠連:570円,,,,,,,,,,,,"単勝:140円 複勝:03=100円 05=240円 07=140円 枠連:1,150円",,,,,,,,,,,
馬連:680円 ワイド:07-09=280円 04-09=270円 04-07=480円,,,,,,,,,,,,馬連:940円 ワイド:05-11=350円 07-11=420円 05-07=300円,,,,,,,,,,,,"馬連:1,230円 ワイド:09-16=560円 01-16=3,160円 01-09=800円",,,,,,,,,,,,"馬連:1,220円 ワイド:03-05=330円 03-07=160円 05-07=560円",,,,,,,,,,,
"馬単:1,270円 3連複:1,030円",,,,,,,,,,,,"馬単:2,560円 3連複:1,200円",,,,,,,,,,,,"馬単:3,350円 3連複:8,590円",,,,,,,,,,,,"馬単:1,470円 3連複:980円 3連単:3,110円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■ 9R  芝1400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■12R  ダ1400m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ山梨杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, ペルサントクリｰル,---,横山典,, 65,   2,*  2, 4,  8.2, ④⑤, 1,15,Ｄニｰドルポイント, 63,御神本,, 72,  -8,* 16, 3,  4.3, ⑩⑧, 1, 5,Ａダンスフォｰウィン, 80,岩田康,, 83,* -4,* 26, 1,  2.5, ①①, 1, 2,Ｅツタンカｰメン, 71,武豊  ,, 84,  -5,* 24, 1,  2.9, ⑮⑭
 2, 3, トｰセンゴライアス,---,北村宏, 0.3, 62,*  2,  -2, 3,  3.5, ④④, 2, 5,Ｊフォｰミュラｰワン, 50,内田博, 0.2, 66,  -6,  11, 5, 11.0, ③④, 2, 4,Ｈサクライナセ, 74,安藤勝, 0.6, 68,* -7,  19, 3,  5.6, ②②, 2, 4,Ｃコリントシチｰ, 71,小野次, 0.0, 77,   1,  16, 9, 49.1, ⑤⑤
 3,14, セｰフアズロック,---,内田博, 1.9, 49,*  3, -19, 1,  3.0, ②②, 3, 1,Ｎアグネスポライト, 37,柴山雄, 0.6, 60,  -7,   8, 9, 42.6, ③④, 3, 2,Ｃキラリダイヤモンド, 77,内田博, 0.6, 69, -10,  22, 2,  4.0, ④④, 3, 9,Ｇウィストラム, 69,吉田豊, 0.0, 81,  -3,* 21,11, 50.5, ⑫⑩
 4, 6, ミウラジェット,---,江田照, 2.0, 49,*  4, -22,12,136.2, ①①, 4, 6,Ｃゴｰルデンシャイン, 64,安藤勝, 0.6, 60,  -6,   7, 1,  3.0, ⑥④, 4, 1,Ｇタケデンノキボｰ, 75,横山典, 0.8, 65, -13,  21, 4,  8.9, ⑦⑦, 4, 5,Ｆチョウカイキセキ, 71,横山典, 0.1, 74,*  2,  13, 3,  5.3, ③③
 5,13, メイキンマジック,---,小野次, 2.3, 46,*  3, -23, 8, 33.1, ②②, 5,14,Ｅジャイアントラック, 61,岩田康, 0.9, 55,* -5,   3, 2,  3.1, ③②, 5, 9,Ｉチアフルワｰルド, 72,小野次, 1.0, 71, -18,* 27, 7, 26.4, ⑬⑬, 5, 7,Ａカイテキネオ, 74,柴山雄, 0.3, 71,*  4,  11, 4,  6.2, ④③
 6,11, ヒシエンデバｰ,---,田中勝, 2.9, 40, -15,*  0,11,128.7, ⑪⑨, 6, 9,Ｇシンデレラマン, 55,田中勝, 0.9, 54,* -4,   2, 8, 41.5, ②①, 6, 6,Ｅグロリアスアｰチ, 75,村田一, 1.2, 56, -14,  16, 5, 19.2, ⑦⑨, 6,13,Ｄセイウンマル, 71,津村明, 0.3, 69,*  5,   8, 7, 21.3, ②②
 7,10, マダムチヨ,---,石神深, 2.9, 40,   1, -26,14,262.8, ④⑤, 7,10,Ｋトミノドリｰム, 46,千葉直, 1.1, 60, -18,* 15,16,773.6, ⑯⑯, 7,13,Ｄレインボｰロマンス, 76,石神深, 1.3, 57, -15,  17,11, 35.8, ⑩⑩, 7, 1,Ｎタケデンイｰグル, 62,大庭和, 0.6, 70,  -2,  14,14,198.1, ⑨⑩
 8, 2, バｰニングウイル,---,吉田豊, 3.0, 39,  -7, -13,13,204.4, ⑧⑧, 8, 7,Ｆリキサンファイタｰ, 60,蛯名正, 1.2, 53,  -6,   1, 4,  8.4, ⑧④, 8,11,Ｌダンシングオン, 67,石橋脩, 1.3, 65, -20,* 25,10, 32.7, ⑮⑮, 8,14,Ｍプロセッション, 64,安藤勝, 0.8, 66,   1,   9, 2,  4.8, ⑤⑤
 9, 4, ティグラｰト,---,柴山雄, 3.3, 39, -18,*  2, 6, 29.5, ⑩⑫, 9, 4,Ａマルタｰズクラシカ, 64,武士沢, 2.0, 45,  -8,  -4, 7, 41.0, ⑥⑧, 9,12,Ｂイノセントワｰルド, 78,田中勝, 1.3, 58, -19,  20, 9, 32.5, ⑬⑬, 9, 8,Ｈプライベｰトプラン, 69,吉永護, 0.8, 64,*  5,   4, 5, 11.2, ①①
10, 7, ヤマノキングアロｰ,---,的場勇, 3.3, 36, -17,  -4, 7, 29.6, ⑨⑩,10, 3,Ｂシアトルタコマ, 64,後藤浩, 2.0, 45,  -9,  -3, 6, 18.4, ⑩⑫,10,14,Ｊクラウニングワｰク, 71,吉田豊, 1.4, 52, -16,  14, 8, 29.5, ⑩⑩,10,16,Ｏケイビイスパイダｰ, 62,木幡初, 0.9, 70,  -7,  17,16,556.0, ⑯⑯
11, 8, ミンナナカヨシ,---,小林淳, 4.5, 31, -21,  -6, 9, 41.1, ⑭⑬,11,13,Ｏキｰプザチェンジ, 36,中谷雄, 2.2, 43, -13,   0,15,709.2, ⑩⑮,11,10,Ｆサクラブライアン, 75,江田照, 1.6, 49, -12,   9,14, 71.0, ⑥⑦,11,10,Ｂヒカルアルタイル, 72,後藤浩, 1.1, 63,  -3,  10, 6, 12.1, ⑨⑩
12,12, アイスカｰビング,---,蛯名正, 5.1, 25,   0, -45, 2,  3.4, ⑦⑦,12, 2,Ｉロックアスリｰト, 53,江田照, 2.7, 41, -10,  -8,10, 86.7, ⑮⑬,12, 3,Ｋサｰジェナイト, 70,津村明, 1.6, 56, -24,  22,16,360.1, ⑯⑯,12, 3,Ｉタケショウヤマト, 69,内田博, 1.2, 61,  -1,   7,10, 50.1, ⑧⑦
13, 1, ニシノビジュｰ,---,村田一, 5.4, 16, -22, -13,10, 74.9, ⑪⑭,13,11,Ｌダンシングオウジ, 44,黛弘人, 2.9, 39,  -9, -14,13,583.6, ⑩⑧,13, 7,Ｏビコｰジェネラル, 62,後藤浩, 1.8, 47, -11,   2,12, 45.4, ④④,13, 6,Ｌウセル, 64,水出大, 1.2, 60,  -6,  10,15,331.9, ⑬⑬
14, 9, グランドフェロｰ,---,岩田康, 6.6, -6, -17, -33, 5, 20.8, ⑪⑪,14,12,Ｍモエレビリオネア, 41,勝浦正, 3.3, 39, -10, -13,11,273.1, ⑩⑬,14, 8,Ｐユｰロペ, 34,田面木, 1.8, 49,* -8,  -1, 6, 23.8, ②②,14,15,Ｊマリットチャｰジ, 68,石橋脩, 1.3, 60,  -1,   5,13,137.3, ⑨⑦
,,,,,,,,,,,,15,16,Ｈキンセイミラｰジュ, 55,吉田豊, 3.4, 37,  -8, -17,12,277.0, ⑧⑧,15,16,Ｍプロスパｰドン, 66,御神本, 1.8, 46, -17,  10,13, 61.1, ⑫⑩,15,11,Ｋシュトラウス, 67,御神本, 1.9, 55,  -1,   1, 8, 26.1, ⑤⑦
,,,,,,,,,,,,16, 8,Ｐフジリバティｰ,-37,的場勇, 6.3,-81,* -6, -51,14,593.7, ①②,16,15,Ｎカイシュウムサシ, 64,熊沢重, 2.2, 45, -11,  -5,15,258.7, ⑦④,16,12,Ｐイッツソｰクｰル, 57,蛯名正, 2.2, 53,  -5,   3,12, 81.1, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
