07年 7月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,,■ 7R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,
 9, 1,Ｋメジロリロ, 32,小野次, 1.1, 38, -17,* -2, 8, 41.9, ⑬⑪, 9, 6,Ｎシルクアドニス, 27,加藤士, 2.3, 43,  -7,  -7,13,358.6,⑫⑬⑪, 9, 8,Ｌキヨラ, 36,田中博, 1.0, 55, -29,* 16,12,134.8,   , 9, 3,Ｌブライトアイズ, 65,武士沢, 0.5, 74,  -3,  19,10, 47.4, ⑫⑫
10,10,Ｌミズバショウクイン, 25,武士沢, 1.2, 39,  -4, -16, 9, 64.7, ⑤④,10,11,Ｏキャプテンスパロウ, 15,村田一, 2.9, 39,  -8, -10,14,402.6,⑮⑮⑭,10,11,Ｃセトウチハｰト, 56,柴田善, 1.1, 52,   0,  -2, 6, 15.9,   ,10, 6,Ｇエイミングポイント, 69,石橋脩, 0.6, 78,  -8,* 25,11, 49.0, ⑯⑰
11, 4,Ｍカシノマチャガ, 17,西田雄, 1.2, 36, -18,* -2,14,166.6, ⑬⑮,11, 4,Ｉアルディメント, 41,蛯名正, 3.0, 39,  -3, -21,10,130.4,⑪⑧⑦,11,15,Ｏクルｰジングツアｰ, 30,池田鉄, 1.2, 51, -10,   3,18,357.5,   ,11, 5,Ｋサンドクリｰク, 66,西田雄, 0.6, 66,   5,   8,16,130.4, ⑦⑦
12,12,Ｏホウリイキッド,-65,福永祐, 1.3, 35, -12, -10,11, 90.6, ⑪⑪,12, 5,Ｊクリックストリｰム, 37,土谷智, 3.1, 38,  -4, -21, 3,  8.4,⑧⑧⑨,12, 9,Ｊソｰニョ, 41,池崎祐, 1.2, 49, -26,* 11,15,197.1,   ,12,15,Ｂレッドビｰムシチｰ, 74,吉永護, 0.7, 63,   9,   1, 3, 12.1, ⑥⑥
13, 9,Ｇベスト, 40,沢昭典, 1.5, 35,  -2, -22,13,114.4, ④④,13,13,Ｍモクシュラ, 28,的場勇, 3.6, 32,  -3, -31,12,349.5,⑤⑤⑥,13, 7,Ｉフクノスズラン, 41,田辺裕, 1.3, 49, -10,   2,14,173.0,   ,13, 7,Ｒトｰセンラヴ, 52,田中博, 0.9, 65,  -3,  13,15,102.0, ⑫⑭
14, 7,Ｉルリエｰル, 39,的場勇, 2.1, 21, -15, -23,10, 76.0, ⑪⑬,14,14,Ｅミンナナカヨシ, 45,小林淳, 3.7, 34,  -2, -30, 7, 23.6,⑤⑤⑦,14, 5,Ｍブルｰヴィｰナス, 33,加藤士, 1.6, 44,  -3,  -8,11, 77.9,   ,14,12,Ｉケイアイボイジャｰ, 68,吉田豊, 0.9, 70,  -8,* 21,13, 61.0, ⑯⑯
15,15,Ｎタカラカリズマ,  2,吉田豊, 2.8, 15,  -9, -36,15,175.0, ⑨⑨,15, 8,Ｇバｰゼルシチｰ, 42,武士沢, 4.6, 30,  -7, -28, 9, 74.0,⑨⑬⑮,15,12,Ｑアプロアトウショウ, 21,石橋脩, 1.6, 45,   2, -12, 7, 17.5,   ,15,11,Ｃシンボリプレオ, 74,小野次, 0.9, 63,   0,  10,12, 57.8, ⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｎベニノユカ, 31,丹内祐, 1.6, 43, -10,  -3,16,276.3,   ,16,17,Ｈコスモミｰル, 68,木幡初, 1.2, 60,  10,  -8, 8, 31.2, ④③
,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｈドルフィンダンサｰ, 43,草野太, 1.7, 39, -12,  -7,17,340.8,   ,17,16,Ｐガイヤｰル, 58,嘉藤貴, 2.3, 41,* 13, -28,18,328.1, ②③
,,,,,,,,,,,,,,,,,,,,,,,,18, 3,Ｐダンツモイライ, 27,木幡初, 2.3, 34,  -3, -20,13,148.4,   ,18, 1,Ｑロングチェイサｰ, 54,大庭和, 4.1,-12, -11, -25,17,255.9, ⑱⑱
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,
"単勝:590円 複勝:13=240円 14=240円 06=460円 枠連:2,120円",,,,,,,,,,,,単勝:180円 複勝:01=120円 12=150円 15=500円 枠連:400円,,,,,,,,,,,,単勝:240円 複勝:06=110円 18=130円 13=170円 枠連:420円,,,,,,,,,,,,単勝:160円 複勝:09=110円 02=270円 13=380円 枠連:820円,,,,,,,,,,,
"馬連:2,260円 ワイド:13-14=810円 06-13=1,060円 06-14=1,470円",,,,,,,,,,,,"馬連:430円 ワイド:01-12=220円 01-15=990円 12-15=1,350円",,,,,,,,,,,,馬連:480円 ワイド:06-18=210円 06-13=360円 13-18=380円,,,,,,,,,,,,"馬連:830円 ワイド:02-09=390円 09-13=570円 02-13=2,180円",,,,,,,,,,,
"馬単:3,540円 3連複:8,720円",,,,,,,,,,,,"馬単:770円 3連複:3,150円",,,,,,,,,,,,馬単:870円 3連複:870円,,,,,,,,,,,,"馬単:1,030円 3連複:3,890円 3連単:11,750円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.1,,,,,■ 5R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.5,,,,,■11R  ダ1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北陸ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅトｰセンクロス, 45,後藤浩,, 65,*  7,  -2, 2,  3.3, ①①, 1, 6, ノボライトニング,,横山義,,,,, 4,  9.0,④③③, 1,11,Ａビッグポパイ, 73,後藤浩,, 77,*  5,* 11, 2,  3.3, ②②, 1, 6,Ｃテイエムアクション, 84,中舘英,, 80,   6,  18, 6, 14.3, ③③
 2, 8,Ｂトライデント, 57,石橋脩, 0.2, 62,  -3,*  5, 4,  9.3, ⑥⑥, 2, 1, ブラックファルコン,,五十嵐, 0.4,,,, 5, 10.0,⑧⑦⑦, 2,15,Ｃファインセンテンス, 71,中舘英, 0.4, 70,*  6,   6, 1,  3.1, ①①, 2, 7,Ｄトウショウギア, 83,田中勝, 0.1, 83,   9,  19, 1,  1.6, ③③
 3,11,Ａコスモタロウ, 59,田中勝, 0.3, 62,   4,  -2, 1,  2.4, ④④, 3,11, リバルドボｰイ,,浜野谷, 0.4,,,, 3,  6.7,②②②, 3, 3,Ｈホワイトリｰベ, 61,吉田豊, 0.7, 67,   2,   7,10, 50.0, ④③, 3, 8,Ｆエアアドニス, 83,蛯名正, 0.2, 83,  -3,* 25, 3, 11.0, ⑧⑧
 4,13,Ｉツルギダケ, 21,福永祐, 0.5, 60,*  6,  -6, 6, 14.7, ②②, 4, 9, カズノダンシング,,西谷誠, 0.5,,,, 2,  3.3,⑤④④, 4, 5,Ｄインサイダｰ, 68,柴田善, 1.0, 70, -11,* 16, 6, 15.8, ⑫⑪, 4, 9,Ｅワキノカイザｰ, 83,北村宏, 0.3, 78,   4,  19, 4, 13.2, ⑥⑥
 5, 9,Ｃキングデオキシス, 55,柴田善, 1.2, 53,*  6, -13, 3,  5.0, ②②, 5, 3, トウショウビｰム,,宗像徹, 0.6,,,, 1,  2.7,①①①, 5,10,Ｋハリアｰズリベンジ, 58,木幡初, 1.1, 65,  -5,* 10, 5, 11.1, ⑩⑨, 5, 3,Ｉトシザヘネシｰ, 77,木幡初, 0.5, 79,  -4,  24, 8, 20.8, ⑧⑪
 6, 2, グレｰトキャプテン,---,田辺裕, 1.5, 49,  -6,  -5,11,190.6, ⑦⑦, 6, 2, メジロミッチェル,,高野和, 1.3,,,,13,103.4,⑨⑥⑤, 6,14,Ｆタマイエス, 64,北村宏, 1.5, 56,   0,   1, 3,  6.6, ⑤③, 6,10,Ａオフィサｰ, 87,福永祐, 0.5, 79,  -5,* 24, 2,  7.4, ⑪⑨
 7,15,Ｆオフザレコｰド, 41,武士沢, 2.1, 44,   3, -19, 8, 64.8, ⑤⑤, 7,10, シャコｰバニラ,,沢昭典, 1.3,,,, 8, 34.4,⑦④⑤, 7,13,Ｌブルｰホリゾン, 58,福永祐, 1.6, 56,  -4,   3, 7, 15.9, ⑧⑦, 7, 4,Ｂアントニオマグナム, 85,小野次, 0.5, 73,   6,  13, 9, 29.6, ③③
 8,14, クラシックジャズ,---,北村宏, 2.2, 41, -28,*  9, 7, 36.5, ⑭⑭, 8,14, リンドｰロ,,大庭和, 1.6,,,, 7, 20.4,③⑧⑧, 8, 8,Ｅロｰドレンジャｰ, 67,田中博, 1.9, 49,  -1,  -4, 8, 20.2, ⑤⑥, 8, 5,Ｇチョウカイロイヤル, 81,柴田善, 0.7, 72,   1,  16, 5, 14.1, ⑦⑦
 9, 1, タイキシャイン,---,千葉直, 2.7, 35,  -8, -17, 9, 78.4, ⑦⑨, 9,13, スナｰクオリオン,,菊池憲, 3.6,,,,11, 79.2,⑫⑧⑧, 9, 2,Ｎエｰピｰレジェンド, 49,丹内祐, 2.0, 51,  -1,  -2,14,236.4, ⑦⑦, 9,11,Ｋヒカルバロｰロ, 77,村田一, 1.2, 67,  -4,  16,11, 57.2, ⑧⑨
10,10,Ｄサンムスタング, 54,田中博, 2.8, 34,  -7, -19, 5, 14.4, ⑦⑦,10, 8, カイシュウワンダｰ,,江田勇, 6.1,,,, 9, 73.3,⑬⑬⑬,10, 6,Ｊエレメンタルソング, 59,西田雄, 2.0, 52,  -9,   4,12, 73.6, ⑪⑪,10, 1,Ｈタイキジリオン, 80,後藤浩, 1.7, 62,* 12,  -4, 7, 20.0, ①①
11, 3, タケショウテイオｰ,---,安藤光, 2.8, 36, -15,  -9,13,246.3, ⑩⑩,11, 4, ビコｰウエル,,柴田未, 6.5,,,,12,103.2,⑪⑫⑩,11, 4,Ｍスマｰトアンサｰ, 50,小林淳, 2.0, 54, -11,   6,15,381.7, ⑫⑬,11, 2,Ｊエイシンボｰダン, 77,吉田隼, 2.0, 61,* 10,  -4,10, 32.4, ②②
12, 5, ザッツオｰケｰ,---,高山太, 3.5, 29, -26,  -6,14,268.4, ⑫⑬,12, 7, ニシノプリンス,,山本康, 6.9,,,,14,147.1,⑩⑪⑫,12, 7,Ｉシルキｰキュｰト, 61,武士沢, 2.1, 50,  -5,  -1,11, 62.0, ⑨⑨,,,,,,,,,,,,
13, 4,Ｇミステリアスメｰク, 30,草野太, 3.8, 24, -18, -19,12,198.5, ⑩⑩,13, 5, ダンスインザキング,,金子光, 7.9,,,,10, 74.5,⑬⑬⑭,13,12,Ｇサクラオｰルイン, 62,蛯名正, 2.3, 52, -16,   8, 9, 31.5, ⑮⑮,,,,,,,,,,,,
14, 6, アサヒサラダ,---,宗像徹, 3.9, 25, -25, -11,15,345.3, ⑫⑫,14,12, スナｰクタイガｰ,,林満明, 8.0,,,, 6, 12.6,⑤⑩⑩,14, 1,Ｏアラメダキング, 46,石橋脩, 3.1, 41, -11,  -4,13,229.3, ⑫⑬,,,,,,,,,,,,
15, 7,Ｈスルタンシチｰ, 25,的場勇, 5.4,  8, -34, -20,10,172.7, ⑮⑮,,,,,,,,,,,,,15, 9,Ｂレッドスポｰツカｰ, 73,的場勇, 4.5,  5,*  2, -32, 4,  7.9, ③③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-3),,,,,,,,,,,
単勝:330円 複勝:12=140円 08=170円 11=110円 枠連:560円,,,,,,,,,,,,"単勝:900円 複勝:06=250円 01=250円 11=220円 枠連:3,170円",,,,,,,,,,,,単勝:330円 複勝:11=160円 15=150円 03=860円 枠連:300円,,,,,,,,,,,,"単勝:1,430円 複勝:06=320円 07=120円 08=210円 枠連:1,390円",,,,,,,,,,,
"馬連:1,230円 ワイド:08-12=440円 11-12=190円 08-11=300円",,,,,,,,,,,,"馬連:2,980円 ワイド:01-06=860円 06-11=710円 01-11=630円",,,,,,,,,,,,"馬連:600円 ワイド:11-15=290円 03-11=2,570円 03-15=2,340円",,,,,,,,,,,,"馬連:1,400円 ワイド:06-07=550円 06-08=1,550円 07-08=390円",,,,,,,,,,,
"馬単:1,880円 3連複:860円",,,,,,,,,,,,"馬単:5,980円 3連複:4,800円",,,,,,,,,,,,"馬単:1,090円 3連複:9,670円",,,,,,,,,,,,"馬単:3,300円 3連複:3,680円 3連単:25,290円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.8,,,,,■ 6R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,糸魚川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂワイルドコンコルド, 65,北村宏,, 59,   3,  -5, 3,  7.6,⑥④②, 1,13, タケミカヅチ,---,柴田善,, 64, -36,* 29, 3,  5.2, ⑩⑪, 1, 9,Ｂブリトマルティス, 73,中舘英,, 79,*  6,* 15, 3,  4.7, ③④, 1, 3,Ａアドマイヤジュピタ, 74,吉田隼,, 77,   5,* 15, 2,  6.4, ④③
 2, 9,Ｆコスモピロリ, 54,吉田隼, 0.0, 59,   1,*  0, 5, 13.5,⑤⑦⑦, 2,11, ジョウショｰアロｰ,---,吉田豊, 0.1, 32,*-23,   5, 5, 12.7, ①①, 2, 8,Ｆクロコレｰヌ, 69,吉田豊, 0.3, 77,   4,* 15, 1,  3.4, ⑦⑦, 2, 2,Ｄフルヴィクトリｰ, 67,蛯名正, 0.2, 77,   4,  13, 3,  8.4, ⑫⑧
 3,14,Ａサクラエクレｰル, 66,福永祐, 0.1, 58,*  5, -10, 1,  1.8,③③④, 3, 2, ショウナンハゴロモ,---,後藤浩, 0.3, 34, -27,  10, 1,  2.5, ④③, 3, 5,Ｊイナズマイｰジス, 63,福永祐, 0.4, 79,   4,* 18, 5, 12.5, ⑩⑩, 3,12,Ｂマイネルグラシュｰ, 74,田中勝, 0.2, 76,   0,* 19, 1,  1.8, ⑧⑫
 4, 7,Ｄスズカサンバ, 58,蛯名正, 0.2, 57,   3,  -8, 2,  5.0,⑨④⑤, 4,10, ストロングマリオン,---,木幡初, 0.4, 30,*-26,   7,14,100.9, ②③, 4,10,Ｈプリティダンス, 68,北村宏, 0.5, 76,   4,  14, 4, 11.8, ⑭⑩, 4,14,Ｅダイワフォルゴｰレ, 67,北村宏, 0.5, 72,   3,  10, 6, 13.5, ⑧⑧
 5,10,Ｇマイネルボビッシュ, 50,池田鉄, 0.5, 54,*  5, -17, 9, 67.6,②②②, 5, 7, エｰシンダボｰブイ,---,福永祐, 0.7, 26,*-26,   0, 7, 19.2, ②②, 5,12,Ｃプジュリ, 70,田中勝, 0.5, 74,   5,  13, 2,  3.7, ⑦⑦, 5, 8,Ｃブレイブバニヤン, 68,田中博, 0.5, 69,  -1,* 13, 5, 12.3, ⑭⑬
 6, 1,Ｃビッグステｰジ, 62,村田一, 0.5, 54,*  5, -17, 4, 10.5,①①①, 6, 9, グラティテュｰド,---,吉田隼, 0.9, 24, -30,   5, 8, 22.8, ⑤⑤, 6,11,Ｎセラフィックロンプ, 54,木幡初, 0.7, 67,   6,   6,10, 39.8, ⑥⑥, 6, 4,Ｋカゼノユクエ, 60,村田一, 0.8, 70,  -1,  13,15,140.6, ⑯⑰
 7, 2,Ｊビｰモブホｰプ, 43,的場勇, 0.6, 49,   0, -12,12,112.1,⑩⑦⑧, 7, 1, クｰルマンハッタン,---,石橋脩, 0.9, 43, -38,* 19,11, 63.1, ⑫⑫, 7, 2,Ｄプラジェラｰト, 70,二本柳, 0.7, 69,   6,   8, 6, 16.8, ⑦⑦, 7, 7,Ｌヤクモキャット, 59,横山義, 0.9, 68,   2,   7, 7, 31.2, ⑧⑪
 8, 6,Ｉスガノハウス, 44,安藤光, 0.6, 53,   3, -14,11, 94.8,⑥④⑤, 8,12, マイネルセフィｰロ,---,田中博, 1.1, 19, -34,   3, 6, 15.5, ⑦⑦, 8,14,Ｍエルブランコ, 56,村田一, 0.8, 73,   2,  14,14,111.0, ⑮⑭, 8,15,Ｊオイワケウコン, 62,的場勇, 0.9, 64,  -1,   6, 9, 33.9, ⑭⑬
 9,17,Ｈコスモビｰトアウト, 50,丹内祐, 0.7, 50,  -6,*  7, 8, 38.5,⑮⑭⑭, 9, 5, ムｰンナイトウルフ,---,安藤光, 1.1, 26, -35,  10,10, 36.4, ⑨⑩, 9,15,Ｑミズリングリｰダｰ, 51,武士沢, 0.8, 71,   4,  11,15,222.6, ⑩⑩, 9, 9,Ｉウインヴィｰナス, 63,中舘英, 1.1, 63,*  6,  -6,10, 49.3, ⑥③
10,18,Ｏキャプテンロｰ, 35,横山義, 1.2, 46,  -2, -11,18,723.3,⑫⑫⑫,10, 6, ダイメイバｰド,---,武士沢, 1.1, 22, -32,   5, 9, 30.2, ⑦⑦,10, 6,Ｅデルマアン, 70,吉田隼, 0.8, 68,   4,   9, 7, 17.2, ⑫⑩,10,11,Ｎエイワヴァｰジニア, 57,大野拓, 1.1, 64,  -1,   6,11, 62.1, ⑬⑬
11, 3,Ｅダンスソｰラン, 55,田中勝, 1.3, 46,   1, -21, 7, 23.0,④⑦⑧,11, 8, サトノロｰズヒップ,---,田中勝, 1.2, 22, -30,   0, 2,  4.4, ⑤⑤,11, 1,Ｉスペシャルフロｰト, 67,石橋脩, 0.9, 62,*  8,  -2, 8, 19.7, ①①,11,16,Ｇナチュラルウィン, 65,柴田善, 1.1, 62,*  7,  -7, 4,  9.9, ②②
12,11,Ｌパンプキンパイ, 38,小林淳, 1.7, 42,   0, -24,14,297.5,⑩⑪⑩,12, 3, パルキアストｰム,---,中舘英, 2.4,-28, -32, -15,13, 82.3, ⑩⑦,12, 7,Ａタイキクラリティ, 75,蛯名正, 1.1, 68,   2,  11, 9, 19.8, ⑮⑭,12,17,Ｍマスタｰカフェ, 58,小島太, 1.3, 56,*  4, -11,14,125.1, ⑥③
13,16, マンハッタンナイト,---,柴田善, 2.5, 37,  -7, -19, 6, 23.0,⑰⑮⑮,13,14, レッズフィｰルド,---,蛯名正, 4.4,-56, -47, -20, 4, 10.9, ⑬⑬,13,17,Ｏアキクサクイン, 52,後藤浩, 1.1, 70,   0,  14,11, 50.5, ⑱⑰,13, 1,Ｐミヤコノアドミラル, 51,石神深, 1.3, 62,   2,  -1,12, 98.0, ⑧⑧
14,12,Ｎグランドロｰザンヌ, 35,木幡初, 3.7, 29,   1, -56,16,533.1,⑧⑩⑪,14, 4, ダイワサンデｰ,---,北村宏, 7.5, 7.5---, -63, -42,12, 79.6, ⑭⑭,14, 3,Ｇミココロ, 69,大野拓, 1.2, 61,*  7,  -3,12, 61.0, ③③,14,18,Ｆニシノヘブンズドア, 66,宮崎北, 1.8, 50,*  4, -19,13,107.5, ③③
15, 4, メジロディオｰネ,---,吉田豊, 4.0, 22, -10, -35,13,229.3,⑱⑰⑯,,,,,,,,,,,,,15, 4,Ｋパｰプルカフェ, 62,小島太, 1.4, 59,   6,  -4,13, 76.2, ③⑤,15, 5,Ｒメジロモデラｰト, 47,後藤浩, 2.2, 50,*  7, -24, 8, 31.9, ①①
16, 8,Ｐノボダイエット,-17,田辺裕, 5.3,-23, -13, -47,17,576.1,⑮⑱⑱,,,,,,,,,,,,,16,16,Ｒサウンドバイト, 47,田中博, 1.9, 59,  -1,   7,17,404.9, ⑰⑰,16,13,Ｏタケデンノネガイ, 53,二本柳, 2.4, 49,   1, -15,16,236.8, ⑯⑬
17, 5,Ｋマンハッタンラブ, 38,武士沢, 6.2,-41,  -8, -73,15,331.7,⑫⑯⑯,,,,,,,,,,,,,17,13,Ｐグリフォニｰ, 51,丹内祐, 2.3, 53,   2,  -7,18,421.8, ⑫⑭,17, 6,Ｑジャックレイホウ, 49,石橋脩, 3.3, 37,   3, -36,17,282.9, ④③
