07年 8月 5日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月 5日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.6,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■ 7R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.2,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.7,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五稜郭特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａレッドキャタピラｰ, 68,池添謙,, 71,*  3,*  4, 1,  1.6, ①①, 1, 9,Ｄニシノフェリｰチェ, 57,池添謙,, 66,   8,* -5, 7, 14.1,⑦④④, 1,12,Ｂホワイトベッセル, 66,岩田康,, 70,*  3,   6, 2,  4.4,②②①, 1, 5,Ｈマイネルバシリコス, 70,秋山真,, 80,* 20,* -8, 9, 25.5,⑥②②
 2, 7,Ｂマｰシャルソング, 59,横山典, 0.6, 60,  -2,   1, 2,  3.4, ③③, 2, 8,Ａマイネルテアトロン, 69,梶晃啓, 0.1, 66,* 11,*-12, 1,  3.4,①①①, 2, 6,Ａフィｰルドマｰチ, 70,小林徹, 0.3, 69,  -1,*  9, 1,  2.0,⑩⑦④, 2, 2,Ｆマチカネゲンジ, 70,藤田伸, 0.5, 75,  19,*-12, 2,  6.2,⑩⑤③
 3, 2,Ｃシャインウッキｰ, 49,藤田伸, 1.0, 52,  -7,  -1, 3,  6.0, ⑤④, 3,14,Ｂヒカルオンリｰワン, 67,藤田伸, 0.5, 61,   8,*-12, 2,  3.8,③④④, 3, 9,Ｈシャドウブルｰス, 58,藤田伸, 0.4, 68,   0,   6, 3,  8.4,⑤④④, 3, 8,Ｌエアフォルツァ, 64,藤岡佑, 0.7, 73,* 21, -22,13, 69.5,②①①
 4, 4,Ｈベルモントムｰラン, 40,菊沢隆, 1.2, 48, -15,*  3, 7, 74.2, ⑪⑨, 4,11,Ｋトロピカルクイｰン, 52,小林徹, 1.6, 51,   6, -24,12, 90.0,⑩⑨⑥, 4, 5,Ｆスプリングヘッド, 64,津村明, 0.6, 65,*  2,   1,10, 58.1,③③②, 4,14,Ａスズノオオゴン, 75,横山典, 1.0, 70,  17, -15, 3,  9.2,④⑦⑥
 5, 6,Ｅクリップフェアリｰ, 44,藤岡佑, 1.6, 45,  -7,  -7, 8, 81.8, ⑤⑥, 5,16,Ｈデルマステファニｰ, 54,安藤勝, 1.7, 50,   7, -26, 3,  5.9,⑤⑥⑥, 5, 7,Ｉグランツｰリズモ, 56,勝浦正, 0.7, 65,   1,   2, 4, 11.1,④④④, 5, 7,Ｃジャングルテクノ, 73,四位洋, 1.3, 66,  18, -24, 1,  2.2,④⑤③
 6, 3,Ｇジャッキｰドリｰム, 40,津村明, 2.0, 40,  -7, -11, 9, 91.9, ⑤⑧, 6,15,Ｆキングリｰウィｰク, 56,藤岡佑, 1.7, 50,   6, -24, 4,  7.3,⑦⑨⑨, 6, 3,Ｃバルバロ, 65,横山典, 0.8, 65,   2,   2, 5, 11.2,⑤④④, 6,12,Ｇフェスティヴナイト, 70,北村友, 1.6, 64,  14, -18,10, 29.7,⑧⑨⑩
 7, 9,Ｉアイアムトゥルｰ, -9,小林徹, 2.1, 39,  -7, -12,12,249.7, ⑤⑥, 7, 6,Ｃダンツイッドン, 62,長谷川, 1.9, 49,*  9, -35, 6, 14.0,④③②, 7, 2,Ｄマイネルガンツ, 64,池添謙, 0.9, 65,  -3,*  7, 7, 24.9,⑪⑩⑩, 7,16,Ｍキタグニジョｰ, 64,勝浦正, 1.8, 62,  15, -22, 8, 25.1,⑧⑨⑦
 8, 1, グレｰスシャイアン,---,長谷川, 2.1, 38, -13,  -8,11,234.0, ⑨⑨, 8, 7,Ｌメジロスピカ, 51,勝浦正, 1.9, 49,   2, -17,11, 75.8,⑩⑭⑭, 8, 4,Ｍマンダレｰ, 49,郷原洋, 1.4, 61,   0,  -1,13,238.9,⑧⑦⑧, 8, 3,Ｉセイウンビバｰチェ, 67,武幸四, 1.9, 62,  11, -15, 7, 16.2,⑫⑬⑬
 9, 8, スズカジェム,---,岩田康, 2.5, 34, -13, -12, 4, 14.1, ⑨⑪, 9, 4,Ｇレインボｰシｰカｰ, 54,秋山真, 2.0, 48,* 10, -38, 5,  9.3,②②②, 9, 8,Ｋヨイチイｰスト, 54,梶晃啓, 1.6, 58,*  4, -10,11, 64.1,①①②, 9,10,Ｎマルカハンニバル, 63,安藤勝, 1.9, 60,  13, -21, 6, 11.9,⑫⑪⑩
10,11,Ｄゴッドギフトサイン, 47,武幸四, 2.8, 32,  -3, -23,10,104.3, ③④,10, 3,Ｉマイネキャロライナ, 53,津村明, 2.0, 48,   7, -31, 9, 35.8,⑨⑥⑥,10,10,Ｌダノンヒｰロｰ, 52,藤岡佑, 1.6, 59,   0,  -3, 8, 25.5,⑧⑦⑧,10, 6,Ｂショｰトロｰブス, 74,津村明, 2.2, 59,* 20, -39, 5, 10.1,②②③
11, 5,Ｆアウレウス, 43,勝浦正, 3.0, 38,*  3, -27, 6, 62.1, ②②,11, 5,Ｐアルスビバｰチェ, 31,菊沢隆, 2.5, 44,   5, -33,15,188.4,⑬⑪⑩,11, 1,Ｇダイナミックタｰン, 62,北村友, 3.1, 48, -11,  -1, 9, 29.8,⑬⑬⑫,11, 1,Ｊマイネルエクセラン, 67,長谷川, 2.2, 59,  13, -23,15,122.7,⑭⑪⑫
12,12, ドラムンベｰス,---,北村友, 5.2,-92, -61, -11, 5, 44.1, ⑫⑫,12,12,Ｏイケトップガン, 40,桜井拓, 2.7, 43,   5, -35,14,171.5,⑬⑪⑩,12,11,Ｊワｰルドレコｰド, 56,丸田恭, 3.8, 39,  -3, -23,12,226.0,⑤⑩⑪,12, 9,Ｏインパｰフェクト, 63,松田大, 2.3, 57,  15, -33,14, 88.5,⑥⑦⑦
,,,,,,,,,,,,13, 1,Ｅカッサイノアラシ, 57,古川吉, 3.0, 41,   8, -46,10, 56.4,⑤⑥⑩,13,13,Ｅピサノダイチ, 64,四位洋, 3.8, 44,  -8, -11, 6, 17.2,⑫⑫⑬,13, 4,Ｄフレアリングベスト, 71,菊沢隆, 3.0, 54,  11, -29,11, 48.3,⑮⑮⑬
,,,,,,,,,,,,14, 2,Ｍプラネタリウム, 42,柴原央, 3.1, 41,   3, -36,13,108.8,⑩⑬⑭,,,,,,,,,,,,,14,11,Ｅセタガヤフラッグ, 70,小林徹, 3.3, 52,* 20, -56, 4, 10.1,①②⑦
,,,,,,,,,,,,15,10,Ｊラルｰチェドｰロ, 53,武幸四, 3.9, 37,   2, -45, 8, 24.7,⑮⑭⑬,,,,,,,,,,,,,15,13,Ｋエキゾｰストノｰト, 67,池添謙, 3.5, 52,  12, -39,12, 53.5,⑪⑬⑮
,,,,,,,,,,,,16,13,Ｎロｰレルオリオン, 40,鈴来直, 4.1, 36,  -3, -38,16,198.2,⑯⑯⑯,,,,,,,,,,,,,16,15,Ｐパワｰラン, 59,武英智, 3.5, 52,   9, -32,16,231.5,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:不良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:19),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:不良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-20 馬場:稍重(指数:20),,,,,,,,,,,
単勝:160円 複勝:10=100円 07=100円 02=120円 枠連:170円,,,,,,,,,,,,"単勝:1,410円 複勝:09=300円 08=140円 14=150円 枠連:1,880円",,,,,,,,,,,,単勝:440円 複勝:12=170円 06=110円 09=210円 枠連:400円,,,,,,,,,,,,"単勝:2,550円 複勝:05=820円 02=210円 08=1,640円 枠連:2,500円",,,,,,,,,,,
馬連:240円 ワイド:07-10=130円 02-10=190円 02-07=190円,,,,,,,,,,,,"馬連:2,540円 ワイド:08-09=650円 09-14=860円 08-14=270円",,,,,,,,,,,,馬連:600円 ワイド:06-12=310円 09-12=880円 06-09=290円,,,,,,,,,,,,"馬連:9,080円 ワイド:02-05=3,040円 05-08=11,730円 02-08=5,110円",,,,,,,,,,,
馬単:330円 3連複:320円,,,,,,,,,,,,"馬単:5,950円 3連複:2,500円",,,,,,,,,,,,"馬単:1,650円 3連複:1,480円",,,,,,,,,,,,"馬単:21,290円 3連複:101,610円 3連単:674,540円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 9R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,函館2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃエクスハイタッチ, 54,菊沢隆,, 66,  -4,*  8, 5, 13.7,⑫⑧③, 1,13,Ｉクｰルダンサｰ, 56,藤田伸,, 74,* -5,* 15, 6, 12.5,③③②, 1, 9,Ｆハｰトオブクィｰン, 62,武幸四,, 82,  13,   9, 6, 14.8, ②②, 1,14,Ｈタマモハクライ, 65,岩田康,, 74,   1,* 14, 4,  9.6, ⑦⑦
 2,13,Ｇタガノファントム, 48,小林徹, 0.1, 63,* -2,*  4, 7, 22.0,⑧④②, 2, 5,Ｈトｰセントップラン, 57,藤岡佑, 0.4, 64,* -4,   9, 5, 10.0,②②①, 2,10,Ｈジョイフルスマイル, 58,藤岡佑, 0.7, 66,   3,   9,11, 63.4, ⑩⑩, 2, 7,Ｃビｰビｰガルダン, 75,安藤勝, 0.3, 70,   9,   0, 1,  2.1, ④④
 3, 8,Ｅメイショウゴルゴ, 51,古川吉, 0.5, 59,* -1,  -2, 2,  4.2,①①①, 3, 7,Ｂキラｰストリｰト, 65,長谷川, 0.7, 66,  -7,* 12, 1,  2.8,⑦⑦⑧, 3, 2,Ｃイイデケンシン, 64,横山典, 0.8, 65,  -2,* 11, 2,  6.2, ⑪⑩, 3, 3,Ｍカシマワｰルド, 50,鈴来直, 0.3, 69,  -5,* 15,16,225.3, ⑪⑨
 4, 1,Ｌキングハｰバｰ, 38,勝浦正, 0.8, 58,  -4,   1,11, 60.8,⑨⑨⑨, 4, 1,Ｄヘンメイレン, 64,黛弘人, 0.9, 56,* -6,   5, 3,  6.8,③③④, 4, 3,Ｇホウザン, 58,池添謙, 1.0, 66,  10,  -3,10, 36.1, ⑤⑤, 4,15,Ｐサラトガ, 22,勝浦正, 0.5, 65,  -6,* 11,12, 87.5, ⑪⑫
 5,12,Ｆニチリンサンカ, 48,秋山真, 0.9, 56,* -2,  -4, 8, 26.8,⑤④⑥, 5, 4,Ｃニットウサラン, 65,梶晃啓, 0.9, 63,  -7,  11, 4,  7.6,⑩⑦⑧, 5, 7,Ｋアポロフェニックス, 53,勝浦正, 1.1, 63,   9,  -3, 9, 30.7, ⑧⑨, 5, 5,Ｆコアレスキャスト, 67,北村友, 0.6, 63,  -2,   5, 7, 16.1, ⑦⑦
 6, 2,Ｈキングロッチ, 46,桜井拓, 1.0, 56,  -3,  -3,10, 57.0,⑦⑦⑥, 6, 8,Ａイノチノアカリ, 68,池添謙, 1.1, 60,  -8,   9, 2,  3.6,⑪⑪⑪, 6, 8,Ｉエイブルベガ, 58,藤田伸, 1.3, 60,   9,  -6, 1,  2.1, ⑧⑦, 6, 6,Ａコアレスストｰム, 77,佐藤聖, 0.7, 61,   6,  -6, 2,  5.9, ④④
 7, 5,Ｋミッシェルボランテ, 40,柴原央, 1.1, 56,  -6,   1, 9, 41.0,⑬⑪⑩, 7, 9,Ｋスズカノフジアロｰ, 55,古川吉, 1.4, 55,  -7,   6,10, 55.4,⑦⑦⑧, 7, 6,Ｄルミナリエ, 63,岩田康, 1.4, 64,* 15, -13, 3,  7.0, ②②, 7,12,Ｅクロスホｰリｰ, 69,郷原洋, 0.9, 60,   3,  -3, 8, 19.5, ⑥⑥
 8, 6,Ａマｰブルジｰン, 58,北村友, 1.2, 53,  -7,  -1, 1,  2.5,⑪⑪⑩, 8, 6,Ｇグランドアワｰド, 58,横山典, 1.6, 51,  -6,   1, 7, 18.4,⑤⑤⑤, 8, 1,Ａナムラブレイブ, 73,小林徹, 1.6, 57,  10, -11, 5, 10.6, ⑤⑤, 8, 9,Ｊタイキプロバンス, 61,丸田恭, 1.1, 58,* 18, -23, 9, 32.1, ②②
 9,10,Ｄタイムトゥラン, 52,岩田康, 1.4, 52,* -2,  -9, 4,  8.2,③②③, 9, 3,Ｊマイスイｰトロｰド, 55,小林徹, 1.6, 50,* -3,  -3,13,208.9,①①②, 9, 4,Ｂベストオブミｰ, 65,安藤勝, 1.7, 59,* 15, -17, 4,  7.5, ①①, 9, 2,Ｋナムラオルフェ, 61,長谷川, 1.2, 55, -14,  11,10, 54.9, ⑮⑭
10,11,Ｊシュプリｰムロｰズ, 45,長谷川, 1.6, 52,  -5,  -6, 6, 16.8,⑩⑨⑩,10,10,Ｅウエストライン, 63,勝浦正, 1.9, 48,  -7,  -1, 8, 28.1,⑦⑦⑤,10, 5,Ｊディｰプキッス, 55,長谷川, 1.9, 53,  10, -16, 8, 27.2, ⑤⑦,10,13,Ｄセンザイイチグウ, 70,横山典, 1.2, 58,  12, -16, 6, 12.0, ③③
11, 4,Ｂトｰセンカリスマ, 56,藤岡佑, 1.7, 50,  -3, -10, 3,  4.6,⑤④⑥,11, 2,Ｍディンティｰベス, 50,秋山真, 1.9, 50,  -9,   4,11,100.9,⑫⑫⑫,11,11,Ｅアイリスモレア, 62,四位洋, 2.0, 52,  12, -19, 7, 15.5, ④④,11, 1,Ｂヒシエンジェル, 76,小林徹, 1.3, 53, -13,   8, 5, 11.2, ⑮⑭
12, 7,Ｍグラスティアラ, 30,鈴来直, 1.7, 50,* -2, -12,13,278.3,②②⑤,12,11,Ｆノｰメイク, 59,松田大, 1.9, 48,  -6,  -1, 9, 36.6,⑤⑤⑤,,,,,,,,,,,,,12,16,Ｌメイショウダンケン, 59,武英智, 1.3, 55,  -4,  -1,11, 69.4, ⑩⑨
13, 9,Ｉスイｰトジュビリｰ, 45,丸田恭, 4.2, 29,  -8, -29,12,160.7,③⑪⑬,13,12,Ｌサムタイムレｰタｰ, 53,菊沢隆, 2.2, 47,  -9,   1,12,130.2,⑬⑫⑫,,,,,,,,,,,,,13, 4,Ｉナイスソニック, 62,黛弘人, 1.4, 48, -13,   3,13,123.9, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｇジュｰシｰ, 65,藤田伸, 1.5, 51,  -2,  -7, 3,  8.6, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｎトビカゲヨシツネ, 47,桜井拓, 1.6, 48,  -9,  -1,15,146.6, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｏシルクラズベリｰ, 42,菊沢隆, 1.9, 51,* 23, -35,14,127.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:18),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:19),,,,,,,,,,,
"単勝:1,370円 複勝:03=310円 13=450円 08=200円 枠連:4,160円",,,,,,,,,,,,"単勝:1,250円 複勝:13=320円 05=280円 07=130円 枠連:3,050円",,,,,,,,,,,,"単勝:1,480円 複勝:09=390円 10=1,540円 02=220円 枠連:1,090円",,,,,,,,,,,,"単勝:960円 複勝:14=280円 07=130円 03=3,970円 枠連:550円",,,,,,,,,,,
