07年 6月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.7,,,,,■ 4R  芝2500m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■10R  ダ1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麦秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇテンエイルンルン, 45,福永祐,, 66,*  5,  -2, 6, 14.4, ③③, 1, 2,Ａスタｰマップ, 58,田中剛,, 65,*  5,  -8, 1,  2.8,②②①, 1,11,Ａウイドｰハンタｰ, 71,武豊  ,, 73,  15,*-12, 2,  4.7,⑥④④, 1, 9,Ｉユノナゲット, 79,横山典,, 77,   5,* 17, 3,  5.3, ⑫⑫
 2, 2,Ｃジェイケイセラヴィ, 58,北村宏, 0.4, 64,*  8,  -9, 2,  2.9, ①①, 2, 3,Ｍジョウテンダｰク, 39,藤田伸, 0.6, 59,   1,* -5, 3,  6.9,⑥⑥⑤, 2, 1,Ｃナスノハツカゼ, 67,内田博, 0.0, 73,  15,*-10, 1,  2.7,⑧⑧⑦, 2, 6,Ａサンデｰストリｰム, 85,塚田祥, 0.3, 77,  11,   4, 7, 20.8, ③③
 3, 7,Ｋノムクルｰズ, 33,勝浦正, 0.5, 59,   2,  -3, 8, 34.8, ④⑤, 3, 1,Ｃグランドメロｰ, 54,柴田善, 0.8, 57,  -1,*  1, 2,  3.6,⑬⑩⑩, 3,12,Ｆクラヴィｰア, 61,田辺裕, 0.1, 72,  15,*-12,11, 71.8,⑤④⑦, 3,15,Ｋリスキｰアフェア, 76,松岡正, 0.3, 78,* 13,   0,10, 35.0, ②②
 4, 9, ロングフォｰド,---,鈴来直, 0.7, 53, -10,*  8,12,218.6, ⑮⑮, 4,18,Ｈエプソムプライマリ, 45,大野拓, 1.3, 52,   0, -14, 5, 13.5,⑪⑩⑥, 4, 4,Ｇクロスビスティｰ, 60,柴田善, 0.5, 69,  14, -16, 8, 27.6,⑪⑧⑨, 4, 3,Ｎチェリスト, 73,大野拓, 0.3, 73,   7,   8,16,175.9, ⑦⑨
 5, 4,Ａセトノジェネシス, 60,赤木高, 0.8, 55,   1,  -5, 1,  2.6, ⑧⑤, 5,12,Ｂマイネルソルダネラ, 55,吉田豊, 1.5, 51,  -4,* -1, 7, 21.6,⑯⑰⑮, 5, 7,Ｋジュンノホｰプ, 58,竹之下, 0.5, 69,  14, -15, 7, 16.5,⑩⑫⑨, 5,14,Ｇマイイｰジス, 79,藤田伸, 0.4, 74,   6,* 11, 4, 13.0, ⑩⑪
 6,13,Ｄサルバドｰルボス, 58,松岡正, 0.8, 55,   0,  -4, 3,  7.2, ⑧⑦, 6, 5,Ｊサンベルナｰル, 43,後藤浩, 1.7, 49,   0, -16,10, 30.6,④⑥⑧, 6, 2,Ｊシルクバッカス, 58,田中勝, 0.8, 66,  14, -21, 6, 10.9,⑪⑧⑨, 6,12,Ｃサンライズレクサス, 83,武豊  , 0.5, 76,   9,   7, 2,  4.3, ⑦⑦
 7, 8,Ｆキングロッチ, 48,吉田隼, 1.2, 49,  -5,  -2, 7, 28.3, ⑫⑨, 7,15,Ｉシルクカクテル, 43,嘉藤貴, 1.9, 47,  -1, -16,11, 43.0,⑬⑬⑩, 7, 6,Ｂパルエクスプレス, 69,木幡初, 1.0, 64,  15, -27, 5,  9.7,⑦④④, 7,13,Ｏマイフラッグ, 72,津村明, 0.6, 76,* 15,  -8,13, 77.4, ①①
 8, 1,Ｅリッシンボス, 49,柴田善, 1.2, 54,*  4, -13, 5, 14.0, ④③, 8, 9,Ｅマイセンシチｰ, 49,吉田隼, 2.0, 47,  -3, -13, 6, 18.2,⑩⑩⑬, 8, 3,Ｌロイバｰブリング, 58,松岡正, 1.1, 64,  15, -29,10, 50.9,③④④, 8, 4,Ｆバトルハｰトオｰ, 79,赤木高, 0.6, 71,   8,   3,14, 93.2, ⑤⑤
 9,14,Ｂイｰサンラヴ, 59,安藤勝, 1.3, 50,   0,  -9, 4,  8.3, ⑥⑦, 9, 8,Ｆマｰルロッソ, 47,佐藤聖, 2.1, 42,*  3, -42,17,186.2,①①②, 9, 5,Ｈマイネルシルバｰト, 59,田中博, 2.0, 54,  11, -40,14,136.5,⑧⑧⑨, 9, 8,Ｍガイアヘッド, 73,吉田隼, 0.8, 70,   8,   1,12, 51.3, ⑥⑤
10,10,Ｈホッコｰタｰゲット, 41,黛弘人, 1.5, 44, -10,  -3,16,272.0, ⑩⑫,10,14,Ｐテンジンカズトヨ, 34,江田照, 2.1, 46,  -3, -13,16,174.7,⑰⑮⑬,10,13,Ｄシャラポワ, 66,藤田伸, 2.0, 58,* 16, -44, 3,  6.7,③③②,10, 5,Ｊハスフェル, 79,北村宏, 0.8, 69,   2,* 12, 5, 13.9, ⑯⑯
11, 5,Ｊデｰト, 34,田中勝, 2.5, 38,  -5, -15,10,101.8, ⑪⑨,11, 7,Ｋオンワｰドアリｰテ, 40,川田将, 2.2, 45,  -6,* -5, 8, 28.8,⑱⑱⑰,11,14,Ｍツリｰオブライフ, 55,北村宏, 2.3, 57,* 16, -50, 9, 30.9,②②②,11,16,Ｈセレスケイ, 79,後藤浩, 0.9, 70,   8,   2, 9, 33.0, ⑦⑦
12,15,Ｌロｰランドナルド, 28,フラッ, 2.7, 41,*  7, -31, 9, 53.7, ②②,12,11,Ｑスマｰトシガｰ, 28,フラッ, 3.7, 38,*  2, -55,12, 47.3,④③③,12,10,Ｉカンファｰマックス, 59,武士沢, 2.4, 55,  12, -40,12, 80.8,⑬⑭⑬,12, 2,Ｐピサノアルハンブラ, 70,岩田康, 0.9, 74,  12,  -1, 8, 23.8, ③③
13, 3, インサイドアウト,---,田辺裕, 3.4, 32,  -9, -20,13,224.7, ⑬⑬,13, 4,Ｄゴｰルドジェット, 50,蛯名正, 3.8, 37,  -5, -34, 9, 30.6,⑪⑮⑮,13, 9,Ｎホｰネットアｰミｰ, 54,石橋脩, 2.5, 55,  12, -43,13,106.2,⑬⑬⑬,13,11,Ｂスウォｰドキャット, 84,柴田善, 1.1, 66,   5,   4,11, 36.7, ⑫⑫
14,11, ツルガオカプリンス,---,横山典, 3.4, 26, -25,  -2,11,116.2, ⑯⑯,14,16,Ｏハワイアンボｰイ, 36,石橋脩, 4.1, 36,   0, -55,15,163.7,⑬⑨⑥,14, 8,Ｅトｰセンクルｰズ, 62,後藤浩, 2.9, 54,* 16, -59, 4,  7.4,①①①,14, 7,Ｄワンダｰヴィボ, 81,大庭和, 1.6, 63,   6,  -3,15,100.1, ⑩⑩
15,16, ミネノテンリュウ,---,佐藤聖, 3.4, 30, -10, -21,14,261.7, ⑬⑬,15, 6,Ｒケｰジｰアロｰ, 21,津村明, 4.2, 36,  -2, -49,18,196.4,⑧⑧⑩,,,,,,,,,,,,,15, 1,Ｅジャガｰノｰト, 80,蛯名正, 1.6, 65,   5,   2, 1,  2.5, ⑫⑫
16, 6,Ｉレッドクロｰバｰ, 41,田中博, 3.8, 26,  -7, -29,15,267.5, ⑥⑨,16,17,Ｎサｰフライダｰ, 37,塚田祥, 4.8, 28,  -1, -65,14,146.2,③④⑧,,,,,,,,,,,,,16,10,Ｌタガノエクリプス, 76,小野次, 3.2, 51,   5, -16, 6, 18.5, ⑫⑫
,,,,,,,,,,,,17,10,Ｇグラスゾｰン, 45,内田博, 6.4,-15,*  2, -94, 4,  8.2,⑥④④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,13,Ｌコスモトロン, 40,田中博, 8.6,-62, -16, -78,13,139.0,⑧⑭⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,440円 複勝:12=370円 02=150円 07=960円 枠連:1,490円",,,,,,,,,,,,単勝:280円 複勝:02=120円 03=190円 01=140円 枠連:490円,,,,,,,,,,,,"単勝:470円 複勝:11=200円 01=140円 12=1,410円 枠連:720円",,,,,,,,,,,,"単勝:530円 複勝:09=200円 06=420円 15=660円 枠連:1,460円",,,,,,,,,,,
"馬連:1,960円 ワイド:02-12=870円 07-12=4,330円 02-07=2,580円",,,,,,,,,,,,馬連:950円 ワイド:02-03=390円 01-02=250円 01-03=630円,,,,,,,,,,,,"馬連:780円 ワイド:01-11=350円 11-12=4,520円 01-12=3,070円",,,,,,,,,,,,"馬連:4,240円 ワイド:06-09=1,410円 09-15=2,100円 06-15=6,560円",,,,,,,,,,,
"馬単:5,620円 3連複:23,560円",,,,,,,,,,,,"馬単:1,580円 3連複:1,110円",,,,,,,,,,,,"馬単:1,810円 3連複:14,610円",,,,,,,,,,,,"馬単:7,060円 3連複:35,330円 3連単:161,300円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 5R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 8R  芝1400m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安田記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａマイネルデュベル, 58,岩田康,, 63,*  0,*  1, 1,  2.6, ②②, 1, 9,Ｊワルキュｰレ, 54,北村宏,, 85,* 16,   0,11, 44.6, ①①, 1, 4,Ｂワイキュｰブ, 75,岩田康,, 76,* -3,  21, 2,  4.5, ③③, 1, 2,Ａダイワメジャｰ, 95,安藤勝,,102,* 21,  18, 2,  4.4, ④④
 2,14,Ｄヤマタケフレッシュ, 50,池田鉄, 0.5, 58,  -1,* -2, 9, 45.5, ④④, 2, 8,Ｃジョウノガｰベラ, 69,田中勝, 0.3, 78,  10,*  6, 1,  3.0, ⑥④, 2,13,Ｉキラリダイヤモンド, 68,田中博, 0.1, 65,* -2,  12,12, 35.8, ①①, 2, 5,Ｋコンゴウリキシオｰ, 87,藤田伸, 0.0,104,* 25,  12, 3,  8.5, ①①
 3,16,Ｃセイウンヒｰロｰ, 54,松岡正, 0.9, 53,  -4,* -2, 2,  2.8, ⑧⑧, 3,10,Ｅコスモリリｰ, 60,フラッ, 0.9, 71,* 14,  -9,12, 47.5, ②②, 3,11,Ｎハイビスカス, 65,内田博, 0.1, 74,  -5,  21,11, 35.4, ③③, 3,18,Ｂジョリｰダンス, 95,秋山真, 0.4, 96,  20,  14, 9, 22.8, ⑤⑤
 4, 8,Ｋウインデュｰク, 42,川田将, 1.2, 52,  -2,  -8,12, 96.1, ④⑥, 4,12,Ｄユメノツヅキヲ, 61,大野拓, 1.1, 64,   3,   4, 5, 18.2, ⑦⑦, 4,18,Ｄノｰザンスタｰ, 72,大庭和, 0.1, 77,  -6,  22,10, 28.7, ⑪⑤, 4, 3,Ｃアドマイヤキッス, 92,川田将, 0.4, 95,  18,  19,15, 44.9, ⑩⑧
 5, 9,Ｌバトルルビｰ, 41,柴田善, 1.3, 51,  -1, -11,10, 50.6, ③③, 5,18,Ｌロコロンドン, 54,秋山真, 1.1, 64,   0,* 11, 6, 21.8, ⑦⑩, 5, 9,Ｐグロリアスアｰチ, 63,塚田祥, 0.1, 82, -12,* 29, 9, 27.3, ⑬⑭, 5, 8,Ｇスズカフェニックス, 91,武豊  , 0.5, 92,  16,* 20, 1,  3.6, ⑬⑫
 6,13,Ｂレオタツオｰ, 58,江田照, 1.3, 49,  -5,  -4, 3,  5.4, ⑪⑪, 6,15,Ａエイワンキセキ, 74,横山典, 1.1, 64,  -3,* 16, 2,  3.1, ⑭⑬, 6,17,Ａノットユアビジネス, 78,江田照, 0.3, 81, -14,* 30, 3,  5.7, ⑰⑯, 6,10,Ｉエイシンドｰバｰ, 87,福永祐, 0.5, 92,  16,* 20, 6, 14.8, ⑩⑫
 7, 1,Ｆスマｰトクルｰズ, 48,福永祐, 1.4, 50,  -1, -11, 4, 14.7, ④④, 7,17,Ｆコスモフライハイ, 59,勝浦正, 1.3, 66,* 14, -15, 7, 27.5, ②②, 7, 7,Ｇエリモファイナル, 69,藤岡佑, 0.3, 67,* -2,  14, 4, 12.1, ②②, 7, 4, グッドババ,---,サンマ, 0.5, 93,  18,  17, 7, 15.3, ⑧⑧
 8,10,Ｍオウシュウコジｰン, 41,吉田隼, 1.5, 48,  -6,  -5,13,109.1, ⑬⑬, 8,11,Ｉチャイニｰズフレア, 55,後藤浩, 1.4, 63,  10, -11, 4, 15.1, ④④, 8,16,Ｑプジュリ, 59,福永祐, 0.4, 71,  -8,  21, 6, 21.2, ⑦⑧, 8,12,Ｏキストゥヘヴン, 78,内田博, 0.5, 95,  21,  12,16, 45.2, ⑤⑤
 9, 7,Ｇコｰルトゥアｰミｰ, 48,高山太, 1.6, 47,  -4,  -9,11, 61.3, ⑪⑧, 9, 5,Ｂスペシャルフロｰト, 72,石橋脩, 1.4, 61,   3,   2, 3,  4.8, ⑩⑨, 9,15,Ｌエイワジョリｰ, 66,勝浦正, 0.5, 65,  -6,  16, 5, 19.4, ⑤⑤, 9, 9,Ｅジョイフルウィナｰ, 92,モッセ, 0.7, 89,  14,* 20, 4,  9.8, ⑮⑰
10, 2,Ｊロｰリングソバット, 42,木幡初, 1.6, 48,  -2, -12, 5, 21.3, ④⑥,10,14,Ｎアルコイリス, 52,福永祐, 2.0, 55,   6, -14,10, 35.3, ④⑥,10, 6,Ｒウスイ, 58,鈴来直, 0.5, 66,  -5,  16,15, 76.5, ⑤⑤,10,11,Ｆマイネルスケルツィ, 91,柴田善, 0.8, 93,* 24,   3,12, 33.0, ③②
11, 5,Ｈイエロｰファイト, 47,内田博, 1.8, 48,*  1, -18, 6, 22.3, ①①,11, 2,Ｒシｰズアレディ, 29,高橋智, 2.1, 53,   4, -11,18,302.5, ⑦⑦,11, 1,Ｆエアマグダラ, 69,横山典, 0.5, 68,  -8,  19, 1,  2.6, ⑦⑧,11,15,Ｐスｰパｰホｰネット, 71,藤岡佑, 0.8, 88,  14,* 20,18, 62.0, ⑮⑰
12,11,Ｉビッグクィｰン, 45,藤田伸, 2.1, 43,  -4, -14, 8, 29.5, ⑧⑧,12,16,Ｏアキクサクイン, 48,藤田伸, 2.3, 51,  -1,  -6, 8, 30.9, ⑪⑩,12,12,Ｃテンイムホウ, 73,柄崎将, 0.6, 68, -10,  21, 8, 24.7, ⑮⑫,12,17, エイブルワン,---,キャロ, 0.9, 91,* 23,   1,10, 23.9, ②②
13, 3,Ｅタイセイオスカｰ, 50,大野拓, 2.4, 39,  -7, -12, 7, 22.9, ⑬⑭,13, 7,Ｑファディスタ, 42,塚田祥, 2.3, 49,  -6,   1,13, 63.4, ⑰⑯,13, 5,Ｋヤマニントゥドロワ, 67,池崎祐, 0.7, 63, -13,  19,17,171.0, ⑬⑭,13, 1,Ｍサクラメガワンダｰ, 85,鮫島良, 0.9, 90,  20,   8,14, 39.4, ⑦⑦
14,15,Ｎナイキヴィゴラス, 35,池崎祐, 2.8, 35,  -6, -20,15,222.3, ⑧⑪,14, 4,Ｋヤマノミライ, 54,吉田豊, 2.3, 51,  -3,  -3,15,161.1, ⑪⑬,14, 2,Ｅマイネルｰシッド, 70,後藤浩, 0.7, 63,  -8,  16,16, 88.9, ⑩⑧,14,14,Ｄディアデラノビア, 92,岩田康, 1.0, 87,  19,   7,11, 30.9, ⑧⑧
15, 4, シルクザイオン,---,武士沢, 5.2, 23,  -9, -36,14,119.1, ⑯⑯,15, 1,Ｈアヤメ, 56,川田将, 2.5, 48,   0, -11,14, 73.7, ⑪⑩,15, 8,Ｏステキナブロンコ, 65,大野拓, 0.7, 66, -13,  21,14, 43.9, ⑮⑯,15, 6,Ｎザデュｰク, 79,フラッ, 1.0, 86,  16,  12, 8, 22.7, ⑬⑫
16,12,Ｏキャプテンジロｰ, 20,穂苅寿, 5.4, 22,  -7, -41,16,265.0, ⑮⑭,16,13,Ｇハｰバルパフュｰム, 56,内田博, 2.7, 47,  -5,  -4,17,266.2, ⑭⑯,16,10,Ｈレオフォｰレンス, 68,岩部純, 0.8, 60,  -8,  14,18,177.7, ⑦⑧,16,13,Ｌエアシェイディ, 86,横山典, 1.3, 84,  16,   7, 5, 13.2, ⑱⑫
,,,,,,,,,,,,17, 6,Ｍシュウザンウィｰク, 52,柴田善, 2.9, 45,  -4, -11, 9, 33.1, ⑭⑮,17, 3,Ｊレインボｰロマンス, 68,石神深, 0.9, 60, -10,  16,13, 36.2, ⑪⑫,17,16,Ｈシンボリエスケｰプ, 88,蛯名正, 1.3, 83,  18,   4,17, 47.0, ⑩⑧
,,,,,,,,,,,,18, 3,Ｐセンノダンサｰズ, 45,伊藤直, 3.5, 42, -10,  -9,16,203.5, ⑰⑱,18,14,Ｍクイックセイコｰ, 66,柴田善, 1.0, 60, -13,  17, 7, 22.8, ⑰⑯,18, 7,Ｊオレハマッテルゼ, 87,後藤浩, 2.1, 72,  16,  -5,13, 33.5, ⑮⑫
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:98 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,
単勝:260円 複勝:06=140円 14=740円 16=150円 枠連:590円,,,,,,,,,,,,"単勝:4,460円 複勝:09=1,020円 08=160円 10=840円 枠連:2,360円",,,,,,,,,,,,"単勝:450円 複勝:04=200円 13=830円 11=960円 枠連:1,390円",,,,,,,,,,,,"単勝:440円 複勝:02=190円 05=320円 18=600円 枠連:1,570円",,,,,,,,,,,
"馬連:6,120円 ワイド:06-14=1,720円 06-16=250円 14-16=2,840円",,,,,,,,,,,,"馬連:5,600円 ワイド:08-09=2,110円 09-10=10,370円 08-10=2,040円",,,,,,,,,,,,"馬連:7,490円 ワイド:04-13=2,120円 04-11=2,610円 11-13=10,160円",,,,,,,,,,,,"馬連:2,030円 ワイド:02-05=860円 02-18=2,300円 05-18=2,970円",,,,,,,,,,,
"馬単:9,140円 3連複:7,900円",,,,,,,,,,,,"馬単:13,850円 3連複:43,370円",,,,,,,,,,,,"馬単:11,740円 3連複:79,390円",,,,,,,,,,,,"馬単:3,620円 3連複:16,780円 3連単:63,140円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 6R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■ 9R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■12R  芝1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,芍薬賞,,,,,,,,,,,,江の島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａスタリオンシチｰ, 58,福永祐,, 55,*-11,  12, 3,  4.3,①①①, 1,12,Ｂオｰスミナイス, 64,岩田康,, 69,   5,*  6, 2,  4.0, ⑥⑥, 1,11,Ｊアグネスカルミア, 57,福永祐,, 73,*  3,*  9,10, 43.3, ①①, 1, 8,Ｈレイルバｰド, 74,田中勝,, 75,   8,*  7,12, 51.3,⑫⑪⑩
 2, 7,Ｅブランニュｰデイズ, 53,安藤勝, 0.4, 71, -19,* 25, 1,  3.3,⑤⑦⑧, 2,14,Ｅデジデｰリオ, 63,江田照, 0.6, 63,   3,   3, 5, 13.4, ⑩⑦, 2, 6,Ｅカロンセギュｰル, 61,菊沢隆, 0.8, 67,  -4,* 10, 7, 18.1, ⑧⑨, 2,18,Ａヒカルベガ, 79,藤田伸, 0.0, 81,* 13,   2, 1,  3.6,⑩④④
 3,13,Ｆヒエン, 50,後藤浩, 0.5, 48,*-13,   9, 6, 18.4,②②③, 3,11,Ａリトルプリンス, 66,川田将, 1.0, 58,  -5,* 12,10, 33.3, ⑮⑮, 3, 9,Ｂブライトロジック, 66,安藤勝, 0.8, 66,  -3,   8, 1,  1.8, ⑥⑦, 3,14,Ｅシルクダッシュ, 77,小林淳, 0.1, 76,   8,*  9, 5,  9.4,⑫⑪⑭
 4,12,Ｈシルクタフネス, 47,塚田祥, 0.8, 40,*-13,   2,14,116.0,③③②, 4,10,Ｆエイワンタッチ, 63,内田博, 1.2, 60,   7, -10, 1,  2.6, ④④, 4, 7,Ａセイコｰスペシャル, 67,柴田善, 0.9, 69,  -8,* 13, 2,  6.5, ⑮⑮, 4, 2,Ｇユウタｰジャック, 74,武士沢, 0.1, 75,  10,   2, 6, 16.0,⑥⑧⑦
 5, 8,Ｄグランデスピリッツ, 53,蛯名正, 1.0, 50, -18,  14, 4,  5.8,⑬⑨⑧, 5,15,Ｉギャラクシｰキッド, 60,高山太, 1.2, 59,   3,  -3, 7, 22.0, ⑧⑦, 5, 4,Ｈイノチノアカリ, 60,武豊  , 1.3, 59,  -4,   5, 4, 12.7, ⑪⑨, 5, 5,Ｌウインクルセイド, 71,北村宏, 0.2, 77,  10,*  6, 2,  3.6,⑩⑪⑩
 6, 5,Ｂメジロアルタイス, 57,吉田豊, 1.0, 46, -17,  11, 2,  3.4,⑧⑧⑥, 6, 2,Ｋヒカルジェイエ, 56,田中勝, 1.3, 56,  -2,   3, 8, 30.4, ⑪⑪, 6, 8,Ｍラブストラック, 51,北村宏, 1.3, 61,  -6,   7,13, 53.5, ⑪⑬, 6,11,Ｉナスノフィオナ, 74,内田博, 0.2, 73,   9,*  4, 4,  9.1,⑥⑨⑩
 7, 3, ヒカルオンリｰワン,---,藤田伸, 1.1, 62, -22,* 22, 5, 18.1,⑨⑫⑬, 7, 3,Ｊマイボｰイ, 57,北村宏, 1.3, 57,  -1,   3,13,130.1, ⑫⑪, 7,15,Ｋウィンエｰス, 54,佐藤聖, 1.4, 58,  -1,   0,16,419.6, ⑩⑤, 7, 1,Ｏシルキｰステラ, 69,吉田豊, 0.4, 72,  11,  -2, 9, 31.4,⑥⑨⑦
 8, 4,Ｇアｰバンスイｰツ, 49,内田博, 1.3, 37, -15,   2, 7, 18.8,③④④, 8, 5,Ｌビクトリアサンデｰ, 51,松岡正, 1.3, 56,  -3,*  6,11, 79.3, ⑫⑬, 8,16,Ｆベルモントエアロ, 61,田辺裕, 1.4, 55,   0,  -2,12, 52.9, ④③, 8, 7,Ｂヤナギムシ, 79,岩部純, 0.4, 71,* 11,  -6, 8, 18.9,②④④
 9,10,Ｊリバｰアンダルシア, 45,郷原洋, 1.4, 45, -20,  12,13,113.6,⑪⑫⑩, 9,16,Ｏユキノファラオ, 40,津村明, 1.6, 57,*  8, -15,15,149.7, ③③, 9, 1,Ｌスイｰトフィズ, 53,横山典, 1.5, 56,  -3,   1, 3, 11.2, ⑦⑦, 9, 6,Ｆエアフォルツァ, 76,横山典, 0.5, 69,   7,   2, 7, 17.2,⑮⑮⑭
10,14,Ｃコスモノｰティｰ, 53,川田将, 1.4, 37,*-14,  -2,10, 69.6,⑥④④,10, 9,Ｄスイｰトロｰレライ, 64,蛯名正, 1.6, 56,   4,  -8, 4,  8.0, ⑦⑦,10,10,Ｃダイレクトパス, 66,内田博, 1.6, 56,  -5,   3, 6, 15.5, ⑬⑫,10, 9,Ｑマイネジャｰダ, 68,吉田隼, 0.7, 69,* 12, -10,13, 53.7,④④④
11,16,Ｉエドノエスポワｰル, 46,吉田隼, 2.1, 32, -21,   5, 8, 55.1,⑮⑮⑬,11, 8,Ｇシンボリプロキオン, 61,田中博, 1.6, 56,*  8, -18, 6, 17.5, ②②,11, 5,Ｄマイネルカンタｰレ, 63,松岡正, 1.6, 57,  -7,   5,11, 43.5, ⑬⑬,11,15,Ｋロケットパンチ, 71,川田将, 0.7, 64,   6,  -2,14, 58.1,⑱⑯⑭
12,11,Ｌマドリｰドシチｰ, 41,武士沢, 2.2, 30, -21,   3,15,206.2,⑯⑯⑬,12, 1,Ｃデュアルプロセッサ, 64,木幡初, 1.6, 58,   7, -14, 3,  5.9, ④④,12, 2,Ｉバトルスクワｰト, 59,藤田伸, 1.7, 57,  -8,   6, 8, 19.3, ⑮⑮,12, 3,Ｃユｰワハリケｰン, 78,江田照, 0.8, 67,   9,  -3,11, 40.1,⑫⑪⑬
