07年10月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12.8,,,,,■ 4R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■10R  ダ1300m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,河口湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂディアディアｰ, 39,勝浦正,, 57,  -7,*  2, 1,  3.3, ⑦⑦, 1, 2, シベリアントム,---,後藤浩,, 55,*-22,  18, 1,  2.1, ②②, 1,16,Ａプライベｰトプラン, 70,小島太,, 76,*  7,   7, 3,  4.9, ①①, 1, 8,Ａラインドライブ, 85,蛯名正,, 82,*  7,  14, 1,  1.9, ②③
 2, 2,Ｉアゲハチョウ, 28,後藤浩, 0.1, 54,* -2,  -6, 5, 11.0, ③③, 2, 1, ワンダフルユｰス,---,小野次, 0.0, 55,*-22,  18, 3,  4.7, ①①, 2,14,Ｃゴｰルドステイブル, 65,津村明, 0.4, 77,  -3,* 19, 8, 17.9, ⑭⑫, 2, 5,Ｌホワイトリｰベ, 64,吉田隼, 0.4, 78,   3,  14, 6, 23.0, ②⑦
 3,12,Ａストロングマリオン, 42,木幡初, 0.5, 52,  -5,  -5, 2,  3.7, ⑤⑥, 3, 4, レディリバティｰ,---,蛯名正, 0.0, 55,*-24,* 18, 4,  6.3, ③②, 3, 1,Ｄジョウテンロマン, 65,丹内祐, 0.4, 76,   2,* 12, 4,  5.9, ⑥⑥, 3,13,Ｆチョウカイモンド, 69,小野次, 0.5, 77,   2,  14,13,120.8, ⑨⑦
 4, 7,Ｇサブマリンスカウト, 31,武士沢, 0.6, 51, -15,*  6,14,206.1, ⑫⑪, 4, 8, エムオｰヒｰロｰ,---,吉田隼, 0.2, 54, -25,* 19, 2,  3.1, ⑥④, 4, 5,Ｅホトダｰ, 65,宮崎北, 0.9, 69,  -4,* 12, 5,  9.0, ⑩⑩, 4,15,Ｉオｰプンザゲｰト, 68,池添謙, 0.6, 71,*  7,   7,10, 62.3, ①①
 5, 8,Ｃカシノレッド, 37,西田雄, 0.6, 49,*  0, -14,10, 42.4, ②②, 5, 3, ユウタｰエデン,---,南田雅, 1.4, 31, -26,   0, 6, 44.6, ③④, 5, 4,Ｇキングオブハイシｰ, 63,田中博, 1.1, 68,  -1,   7, 1,  4.5, ⑥⑧, 5, 6,Ｈエイワムサシ, 68,木幡初, 0.6, 72,*  6,   8, 8, 40.2, ②③
 6, 5,Ｅグランプリイｰグル, 34,松岡正, 0.7, 50,  -5,  -8, 3,  4.8, ⑤④, 6, 5, シンモン,---,千葉直, 1.6, 26, -27,  -5, 7, 75.4, ③④, 6,15,Ｆゴｰルデンヴィット, 64,千葉直, 1.7, 61,   1,  -2, 7, 11.2, ⑥⑥, 6,12,Ｄクリアエンデバｰ, 72,吉田豊, 0.9, 76,  -4,* 17, 5, 20.1, ⑬⑬
 7, 9,Ｈドリｰムスカイラブ, 31,中舘英, 1.4, 45, -12,  -5, 4,  9.7, ⑨⑩, 7, 6, トウショウブリｰズ,---,武士沢, 2.1, 19, -29,  -6, 5, 33.5, ⑦⑦, 7, 3,Ｊコウヨウウェｰブ, 55,池崎祐, 1.8, 61,  -3,   2,10, 49.0, ⑫⑩, 7, 7,Ｊグロｰバルボンバｰ, 67,松岡正, 1.0, 72,  -1,  13, 7, 38.0, ⑪⑪
 8, 6,Ｋナスザン, 21,吉田豊, 1.5, 42,*  1, -22, 9, 33.3, ①①, 8, 7, タケデンメイプル,---,嘉藤貴, 2.7,-10, -35,  -8, 8, 93.3, ⑦⑧, 8, 2,Ｂニシノツキカゲ, 66,的場勇, 1.8, 60,*  6,  -9, 2,  4.7, ②②, 8, 2,Ｍソフトパワｰ, 64,田中勝, 1.2, 73,  -7,* 17,12, 66.0, ⑯⑮
