07年11月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.1,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,
 9, 6,Ｄドリｰムガｰルズ, 47,幸英明, 3.5, 24,  -6, -33, 4, 19.0, ③③, 9, 6, セオソフィア,,岩崎祐, 4.3,,,, 9, 64.4,⑨⑨⑨, 9, 9,Ｉブラックホルス,-16,長谷川, 3.3, 37, -12,  -9, 8, 70.5,⑨⑨⑨, 9,16,Ｏエｰティｰホｰオｰ, 65,池添謙, 0.5, 69,   5,   2,16,133.6, ⑦⑦
,,,,,,,,,,,,10, 2, テイエムキｰマン,,佐久間, 8.5,,,,14,207.5,⑪⑪⑪,,,,,,,,,,,,,10, 1,Ｆメイショウイッテキ, 72,小牧太, 0.6, 70,* 14,  -9,10, 55.3, ①①
,,,,,,,,,,,,11,12, ヒカリヘリオス,,穂苅寿, 8.8,,,, 6, 41.1,⑩⑩⑩,,,,,,,,,,,,,11, 5,Ｇテイクザホｰク, 71,鮫島良, 0.6, 70,* 11,  -6, 7, 29.2, ④③
,,,,,,,,,,,,12, 7, フルバック,,宇田登, 9.9,,,,13,159.8,⑪⑪⑪,,,,,,,,,,,,,12,17,Ｑエイシンイチリン, 62,長谷川, 0.7, 68,* 13,  -9,11, 60.4, ②③
,,,,,,,,,,,,13, 8, サミｰデザｰト,,高田潤,11.4,,,,10,106.9,⑬⑬⑬,,,,,,,,,,,,,13,18,Ｂユｰチャリス, 76,福永祐, 0.7, 68,  10,  -6, 3,  6.6, ⑥⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｍアグネスドｰン, 66,スボリ, 0.7, 63,  -6,  10,14,102.2, ⑯⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｌシセイヒカリ, 67,生野賢, 0.8, 64,   3,  -1,13, 89.8, ⑨⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｋテイエムオペレッタ, 68,秋山真, 0.8, 65,   7,  -4, 6, 20.7, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｐヒノトリ, 65,高橋亮, 1.0, 58, -11,  10,15,115.3, ⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｎアグネスボｰイ, 65,高田潤, 2.2, 40,  -5, -16,18,229.1, ⑭⑭
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,250円 複勝:07=270円 04=660円 05=540円 枠連:11,090円",,,,,,,,,,,,単勝:160円 複勝:05=100円 13=130円 11=160円 枠連:390円,,,,,,,,,,,,"単勝:2,810円 複勝:06=510円 05=110円 02=290円 枠連:2,110円",,,,,,,,,,,,"単勝:7,000円 複勝:04=910円 15=190円 07=120円 枠連:8,830円",,,,,,,,,,,
"馬連:11,480円 ワイド:04-07=1,990円 05-07=1,130円 04-05=1,940円",,,,,,,,,,,,馬連:320円 ワイド:05-13=170円 05-11=250円 11-13=430円,,,,,,,,,,,,"馬連:2,080円 ワイド:05-06=780円 02-06=2,390円 02-05=410円",,,,,,,,,,,,"馬連:21,560円 ワイド:04-15=4,510円 04-07=1,880円 07-15=290円",,,,,,,,,,,
"馬単:26,530円 3連複:25,660円",,,,,,,,,,,,馬単:450円 3連複:680円,,,,,,,,,,,,"馬単:6,930円 3連複:5,500円",,,,,,,,,,,,"馬単:62,940円 3連複:12,190円 3連単:171,080円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾝﾄﾞﾛﾒﾀﾞS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂレジアス, 54,小牧太,, 60, -19,* 14, 4,  7.5, ③③, 1, 6, ドリｰムアビｰム,---,金折知,, 48, -24,* 11,10, 68.6, ③⑤, 1, 9,Ａアｰトオブウォｰ, 72,小原義,, 73,*  4,   6, 1,  1.5, ①①, 1, 3,Ｊアサカディフィｰト, 77,小牧太,, 87,  17,*  6, 8, 33.3,⑪⑪⑩
 2, 7,Ｅスナｰクマイハｰト, 50,和田竜, 0.2, 49,*-15,   6, 5, 16.5, ①①, 2,10, アメイジングベガ,---,和田竜, 0.1, 38,*-22,   5, 6, 24.5, ②②, 2, 8,Ｇワｰキングウｰマン, 57,長谷川, 0.5, 71,  -2,*  9, 2,  6.0, ⑥⑤, 2, 6,Ｇトウカイエリｰト, 83,池添謙, 0.0, 86,  18,   1, 3,  9.7,⑨⑧⑦
 3, 5,Ｇケイアイエポック, 45,池添謙, 0.3, 48,*-16,   6, 6, 21.8, ②②, 3, 9, ホッコｰティアラ,---,渡辺薫, 0.1, 40, -22,   6, 8, 61.7, ⑤③, 3, 5,Ｆトウカイインパクト, 58,幸英明, 0.5, 74,  -4,* 12, 7, 57.0, ⑧⑧, 3, 1,Ａサクラメガワンダｰ, 93,デムｰ, 0.1, 87,  19,   0, 1,  1.5,③③④
 4, 6,Ｄレインボｰマグナム, 51,幸英明, 0.4, 48, -19,   7, 1,  1.8, ③③, 4, 3, シャンパンファイト,---,福永祐, 0.3, 41, -25,   8, 1,  1.9, ⑤⑤, 4,10,Ｂスナｰクトモクン, 65,和田竜, 0.9, 63,   1,   1, 4,  9.5, ③②, 4,10,Ｉニルヴァｰナ, 78,スボリ, 0.3, 80,* 19, -10, 2,  7.3,②②②
 5, 8,Ｃハマノモナｰク, 52,福永祐, 0.5, 50, -22,* 11, 3,  6.8, ⑦⑦, 5, 2, ベルクハイル,---,生野賢, 0.3, 46, -26,* 11, 4,  9.2, ⑨⑨, 5, 7,Ｃショウナンサリｰレ, 65,小牧太, 0.9, 63,  -1,   3, 3,  8.8, ④③, 5, 5,Ｅマヤノライジン, 85,福永祐, 0.4, 81,* 19,  -9, 5, 14.1,⑥⑥③
 6,10,Ａマイネルコルベット, 60,デムｰ, 0.8, 39, -19,   1, 2,  4.4, ③③, 6, 7, スナｰクキャプテン,---,秋山真, 0.5, 30, -22,   0, 7, 38.5, ③③, 6,11,Ｈホッコｰランチャｰ, 55,渡辺薫, 1.5, 59,  -6,   4, 9, 95.1, ⑪⑩, 6, 8,Ｃメテオバｰスト, 89,秋山真, 0.5, 79,* 19, -12, 7, 24.8,①①①
 7,12,Ｈエｰシンピｰヴィｰ, 45,鮫島良, 0.8, 41, -21,   4, 7, 31.7, ⑦⑦, 7, 4, ニコラシカ,---,飯田祐, 0.7, 28,*-21,  -5,11,122.4, ①①, 7, 1,Ｄメインバンク, 60,福永祐, 1.5, 55,   0,  -4, 5, 13.7, ④⑤, 7, 4,Ｋスクｰルボｰイ, 74,飯田祐, 0.5, 74,  14,  -7,10,189.9,⑥⑧⑩
 8,11,Ｉサンマルロｰド, 36,スボリ, 1.5, 31, -21,  -7, 9,129.5, ⑦⑦, 8,11, シゲルアｰシャ,---,長谷川, 0.7, 28, -23,  -2, 5, 13.1, ⑤⑤, 8, 2,Ｅノｰスフォンテン, 59,池添謙, 1.6, 55,  -2,  -2, 6, 21.4, ⑥⑦, 8, 2,Ｂアップドラフト, 89,和田竜, 0.6, 76,  17, -10, 4, 10.6,③③④
 9, 4,Ｆマイネルスカｰル, 46,秋山真, 1.7, 30, -20, -11, 8, 47.7, ③③, 9, 8, ソラメンテウナベス,---,デムｰ, 0.7, 33, -26,   5, 2,  3.6, ⑨⑨, 9, 3,Ｋチアズプレジデント, 41,田島裕, 1.8, 54,  -4,  -1, 8, 90.8, ⑧⑧, 9, 7,Ｆトウカイワイルド, 85,幸英明, 1.3, 71,  17, -18, 6, 14.1,⑩⑧⑦
10, 9,Ｋゴｰルドライダｰ, 26,石橋守, 2.0, 26, -25, -10,12,303.0, ⑪⑪,10, 5, シルクレボルシオン,---,スボリ, 1.4, 23, -25,  -9, 3,  7.8, ⑤⑧,10,12,Ｉサンレイキング, 55,岩崎祐, 1.9, 52,  -5,  -1,11,152.6, ⑧⑩,10,11,Ｄミュｰジックホｰク, 86,渡辺薫, 1.5, 66,  17, -26, 9, 68.0,③③⑦
11, 3,Ｌエｰシンワナｰペン, 21,長谷川, 2.4, -3, -22, -19,11,233.9, ⑦⑦,11, 1, タマモクリエイト,---,小牧太, 1.6, 21, -27,  -8, 9, 65.7, ⑨⑨,11, 6,Ｌシンゲキ, 38,大下智, 2.1, 50, -11,   2,10,133.1, ⑫⑫,11, 9,Ｈブリットレｰン, 83,酒井学, 1.7, 62,* 16, -32,11,220.8,⑧⑥④
,,,,,,,,,,,,,,,,,,,,,,,,12, 4,Ｊシルバｰジャンパｰ, 54,今村康, 3.3, 45,*  3, -24,12,178.2, ②③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-4),,,,,,,,,,,
"単勝:750円 複勝:02=240円 07=450円 05=440円 枠連:1,110円",,,,,,,,,,,,"単勝:6,860円 複勝:06=1,180円 10=530円 09=1,200円 枠連:5,730円",,,,,,,,,,,,単勝:150円 複勝:09=110円 08=190円 05=540円 枠連:190円,,,,,,,,,,,,"単勝:3,330円 複勝:03=480円 06=200円 01=110円 枠連:7,910円",,,,,,,,,,,
"馬連:3,310円 ワイド:02-07=1,020円 02-05=1,110円 05-07=1,810円",,,,,,,,,,,,"馬連:39,490円 ワイド:06-10=8,100円 06-09=10,150円 09-10=3,960円",,,,,,,,,,,,"馬連:530円 ワイド:08-09=280円 05-09=790円 05-08=3,090円",,,,,,,,,,,,"馬連:11,740円 ワイド:03-06=2,330円 01-03=610円 01-06=260円",,,,,,,,,,,
"馬単:6,370円 3連複:11,020円",,,,,,,,,,,,"馬単:102,360円 3連複:212,090円",,,,,,,,,,,,"馬単:810円 3連複:4,230円",,,,,,,,,,,,"馬単:39,250円 3連複:4,760円 3連単:75,630円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■ 6R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 9R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■12R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,北國新聞杯,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂピエナポパイ, 53,幸英明,, 54,*-11,   4, 1,  2.5, ②②, 1, 4,Ｄアレクシオス, 63,小牧太,, 77, -10,* 17, 5, 13.7, ⑪⑪, 1, 4,Ｂダイショウジェット, 76,橋本美,, 71,*  0,  12, 2,  3.9,①①①, 1, 7,Ｋヒカルオオゾラ, 53,秋山真,, 88,  -5,* 32, 2,  3.9, ④④
 2, 5,Ｃグッドバニヤン, 51,和田竜, 0.1, 58, -14,*  8, 2,  4.8, ⑦⑥, 2, 8,Ｆエイシンイッテン, 62,デムｰ, 0.2, 67,   1,   5, 1,  2.2, ③③, 2,15,Ｄリバプｰルサウンド, 73,デムｰ, 0.2, 71,  -2,  13, 3,  4.5,④④③, 2, 9,Ｂメイショウジダｰン, 72,川島信, 0.2, 71,*  9,   5, 5, 11.8, ①①
 3,13,Ａパラダイスイズヒア, 64,長谷川, 0.1, 53, -12,   4, 6, 10.8, ③③, 3,10,Ｊアルｰリングライン, 51,和田竜, 0.4, 64,*  2,   2, 9, 47.0, ②②, 3, 1,Ａタカオセンチュリｰ, 77,鮫島良, 0.2, 73,  -2,  14, 1,  3.8,⑤④⑤, 3, 1,Ａフミノウインダム, 72,池添謙, 0.5, 77,  -7,  26, 3,  7.7, ⑦⑥
 4,12,Ｉインダストリアル, 45,デムｰ, 0.3, 54, -15,*  7, 4,  8.1, ⑦⑨, 4, 6,Ｇサンタナイト, 62,小坂忠, 0.5, 64,  -3,   5,10, 65.3, ⑥⑤, 4, 7,Ｉビｰドラスティック, 69,幸英明, 0.3, 81,  -8,* 21, 6, 20.5,⑯⑬⑬, 4,10,Ｇランヘランバ, 62,和田竜, 0.7, 67,  -4,  17,11,143.5, ③②
 5, 1,Ｄラヴァｰズテｰラｰ, 49,荻野琢, 0.4, 41,*-13,  -4, 3,  5.8, ①①, 5, 5,Ｈスズカデヒア, 61,池添謙, 0.6, 61,  -1,   2, 6, 16.5, ④④, 5, 6,Ｋウインサウザｰ, 66,渡辺薫, 0.6, 61,* -3,   6,12, 96.5,②②③, 5, 4,Ｄスパニッシュソウル, 68,橋本美, 0.7, 78, -11,* 30, 4,  7.8, ⑪⑪
 6, 8,Ｇメイショウエビス, 47,小牧太, 0.4, 48, -13,   2, 7, 17.1, ⑤⑥, 6, 7,Ｂプルｰヴドメリト, 64,川島信, 0.7, 62,  -5,   5, 3,  8.7, ⑧⑦, 6, 3,Ｅゼンノグッドウッド, 72,長谷川, 0.9, 63,  -6,  11, 9, 36.3,⑩⑩⑪, 6, 3,Ｊゲイルホｰク, 61,長谷川, 1.0, 61,  -3,  11, 9, 44.5, ②②
 7, 7,Ｆシｰシャトｰ, 47,石橋守, 0.6, 43, -13,  -1,11, 65.5, ⑤⑤, 7, 3,Ｅインディゴラヴ, 63,長谷川, 0.8, 58,*  3,  -3, 2,  3.5, ①①, 7, 8,Ｎストロングドン, 63,小原義, 1.0, 63,  -8,  11,14,214.8,⑫⑬⑬, 7, 6,Ｃトｰセンイマジゲン, 71,デムｰ, 1.1, 64,  -8,  19, 1,  2.1, ⑨⑨
 8, 4,Ｈメイショウデイジｰ, 47,高橋亮, 0.7, 45, -16,   2,10, 52.0, ⑩⑧, 8, 2,Ｃメモリｰセレソン, 63,林満明, 1.1, 56,  -6,   2, 7, 19.1, ⑧⑨, 8,10,Ｏマジックアワｰ, 63,福永祐, 1.1, 66,  -7,  13, 7, 27.5,⑫⑬⑬, 8, 2,Ｉアジアンホｰプ, 62,幸英明, 1.3, 59,  -5,  11, 6, 19.6, ④④
 9, 6,Ｅトｰワミラクル, 47,鮫島良, 0.8, 45, -18,   4, 8, 31.8, ⑩⑪, 9, 9,Ｉジュエリｰクイｰン, 56,鮫島良, 1.3, 52,  -3,  -3,11, 69.5, ⑥⑤, 9,13,Ｃメイショウチョイス, 74,石橋守, 1.1, 60,  -5,   8,10, 41.6,⑧⑨⑥, 9, 5,Ｈエリモブラスト, 62,渡辺薫, 1.3, 59,  -7,  14,10, 84.0, ⑦⑥
10,10,Ｋミスティックラヴ, 33,福永祐, 1.0, 38,*-11, -12, 9, 33.8, ③③,10, 1,Ａチャリティショウ, 64,渡辺薫, 1.5, 51,  -7,  -1, 4, 10.0, ⑩⑨,10,11,Ｆツルマルビビッド, 70,小牧太, 1.2, 62,  -5,   9, 4,  5.2,⑩⑩⑪,10, 8,Ｅストロｰズティック, 64,鮫島良, 1.5, 56,  -8,  12, 8, 26.8, ⑨⑨
11,11,Ｊエｰシンピｰキング, 34,秋山真, 1.3, 36, -20,  -1, 5, 10.3, ⑬⑬,11,11,Ｋレオセレナｰデ, 43,福永祐, 2.2, 44,  -3, -12, 8, 19.4, ④⑦,11,14,Ｐテイエムシップウ, 31,和田竜, 1.3, 64,  -9,  13,13,185.8,⑮⑯⑯,11,11,Ｆプリムロｰズヒル, 63,福永祐, 2.6, 48,  -6,  -8, 7, 20.2, ⑥⑥
12, 2,Ｌフェンウェイバｰド, 30,船曳文, 1.5, 29, -18, -12,12,185.6, ⑦⑨,,,,,,,,,,,,,12,12,Ｈスリｰベイダｰ, 69,秋山真, 1.3, 58,* -1,   2, 5, 10.1,②②②,,,,,,,,,,,,
13, 3,Ｍダンツヒッショウ, 28,池添謙, 1.9, 30, -17, -15,13,190.4, ⑩⑫,,,,,,,,,,,,,13, 5,Ｍオンワｰドスワン, 65,田村太, 1.5, 53,  -5,   2,16,278.3,⑤⑥⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｌゼンノマルビナス, 66,スボリ, 1.6, 53,  -4,   1,11, 48.5,⑧⑥⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｇメイショウダンディ, 70,池添謙, 1.8, 51,  -5,   0, 8, 28.3,⑤⑥⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｊプロンタテヤマ, 67,生野賢, 2.1, 51,  -7,   2,15,277.6,⑫⑩⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+24 馬場:良(指数:-5),,,,,,,,,,,
単勝:250円 複勝:09=120円 05=140円 13=260円 枠連:560円,,,,,,,,,,,,"単勝:1,370円 複勝:04=310円 08=150円 10=830円 枠連:1,270円",,,,,,,,,,,,単勝:390円 複勝:04=140円 15=170円 01=160円 枠連:990円,,,,,,,,,,,,単勝:390円 複勝:07=190円 09=280円 01=240円 枠連:490円,,,,,,,,,,,
馬連:600円 ワイド:05-09=240円 09-13=440円 05-13=650円,,,,,,,,,,,,"馬連:1,260円 ワイド:04-08=540円 04-10=3,240円 08-10=1,360円",,,,,,,,,,,,馬連:930円 ワイド:04-15=380円 01-04=280円 01-15=460円,,,,,,,,,,,,"馬連:2,040円 ワイド:07-09=890円 01-07=680円 01-09=1,010円",,,,,,,,,,,
"馬単:1,100円 3連複:1,360円",,,,,,,,,,,,"馬単:3,650円 3連複:11,380円",,,,,,,,,,,,"馬単:1,890円 3連複:1,290円 3連単:6,860円",,,,,,,,,,,,"馬単:3,480円 3連複:6,650円 3連単:29,300円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
