07年 2月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月 4日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,
 7, 5,Ｊラガｰイメｰジ, 28,北村友, 2.3, 35,  -9, -17,12,227.2,⑨⑫⑩, 7, 1,Ｈアルファルド, 57,西田雄, 1.0, 51,  -6,  -3, 2,  4.4, ⑧⑧, 7,10,Ｊキンショｰハヤテ, 55,塚田祥, 0.5, 58,  -8,   8,13, 98.4,⑪⑬⑫, 7, 4,Ｇジェネビアン, 70,太宰啓, 0.5, 69,   7,   3, 1,  5.7,⑪⑩⑪
 8, 3,Ａマルイチキセキ, 61,藤岡佑, 2.5, 37,*  2, -39, 2,  3.9,②②②, 8, 7,Ｋサダムポラリス, 54,北村友, 1.2, 46, -16,  -1,12,145.7, ⑪⑪, 8, 5,Ｋトｰセンマウンテン, 54,二本柳, 0.6, 61,  -9,* 10, 7, 16.8,⑬⑮⑬, 8, 7,Ｂニュｰエスサンデｰ, 76,大野拓, 0.7, 66,   9,  -6, 7, 13.0,④⑥⑪
 9, 9,Ｅマヤノスザク, 49,小林徹, 2.7, 35,   0, -37, 5, 10.4,⑨④⑦, 9, 5,Ｌラドランピエｰデ, 54,嘉藤貴, 1.2, 47,  -3,  -7, 9, 90.8, ⑤⑥, 9, 4,Ｈジョｰキャプテン, 57,川島信, 1.0, 49,  -4,  -3, 8, 20.3,⑫⑤⑤, 9,10,Ｅトウカイポピｰ, 73,赤木高, 0.7, 66,   5,   3,11, 22.4,⑮⑭⑪
10, 4,Ｋミリアｰナ, 22,小林久, 3.0, 33,  -3, -36,11,218.8,⑦⑩⑪,10,13,Ｊスズカミンクス, 54,田中博, 1.3, 46, -15,  -1,11,125.4, ⑪⑫,10,12,Ｍハッスルシチｰ, 51,鈴来直, 1.1, 50,  -6,   0,12, 80.6,⑬⑧⑨,10, 3,Ｍスリｰスピニング, 66,幸英明, 0.7, 66,   6,   3,13, 31.6,⑭⑭⑪
11, 1,Ｌバブルガムロック, -4,菊沢隆, 3.2, 32,*  2, -49,10,214.0,①①④,11, 8,Ｇジｰティｰピｰチ, 58,橋本美, 1.3, 46,  -1,  -9,10, 91.2, ③⑥,11, 9,Ｌサンデｰレオン, 53,嘉藤貴, 1.2, 49,  -6,  -1,10, 60.8,⑦⑧⑨,11, 1,Ｎファンドリコンドル, 66,小林徹, 0.9, 62,   6,  -3,16, 73.7,⑧⑩⑮
12, 7,Ｆスラｰジ, 46,橋本美, 6.6,-36,  -1, -93, 7, 15.2,③④⑫,12,11,Ｅテンカジョウ, 63,中舘英, 1.5, 43,  -5,  -9, 5,  9.0, ⑦⑧,12, 2,Ｅアイノグレゴリｰ, 59,中舘英, 1.3, 47,* -3,  -7, 2,  3.6,③③②,12, 9,Ｏタガノマスタング, 64,小原義, 0.9, 64,* 11, -12,12, 29.7,③③②
,,,,,,,,,,,,13,12,Ｍオンワｰドパイン, 19,田嶋翔, 1.6, 44, -17,  -1,13,432.3, ⑬⑬,13, 6,Ｂウインカスケｰド, 63,藤岡佑, 2.1, 45,* -3, -15, 4,  7.6,①①②,13,15,Ｊレディキルシェ, 68,菊沢隆, 1.2, 63,   9,  -8, 5,  7.8,⑪⑩⑧
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｏリキアイシンセイ, 43,西田雄, 2.2, 42,  -6, -10,15,403.8,⑦⑧⑬,14, 2,Ｌシゲルシンキガイ, 67,川島信, 1.3, 59,   8, -14,14, 56.5,⑧⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｎシゲルシテカブ, 44,橋本美, 2.2, 41,  -8,  -8,14,178.0,⑬⑭⑬,15,16,Ｈガラディナｰ, 69,塚田祥, 1.7, 55,  10, -23, 8, 19.0,④③⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｐビッグサクセス, 60,西田雄, 1.9, 54,* 13, -32,15, 58.9,①②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:800円 複勝:08=260円 12=120円 11=1,520円 枠連:710円",,,,,,,,,,,,"単勝:4,880円 複勝:02=1,120円 04=130円 09=200円 枠連:8,630円",,,,,,,,,,,,"単勝:1,300円 複勝:11=320円 15=240円 03=700円 枠連:4,850円",,,,,,,,,,,,"単勝:2,130円 複勝:12=500円 13=230円 14=280円 枠連:900円",,,,,,,,,,,
"馬連:1,060円 ワイド:08-12=590円 08-11=4,350円 11-12=2,070円",,,,,,,,,,,,"馬連:6,190円 ワイド:02-04=2,220円 02-09=4,520円 04-09=360円",,,,,,,,,,,,"馬連:4,270円 ワイド:11-15=2,010円 03-11=7,380円 03-15=5,820円",,,,,,,,,,,,"馬連:7,350円 ワイド:12-13=2,200円 12-14=2,510円 13-14=850円",,,,,,,,,,,
"馬単:2,530円 3連複:13,120円",,,,,,,,,,,,"馬単:17,490円 3連複:12,410円",,,,,,,,,,,,"馬単:10,120円 3連複:72,300円",,,,,,,,,,,,"馬単:17,420円 3連複:13,590円 3連単:91,050円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 6R  ダ2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 9R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳥栖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａグッドヘラクレス, 69,北村友,, 70,*  6,*  0, 1,  2.7, ①①, 1, 7,Ａマルブツクロス, 71,大野拓,, 71,*  4,*  6, 1,  1.7,②①①, 1, 5,Ｏテイエムブラック, 51,柴原央,, 73,   8,*  8, 9, 48.5,⑩⑨⑤, 1,10,Ｂサララ, 74,柴原央,, 86,  -7,* 24, 2,  3.9, ⑰⑨
 2, 2,Ｄダイキチヘイロｰ, 49,難波剛, 0.1, 67,   0,*  8, 3,  5.0, ⑨⑤, 2,10,Ｂプレシャスピクセル, 68,赤木高, 1.0, 66,*  4,   1, 2,  4.0,⑦⑤⑥, 2, 1,Ｃスズカダｰク, 65,中舘英, 0.2, 72,* 15, -10, 1,  2.7,③②②, 2,18,Ｃドリｰムキセキ, 73,高橋智, 0.1, 82,  -6,* 21, 4,  9.7, ⑭⑨
 3,14,Ｂブラックホｰル, 63,太宰啓, 0.7, 61,*  5,  -6, 2,  3.0, ③②, 3, 9,Ｈロフティソル, 57,北村友, 1.2, 62,*  3,  -5, 3,  7.1,⑨②②, 3, 7,Ｄマジカルスタｰ, 64,嘉藤貴, 0.5, 67,  10,  -4, 2,  3.2,⑦⑦⑤, 3,11,Ａウインファンタジア, 76,藤岡佑, 0.3, 72,   2,  10, 1,  3.1, ⑥④
 4, 7,Ｌテンジンチカラ, 37,大野拓, 0.9, 52,  -1,  -6,10, 80.8, ⑨⑤, 4, 6,Ｃスリｰハイランド, 67,橋本美, 1.2, 65,   3,   2, 4, 10.9,⑨⑨⑥, 4,13,Ｇイソノサクセス, 62,赤木高, 0.8, 63,   9,  -7, 7, 18.6,⑧⑧⑨, 4, 9,Ｄベイリｰフ, 71,中舘英, 0.3, 71,*  7,   5, 3,  4.5, ②②
 5, 9,Ｊコスモフェバリット, 42,二本柳, 0.9, 52,  -5,*  0, 8, 37.8, ⑫⑪, 5, 2,Ｉマイネルプロメッサ, 52,田中博, 1.2, 62,*  3,  -5,10,117.8,⑤②②, 5, 8,Ｉテントゥワン, 55,二本柳, 1.1, 60,   7,  -7,15,112.2,⑫⑨⑨, 5,14,Ｆマチカネマスラオ, 67,赤木高, 0.6, 64,* 10,  -2, 8, 29.1, ①①
 6,15,Ｇクインズプライド, 45,中舘英, 1.0, 53,   2,  -7, 6, 25.7, ⑦⑤, 6, 3,Ｅカブキメｰク, 64,小林徹, 1.4, 63,*  4,  -4, 7, 38.7,⑤⑤②, 6,15,Ａバブルエスティｰム, 70,田中博, 1.1, 56,   4,  -8, 3,  6.4,⑮⑫⑨, 6, 4,Ｒブラックシチｰ, 55,西田雄, 0.7, 65,*  6,   2,13, 59.0, ④⑥
 7, 6,Ｅエアロバティックス, 48,幸英明, 1.3, 46,  -3,  -7,14, 89.9, ⑪⑫, 7, 1,Ｇトシツカサオｰ, 60,幸英明, 1.5, 63,*  4,  -4, 6, 33.8,④⑤⑥, 7,12,Ｅエリモフィナｰレ, 64,田中克, 1.3, 57,* 17, -34, 5, 17.7,①①①, 7,17,Ｇタマモハクライ, 66,菊沢隆, 0.8, 65,  -2,   8,15,122.4, ⑫⑨
 8, 5,Ｍパルｰル, 33,田中克, 1.3, 46,   2, -15,15,188.5, ③⑤, 8, 4,Ｄサクセスガｰウィン, 64,中舘英, 1.7, 61,*  4,  -8, 5, 11.1,②②②, 8,11,Ｋサウスグロｰリｰ, 55,西田雄, 1.6, 56,* 15, -31,11, 51.0,②②②, 8,12,Ｐカシノマイケル, 59,武英智, 0.8, 66,  -5,  11,11, 50.3, ⑭⑯
 9,13,Ｃマヤノラヴィｰナ, 56,赤木高, 1.3, 53,*  7, -16, 4,  7.9, ②②, 9, 8,Ｊグラスディザｰタｰ, 50,鈴来直, 3.0, 53,   3, -17, 8, 51.0,⑦⑨⑨, 9, 6,Ｎスズカヘイロｰ, 53,北村友, 1.6, 52,  12, -30, 4, 11.3,④④④, 9, 7,Ｑヘラクレスバイオ, 58,橋本美, 0.9, 61,   5,   0, 6, 22.7, ④④
10, 4,Ｎテイエムデンセツ, 31,柴原央, 1.5, 44,  -9,  -4,12, 87.6, ⑮⑮,10, 5,Ｆシゲルカイコシ, 63,芹沢純, 4.2, 47,*  4, -30, 9, 68.3,①⑤⑩,10,16,Ｊニシノバニｰガｰル, 55,芹沢純, 1.7, 54,   6, -13,10, 49.7,⑫⑫⑫,10, 3,Ｌフサイチアイビｰ, 65,幸英明, 0.9, 61,   3,   2, 5, 10.9, ⑥⑥
11,12,Ｉニホンピロリｰガ, 42,芹沢純, 1.5, 49,*  5, -18, 5, 20.1, ③④,,,,,,,,,,,,,11, 4,Ｆマイネルシュバルツ, 62,田辺裕, 1.9, 53,  14, -32, 8, 26.9,④④⑤,11, 6,Ｋニチドウシェｰバｰ, 65,田嶋翔, 0.9, 62,  -4,   7, 9, 31.5, ⑭⑰
12, 3,Ｋカシノエデン, 37,西田雄, 1.6, 42,  -5, -10,13, 88.5, ⑫⑫,,,,,,,,,,,,,12, 9,Ｈヤマカツダンサｰ, 57,橋本美, 1.9, 52,   6, -17, 6, 18.0,⑪⑫⑫,12, 1,Ｈステキナブロンコ, 66,嘉藤貴, 1.1, 59,  -7,   7,10, 44.6, ⑰⑰
13, 1,Ｆコウエイバッカス, 47,塚田祥, 1.7, 43,   3, -20, 9, 68.5, ③⑤,,,,,,,,,,,,,13, 3,Ｍセレンアイリス, 54,船曳文, 2.1, 49,  -4,  -6,13, 70.6,⑮⑯⑯,13, 2,Ｉニホンピロラナ, 66,芹沢純, 1.1, 57,  -2,   2,17,190.7, ⑫⑨
14,11,Ｈアゼリアトウショウ, 43,田中博, 1.8, 36,  -6, -15,11, 81.1, ⑫⑭,,,,,,,,,,,,,14,10,Ｐクロタラリア, 47,鈴来直, 2.4, 48,   8, -28,16,210.5,⑧⑨⑭,14,16,Ｏニシノマｰメイド, 60,太宰啓, 1.2, 56,   0,   0,16,133.0, ⑨⑨
15, 8,Ｏワンモアキッス,-12,菊沢隆, 2.9, 25,   2, -36, 7, 31.4, ⑦⑩,,,,,,,,,,,,,15,14,Ｂブルｰミングデイズ, 65,幸英明, 3.7, 40,   4, -40,14, 73.8,⑭⑮⑮,15, 5,Ｅプレシャスドロップ, 69,鈴来直, 1.2, 55,*  8,  -8, 7, 29.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｌラッキｰサフロン, 55,スボリ, 4.0, 36,  13, -62,12, 51.2,④⑥⑤,16,15,Ｊトシオジジアン, 66,スボリ, 1.3, 53,   1,  -4,14, 76.7, ⑧⑧
