07年 4月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月28日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.1,,,,,■ 4R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胎内川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂウエスタンダンサｰ, 61,内田浩,, 67,* 10,* -6, 2,  4.1, ①①, 1, 5,Ｄネヴァキングダム, 55,塚田祥,, 57,* -7,   8, 3,  5.5,①①①, 1, 9,Ｄアドマイヤフッキｰ, 65,吉田隼,, 66,*  9,  -3, 4,  6.2, ③②, 1,11,Ｉヨドノテイオｰ, 58,太宰啓,, 67,  -7,* 19, 2,  4.7,⑤⑤④
 2,15,Ｃブラックプラネット, 60,鮫島良, 0.3, 61,*  7,* -8, 1,  2.2, ②②, 2,11,Ｃダンスオンステｰジ, 56,長谷川, 0.3, 55,* -7,   8, 4,  6.6,②②②, 2, 3,Ｇカサデアンジェラ, 62,的場勇, 0.1, 64,* 10,  -7, 2,  3.7, ①①, 2, 1,Ｃダブルティンパニｰ, 65,鮫島良, 0.0, 57,* -5,  11, 1,  2.3,①①①
 3, 8,Ｄエｰシンエムシｰ, 57,上村洋, 1.0, 52,   4, -11, 4,  9.1, ③③, 3, 1,Ｂマイネルアンサｰ, 56,安藤光, 0.7, 63, -12,* 15, 2,  5.1,⑩⑨⑨, 3, 5,Ｂバトルサクヤビメ, 68,藤岡佑, 0.3, 56,  -9,* 11, 3,  5.6, ⑭⑭, 3, 7,Ｄグラスガルｰダ, 63,安藤光, 0.2, 65,  -9,* 19, 9, 24.6,⑦⑦⑧
 4,14,Ｇパｰクウイン, 40,黛弘人, 1.3, 46,   2, -15,13,197.7, ③⑤, 4,12,Ｅシルクファンタジｰ, 53,木幡初, 0.9, 42,*-10,  -1, 5,  6.6,⑥④④, 4,15,Ｈミラキュラス, 62,北村友, 0.4, 56,   4,  -6, 6, 10.7, ⑥⑥, 4, 4,Ｈリッカドリムオ, 61,田中健, 0.3, 55,  -7,  11, 7, 15.4,③④④
 5,13,Ｆメアリｰウッド, 45,田中博, 1.3, 43,  -4,* -9, 6, 20.6, ⑨⑧, 5,10,Ａグラントリアノン, 58,中舘英, 0.9, 46,* -8,   1, 1,  2.6,②④④, 5, 7,Ａワンダｰグラス, 68,上村洋, 0.4, 61,   8,  -6, 1,  3.4, ③⑤, 5,10,Ｊドレックセル, 56,佐藤聖, 0.3, 63,  -8,  18,11, 93.4,⑧⑦⑥
 6, 4, ファｰストナイナｰ,---,芹沢純, 1.4, 44,  -2,  -9, 5, 15.0, ⑧⑧, 6, 6,Ｉシルクイグニション, 48,田中健, 0.9, 47, -13,   5, 7, 28.3,⑥⑦⑦, 6,14,Ｊエタｰナルサｰガ, 57,柴原央, 0.4, 58,   4,  -2, 9, 45.0, ⑧⑧, 6, 3,Ｆセタガヤフラッグ, 62,中舘英, 0.4, 52,* -5,   7, 3,  7.0,②②②
 7,10,Ａクｰドクｰル, 63,赤木高, 1.5, 47,   4, -16, 3,  4.7, ③③, 7, 8,Ｆアドマイヤジュエル, 51,上村洋, 1.2, 58, -14,* 14, 6, 16.5,⑪⑪⑪, 7, 2,Ｅプリンセスゴｰルド, 63,長谷川, 0.5, 54,  -6,*  6, 8, 38.1, ⑬⑫, 7,12,Ａマックスチャンプ, 69,塚田祥, 0.4, 64, -10,* 19, 5, 11.5,⑫⑨⑧
 8, 1,Ｊヴィｰナスイモン, 35,田辺裕, 1.7, 43,   1, -15,11,106.1, ⑥⑥, 8, 4,Ｈメイショウベント, 49,川島信, 1.4, 40,* -8,  -6,10, 55.6,⑤④④, 8, 4,Ｋジパングエンジェル, 54,田面木, 0.5, 55,   1,  -1,11,105.6, ⑨⑨, 8, 9,Ｇイブキレボルシオン, 61,赤木高, 0.6, 65, -12,* 20, 8, 18.1,⑪⑪⑩
 9, 2,Ｉフラワｰレイ, 36,石橋脩, 1.9, 42, -13,* -4,12,136.5, ⑭⑫, 9, 9,Ｋシルキｰメイン, 42,小野次, 1.9, 37, -11,  -8,13,155.7,⑧⑦⑦, 9,10,Ｉサッサイア, 59,木幡初, 0.7, 53,  -9,*  7,10, 59.2, ⑭⑭, 9, 2,Ｂニホンピロビャクヤ, 68,藤岡佑, 0.9, 58, -12,  17, 4,  9.2,⑩⑪⑫
10, 7,Ｈユキノハナグルマ, 38,西田雄, 2.0, 39,  -6, -11,14,281.3, ⑪⑩,10, 3,Ｇニシノソウテン, 50,田中博, 2.1, 31,* -9, -22, 8, 38.2,④②②,10, 1,Ｍトｰアアストラエア, 51,安藤光, 1.0, 50,  -5,   0,13,127.6, ⑫⑫,10, 8,Ｅロｰレルナイト, 63,吉田隼, 1.1, 46,  -8,   4, 6, 14.0,⑤⑤⑥
