07年 9月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 9月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.3,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■10R  ダ1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰｸﾗﾝﾄﾞRCT,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂヒュｰムウッド, 49,武豊  ,, 51,*  3, -19, 1,  2.6, ①①, 1, 7, ヤマノブルｰグラス,,白浜雄,,,,, 1,  1.9,⑤①①, 1, 2,Ｃマチカネニオウミヤ, 67,石橋守,, 76,*  8,*  4, 2,  6.0, ③③, 1, 8,Ｂドラゴンファイヤｰ, 75,松岡正,, 80,  -7,* 24, 1,  1.8,⑧⑥④
 2, 6,Ｈライジングバイオ, 32,中村将, 0.2, 42,  -5,*-12, 6, 31.0, ⑥⑥, 2, 8, ユキノボｰイ,,金折知, 0.6,,,, 6, 21.8,③③③, 2, 3,Ｇハッピｰバロｰズ, 64,松岡正, 0.0, 79,* 11,   1, 8, 23.7, ①①, 2, 7,Ａクリｰン, 78,武豊  , 0.2, 76,* -7,  21, 2,  3.1,③⑤①
 3, 9,Ｇダｰクソルジャｰ, 33,小坂忠, 0.3, 47,*  2, -20,10, 92.8, ②②, 3, 1, スズカウエスト,,北沢伸, 1.0,,,, 2,  3.5,⑥②②, 3,13,Ｋパレスルビｰ, 60,田嶋翔, 0.4, 74,* 10,  -2, 4, 12.4, ②②, 3, 4,Ｇガイアレｰサｰ, 71,藤田伸, 0.5, 71,* -6,  19, 7, 35.0,⑥②⑥
 4, 4,Ａボストンオｰ, 51,和田竜, 0.5, 43,  -1, -19, 2,  2.8, ④④, 4,12, トップクライマｰ,,黒岩悠, 1.8,,,, 5, 15.4,⑥⑥⑤, 4,12,Ｄサンマルチｰフ, 65,小牧太, 0.6, 65,   3,*  3, 3,  6.6, ⑦⑥, 4, 3,Ｈメイショウシャフト, 68,石橋守, 0.6, 69,* -6,  18, 4,  9.3,②③②
 5, 5,Ｃミッキｰフォルテ, 43,長谷川, 0.6, 40,  -8,*-11, 3,  3.5, ⑪⑩, 5,11, ダｰクアイズクロス,,西谷誠, 1.9,,,, 4, 12.4,⑩⑨⑥, 5, 6,Ｎシエロアスｰル, 56,秋山真, 0.7, 66,   5,   0,10, 40.5, ⑤⑤, 5, 1,Ｅエイシンボストン, 73,小牧太, 0.9, 62,* -5,  13, 3,  8.9,①①②
 6, 1,Ｉハマノオラトリオ, 30,酒井学, 0.7, 42,   0, -22, 8, 57.7, ④④, 6,13, クロタラリア,,出津孝, 2.9,,,, 7, 22.1,③④③, 6, 9,Ａカイテキネオ, 72,安藤勝, 0.8, 62,  -1,*  5, 1,  1.9, ⑫⑪, 6, 2,Ｃダンスウイザｰド, 74,角田晃, 1.5, 56,* -6,   8, 8, 68.4,③③⑥
 7,11,Ｋカシノヨウスケ, 24,田中克, 0.8, 39,*  0, -26, 7, 53.9, ②②, 7, 3, キクノプログレッソ,,南井大, 4.2,,,, 8, 64.1,⑥⑥⑥, 7,15,Ｆミヤジレオン, 64,和田竜, 1.0, 65,*  8,  -6,11, 46.4, ③③, 7, 6,Ｄゼンノトレヴィ, 74,田島裕, 1.5, 57,  -8,  12, 6, 23.3,③⑥⑧
 8,10,Ｊジャングルゼット, 27,太宰啓, 1.0, 37,  -5, -19, 4, 13.2, ⑥⑦, 8, 5, テｰオｰドラゴン,,菊地昇, 5.2,,,,11,118.4,②④⑥, 8, 1,Ｅマイティｰキラｰ, 65,藤岡康, 1.2, 56,   0,  -4, 6, 19.6, ⑦⑧, 8, 5,Ｆシルクヒｰロｰ, 71,安藤勝, 1.7, 54,* -6,   7, 5, 15.6,⑥⑥④
 9, 3,Ｆフジノアリオン, 34,田中健, 1.4, 32,  -7, -22, 9, 78.6, ⑨⑨, 9, 4, アトラクティヴ,,高野容, 6.6,,,,13,137.7,⑫⑪⑩, 9, 7,Ｉチキリサンボｰイ, 61,太宰啓, 1.2, 59,   2,  -2, 7, 23.1, ⑪⑧,,,,,,,,,,,,
10,12,Ｅテイエムチバリヨｰ, 38,大下智, 1.5, 31,  -6, -25,11,128.1, ⑥⑦,10,10, マルタカテンビｰ,,林満明, 7.7,,,,12,136.8,⑪⑪⑫,10, 5,Ｊロｰランバｰク, 61,角田晃, 1.3, 59,   4,  -5, 5, 16.0, ⑦⑥,,,,,,,,,,,,
11, 8,Ｌオｰミプレシャス,-51,幸英明, 2.0, 32, -12, -19,12,226.3, ⑫⑫,11,14, ゾｰンモｰメント,,岩崎祐, 9.9,,,,14,165.1,⑫⑩⑩,11,14,Ｏアクアレイジア, 47,中村将, 1.6, 51,  -9,*  2,16,312.5, ⑮⑮,,,,,,,,,,,,
12, 7,Ｄシゲルジチチ, 38,熊沢重, 2.8, 25,  -8, -32, 5, 19.3, ⑨⑪,12, 2, メダルハンタｰ,,今村康,11.3,,,, 9, 75.2,①⑧⑨,12,10,Ｐクリノフィナｰレ, 36,上村洋, 1.7, 52,  -3,  -2,14,103.7, ⑭⑬,,,,,,,,,,,,
,,,,,,,,,,,,13, 9, ワンダｰリディア,,植野貴,17.5,,,,10, 93.4,⑭⑬⑬,13,11,Ｂラジョリｰ, 69,荻野琢, 2.2, 46,  -1, -12,15,112.7, ⑦⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｌロｰドブリｰズ, 58,田中克, 2.2, 46,   1, -14, 9, 36.5, ⑤⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｍスズカアゼリア, 58,幸英明, 2.4, 45,  -6,  -7,12, 60.4, ⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-3),,,,,,,,,,,
"単勝:260円 複勝:02=170円 06=540円 09=1,800円 枠連:610円",,,,,,,,,,,,"単勝:190円 複勝:07=100円 08=310円 01=120円 枠連:1,660円",,,,,,,,,,,,"単勝:600円 複勝:02=230円 03=610円 13=290円 枠連:1,930円",,,,,,,,,,,,単勝:180円 複勝:08=110円 07=120円 04=400円 枠連:0円,,,,,,,,,,,
"馬連:3,450円 ワイド:02-06=1,160円 02-09=3,750円 06-09=9,340円",,,,,,,,,,,,"馬連:1,600円 ワイド:07-08=540円 01-07=170円 01-08=920円",,,,,,,,,,,,"馬連:6,630円 ワイド:02-03=2,010円 02-13=1,220円 03-13=2,800円",,,,,,,,,,,,馬連:200円 ワイド:07-08=140円 04-08=750円 04-07=800円,,,,,,,,,,,
"馬単:5,240円 3連複:65,460円",,,,,,,,,,,,"馬単:2,260円 3連複:1,800円",,,,,,,,,,,,"馬単:11,330円 3連複:24,120円",,,,,,,,,,,,"馬単:330円 3連複:1,770円 3連単:4,110円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｾﾝﾄｳﾙｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａドリｰムガｰドナｰ, 55,安藤勝,, 51,  -7,  -2, 1,  1.3, ④④, 1,10, ツルマルストｰム,---,武豊  ,, 48,*-14,*  0, 1,  2.9, ②②, 1,10,Ｂギムレットロック, 67,武豊  ,, 65,*-10,* 15, 2,  3.3,⑤⑥⑥, 1, 4,Ｈサンアディユ, 86,川田将,,111,* 22,  24,11, 30.8, ①②
 2, 1,Ｂトミケンプライム, 49,幸英明, 0.1, 48, -13,*  3, 2,  5.4, ⑧⑧, 2, 4, チャｰミングシチｰ,---,松岡正, 0.2, 46, -15,*  0, 9, 38.4, ⑤⑤, 2, 2,Ｊオｰスミタキオン, 59,安藤勝, 0.0, 70, -10,* 18, 7, 17.5,⑨⑥⑥, 2, 7,Ｋカノヤザクラ, 81,上村洋, 0.8, 97,  13,  19, 7, 16.3, ⑩⑧
 3, 8,Ｅマイネクリスティナ, 39,長谷川, 0.1, 49, -10,* -1, 3, 11.1, ⑥⑥, 3,11, プレストンペスカ,---,角田晃, 0.2, 46, -15,*  0, 6, 17.6, ⑦⑤, 3, 9,Ｃナイスヴァレｰ, 65,和田竜, 0.2, 55,* -7,   7, 3,  5.1,①①①, 3,11,Ａキンシャサノキセキ, 93,藤田伸, 0.8, 98,  15,  18, 1,  2.6, ⑦⑦
 4, 6,Ｄカシノユウ, 43,大下智, 0.2, 48,* -2, -13, 7, 41.4, ②②, 4, 7, グランジョイ,---,和田竜, 0.5, 41, -15,  -4, 8, 27.3, ⑦⑤, 4, 1,Ａカレンベラッジオ, 67,川田将, 0.2, 64, -11,* 15, 1,  3.2,⑩⑧⑧, 4, 3,Ｄアルｰリングボイス, 87,秋山真, 0.9, 97,  18,  13, 8, 19.0, ④④
 5, 4,Ｆコウエイビｰト, 38,和田竜, 0.2, 47, -10,  -2, 6, 31.4, ⑥⑥, 5, 2, セレスミラクル,---,安藤勝, 0.7, 39, -18,  -3, 4,  5.6, ⑨⑨, 5, 3,Ｄサンライズグラス, 65,生野賢, 0.3, 61, -11,  14, 4,  8.3,⑤⑧⑧, 5, 6,Ｅアイルラヴァゲイン, 87,松岡正, 0.9, 97,* 20,  12, 3,  7.0, ②②
 6, 3,Ｃキリシマビクトリｰ, 47,荻野琢, 0.5, 44,* -1, -20, 8, 59.4, ①①, 6,12, タｰトルベイ,---,幸英明, 0.8, 37, -17,  -6,12,139.1, ⑨⑨, 6,11,Ｇシゲルイサイダカ, 60,熊沢重, 0.5, 52,* -8,   6,12,202.7,③②③, 6, 9,Ｊスピニングノアｰル, 81,安藤勝, 1.1, 93,  -4,* 32,10, 27.6, ⑯⑯
 7, 5,Ｉテイエムセレス,  9,田中健, 0.8, 36,  -7, -18, 9, 91.0, ④④, 7, 8, メイショウインダス,---,石橋守, 1.4, 30, -18, -12, 7, 22.0, ⑫⑪, 7, 8,Ｅエイシンテンライ, 64,野元昭, 0.5, 51,* -7,   4, 6, 13.7,②②②, 7,10,Ｌキョウワロアリング, 81,石橋守, 1.1, 93,   3,* 26,13, 53.2, ⑭⑭
 8, 9,Ｇダイショウウェｰブ, 36,橋本美, 1.4, 31,  -2, -29, 5, 29.4, ②③, 8, 3, シゲルアンビシャス,---,小牧太, 2.3, 19, -15, -32,10, 61.0, ⑤⑤, 8, 7,Ｋメイショウパｰス, 55,藤田伸, 0.6, 49,* -9,   5, 8, 20.5,③④③, 8,12,Ｐエムエスワｰルド, 76,太宰啓, 1.2, 92,   3,  24,15, 87.3, ⑮⑭
 9, 2,Ｈアイビリｰヴ, 16,小牧太, 3.0,-30, -29, -27, 4, 18.9, ⑨⑨, 9,13, ダンツロｰド,---,秋山真, 2.3, 19, -19, -25,13,210.0, ⑫⑬, 9,12,Ｈレグルスキッド, 59,幸英明, 0.6, 51,* -8,   6, 5, 10.5,⑤④③, 9,16,Ｇアグネスラズベリ, 87,角田晃, 1.3, 90,  15,  10, 2,  6.7, ⑦⑧
