07年 9月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 9月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.1,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,
 9, 6,Ｍレオバベル,-15,江田照, 0.8, 48,  -3,  -7, 9, 33.3,⑦⑤⑥, 9, 6, カルストンハｰト,,柴田未, 3.3,,,,12,146.0,②⑦⑧, 9,15,Ｎパワフルリｰフ, 48,安藤光, 1.3, 56,  10, -10,12,111.8, ⑦⑦, 9, 3,Ｊコペルニクス, 67,江田照, 1.0, 77,   7,   7,11, 67.2, ⑨⑦
10, 7,Ｊセントオマｰル, 21,川田将, 0.9, 49,  -8,   0,14,159.6,⑩⑩⑧,10,11, ユウタｰビスケット,,水出大, 3.8,,,, 7, 31.4,⑪⑪⑩,10,11,Ｉメイキンマジック, 59,小野次, 1.5, 52,   2,  -6,11, 69.7, ⑪⑪,10,11,Ｋアドマイヤベッカム, 67,村田一, 1.2, 74,   4,   8, 6, 24.1, ⑫⑪
11,13,Ｅマイネルブリス, 37,田中博, 0.9, 53, -16,*  9, 8, 33.2,⑬⑮⑭,11, 5, ダイワアスカロン,,山本康, 4.5,,,,10, 85.7,⑩⑫⑪,11, 7,Ｏマタタキ, 45,二本柳, 1.6, 52,   0,  -4,13,157.3, ⑫⑫,11,12,Ｆタケデンイｰグル, 72,安藤光, 1.2, 75,   8,   5,12, 67.4, ⑦⑦
12, 3,Ｋキモンホワイト, 21,吉田隼, 1.1, 44,* -1, -14,11, 70.3,④③⑥,12,10, トｰホウヒロイン,,五十嵐,10.3,,,, 9, 55.6,①⑩⑫,12, 8,Ｊヤマノジャスティス, 57,高山太, 1.7, 51,  -1,  -4,16,367.4, ⑬⑫,12,15,Ｍトｰセンラヴ, 65,石橋脩, 1.2, 74,   4,   8,13,119.6, ⑫⑪
13, 2,Ｉロｰレルウェンス, 23,安藤光, 1.6, 40,  -4, -17, 7, 31.8,④⑦⑧,,,,,,,,,,,,,13, 6,Ｍシャンドラヴェリテ, 52,北村友, 1.8, 54,  -9,*  1, 9, 59.4, ⑯⑯,13, 6,Ｏマグネティックマン, 61,武士沢, 1.2, 74,   1,  11,15,217.2, ⑭⑪
14, 4,Ｏスガノマｰサ,-168,郷原洋, 2.0, 35, -11, -13,15,172.0,⑬⑫⑭,,,,,,,,,,,,,14, 3,Ｌブラックバッカラ, 53,宮崎北, 1.9, 49,  -4,  -6,10, 61.2, ⑭⑭,14, 8,Ｈリトルスポｰツカｰ, 68,田中勝, 1.9, 68,* 16,  -9, 8, 27.7, ②②
15, 9,Ｎユｰリカランチ,-56,小野次, 2.7, 31, -10, -25,13,136.3,⑩⑫⑫,,,,,,,,,,,,,15, 2,Ｐミサトシャｰディｰ, 41,木幡初, 2.6, 47,  -6,  -9,15,223.9, ⑮⑮,15,14,Ｐサンエムワｰルド, 61,西田雄, 2.6, 61,   6,  -7,16,406.1, ⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｋプラチナティアラ, 55,嘉藤貴, 2.8, 48,* 16, -31,14,160.8, ②③,16, 2,Ｅビッグポパイ, 73,後藤浩, 3.3, 54,  10, -18, 7, 25.5, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+20 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:1),,,,,,,,,,,
"単勝:660円 複勝:01=260円 15=360円 05=1,080円 枠連:1,890円",,,,,,,,,,,,"単勝:1,010円 複勝:12=270円 02=370円 04=140円 枠連:6,500円",,,,,,,,,,,,単勝:400円 複勝:13=160円 16=160円 09=330円 枠連:430円,,,,,,,,,,,,"単勝:1,060円 複勝:13=210円 09=150円 01=120円 枠連:1,660円",,,,,,,,,,,
"馬連:2,860円 ワイド:01-15=880円 01-05=2,700円 05-15=3,370円",,,,,,,,,,,,"馬連:8,620円 ワイド:02-12=1,620円 04-12=480円 02-04=960円",,,,,,,,,,,,馬連:730円 ワイド:13-16=310円 09-13=840円 09-16=880円,,,,,,,,,,,,"馬連:2,060円 ワイド:09-13=720円 01-13=460円 01-09=270円",,,,,,,,,,,
"馬単:5,670円 3連複:27,480円",,,,,,,,,,,,"馬単:16,810円 3連複:7,070円",,,,,,,,,,,,"馬単:1,520円 3連複:3,470円",,,,,,,,,,,,"馬単:5,790円 3連複:1,910円 3連単:19,990円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■11R  芝2200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,産経賞ｵｰﾙｶﾏｰ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄチョコクランチ, 45,蛯名正,, 56,*  0,  -2, 1,  2.7, ①①, 1,12, レッドタｰキｰ,---,松岡正,, 67,*  0,*  4, 1,  1.8, ②①, 1, 1,Ａロトブルｰスタｰ, 77,中舘英,, 68,*  6,  -2, 1,  1.2,③③②, 1, 6,Ｂマツリダゴッホ, 86,蛯名正,,100,* 17,  23, 1,  2.3,⑧⑤②
 2,15,Ｇリトルディッパｰ, 40,田中勝, 0.0, 59,  -6,   4, 5, 11.8, ⑤⑤, 2, 7, ジョイフルハｰバｰ,---,大野拓, 0.9, 56,  -8,   2, 9, 24.2, ⑥④, 2, 5,Ｂエクロジオン, 66,松岡正, 0.5, 63,   3,* -1, 3, 12.3,⑩⑦⑥, 2,12,Ｅシルクネクサス, 81,北村友, 0.1, 97,* 17,  18, 5, 13.3,④③①
 3, 5,Ｅウイングフット, 44,北村宏, 0.2, 53,  -5,  -1, 3,  4.1, ③③, 3,14, コロネット,---,川田将, 1.2, 51,  -6,  -2,11, 42.2, ④⑤, 3, 4,Ｆユウタｰストライプ, 58,北村宏, 0.6, 60,   2,* -1, 7, 49.3,⑨⑧⑥, 3,15,Ｄエリモハリアｰ, 83,吉田豊, 0.5, 96,  11,* 29, 7, 17.8,⑭⑬⑧
 4,11,Ｊコスモドリｰミン, 32,大野拓, 0.3, 51,  -9,   0,12,172.2, ⑦⑧, 4,13, エイトシｰド,---,江田照, 1.7, 44,* -3,  -9, 6, 17.3, ③②, 4, 8,Ｃクリノアドベンチャ, 64,武士沢, 0.7, 60,   4,  -6, 5, 20.4,⑤⑤③, 4,10,Ｌチェストウイング, 74,吉田隼, 0.7, 91,  15,  14,13,107.4,⑥⑧⑧
 5, 9,Ｂポコアポコフォルテ, 49,宮崎北, 0.3, 58, -24,* 13, 6, 14.3, ⑭⑬, 5, 6, ライムライトシチｰ,---,武士沢, 1.7, 51, -20,*  6,12, 82.3, ⑩⑩, 5, 6,Ｉマコトタイセイ, 54,大野拓, 1.1, 57,   3,  -8, 9, 84.6,⑧⑤⑥, 5,13,Ｈダイイチアトム, 77,石橋脩, 0.9, 88,* 16,   9, 8, 19.1,⑥⑤③
 6, 7,Ｃナツミホｰプ, 49,柴田善, 0.5, 48,  -6,  -4, 2,  3.9, ⑤⑤, 6, 3, エｰシンペｰスワン,---,北村友, 2.1, 43, -19,   1, 5, 14.8, ⑩⑩, 6,11,Ｄコスモキャンディス, 63,小野次, 1.1, 59,   5, -10, 4, 13.8,④④③, 6, 1,Ｃネヴァブション, 85,北村宏, 0.9, 90,  15,  16, 3,  5.9,⑨⑪⑧
 7, 4,Ｈミヤギフェアリｰ, 37,武士沢, 0.6, 48, -14,   2,10,113.8, ⑩⑩, 7, 8, ビｰボタンダッシュ,---,田中勝, 2.1, 45, -22,*  4, 3, 12.2, ⑫⑩, 7,10,Ｊブルｰクリケット, 40,川田将, 2.1, 51,   2, -12, 6, 46.3,⑥⑩⑩, 7,16,Ａブレｰヴハｰト, 88,川田将, 1.0, 88,  11,  21, 9, 22.4,⑬⑬⑬
 8, 1,Ｋクリノポップコｰン, 23,小林淳, 0.6, 50, -17,*  5,11,119.9, ⑫⑫, 8,10, ユキノヴィクトリア,---,石橋脩, 2.2, 40, -12,  -6, 2,  5.8, ⑦⑦, 8, 3,Ｈホｰネットアｰミｰ, 54,水出大, 2.3, 49,   2, -14, 8, 80.0,⑩⑩⑨, 8, 4,Ｉタマモサポｰト, 75,柴田善, 1.1, 86,* 17,   4, 4, 10.6,④⑤⑤
 9, 8,Ｉエポカル, 34,北村友, 0.6, 46, -13,   0,14,207.2, ⑩⑩, 9,15, ステルスワン,---,後藤浩, 2.2, 40, -14,  -5, 7, 18.1, ⑧⑧, 9, 9,Ｅドキュメント, 62,穂苅寿, 2.5, 48,*  6, -27, 2, 11.2,②①①, 9, 9,Ｋサンツェッペリン, 74,松岡正, 1.1, 84,* 16,   2, 2,  5.3,③③⑦
10,14,Ｆレオパンドラ, 41,西田雄, 0.9, 42,* -2, -14, 7, 20.8, ②②,10, 9, トｰアチャｰリｰ,---,吉田隼, 2.9, 33, -15, -10, 4, 12.6, ⑨⑧,10, 2,Ｇユキノファラオ, 56,田中剛, 2.9, 46,*  7, -30,11,107.7,①②③,10, 3,Ｊセンカク, 74,村田一, 1.2, 86,   9,  23,12, 88.5,⑮⑮⑮
11, 6,Ｐチアズブリス,-14,横山義, 1.0, 39, -10,  -8,16,341.2, ⑧⑧,11,16, キクカズイショウ,---,小野次, 2.9, 36,  -5, -19, 8, 19.9, ④⑤,11, 7,Ｋムｰンライアン, 36,宮崎北, 4.6, 33,   1, -38,10, 94.6,⑥⑨⑪,11, 2,Ｆダｰクメッセｰジ, 80,田中勝, 1.3, 85,   8,* 24, 6, 14.0,⑯⑯⑯
12,12,Ｍハエヌキ, 19,中舘英, 1.0, 39, -10,  -8, 9, 58.3, ⑧⑤,12, 1, スプリッツァｰ,---,柄崎将, 3.3, 31, -31,   0,15,221.6, ⑭⑭,,,,,,,,,,,,,12,11,Ｍブリットレｰン, 70,後藤浩, 1.7, 80,  12,   7,16,181.4,⑫⑫⑬
13,16,Ａサマｰミッドナイト, 51,石橋脩, 1.1, 39,* -3, -16, 4, 11.3, ③③,13,11, ナスザン,---,吉田豊, 3.5, 24,*  0, -30,10, 26.3, ①②,,,,,,,,,,,,,13, 8,Ｇコスモプロデュｰス, 78,木幡初, 1.7, 80,  15,   0,14,139.0,⑪⑩⑧
14, 3,Ｌクイックマインド, 21,川田将, 1.5, 33, -25,  -1, 8, 40.8, ⑯⑮,14, 2, クリノメンバｰワン,---,西田雄, 4.2, 23, -22, -16,16,283.2, ⑫⑬,,,,,,,,,,,,,14, 5,Ｏルｰベンスメモリｰ, 68,田中博, 1.8, 79,  15,  -3,15,170.5,⑨⑧⑧
15, 2,Ｏファインプレｰチェ,  5,田中博, 1.5, 30, -20,  -8,15,296.2, ⑬⑭,15, 5, コアレスエリｰト,---,加藤士, 6.6,-49, -31, -32,14,138.4, ⑭⑮,,,,,,,,,,,,,15, 7,Ｎスズノマｰチ, 69,中舘英, 2.5, 71,* 18, -20,11, 80.8,②②⑤
16,13,Ｎデルマカペラ, 17,大庭和, 3.5,-45, -22, -34,13,206.3, ⑭⑯,16, 4, シンシコウテイ,---,村田一, 7.6,-66, -35, -38,13,111.7, ⑯⑯,,,,,,,,,,,,,16,14,Ｐバトルブレｰヴ, 67,江田照, 2.8, 68,* 19, -27,10, 54.8,①①③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:1),,,,,,,,,,,
単勝:270円 複勝:10=120円 15=320円 05=150円 枠連:680円,,,,,,,,,,,,単勝:180円 複勝:12=120円 07=450円 14=760円 枠連:760円,,,,,,,,,,,,単勝:120円 複勝:01=100円 05=170円 04=510円 枠連:490円,,,,,,,,,,,,"単勝:230円 複勝:06=130円 12=300円 15=380円 枠連:1,330円",,,,,,,,,,,
"馬連:1,860円 ワイド:10-15=670円 05-10=220円 05-15=710円",,,,,,,,,,,,"馬連:1,370円 ワイド:07-12=610円 12-14=1,670円 07-14=6,930円",,,,,,,,,,,,"馬連:470円 ワイド:01-05=250円 01-04=650円 04-05=2,090円",,,,,,,,,,,,"馬連:1,310円 ワイド:06-12=580円 06-15=800円 12-15=1,760円",,,,,,,,,,,
"馬単:3,080円 3連複:2,260円",,,,,,,,,,,,"馬単:1,740円 3連複:20,520円",,,,,,,,,,,,"馬単:530円 3連複:3,260円",,,,,,,,,,,,"馬単:1,900円 3連複:5,330円 3連単:16,740円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6.6,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,勝浦特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａラｰドロキングリｰ, 67,後藤浩,, 52,* -7,   6, 1,  2.8,①②①, 1,13, サトノハピネス,---,北村宏,, 45, -17,*  1, 2,  3.2,④④④, 1,14,Ｅエフテｰストライク, 73,武士沢,, 80,  10,  15, 4,  9.1, ⑨⑨, 1, 5,Ｊビタｰオレンジ, 62,後藤浩,, 85,  -1,* 24, 7, 14.9,⑫⑩⑩
 2,13,Ｅソングバｰド, 60,蛯名正, 0.2, 58, -12,  13, 2,  3.4,⑥⑥④, 2, 4, トｰセンミライト,---,吉田豊, 0.0, 51, -19,*  6, 6, 17.3,⑦⑦⑦, 2,11,Ｆピサノデュエル, 72,川田将, 0.0, 78,  -1,* 26,11, 35.7, ⑬⑬, 2, 3,Ｂダイワバゼラｰド, 78,北村宏, 0.1, 88,  -1,* 26, 1,  3.8,⑭⑫⑪
 3,11, アウダｰチェ,---,川田将, 0.2, 66, -14,* 19, 8, 38.1,⑬⑪⑨, 3, 3, セピアエスプレッソ,---,松岡正, 0.3, 34,*-15,  -8, 1,  2.0,②②②, 3, 7,Ｉノｰザンスタｰ, 71,大庭和, 0.0, 78,   0,* 24,10, 33.3, ⑬⑬, 3, 7,Ｇオンワｰドマルタ, 67,松岡正, 0.3, 74,   2,  14, 9, 35.2,⑧⑧⑦
 4,16,Ｄドンラミロ, 62,北村宏, 0.5, 54, -13,  12, 5, 10.9,⑨⑦⑧, 4, 7, ミュｰジカルボｰイ,---,小野次, 0.4, 32,*-15, -10, 7, 33.7,②②②, 4,16,Ｊシベリアンクラシカ, 70,田中勝, 0.3, 79,  16,   4, 2,  4.0, ⑤⑥, 4,14,Ａワイルドコンコルド, 78,吉田隼, 0.3, 73,   1,  15, 2,  4.1,⑧⑨⑦
 5,10,Ｃタケデンシルヴァン, 64,大庭和, 0.7, 66, -18,* 21, 4,  7.4,⑯⑯⑬, 5, 2, フジキライディｰン,---,柴田善, 0.7, 29, -16, -11, 3,  8.5,④④④, 5, 5,Ｃスプリングタピアン, 77,石橋脩, 0.4, 78,  16,   3, 8, 15.1, ⑤④, 5,15,Ｃエｰシントゥルボｰ, 74,吉田豊, 0.4, 65,*  5,   4, 3,  4.5,③②②
 6, 7,Ｂフィｰルフィット, 65,木幡初, 0.7, 45, -11,   4, 3,  6.4,③④④, 6,10, マイネルブロンクス,---,嘉藤貴, 0.7, 35, -21,  -2,11,105.5,⑨⑨⑨, 6,12,Ｂメジロソリアノ, 81,吉田豊, 0.5, 78,  18,   0, 5,  9.2, ③④, 6,10,Ｅブランニュｰデイズ, 70,川田将, 0.5, 63,*  5,   1, 4,  8.3,①①①
 7, 2, エリモアミｰゴ,---,土谷智, 0.9, 42, -11,   1, 9, 44.3,③④④, 7, 6, ディｰエスプリｰム,---,石橋脩, 0.9, 28, -16, -14, 5, 14.5,④④④, 7, 9,Ｌコスモミｰル, 69,北村宏, 0.6, 72,  12,   4, 6, 11.0, ⑧⑨, 7,17,Ｈストロングラリｰ, 66,木幡初, 0.7, 63,   3,   4, 6, 11.9,⑥⑦⑥
 8,14,Ｋミスヨコハマ, 46,石橋脩, 0.9, 44, -12,   4,12,168.0,⑥⑦⑦, 8, 1, デルマアンタレス,---,石神深, 1.4, 18,*-14, -26,10, 70.8,①①①, 8, 4,Ｄタムロスタｰディ, 76,柴田善, 0.7, 70,  10,   4, 3,  7.1, ⑨⑨, 8, 6,Ｆエアクラマン, 70,大野拓, 1.1, 58,   4,  -5,12, 78.2,⑩④③
 9, 9,Ｊメジロヘレネ, 50,小野次, 1.0, 51, -16,  12,11, 99.5,⑯⑭⑩, 9, 5, サファリタイガｰ,---,中舘英, 1.9, 14, -19, -23,12,142.7,⑦⑦⑧, 9, 2,Ｈレッドビｰムシチｰ, 71,松岡正, 0.7, 70,  10,   4, 1,  3.9, ⑨⑥, 9, 8,Ｉダイワバイロン, 64,田中勝, 1.2, 57,   3,  -5, 8, 19.4,③④⑦
10, 6,Ｇオウシュウサンデｰ, 58,柴田善, 1.4, 41,*-10,  -9, 6, 13.2,②③③,10, 9, トミケンクルｰク,---,蛯名正, 1.9, 22, -28,  -5, 8, 40.5,⑪⑩⑩,10, 3,Ｇクインズプレイヤｰ, 71,小林淳, 0.7, 68,   8,   5, 9, 15.7, ⑫⑫,10, 9,Ｄサインオブゴッド, 70,石橋脩, 1.3, 58,   4,  -5, 5, 10.1,③④③
11,17,Ｉヨシアイビｰム, 51,吉田隼, 1.4, 41,* -7, -17,14,324.4,⑩①②,11,12, スガノコクオｰ,---,吉田隼, 2.2, 21, -31,  -4,13,166.3,⑫⑪⑩,11, 8,Ｍピアニスト, 68,木幡初, 1.0, 67,  13,  -3,14,116.5, ⑦⑥,11, 4,Ｍサムデイシュアｰ, 58,田中博, 1.4, 57,  -4,   6,11, 77.2,⑫⑭⑭
12,15,Ｍダルシャンバｰド, 40,宮崎北, 1.5, 35, -18,   2,17,642.4,⑫⑭⑬,12, 8, トウショウスノウ,---,江田照, 2.6, 13, -31, -10, 9, 47.4,⑬⑪⑫,12,10,Ｋベルモントピノコ, 70,穂苅寿, 1.2, 70,* 21, -14,12, 50.6, ②②,12,13,Ｌレオソレイユ, 60,江田照, 1.4, 67,  -5,  16,13, 83.4,⑰⑰⑰
13, 3,Ｆトウシュｰズ, 60,田中勝, 1.7, 36, -14,  -3, 7, 19.5,⑩⑪⑬,13,11, ショウナンガｰベ,---,田中勝, 8.5, 8.5---, -31, ---, 4, 11.5,⑨⑪⑬,13, 1,Ａアドマイヤフッキｰ, 82,村田一, 1.3, 66,  18, -13, 7, 14.4, ③②,13,11,Ｎスカイウォｰク, 57,千葉直, 1.7, 51,  -2,  -3,14,157.7,⑥⑩⑪
14,12,Ｈリワｰドレフラン, 52,二本柳, 2.3, 29, -12, -17,10, 93.1,③⑦⑩,,,,,,,,,,,,,14,13,Ｐケイアイボイジャｰ, 62,中舘英, 1.4, 62,  -8,  10,15,148.4, ⑮⑮,14,12,Ｋシベリアンヒｰト, 61,柴田善, 2.5, 53,*  6, -26,10, 56.5,②②③
15, 8,Ｌアルベレリファｰル, 43,吉田豊, 2.4, 31, -18,  -5,13,200.6,⑮⑯⑰,,,,,,,,,,,,,15, 6,Ｏヨバンマツイ, 62,小林久, 1.7, 64,* 23, -23,13, 91.2, ①①,15, 2,Ｐクニサキシズコ, 40,西田雄, 2.6, 47,  -4,  -8,15,183.7,⑭⑮⑭
16, 4,Ｏディｰエスデンバｰ, 27,村田一, 3.0,  8, -16, -20,16,410.1,⑬⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｏジｰントウショウ, 54,武士沢, 2.6, 46,  -5,  -6,16,260.7,⑭⑮⑭
17, 5,Ｎエプソムチェルシｰ, 33,吉永護, 4.2,-74, -13, -44,15,366.3,⑥⑦⑩,,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｑパレスソルジャｰ, 30,南田雅, 2.9, 50,  -1, -16,17,413.6,⑩⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
