07年 4月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■10R  芝2200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白鷺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｆナムラマハラジャ, 48,熊沢重,, 64,  -9,*  9, 6, 18.2,⑤⑤⑤, 1,14, ポｰトエレガント,,出津孝,,,,, 2,  3.2,②②①, 1,12,Ｅデマントイドリバｰ, 60,鮫島良,, 71,   4,*  5, 2,  4.8,⑤④③, 1,12,Ｅパｰプルファルコン, 69,長谷川,, 79,  -2,* 22, 6, 11.5,⑦⑤⑤
 2,12,Ａマルブツフラッシュ, 64,石橋守, 0.1, 60,* -8,*  6, 1,  1.8,③③②, 2,10, パルティアシチｰ,,北村浩, 0.1,,,, 1,  2.2,④③②, 2, 9,Ｄウインルｰセント, 61,吉田稔, 0.0, 73,*  6,*  2, 6, 20.9,②②①, 2, 9,Ｂテンシノゴｰルド, 75,小牧太, 0.0, 87,  -2,* 27, 1,  3.0,⑧⑦⑦
 3, 4,Ｃナムラヘンリｰ, 53,小林徹, 0.1, 58,* -7,   4, 4, 10.3,①①①, 3, 8, メイショウアカシ,,植野貴, 0.3,,,, 3,  6.8,④③③, 3,11,Ａロリンザｰユｰザｰ, 79,秋山真, 0.5, 69,*  6,  -3, 1,  1.8,④③②, 3, 8,Ｉビｰオブザバン, 68,鮫島良, 0.1, 69,*  1,  13, 2,  5.0,②②①
 4, 6,Ｅアグネスソリッド, 49,幸英明, 0.5, 56,  -9,   5, 3,  7.3,⑤⑦⑦, 4, 7, ハッピｰトゥモロｰ,,小坂忠, 2.0,,,, 5, 22.6,⑧⑥⑥, 4, 2,Ｉステラパラダイス, 53,田中学, 1.2, 61,   0,   1, 8, 41.2,⑫⑪⑩, 4,10,Ｃアグネスヨジゲン, 71,和田竜, 0.1, 72,*  0,  16, 3,  7.3,④③②
 5, 1,Ｉマイネルキナ, 41,長谷川, 1.1, 53, -12,   5, 9, 48.9,⑪⑫⑪, 5, 5, シュフルｰル,,金子光, 2.0,,,, 8, 46.9,①①④, 5, 4,Ｋゴｰルデンエビス, 49,小牧太, 1.2, 61,   1,   0,10, 60.6,⑦⑦⑦, 5, 5,Ｍコスモプラチナ, 58,藤岡康, 0.2, 69,* -1,  14,11, 35.5,③③②
 6, 8,Ｂロｰドオブザスタｰ, 59,吉田稔, 1.2, 45,* -7,  -6, 2,  5.3,②②②, 6, 9, テイエムリキサン,,西谷誠, 3.5,,,, 4,  7.3,③⑤⑤, 6, 3,Ｂコメンテｰタｰ, 62,柴山雄, 1.5, 59,   2,  -5, 7, 22.8,⑨⑦⑦, 6, 2,Ｇストロングドン, 68,小原義, 0.3, 76,  -6,* 22,12, 73.4,⑬⑩⑩
 7,11,Ｇグランドバイオ, 42,和田竜, 1.3, 47, -11,   0,11, 96.3,⑪⑩⑨, 7, 6, プロスパｰドン,,浜野谷, 3.9,,,,10, 74.1,⑥⑥⑥, 7, 8,Ｆスマｰトトリック, 59,藤岡康, 2.2, 51,  -1, -11,11, 75.2,⑨⑩⑦, 7,11,Ｆニシノカエデマル, 69,幸英明, 0.9, 57,  -2,   6, 5, 10.3,⑤⑤⑤
 8, 9, ビコｰルミエｰル,---,田中学, 1.4, 44,  -9,  -5, 7, 24.4,⑤⑤⑤, 8,11, マルノウエスタン,,南井大, 4.1,,,, 6, 22.8,⑪⑪⑩, 8, 6,Ｃサバスデイ, 62,幸英明, 2.3, 53,   3, -14, 3,  6.0,⑤⑥⑤, 8, 1,Ａコスモアブソルｰト, 79,秋山真, 0.9, 70,  -6,  19, 8, 16.7,⑪⑩⑭
