07年 7月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月22日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,佐渡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｈライセンシｰ, 34,吉田豊,, 59,*-11,*  8, 4, 11.4, ②②, 1,15,Ａフランシｰル, 62,吉田隼,, 67,* -4,* 10, 3,  4.9, ③③, 1,15,Ｄライカｰト, 64,大野拓,, 63,*  3,   2, 5, 10.7, ③③, 1, 5,Ｃコスモプラチナ, 72,中舘英,, 62,*  2,  11, 3,  5.7,①①①
 2,12,Ｆスマｰトギャング, 36,小牧太, 0.1, 53,* -9,   4, 6, 37.0, ①①, 2,14,Ｈデュヌラルテ, 46,柴田善, 0.0, 73, -12,* 18, 1,  3.1, ⑨⑦, 2, 5,Ｆユウアイラ, 63,吉田稔, 0.0, 63,*  7,   0, 2,  4.7, ②②, 2,11,Ｆシグナリオ, 69,後藤浩, 0.7, 73,  -9,* 28, 2,  2.9,③③②
 3, 5,Ｃウィンドチャイム, 48,石神深, 0.8, 42, -14,  -1, 5, 30.1, ④③, 3,16,Ｉテンジンチカラ, 45,大野拓, 0.4, 58, -10,*  8,10, 52.0, ⑥⑥, 3,12,Ｋファニｰストｰリｰ, 57,吉田隼, 0.2, 63,  -2,   6, 9, 18.4, ⑤⑤, 3, 6,Ｌショウナンパレス, 60,田中勝, 1.4, 54,  -8,  16, 9, 60.7,②②②
 4, 9,Ｅレディｰファｰスト, 41,吉田稔, 1.1, 41, -21,   4, 3,  5.1, ⑩⑩, 4, 3,Ｂケイビイレタｰ, 57,宮崎北, 0.5, 51,* -6,   0, 4,  9.6, ③④, 4, 8,Ｊプリンセスゴｰルド, 60,蛯名正, 0.4, 64,  -6,*  9,10, 19.7, ⑩⑨, 4, 3,Ｉラムタラプリンス, 63,田辺裕, 1.5, 58, -10,  21, 6, 25.6,④④④
 5, 7,Ａレイクエルフ, 54,田中勝, 1.3, 39, -23,   4, 1,  1.7, ⑫⑪, 5, 8,Ｆトップチョイス, 51,小牧太, 0.6, 52,* -1,  -2, 2,  4.5, ②②, 5, 6,Ｂラオムフェｰレ, 68,田中博, 0.4, 58,  -3,   3, 3,  5.8, ⑤⑤, 5,10,Ｋシンボリデビル, 61,北村宏, 1.7, 54, -10,  18,11, 72.4,⑤④④
 6,10,Ｄタキシｰドジャズ, 41,安藤光, 1.4, 33, -16,  -7, 7, 43.7, ⑥⑨, 6, 1,Ｇフラッシュダンス, 47,北村宏, 0.7, 53,  -9,   4, 9, 19.4, ⑥⑦, 6, 1,Ｃシルクプラチナム, 66,的場勇, 0.4, 55,*  6,  -5, 6, 11.8, ①①, 6, 7,Ａテンシノゴｰルド, 88,小牧太, 1.7, 69, -14,* 28, 1,  2.8,⑥⑥⑥
 7, 2,Ｂマイネルブリス, 49,柴田善, 1.4, 33, -16,  -7, 2,  4.1, ⑥⑦, 7, 6,Ｊアポロブッダ, 42,後藤浩, 0.7, 52,  -6,   1, 5, 12.1, ③④, 7,10, マルヨモモコ,---,村田一, 0.5, 65, -11,* 12,12, 38.1, ⑫⑫, 7, 8,Ｂシルクダッシュ, 76,吉田隼, 1.8, 74, -15,* 31, 4,  7.3,⑧⑧⑧
 8, 3,Ｉエフテママサンデｰ, 30,田辺裕, 1.4, 33, -16,  -7, 9, 80.7, ⑥⑥, 8, 2,Ｄフロｰリスト, 54,蛯名正, 0.8, 54, -15,*  8, 7, 15.4, ⑫⑭, 8, 9,Ａサンマルチｰフ, 69,小牧太, 0.5, 61,  -6,   7, 4,  9.4, ⑨⑨, 8, 1,Ｄマキバスマイル, 72,蛯名正, 2.3, 58, -15,  24, 5, 10.5,⑧⑧⑧
 9, 1,Ｇスガノブレｰヴ, 35,武士沢, 1.4, 34,*-11, -13,10,157.4, ②③, 9,11,Ｃグロリアスソｰド, 55,田辺裕, 1.3, 42, -12,  -2, 6, 12.3, ⑨⑩, 9,13,Ｅクレバｰジェフリｰ, 64,丹内祐, 0.9, 57,  -9,   6, 1,  3.8, ⑪⑪, 9, 2,Ｊアグネスパウエル, 62,大野拓, 2.4, 49, -14,  18,10, 65.9,⑥⑥⑥
