07年 9月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 9月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,浦安特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａジェイラッカｰ, 56,安藤光,, 69,*  4,*  1, 1,  1.3, ①①, 1, 7, サムライジョｰイ,,山本康,,,,, 5, 18.9,②①①, 1, 9,Ｉシルキｰキュｰト, 54,武士沢,, 69,   1,   7, 9, 31.1, ⑦⑥, 1,11,Ｄヤマノルドルフ, 71,松岡正,, 83,*  3,* 16, 2,  5.0, ②②
 2, 5,Ｅチャｰムキャップ, 33,小野次, 0.3, 63,   1,*  1, 6, 37.9, ③③, 2, 3, グロｰリｰジョン,,水出大, 0.9,,,, 4,  9.6,⑤⑤②, 2, 4,Ｂピｰチドラフト, 65,木幡初, 0.2, 64,*  5,   1, 2,  3.4, ①①, 2,14,Ｈリンリンリン, 64,横山典, 0.1, 80,*  3,* 15, 4,  8.0, ②②
 3, 2,Ｄアリｰジェンス, 36,後藤浩, 0.6, 60,   1,  -2, 4, 14.2, ③④, 3,12, エプソムフォルテ,,石神深, 1.1,,,,12, 66.7,⑧⑦⑤, 3,11,Ｈガｰルズポップ, 55,石橋脩, 0.6, 67, -12,* 13, 7, 14.4, ⑬⑩, 3,12,Ｃハナパック, 71,後藤浩, 0.5, 73,*  7,   8, 6, 14.4, ①①
 4, 6,Ｈロｰレルウェンス, 20,中舘英, 1.7, 51,*  3, -14, 2,  5.6, ②②, 4, 6, オンワｰドワンダｰ,,沢昭典, 1.5,,,, 3,  4.9,⑤⑤③, 4, 2,Ｋスキャットナンバｰ, 50,高山太, 0.9, 59,  -8,   6,16,201.1, ⑨⑨, 4, 7,Ｉジェイケイボストン, 63,北村宏, 0.8, 71,   1,  10, 5, 11.9, ④④
 5, 8,Ｆヴァンリュミエｰル, 33,郷原洋, 1.8, 48,   1, -13, 5, 33.4, ③⑥, 5, 5, マイネルプログレス,,宗像徹, 1.9,,,, 8, 35.2,⑩⑨⑧, 5,15,Ｎヨイチトレジャｰ, 44,田中勝, 1.1, 57,  -9,   5,12, 85.6, ⑩⑩, 5, 3,Ｊトワイニングイモン, 63,二本柳, 1.0, 72,  -5,  14,12, 81.5, ⑪⑥
 6, 1,Ｂスマｰトマインド, 49,木幡初, 2.5, 42,   2, -21, 3, 10.3, ③④, 6, 4, タケデンノネガイ,,柴田大, 2.0,,,, 9, 35.6,⑨⑧⑦, 6,13,Ｃヒカリマｰガレット, 62,後藤浩, 1.1, 53,   2,  -5, 3,  7.9, ②②, 6, 2,Ｐハギノセレクション, 48,中舘英, 1.2, 70,  -9,* 16,16,225.8, ⑬⑫
 7, 3,Ｇカシノジュリア, 30,田中博, 2.8, 35, -12, -13, 9, 91.2, ⑧⑦, 7,14, ミツバシｰケンス,,穂苅寿, 2.2,,,, 2,  4.4,③③③, 7, 8,Ｄカサデアンジェラ, 60,松岡正, 1.2, 53,*  3,  -6, 1,  2.9, ②②, 7, 6,Ｇサキノリュウオｰ, 67,蛯名正, 1.4, 67, -11,* 15, 9, 24.4, ⑬⑭
 8, 9,Ｉセンゴクカイドウ,-20,高山太, 4.2,-21, -31,  -7, 8, 65.3, ⑩⑩, 8,11, シャコｰバニラ,,浜野谷, 2.5,,,,10, 45.1,③③⑥, 8,14,Ｇジパングエンジェル, 56,横山典, 1.2, 58, -14,*  9, 4, 11.2, ⑮⑯, 8,13,Ｂポライトストｰン, 72,吉田豊, 1.5, 61,  -1,   5, 3,  6.4, ⑤⑤
 9, 7,Ｃロスアンゼルス, 39,二本柳, 4.4, 20,  -2, -36, 7, 46.3, ⑦⑦, 9,10, テイエムマｰチ,,柴田未, 4.0,,,, 7, 34.7,⑪⑪⑨, 9, 1,Ｌワンダフルライフ, 47,千葉直, 1.3, 52, -10,   2,13,135.8, ⑩⑩, 9,16,Ｅトｰセンラヴ, 70,田中博, 1.7, 60,  -4,   6, 8, 23.3, ⑨⑩
10,10,Ｊラムタラボス,-37,丹内祐, 4.7, 16, -12, -30,10,235.3, ⑧⑨,10, 2, フリｰダムブラウン,,横山義, 5.3,,,, 6, 26.2,⑤⑩⑩,10,12,Ｊトゥインクルタイム, 52,中舘英, 1.5, 49,   2,  -9, 6, 12.1, ②②,10,15,Ａワンダフルドｰラ, 74,吉田隼, 2.0, 55,  -3,   2, 1,  2.5, ⑧⑧
,,,,,,,,,,,,11, 8, ナムラゼウス,,矢原洋, 5.6,,,,13,157.2,⑪⑫⑪,11, 7,Ａヤマニンジャルダン, 67,二本柳, 1.6, 49,*  3, -10, 5, 11.3, ②②,11, 1,Ｍプリンコックス, 61,村田一, 2.1, 54,  -1,   0,10, 29.4, ⑤⑥
