07年11月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.7,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八瀬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂマｰブルファイブ, 54,渡辺薫,, 55, -11,*  4, 3,  4.5, ④③, 1, 3, オｰガストバイオ,,田中剛,,,,, 1,  1.6,①①①, 1, 4,Ｂハｰドリレｰ, 71,浜中俊,, 76,  -2,* 12, 3,  6.0, ⑦⑥, 1, 5,Ｃダイシンハｰバｰ, 79,安藤勝,, 82,   4,* 23, 3,  5.6,⑦⑥⑥
 2, 7,Ｃドラゴンホｰラｰ, 53,小牧太, 0.2, 49,* -8,  -2, 1,  1.8, ②②, 2,10, エリモマキシム,,西谷誠, 0.6,,,, 2,  3.3,⑤②②, 2, 7,Ｋバトルサクヤビメ, 59,藤岡佑, 0.3, 76,  -5,* 14,10, 22.2, ⑫⑨, 2, 4,Ａダブルティンパニｰ, 88,岩田康, 0.1, 81,   5,  18, 2,  3.0,⑥⑥⑥
 3, 5,Ｇファンドリハンタｰ, 39,和田竜, 0.3, 47,* -6,  -5, 7, 43.0, ①①, 3,11, ニホンピロザプラウ,,南井大, 2.5,,,, 4, 15.3,⑧⑦⑦, 3, 5,Ｎアドミラルサンド, 54,植野貴, 0.5, 67,*  6,   2,16,270.4, ②②, 3, 9,Ｂミヤビランベリ, 82,武豊  , 0.1, 80,   8,   9, 1,  2.0,③③③
 4, 2,Ｅシゲルエスペレ, 45,中村将, 0.5, 53, -19,*  7, 6, 24.4, ⑨⑧, 4, 1, テイエムニンジャ,,菊地昇, 2.5,,,, 5, 24.6,⑧⑥⑥, 4, 8,Ａフォレストジャガｰ, 78,田中健, 0.5, 64,*  5,  -1, 4,  6.9, ①①, 4, 8,Ｄデンコウミサイル, 77,池添謙, 0.3, 79,   4,* 20, 6, 20.4,⑦⑧⑧
 5, 3,Ａフィｰルドパシオン, 54,酒井学, 0.8, 46, -15,   1, 2,  3.6, ⑦⑥, 5, 2, ドリｰムゲッタｰ,,植野貴, 3.3,,,,11, 92.6,②③③, 5, 1,Ｈホットフレイバｰ, 67,田村太, 0.7, 66,  -4,   7, 9, 19.6, ⑨⑥, 5, 6,Ｅマイネルアンサｰ, 74,和田竜, 0.8, 73,   1,  18, 5, 19.4,⑩⑩⑩
 6, 4,Ｄトムウィンズ, 48,岩崎祐, 1.1, 40, -10,  -8, 4, 16.3, ④⑤, 6, 7, ヒミノホシ,,高野容, 3.5,,,,14,176.8,②⑤⑤, 6, 3,Ｐスナｰクトモクン, 40,長谷川, 0.8, 68,  -5,   9,11, 54.7, ⑪⑨, 6,10,Ｆマイネルアンセム, 67,川田将, 1.6, 64,   6, -10, 8, 56.4,④④④
 7,11,Ｊリュウセイペガサス, 27,秋山真, 1.2, 39,  -9, -11, 8,123.9, ③③, 7, 6, シゲルダンプウ,,林満明, 3.8,,,, 8, 49.7,④④④, 7, 6,Ｆオメガロンド, 68,川田将, 1.2, 58,*  5,  -4, 2,  4.2, ②②, 7, 1,Ｈテンザンコノハナ, 65,角田晃, 1.6, 62,* 11, -26, 7, 23.7,①①①
 8, 1,Ｈスリｰマｰチャン, 32,藤岡康, 1.5, 38, -22,  -1, 9,174.9, ⑩⑩, 8, 8, ヤマカツマドンナ,,高田潤, 4.3,,,, 9, 70.3,⑥⑦⑦, 8,14,Ｅエイシンイッテン, 68,藤岡康, 1.2, 60,  -9,   7, 7, 16.3, ⑭⑬, 8, 3,Ｊアキノレッドスタｰ, 63,四位洋, 1.7, 63,   6, -10, 9, 71.4,④④④
 9, 9,Ｆシゲルエルピス, 42,鮫島良, 1.7, 35, -13, -11, 5, 22.0, ⑥⑥, 9,14, トットンメ,,北沢伸, 4.7,,,, 6, 36.7,⑫⑩⑩, 9,11,Ｊワイルドバニヤン, 59,ルメｰ, 1.3, 58,  -1,   0,12, 81.6, ⑦⑨, 9, 7,Ｇラッキｰリップス, 67,藤岡佑, 1.9, 61,* 10, -27, 4, 17.5,②②②
10, 6,Ｉデンコウラウロ, 29,石橋守, 2.3, 30, -21,  -7,11,288.9, ⑩⑩,10,13, メジロビアンカ,,高野和, 5.8,,,,13,168.5,⑩⑨⑨,10, 2,Ｄヒシインペリアル, 69,石橋守, 1.5, 55,   3,  -5, 5, 11.2, ④④,10, 2,Ｉワイアットアｰプ, 65,長谷川, 2.4, 57,   3, -10,10,193.7,⑨⑧⑨
11,10,Ｋイサミチェリｰ,-14,田中健, 2.3, 30, -17, -14,10,217.9, ⑦⑧,11,12, ビッグタイガｰ,,黒岩悠, 6.1,,,,12,105.6,⑫⑫⑬,11,13,Ｃコクシムソウ, 69,岩田康, 1.5, 56,  -4,   1, 1,  3.5, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,12, 4, デポジットブック,,金折知, 7.7,,,, 3, 11.6,⑦⑩⑪,12,15,Ｍテイエムヨカドｰ, 57,酒井学, 1.5, 58,  -8,   5,13,115.6, ⑭⑬,,,,,,,,,,,,
