07年 3月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月11日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.3,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,,■10R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱｸｱﾏﾘﾝS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃアルコイリス, 51,吉田隼,, 53,*  3, -12, 2,  4.5, ②②, 1, 9,Ａアドマイヤワｰルド, 52,田中勝,, 53,* -7,   0, 1,  1.2,①①①, 1,14,Ｇリキサンファイタｰ, 57,蛯名正,, 68,   4,*  5, 5, 13.6, ⑥⑤, 1, 4,Ｆサイレントプライド, 78,後藤浩,, 88,  23,*  5, 4,  7.1,⑤⑦⑧
 2,15,Ａスマｰトチャンス, 64,吉田豊, 0.1, 49,   0,*-10, 1,  1.8, ④④, 2, 5,Ｂマケテタマルカ, 49,松岡正, 0.3, 58, -11,*  5, 2,  8.5,⑮⑪⑦, 2, 3,Ａケイアイスパイダｰ, 71,北村宏, 0.2, 71,* 11,  -3, 3,  4.7, ①①, 2,11,Ｃゼットフラッシュ, 79,安藤光, 0.1, 88,  26,  -2, 3,  6.2,②④③
 3, 3,Ｂプリティコニｰ, 54,江田照, 0.9, 41,   0, -18, 3,  5.2, ④④, 3, 8,Ｃサンライトフェロｰ, 46,津村明, 0.4, 58, -13,*  7, 7, 36.6,⑫⑬⑩, 3,15,Ｆオカｰルノキセキ, 59,小林淳, 0.5, 64,   6,  -2, 6, 27.9, ④④, 3,15,Ｂカタナ, 82,柴山雄, 0.2, 86,  25,  -3, 7, 22.0,⑦④⑤
 4, 5,Ｅトミヨシプリンセス, 49,勝浦正, 1.0, 43,*  3, -22, 4, 12.9, ①①, 4, 2,Ｄアロハオエ, 44,後藤浩, 0.7, 47,* -8,  -4, 3, 10.3,②⑥②, 4,13,Ｄミキノモナコ, 64,西田雄, 0.7, 65,* 10,  -7, 4,  9.1, ②②, 3, 3,Ｅサンキンバスタｰ, 78,武士沢, 0.2, 85,  23,*  0, 9, 25.7,⑨⑦⑤
 5, 9,Ｍベルモントバンビ, 25,武士沢, 1.1, 36,  -8, -13,15,323.5, ⑨⑩, 5,14,Ｆマイセンシチｰ, 42,柴山雄, 1.1, 45, -12,  -2, 8, 42.8,⑪⑪⑩, 5, 8,Ｊコアレスピュｰマ, 54,松岡正, 0.7, 65,* 10,  -7, 8, 31.9, ②②, 5, 5,Ｋピサノパテック, 75,横山典, 0.6, 79,  21,  -3, 1,  2.9,⑬⑫⑪
 6,11,Ｋプレミアナゲット, 27,丸田恭, 1.2, 36, -16,* -9,12,205.8, ⑮⑭, 6,12,Ｇトップオブボス, 41,今野忠, 1.2, 40,* -8, -10, 5, 28.8,②②②, 6,16,Ｋラブストラック, 51,木幡初, 0.9, 56,  -2,   2,10, 58.9, ⑫⑨, 6, 6,Ｄモエレソｰブラッズ, 78,吉永護, 0.6, 84,* 30, -16,13, 62.5,①①①
 7,14,Ｊリワｰドマナキン, 29,後藤浩, 1.2, 35,  -7, -15, 9, 62.7, ⑨⑦, 7,10,Ｏヤマビコ, 24,勝浦正, 1.3, 39,* -8, -11, 9,136.6,②②④, 7, 5,Ｉラオムフェｰレ, 56,勝浦正, 1.1, 55,   2,  -4, 7, 30.4, ⑩⑨, 7,13,Ｈオリエントチャｰム, 77,松岡正, 0.7, 77,  19,*  0, 8, 23.5,⑬⑬⑪
 8, 6,Ｈメイキングザヘヴン, 44,松岡正, 1.3, 36,  -3, -20, 6, 31.1, ⑦⑦, 8, 1,Ｍテンジンカズトヨ, 30,江田照, 1.4, 40, -10,  -7,10,211.1,⑨⑧⑧, 8,11,Ｎヤマノトレジャｰ, 45,郷原洋, 1.2, 53,  -8,*  4,14,279.3, ⑮⑮, 8,12,Ｉセイングレンド, 76,勝浦正, 1.0, 75,  22, -10,10, 26.2,⑪⑦⑧
 9,16,Ｆムｰビングアウト, 46,田中勝, 1.5, 34, -11, -14, 8, 42.1, ⑪⑪, 9, 4,Ｅブルｰメンリッタｰ, 43,吉田豊, 1.7, 37, -11,  -9, 6, 31.5,⑩⑨⑩, 9, 2,Ｅウィンエｰス, 60,佐藤聖, 1.2, 53,   3,  -8,12,243.4, ⑥⑧, 9,14,Ａヨイチサウス, 83,江田照, 1.0, 77,* 27, -19, 2,  4.8,②②②
10,13,Ｉマイクｰル, 32,津村明, 1.8, 32,   0, -27,14,288.7, ④④,10,13,Ｌミンナナカヨシ, 31,小林淳, 2.3, 37,* -8, -21,12,340.9,②②④,10,12,Ｏキｰプザチェンジ, 41,小野次, 1.2, 53,  -7,*  3,16,361.4, ⑬⑬,10, 1,Ｏシｰクレットコｰド, 68,西田雄, 1.2, 72,  14,*  2,14, 97.8,⑯⑯⑮
11, 8,Ｄスノｰショコラ, 49,塚田祥, 1.8, 33,*  1, -29, 5, 16.6, ③③,11, 3,Ｋコｰルトゥアｰミｰ, 32,北村宏, 2.4, 34, -16,  -6,15,479.8,⑬⑭⑮,11, 7,Ｂシベリアンクラシカ, 71,田中勝, 1.2, 56,   5,  -8, 2,  4.5, ⑥⑥,11, 9,Ｊシベリアンメドウ, 76,小野次, 1.3, 70,  17,  -6,12, 51.5,⑬⑭⑭
12, 1,Ｇマルダイロマン, 45,今野忠, 2.0, 28,  -5, -25, 7, 32.9, ⑧⑦,12, 7,Ｎシルクオスカｰ, 24,塚田祥, 2.8, 30, -17,  -9,11,337.7,⑭⑮⑭,12,10,Ｃアポロダヴィンチ, 68,吉田隼, 1.4, 54,   4,  -9, 1,  2.1, ⑥⑨,12, 7,Ｌマルブツシルヴァｰ, 74,中舘英, 1.3, 72,  23, -16, 6, 17.5,⑩⑦⑤
13, 4,Ｌノアウインザｰ, 26,郷原洋, 2.1, 29, -11, -20,11,186.8, ⑪⑬,13,11,Ｉマイネルティｰダ, 36,吉田隼, 3.3, 22,* -8, -30, 4, 22.3,②②④,13, 9,Ｌセントラルボｰイ, 50,江田照, 1.6, 49,  -7,  -1,13,264.4, ⑬⑭,13,10,Ｎアンブロワｰズ, 69,小林淳, 1.3, 73,  26, -20,11, 29.0,⑦④⑧
14,10,Ｎネクストペｰジ, 21,佐藤聖, 2.3, 26, -14, -22,16,679.4, ⑭⑭,14, 6,Ｈラストカリズマ, 37,石神深, 3.5, 19,  -9, -30,13,342.0,⑦⑦⑧,14, 1, セントシャドｰ,---,今野忠, 1.8, 48,   2, -11,11, 94.8, ⑩⑨,14, 8,Ｍアルシャトル, 70,今野忠, 1.7, 67,  23, -22,16,212.3,⑤⑦⑪
