07年 3月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■10R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,
11, 1,Ｆブロｰトジョウ, 42,小野次, 1.0, 42, -12,  -4, 9, 60.7, ⑮⑮,11, 1, テイエムマｰチ,,高野和, 2.4,,,, 9, 52.2,⑧⑨⑩,,,,,,,,,,,,,11, 6,Ｇマイネシャｰナ, 70,小林淳, 0.9, 68, -10,  22,10,141.9,⑬⑪⑪
12, 8,Ｌマリリンショット, 30,千葉直, 1.1, 38, -10,  -9,15,517.9, ⑬⑫,12, 2, ゴｰルドリｰズン,,田中剛, 6.1,,,, 5,  9.4,⑪⑫⑫,,,,,,,,,,,,,12, 1,Ｉフジマサチャンプ, 68,吉田隼, 1.0, 65, -10,  21,12,165.1,⑪⑪⑪
13, 3,Ｎジｰントウショウ, 24,武士沢, 2.1, 32,  -8, -18,14,356.1, ⑩⑨,13, 6, ゼウス,,伊藤直, 7.2,,,,12,174.3,⑬⑬⑬,,,,,,,,,,,,,13, 3,Ｅワイルドシングス, 74,柴山雄, 1.3, 54,  -5,   7, 8, 36.9,⑦⑥⑧
14, 2,Ｉシルクオニキス, 40,内田博, 2.8, 30,*  1, -33, 7, 25.0, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｐオンワｰドドｰタｰ,-18,郷原洋, 3.2, 22,  -8, -29,12,316.5, ⑩⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,Ｏナナケｰ,-14,土谷智, 3.8, 17,  -9, -34,16,573.9, ⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,120円 複勝:09=380円 06=170円 04=200円 枠連:1,500円",,,,,,,,,,,,"単勝:8,650円 複勝:13=1,230円 04=4,390円 05=160円 枠連:27,880円",,,,,,,,,,,,単勝:180円 複勝:09=100円 03=140円 05=170円 枠連:350円,,,,,,,,,,,,単勝:370円 複勝:11=160円 12=240円 08=140円 枠連:440円,,,,,,,,,,,
"馬連:2,520円 ワイド:06-09=780円 04-09=890円 04-06=410円",,,,,,,,,,,,"馬連:351,340円 ワイド:04-13=91,700円 05-13=3,120円 04-05=9,410円",,,,,,,,,,,,馬連:350円 ワイド:03-09=190円 05-09=260円 03-05=560円,,,,,,,,,,,,"馬連:2,090円 ワイド:11-12=660円 08-11=280円 08-12=500円",,,,,,,,,,,
"馬単:5,770円 3連複:4,340円",,,,,,,,,,,,"馬単:586,640円 3連複:364,400円",,,,,,,,,,,,馬単:510円 3連複:840円,,,,,,,,,,,,"馬単:3,440円 3連複:1,670円 3連単:13,450円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.4,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 8R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞｵｰｼｬﾝS ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａセントラルカフェ, 53,小島太,, 58,* -6,*  2, 1,  1.6,②②②, 1, 2,Ｄフェニコｰン, 53,田中勝,, 63,*  1,* -1, 1,  3.0,①①①, 1, 8,Ｈシルクエレメント, 62,吉田隼,, 68,   5,   5, 7, 22.1, ④④, 1, 3,Ａアイルラヴァゲイン, 91,松岡正,, 84,   5,* 17, 1,  3.5, ③③
 2, 5,Ｂサンアスレチック, 48,吉田隼, 0.1, 59,* -4,   2, 3,  6.0,①①①, 2, 6,Ａマイネルファヴｰル, 58,柴山雄, 0.1, 62,  -2,*  7, 2,  4.9,⑧⑦⑥, 2, 1,Ａソロタｰン, 74,横山典, 0.1, 64,* 13,  -3, 1,  2.2, ①①, 2,12,Ｄサチノスイｰティｰ, 86,吉田隼, 0.1, 84,   6,  16,10, 25.5, ③③
 3,11,Ｄヤマタケフレッシュ, 46,武士沢, 0.7, 54,  -6,   0, 4, 14.0,⑥⑤⑤, 3, 5,Ｃオメガグッドラック, 53,蛯名正, 0.8, 54,  -4,* -1, 5,  7.0,⑪⑨⑥, 3,10,Ｇリンクスクイン, 63,北村宏, 0.2, 71,  -8,* 15, 5,  9.6, ⑫⑫, 3,15,Ｋシルヴァｰゼット, 81,津村明, 0.1, 79,* 10,  11,11, 47.9, ①①
 4, 3,Ｍゲンパチタキオン,-33,蛯名正, 0.9, 59, -10,*  7, 5, 15.3,⑨⑨⑨, 4,10,Ｅラテ, 51,小林淳, 1.2, 50,* -1, -15, 9, 50.4,④④③, 4, 5,Ｋエイワナギ, 58,松岡正, 0.4, 68,  -6,  12, 3,  6.4, ⑩⑩, 4, 7,Ｇスピニングノアｰル, 85,蛯名正, 0.4, 79,  -3,* 18, 3,  5.0, ⑩⑧
 5, 8,Ｋマイルハイシティｰ, 22,大野拓, 1.4, 44,* -5, -10, 8,103.1,④②③, 5, 1,Ｊクリノムｰヴオペラ, 44,川田将, 1.3, 50,  -4,  -7,12,148.1,⑬⑬⑨, 5,11,Ｆホトダｰ, 64,塚田祥, 0.4, 63,   0,   5, 9, 26.4, ⑧⑧, 5,14,Ｎリキアイタイカン, 77,勝浦正, 0.5, 80,  -5,* 21,13,138.7, ⑭⑭
 6, 9,Ｃナカヤマトップガン, 47,木幡初, 1.4, 45,* -4,  -9, 2,  4.4,⑤②④, 6, 7,Ｋダイワゴｰレム, 43,内田博, 1.5, 47,  -7,* -1, 6, 16.8,⑯⑯⑬, 6, 4, ビッグマウス,---,小野次, 0.4, 67,  -4,  10,12,130.0, ⑨⑨, 6, 8,Ｅニシノコンサフォス, 85,和田竜, 0.6, 71,   2,  11, 8, 20.0, ⑤⑤
 7, 6,Ｈバトルフィｰスト, 34,千葉直, 2.0, 43, -13,  -2,13,523.4,⑪⑪⑩, 7,11,Ｇメジロヘレネ, 50,吉田隼, 1.5, 47,  -1, -18, 7, 28.9,④⑤④, 7,14,Ｅリュウセイドラゴン, 67,柴田善, 0.7, 59,   5,  -2, 6, 15.5, ④⑥, 7, 1,Ｆビｰナスライン, 85,秋山真, 0.8, 70,  -2,  13, 4,  9.1, ⑩⑩
 8,12,Ｅレスト, 38,北村宏, 2.1, 45, -12,  -1,11,249.3,⑬⑬⑬, 8, 8,Ｂリヴィエラブルｰ, 56,柴田善, 1.8, 44,  -5, -13, 3,  4.9,⑮⑭⑬, 8, 6,Ｌフロｰレストウブ, 50,左海誠, 1.0, 61, -14,* 13,14,299.5, ⑭⑭, 8, 9,Ｃタマモホットプレイ, 88,渡辺薫, 0.8, 70,  -2,  13, 5, 11.6, ⑩⑪
 9, 4,Ｉシルクカクテル, 32,後藤浩, 2.4, 41, -12,  -4, 9,104.9,⑫⑪⑩, 9, 4,Ｎアタゴヘイロｰ, 33,塚田祥, 1.8, 42,  -5, -14,15,297.8,⑭⑭⑬, 9,15,Ｊスプリングベルン, 59,勝浦正, 1.1, 57,  -6,   5,11,125.1, ⑩⑩, 9, 6,Ｐタイキジリオン, 76,吉田豊, 0.9, 67,  -4,  12,16,261.0, ⑬⑪
10,10,Ｆワタシメダチタイ, 35,田中勝, 2.4, 39,  -8, -12,10,221.6,⑥⑦⑥,10, 9,Ｌシルキｰメイン, 42,小野次, 2.0, 42,  -3, -21,16,355.3,⑨⑨⑨,10, 7,Ｃルルドウォｰタｰ, 70,柴山雄, 1.2, 54,   3,  -4, 4,  9.1, ⑥⑤,10, 5,Ｉシルクトゥルｰパｰ, 83,川田将, 0.9, 70,  -9,* 17, 6, 14.9, ⑯⑭
11, 2,Ｇハンスジャック, 35,郷原洋, 3.0, 37,  -8, -18, 7, 42.3,⑧⑦⑦,11, 3,Ｆウィナｰズカｰド, 50,松岡正, 2.1, 41,*  0, -32, 4,  5.1,②②②,11,12,Ｍトｰアアストラエア, 47,川田将, 1.4, 58, -18,* 13,13,167.6, ⑯⑯,11,10,Ｌコスモフォｰチュン, 80,角田晃, 1.0, 64,   1,   7,12,112.6, ⑧⑧
12,13,Ｊチノハテマデモ, 30,左海誠, 3.3, 34, -11, -14,12,311.7,⑩⑩⑩,12,14,Ｈコスモグラディウス, 46,大野拓, 2.4, 37,  -2, -32, 8, 46.5,④⑤⑥,12, 2,Ｄシルクラズベリｰ, 69,江田照, 1.5, 53,* 12, -15,10, 56.6, ②②,12,13,Ｏネイティヴハｰト, 76,内田博, 1.1, 65,  -5,  11, 7, 17.2, ⑭⑭
13, 1,Ｌクリアｰキセキ, 19,内田博, 5.0, -4,  -7, -38, 6, 20.6,③⑥⑦,13,16,Ｐトｰセンヒヨシマル, 28,勝浦正, 2.7, 36,  -2, -33,14,235.3,⑨⑦⑪,13, 9,Ｂニチリンタカラ, 72,後藤浩, 1.7, 50,   3,  -9, 2,  5.1, ⑥⑦,13,16,Ｍテイエムチュラサン, 78,菊沢隆, 1.2, 59,*  9,  -5,15,150.1, ②②
,,,,,,,,,,,,14,15,Ｉトウキュウフェロｰ, 46,江田照, 2.7, 36,*  0, -41,10,101.8,②②④,14,13,Ｏリネンアピｰル, 33,村田一, 2.5, 42, -12,  -3,16,727.0, ⑬⑬,14, 2,Ｊサイレンスボｰイ, 81,田中勝, 1.7, 52,   4,  -8,14,143.7, ⑤⑤
,,,,,,,,,,,,15,13,Ｍクロスマシェリ, 34,郷原洋, 4.3, 27,  -3, -56,13,217.4,⑪⑨⑬,15,16,Ｉスプリングジュラ, 62,内田博, 2.8, 43,* 11, -27, 8, 26.0, ③③,15,11,Ｂアンバｰジャック, 89,横山典, 1.7, 54,   0,  -2, 2,  3.9, ⑧⑪
,,,,,,,,,,,,16,12,Ｏバブルガムロック, 31,秋山真, 4.4, 26,  -3, -58,11,133.8,④⑨⑪,16, 3,Ｎハクリュウヤマフジ, 37,千葉直, 3.1, 36, -16,  -9,15,515.5, ⑭⑮,16, 4,Ｈコパノフウジン, 84,後藤浩, 1.9, 51,   4, -11, 9, 20.1, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,
単勝:160円 複勝:07=110円 05=150円 11=200円 枠連:390円,,,,,,,,,,,,単勝:300円 複勝:02=140円 06=170円 05=200円 枠連:490円,,,,,,,,,,,,"単勝:2,210円 複勝:08=420円 01=140円 10=230円 枠連:610円",,,,,,,,,,,,"単勝:350円 複勝:03=180円 12=560円 15=1,010円 枠連:530円",,,,,,,,,,,
馬連:400円 ワイド:05-07=200円 07-11=290円 05-11=550円,,,,,,,,,,,,馬連:940円 ワイド:02-06=290円 02-05=470円 05-06=650円,,,,,,,,,,,,"馬連:2,540円 ワイド:01-08=930円 08-10=1,680円 01-10=480円",,,,,,,,,,,,"馬連:4,350円 ワイド:03-12=1,470円 03-15=2,730円 12-15=6,920円",,,,,,,,,,,
馬単:570円 3連複:930円,,,,,,,,,,,,"馬単:1,580円 3連複:2,130円",,,,,,,,,,,,"馬単:8,220円 3連複:5,250円",,,,,,,,,,,,"馬単:6,590円 3連複:45,160円 3連単:195,440円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 6R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■12R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,黄梅賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａダイワルビア, 58,北村宏,, 61,* -2,*  1, 2,  3.2,①①①, 1, 4, リボンノキシ,---,柴田善,, 70,*  0,*  7, 1,  3.1, ①①, 1,10,Ｄシベリアンバｰド, 65,田中勝,, 71,*  0,  11, 5,  9.7,④③③, 1,16,Ａパｰトゥｰアワｰズ, 70,北村宏,, 68,  -6,* 15, 1,  3.2,⑧⑧⑥
 2, 5,Ｂベルグミサイル, 56,内田博, 0.7, 54,  -6,*  3, 1,  2.5,⑫⑧⑦, 2,15, ゴｰルディｰロック,---,田中剛, 0.0, 70,*  0,*  7, 2,  3.3, ②②, 2, 4,Ｈマイネルランペｰジ, 54,川田将, 0.2, 71,  -3,* 14,12,115.6,④⑨⑨, 2,10,Ｂヴェルティｰジュ, 70,村田一, 0.1, 65,  -6,* 13, 6, 15.3,⑫⑧⑥
 3,11,Ｅコアレスナイナｰ, 49,横山典, 1.4, 50,* -3, -10, 3,  4.4,③③③, 3,16, ダイワギブソン,---,北村宏, 0.9, 56,  -6,   2, 9, 55.1, ⑤④, 3,11,Ｅプラテアｰド, 62,北村宏, 0.4, 66,  -3,  11, 3,  4.4,⑨⑨⑩, 3,12,Ｊエイワヴァｰジニア, 51,後藤浩, 0.1, 63,  -5,  10, 8, 21.7,⑥⑥③
 4, 1,Ｆアイビスビッテ, 48,蛯名正, 1.7, 48,  -3, -12, 4,  8.5,⑤④④, 4,10, エプソムアイリス,---,吉田豊, 0.9, 57,* -2,   0, 4,  8.5, ③③, 3, 3,Ｊタカラタロウ, 52,和田竜, 0.4, 60,*  3,   0, 7, 18.2,①①①, 4, 1,Ｎトウショウノｰティ, 24,菊沢隆, 0.3, 55,*  3,  -8, 4, 11.7,①①①
 5, 6,Ｈキングブライト, 42,村田一, 2.1, 43,  -8,  -7, 9, 74.1,⑨⑩⑪, 5,12, ピサノダヴィンチ,---,横山典, 2.1, 52, -27,* 12, 3,  3.7, ⑯⑫, 5, 1,Ｆセンシュアルドレス, 58,横山典, 0.6, 67,  -7,* 13, 1,  3.7,⑫⑫⑬, 5,14,Ｇプリンセスイブ, 61,田中勝, 0.3, 58,  -5,   7,10, 46.6,⑮⑥③
 6, 9,Ｏマイダｰリング, 29,松岡正, 2.2, 42, -10,* -4,10,115.1,⑮⑭⑪, 6,13, ゾルトンワｰジ,---,武士沢, 2.4, 40, -11,  -6,10,124.3, ⑧⑥, 6, 8,Ａモルトグランデ, 72,蛯名正, 0.6, 60,  -2,   4, 2,  4.0,⑥⑤⑥, 6, 4,Ｅシャドウストリｰム, 63,内田博, 0.4, 53,*  1,  -7, 2,  3.6,②②②
 7,10,Ｄリキュウ, 49,大野拓, 2.3, 41,  -6, -15, 5, 16.5,⑥⑥⑥, 7, 5, シアワセノカゼ,---,大庭和, 2.7, 38, -16,  -5,13,147.1, ⑪⑨, 7, 5, ドミナンスデザｰト,---,内田博, 0.9, 63,  -9,* 12,10, 47.4,⑫⑭⑭, 7, 7,Ｈダイワアデオス, 56,柴田善, 0.4, 66,  -9,* 15, 5, 15.1,⑫⑭⑪
 8, 4,Ｃスマｰトクルｰズ, 50,柴山雄, 2.4, 43,* -2, -21, 6, 20.3,②②②, 8, 7, スプリングメテオ,---,内田博, 3.0, 36, -24,   0, 6, 20.2, ⑮⑫, 8,14,Ｌユメノツヅキヲ, 45,村田一, 0.9, 56,  -4,   3, 8, 36.5,⑥⑨⑩, 8, 2,Ｌタニオブゴｰルド, 51,松岡正, 0.5, 52,  -2,  -2,11, 52.4,④④③
 9, 8,Ｋサイレントルドルフ, 36,小林淳, 2.5, 40,  -8, -10,14,433.9,⑬⑪⑩, 9, 9, ヒメアウトランダｰ,---,嘉藤貴, 3.2, 33, -19,  -7,11,139.6, ⑬⑫, 9, 2,Ｋエｰシンパｰティｰ, 51,柴山雄, 0.9, 60,  -7,   9,16,312.1,⑧⑫⑫, 9,15,Ｃカゼノユクエ, 68,小林淳, 0.5, 59,  -8,  10,16,132.0,⑪⑫⑪
10, 2,Ｉイットマストビｰ, 37,塚田祥, 2.6, 38,  -9, -11,15,475.5,⑩⑪⑬,10,14, ナムラフォｰド,---,和田竜, 3.2, 35,  -9, -16, 8, 40.6, ⑦⑨,10,13,Ｉクロスホｰリｰ, 53,郷原洋, 1.0, 53,  -2,  -2,13,138.9,⑮⑤⑥,10, 8,Ｄホｰリｰミスト, 64,横山典, 0.6, 55,  -6,   6, 3,  4.3,⑥⑧⑪
11, 7,Ｇブルｰメンリッタｰ, 47,後藤浩, 3.2, 35, -12,  -9, 7, 37.8,⑯⑯⑮,11, 1, エイトゴｰオン,---,南田雅, 3.4, 32, -16, -12,12,145.9, ⑪⑪,11, 7,Ｃダイワエンパイア, 66,柴田善, 1.1, 52,*  2,  -9, 4,  7.5,②②②,11,13,Ｏコスモスペシャリｰ, 19,川田将, 0.6, 52,  -3,   0, 7, 19.9,④⑤⑨
12,12,Ｌヨシヴァｰティカル, 35,左海誠, 3.3, 36,  -4, -26,13,294.7,④④④,12, 6, ミスタｰレピカド,---,左海誠, 3.5, 34,  -3, -24, 7, 25.7, ④④,12, 9,Ｇライフプラン, 54,小野次, 1.4, 51,  -9,   4,14,205.0,⑫⑭⑭,12, 9,Ｐアタゴキャロット, 13,江田照, 0.7, 54,  -7,   6,13,102.5,⑩⑧⑨
13,13,Ｎトミケントラスト, 33,吉田隼, 3.4, 34, -10, -16,11,134.2,⑬⑬⑭,13, 3, ボストンエンプレス,---,村田一, 4.2, 25, -12, -23,14,150.9, ⑨⑦,13,16,Ｂノｰフォｰクパイン, 69,後藤浩, 1.4, 49,*  0, -11, 6, 10.0,⑨③④,13,11,Ｉキッズエンジェル, 53,勝浦正, 0.8, 60, -11,* 13, 9, 35.2,⑮⑯⑯
14,15,Ｍホマレブロ, 34,田中勝, 4.0, 31,  -6, -28,12,252.4,⑧⑧⑦,14,11, ベルモントハニｰ,---,小林淳, 4.6, 14, -15, -24,16,353.7, ⑩⑫,14,15,Ｍアイアムジュピタｰ, 36,勝浦正, 1.5, 48,  -2,  -9, 9, 37.5,⑨⑤⑥,14, 5,Ｍヒカルミキティ, 49,吉田隼, 1.1, 48,  -8,   3,15,121.3,⑨⑬⑭
15,14,Ｊノボウジｰニョ, 37,小野次, 4.9, 26,  -5, -38, 8, 69.5,⑦⑥⑦,15, 2, スウォｰドギフト,---,江田照, 5.2, -3, -22, -23, 5, 15.8, ⑭⑯,15,12, パワｰドリｰム,---,左海誠, 1.7, 46,  -9,   0,15,272.1,⑯⑭⑭,15, 6,Ｋムｰヴスタｰ, 51,大野拓, 1.7, 40, -11,  -4,14,112.4,⑫⑭⑭
16,16,Ｐヤマニンフォルテ, 23,江田照, 5.3, 25, -11, -32,16,550.6,⑩⑮⑮,16, 8, グリット,---,塚田祥, 5.4,-35,  -5, -42,15,228.4, ⑤⑦,16, 6,Ｎゴｰルドエンジェル, 27,江田照, 1.8, 47,  -2, -14,11, 70.4,③⑤④,16, 3,Ｆブライティアベスト, 61,小野次, 2.3, 10,* -1, -33,12, 67.5,③③⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
