07年 1月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■10R  芝2500m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,
 9,14,Ｎカシマミキティ, 34,二本柳, 2.6, 44,   4, -21,14, 82.0, ④④, 9, 4, エプソムフォルテ,,鈴木慶, 4.6,,,,13,137.8,⑪⑨⑧, 9,11,Ｆヒカルアルタイル, 68,後藤浩, 1.2, 60,   8, -10, 1,  3.5,⑦⑤⑦, 9, 8,Ｅチョウカイフライト, 78,中舘英, 2.4, 69,  14, -13, 8, 41.4,⑩⑨⑩
10, 8,Ｐグレｰトマｰブル, 28,柴山雄, 3.1, 36,   0, -22,10, 43.0, ⑦⑨,10,13, ブルｰノｰザｰ,,平沢健, 4.8,,,, 8, 20.6,⑥⑧⑧,10, 5,Ｃスルｰレｰト, 70,吉田豊, 1.3, 59,   7, -10, 3,  4.6,⑤⑦④,10, 7,Ｊコスモテナシャス, 74,松岡正, 2.6, 68,* 19, -34,11, 81.3,②②③
11,10,Ｆクインズプライド, 45,武士沢, 3.1, 36,  -8, -15,11, 54.0, ⑬⑬,11, 9, ナムラゼウス,,矢原洋, 4.9,,,, 9, 38.8,⑨⑨⑩,11, 6,Ｄダイワオンディｰヌ, 70,柴田善, 1.8, 56,   9, -19, 5, 14.2,③③④,11, 9,Ｈメジロコルセア, 75,吉田豊, 3.1, 65,* 21, -46, 6, 24.5,①①②
12, 6,Ｊハタノプラウド, 43,小林淳, 3.5, 32,   0, -26, 6, 10.4, ⑦⑦,12,11, ブレイブストｰリｰ,,江田勇, 8.8,,,,14,148.7,⑫⑫⑫,12,12,Ｊサンマルセイコｰ, 64,的場勇, 2.2, 53,* 12, -32,12,164.2,①①①,,,,,,,,,,,,
13, 3,Ｃトｰセンフォルテ, 51,津村明, 4.0, 26,  -2, -30,12, 54.5, ⑩⑧,,,,,,,,,,,,,13,10,Ｍブラストサンデｰ, 39,塚田祥, 3.4, 45,   2, -21,13,431.8,⑬⑬⑬,,,,,,,,,,,,
14,16,Ｅフラワｰシｰン, 47,村田一, 4.1, 28,  -8, -25,15,179.4, ⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Ｋゴｰルドクィｰン, 38,伊藤直, 4.6, 22,  -3, -34,13, 79.8, ⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｇシャイニンガｰル, 45,蛯名正, 5.9, 10,   0, -49, 5,  6.0, ⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,
"単勝:480円 複勝:01=170円 04=160円 05=140円 枠連:1,000円",,,,,,,,,,,,単勝:290円 複勝:06=130円 12=190円 02=220円 枠連:880円,,,,,,,,,,,,"単勝:650円 複勝:02=280円 01=750円 03=430円 枠連:9,470円",,,,,,,,,,,,"単勝:480円 複勝:05=140円 06=140円 03=110円 枠連:1,270円",,,,,,,,,,,
"馬連:1,430円 ワイド:01-04=550円 01-05=380円 04-05=420円",,,,,,,,,,,,馬連:900円 ワイド:06-12=340円 02-06=440円 02-12=790円,,,,,,,,,,,,"馬連:10,220円 ワイド:01-02=3,070円 02-03=1,310円 01-03=3,960円",,,,,,,,,,,,"馬連:1,160円 ワイド:05-06=380円 03-05=220円 03-06=190円",,,,,,,,,,,
"馬単:2,800円 3連複:1,650円",,,,,,,,,,,,"馬単:1,620円 3連複:2,350円",,,,,,,,,,,,"馬単:19,960円 3連複:33,310円",,,,,,,,,,,,"馬単:2,220円 3連複:650円 3連単:5,330円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11.1,,,,,■ 8R  ダ1200m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾆｭｰｲﾔｰS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａスクリｰンヒｰロｰ, 56,木幡初,, 63,* -4,*  5, 2,  3.1,②②②, 1,12,Ｇサラトガティプトン, 36,柴田善,, 64,  11,*-11, 1,  2.7,④③③, 1, 5,Ｅアップルマティｰニ, 69,中舘英,, 77,  14,   4, 2,  4.2, ⑦④, 1,10,Ｃダンスインザモア, 82,蛯名正,, 95,   8,* 27, 3,  5.2,⑬⑪⑪
 2, 9,Ｄベルグミサイル, 51,武士沢, 0.7, 57,  -6,*  2, 1,  2.8,⑦⑧⑤, 2, 1,Ｅフラワｰタキシｰド, 44,勝浦正, 0.3, 64,* 18, -27, 4,  5.2,①①①, 2,11,Ｇキョウエイシンファ, 67,的場勇, 0.4, 74,* 16,  -5,11, 30.1, ②②, 2, 7,Ｇメテオバｰスト, 79,後藤浩, 0.3, 87,  13,  12, 4,  9.2,⑧⑥④
 3,13,Ｃダイレクトパス, 52,横山典, 0.7, 58,  -6,*  4, 3,  4.6,⑧⑨③, 3,10,Ｄリノヴァティオ, 46,後藤浩, 0.8, 52,   4,*-12, 3,  5.1,⑭⑩⑦, 3, 7,Ａリメンバｰドリｰム, 74,水出大, 0.6, 63,   2,*  6, 3,  4.5, ⑭⑬, 3,11,Ｆニシノデュｰ, 79,勝浦正, 0.4, 82,* 16,   2, 7, 19.6,①①①
 4, 5,Ｅドンアドヴァイタ, 46,津村明, 1.1, 53,  -5,  -4, 5, 14.5,⑤④③, 4, 5,Ｉジェイケイバクシン, 31,松岡正, 0.8, 54,* 11, -24, 6, 16.9,②②②, 4,13,Ｉレオフォｰレンス, 67,岩部純, 0.6, 73,* 16,  -4, 8, 24.9, ②②, 4,14,Ｂキングストレイル, 85,北村宏, 0.4, 88,  13,  13, 2,  5.0,⑤⑥⑦
 5,16,Ｂサトクン, 56,蛯名正, 1.5, 50,  -5,  -6, 4,  8.0,⑩④⑤, 5, 7,Ｂカオリマリス, 50,江田照, 0.8, 53,   8, -18, 8, 54.1,⑨⑥⑤, 5, 1,Ｄハニｰハント, 70,大野拓, 0.7, 65,   8,   1, 5, 15.8, ⑪⑪, 5,13,Ｋスタｰイレブン, 76,中舘英, 0.4, 83,* 16,   3, 6, 10.8,③②②
 6, 2,Ｆハギノエントラｰタ, 42,柴山雄, 1.6, 49,  -8,   0, 8, 36.3,⑫⑩⑨, 6,15,Ｆアラビアンスタｰ, 40,柴山雄, 1.0, 50,   7, -20, 9, 89.8,⑧⑥⑤, 6, 6,Ｆカマｰバンド, 69,勝浦正, 0.7, 64,   1,*  8, 6, 17.4, ⑯⑯, 6, 5,Ｌアスクジュビリｰ, 75,横山典, 0.5, 83,  10,  11, 8, 22.9,⑤⑧⑦
 7, 3,Ｎコアレスファントム, 31,江田照, 1.7, 49,* -3, -13, 7, 34.8,①①①, 7, 8,Ｃサクセスサｰマル, 47,北村宏, 1.1, 49,   5, -18, 5, 14.7,⑨⑨⑨, 7,16,Ｍシャイニングムｰン, 63,田辺裕, 0.8, 70,  15,  -5,10, 29.6, ④④, 7,12,Ｉマイネルハｰティｰ, 78,塚田祥, 0.6, 85,   5,* 19,12, 42.2,⑭⑫⑫
 8,14,Ｈマルチヒット, 40,田辺裕, 1.8, 48,  -5,  -9,12,175.6,⑤④⑧, 8, 2,Ｈコウメイグリｰン, 32,蛯名正, 1.5, 45,   1, -18, 7, 20.2,⑪⑫⑪, 8,10,Ｈブライティアミラ, 67,田中勝, 0.8, 74,* 18,  -8, 4,  8.1, ①①, 8, 3,Ｄトｰルハンマｰ, 81,木幡初, 0.6, 82,  13,   5,13, 42.6,③④④
 9,10,Ｍプラチナムドラゴン, 32,勝浦正, 3.1, 39,* -4, -23,11,133.6,③③⑤, 9, 6,Ａトｰセンサンクス, 53,田中博, 1.7, 39,   8, -37, 2,  4.0,④③④, 9,12,Ｂファインビンテｰジ, 73,蛯名正, 0.9, 64,   8,   1, 1,  3.8, ⑪⑪, 9, 4,Ａマヤノグレイシｰ, 87,松岡正, 0.6, 84,  10,  12, 1,  3.6,⑧⑧⑦
10,11,Ｊオウシュウヘイロｰ, 34,大野拓, 3.4, 34, -10, -16, 6, 19.2,⑭⑪⑪,10, 3,Ｊワカバ, 26,武士沢, 2.0, 42,  -1, -21,11, 98.7,⑪⑬⑫,10, 2,Ｋエスティメｰション, 64,武士沢, 1.0, 66,  12,  -4,13, 44.2, ⑧⑧,10,15,Ｈルｰベンスメモリｰ, 78,柴田善, 0.6, 83,  10,  12, 9, 26.5,⑧⑧⑦
11, 8,Ｌトシノシｰロ, 32,鈴来直, 3.6, 34, -11, -14,13,253.4,⑭⑭⑬,11,14,Ｍラｰドロチェキラ,-20,石橋脩, 2.6, 34,  10, -50,13,244.7,②③⑦,11, 4,Ｌベネザプレ, 64,高橋智, 1.2, 60,   2,   3,12, 35.7, ⑭⑬,11,16,Ｍマイネルモルゲン, 72,吉田隼, 1.0, 81,  15,   2,10, 28.1,⑤④③
12, 7,Ｇクウェストルｰジュ, 42,石橋脩, 4.3, 30, -10, -22,10, 88.9,⑯⑬⑬,12,13,Ｌベリｰクレヴァｰ, 16,嘉藤貴, 2.9, 32,   7, -49,14,351.7,④⑥⑨,12,14,Ｐレザムルｰズ, 59,菊沢隆, 1.2, 62,  10,  -4,15, 59.0, ⑨⑧,12, 2,Ｏグランリｰオ, 71,吉田豊, 1.1, 76,* 15,  -3,11, 31.8,②③④
13, 1,Ｋクリｰルアトラス, 33,佐藤聖, 4.9, 24, -11, -31,16,309.1,⑩⑪⑪,13,11,Ｎバブルガムロック,-23,バルジ, 4.0, -1,  -5, -45,10, 96.5,⑪⑭⑭,13, 8,Ｃフレンドリｰスピカ, 73,吉田隼, 1.4, 60,  10,  -8, 7, 21.7, ⑨⑧,13, 6,Ｅオｰゴンサンデｰ, 80,大野拓, 1.2, 77,   2,  14,15, 55.7,⑫⑭⑭
14,12,Ｉコパノライジン, 35,後藤浩, 5.8, 22,  -5, -47, 9, 45.9,③④⑩,14, 9,Ｏハツカリ,-55,津村明, 4.2,  4,   3, -64,12,148.5,④⑩⑬,14, 9,Ｏアンダンテシチｰ, 61,郷原洋, 1.5, 57,   6,  -3,14, 44.9, ⑬⑬,14, 9,Ｎアルビレオ, 72,石橋脩, 1.4, 76,   2,  14, 5, 10.3,⑭⑭⑭
15, 4,Ｏオンワｰドグｰト, 24,梶晃啓, 6.2, 21, -12, -37,15,302.0,⑬⑮⑮,15, 4,Ｋゴｰルデンムスメ, 21,小林淳,10.0,10.0---, -11, ---,15,360.6,⑭⑮⑮,15,15,Ｊケイビイスパイダｰ, 66,南田雅, 2.0, 58,  15, -17,16,156.0, ④⑥,15, 1,Ｐスズジャパン, 70,田辺裕, 1.7, 69,   4,   3,14, 45.5,⑪⑫⑫
16,15,Ｐクリノマジョリカ, 20,バルジ, 7.9, -5, -12, -53,14,291.9,⑧⑮⑯,,,,,,,,,,,,,16, 3,Ｎサザンシｰラ, 61,塚田祥, 2.2, 55,  15, -19, 9, 28.0, ④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+17 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,
単勝:310円 複勝:06=110円 09=110円 13=140円 枠連:320円,,,,,,,,,,,,単勝:270円 複勝:12=130円 01=170円 10=180円 枠連:770円,,,,,,,,,,,,単勝:420円 複勝:05=170円 11=700円 07=190円 枠連:670円,,,,,,,,,,,,"単勝:520円 複勝:10=210円 07=330円 11=620円 枠連:1,740円",,,,,,,,,,,
馬連:400円 ワイド:06-09=180円 06-13=260円 09-13=220円,,,,,,,,,,,,馬連:810円 ワイド:01-12=360円 10-12=370円 01-10=530円,,,,,,,,,,,,"馬連:6,480円 ワイド:05-11=2,080円 05-07=400円 07-11=2,200円",,,,,,,,,,,,"馬連:2,540円 ワイド:07-10=1,030円 10-11=2,230円 07-11=2,840円",,,,,,,,,,,
馬単:830円 3連複:490円,,,,,,,,,,,,"馬単:1,370円 3連複:1,590円",,,,,,,,,,,,"馬単:9,980円 3連複:9,320円",,,,,,,,,,,,"馬単:4,280円 3連複:19,680円 3連単:99,680円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 9R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■12R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,黒竹賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, グレｰスエポナ,---,蛯名正,, 52,  -3,* -6, 1,  1.8,⑥③③, 1,14,Ｂガイアレｰサｰ, 72,吉田隼,, 72,   8,*  5, 1,  2.7, ⑦⑤, 1, 1,Ｈマコトスパルビエロ, 59,蛯名正,, 70,* -7,* 16, 2,  4.6,①①①, 1, 8,Ｂマイネルエクセラン, 71,吉田隼,, 68,   0,* 14, 3,  5.9,⑭⑮⑬
 2,14, パスタイム,---,横山典, 0.1, 52,* -3,  -9, 2,  5.3,①①①, 2,13,Ｈキラライットウセイ, 60,江田照, 0.5, 65,   3,*  6, 8, 49.8, ⑪⑩, 2,16,Ａアクセルホッパｰ, 69,大庭和, 0.2, 70,* -8,* 17, 3,  6.0,⑮⑥④, 2,12,Ｃユメロマン, 67,田中勝, 0.2, 68,   5,   0, 1,  3.5,⑦④③
 3, 1, ラウンドダンス,---,吉田隼, 0.5, 47,  -4, -10, 5, 14.7,⑤⑥⑤, 3,11,Ｄメジロソリアノ, 62,吉田豊, 0.6, 72,* 13,  -4, 2,  3.0, ②②, 3, 8,Ｃトｰセンアｰチャｰ, 67,松岡正, 0.4, 66,* -8,* 14, 7, 10.8,⑥②②, 3,15,Ｇスｰパｰキャノン, 63,柴田善, 0.4, 65,*  9, -14, 4,  6.7,①①①
 4, 3, シングルカット,---,大野拓, 1.6, 37, -12,* -8,11, 67.3,⑧⑩⑪, 4, 2,Ｅシルクラズベリｰ, 61,中舘英, 0.7, 72,* 14,  -6, 6, 33.6, ①①, 4, 7,Ｅマイネルアワグラス, 67,柴田善, 0.7, 64,  -9,* 14, 9, 21.5,⑥⑩⑦, 4,14,Ｅダイワグラム, 65,後藤浩, 0.4, 65,   2,*  5, 7, 15.0,⑬⑫⑪
 5, 6, ファンシｰショップ,---,小野次, 1.7, 39,  -4, -20, 7, 32.9,⑧⑦⑦, 5,15,Ｆサオヒメ, 61,菊沢隆, 0.8, 67,  11,  -4, 4, 10.7, ③③, 5, 3,Ｂプロミスフェアｰ, 67,吉田隼, 0.9, 58,* -8,  10, 1,  4.0,③②②, 5, 7,Ｆロｰレルナイト, 65,小野次, 0.5, 64,   4,   0, 5,  8.9,⑨⑨⑧
 6,13, マキノジョリエ,---,塚田祥, 1.8, 38,* -3, -24,13, 92.4,②③③, 6, 6,Ｍジャスミンフレイズ, 51,柴山雄, 1.2, 58,   2,   0,12,152.5, ⑫⑫, 6,15,Ｉニシノコンドコソ, 58,吉田豊, 1.5, 55, -11,  10, 4,  7.8,⑪⑬⑪, 6,16,Ｄタキオンバッハ, 66,蛯名正, 0.6, 63,   4,  -1, 2,  4.6,⑨⑨⑧
 7, 2, フラワｰレイ,---,柴田善, 1.9, 37, -11,  -9, 3,  6.7,⑪⑩⑧, 7, 3,Ｃリュウセイドラゴン, 69,柴田善, 1.2, 62,   9,  -6, 5, 12.3, ⑦⑦, 7,14,Ｄディアｰウィッシュ, 67,柴山雄, 1.8, 48,  -9,   4, 8, 14.0,⑪⑩⑦, 7,10,Ａアルゴノｰト, 72,柴山雄, 0.6, 63,   2,   3, 6, 12.1,⑪⑫⑬
 8,10, ディスパｰジョン,---,中谷雄, 2.0, 38,* -3, -26, 8, 34.5,②②②, 8,10,Ｊヒシレｰシｰ, 59,加藤士, 1.4, 59,   8,  -7, 7, 49.0, ⑨⑩, 8,10,Ｊレツィｰナ, 57,北村宏, 1.9, 47,  -9,   2, 6, 10.0,⑨⑦⑦, 8, 3,Ｉウインアルディｰト, 62,松岡正, 0.6, 63,   3,   0,12, 54.5,⑦⑨⑪
 9,11, ブルｰエタニティ,---,津村明, 3.6, 27, -10, -29, 9, 51.0,⑬⑨⑧, 9, 7,Ｇマルタｰズフィアｰ, 60,西田雄, 1.5, 56,   6,  -6,10, 72.3, ⑩⑦, 9, 2,Ｆカロンセギュｰル, 62,横山典, 2.1, 45,* -7,  -3, 5,  9.7,②②④, 9, 1,Ｈセタガヤフラッグ, 62,北村宏, 0.7, 62,   4,  -4,10, 35.7,⑤⑦⑦
10, 9, オｰチャｰドハウス,---,北村宏, 3.7, 29, -18, -13,14, 95.6,⑮⑭⑬,10, 8,Ａブルｰベレッタ, 74,北村宏, 1.7, 60,* 12, -14, 3,  4.2, ③③,10, 4,Ｎムラマサノヨｰトｰ, 51,小林淳, 2.2, 45,  -9,  -1,11, 45.0,③⑦⑪,10, 9,Ｍサムライジョｰイ, 58,横山典, 0.9, 60,*  6, -12,11, 47.9,③③③
11,12, ロッタ,---,勝浦正, 3.9, 25,* -3, -43, 6, 20.0,②③⑤,11, 9,Ｌカゼノユクエ, 56,二本柳, 1.9, 52,  -6,   1,14,193.5, ⑭⑭,11,13,Ｏアポロパトリオット, 49,中舘英, 2.7, 42, -12,   1,14,175.0,⑯⑮⑬,11, 2,Ｎハバネロキャット, 55,佐藤聖, 1.0, 56,   0,  -5,14,112.2,⑪⑫⑮
12, 4, ムタファｰリング,---,松岡正, 4.1, 25,  -7, -38,12, 73.4,⑦⑧⑧,12, 5,Ｎデルマアポロ, 49,石神深, 2.5, 46,   2, -13,15,463.1, ⑫⑬,12, 9,Ｌエｰシンメインリｰ, 55,バルジ, 2.8, 43,  -9,  -6,12,122.2,⑨⑦⑦,12,13,Ｋトｰセンクルｰズ, 59,中舘英, 1.2, 57,*  8, -24, 8, 25.0,②②②
13, 5, マルセイユキャット,---,吉田豊, 4.5, 24, -15, -26, 4, 10.9,⑯⑫⑫,13, 4, トｰセンリｰガル,---,小野次, 2.8, 48, -13,  -2,13,189.8, ⑮⑮,13, 6,Ｍアポロサｰカス, 53,石橋脩, 2.8, 44,* -8,  -8,15,190.7,③②⑥,13, 6,Ｏテツタイソン, 53,郷原洋, 1.2, 58,   5, -14,15,203.0,⑭⑦③
14, 7, フジコマンド,---,江田照, 4.6, 23, -17, -24,16,268.2,⑬⑬⑬,14, 1,Ｉハイジトウショウ, 59,大野拓, 2.8, 45,   9, -23, 9, 58.5, ⑥⑥,14, 5,Ｇヒシポラリス, 60,田中勝, 2.9, 42, -10,  -5,10, 32.2,⑥⑩⑮,14, 5,Ｌオｰベルステｰジュ, 58,小林淳, 1.4, 55,   5, -18, 9, 30.0,⑤④③
15,15, ミサトペニｰ,---,柴山雄, 6.5,-19, -21, -34,15,223.0,⑫⑯⑮,15,12,Ｋシノワｰルド, 56,高野和, 4.0, 33,  10, -36,11,123.3, ③⑦,15,12,Ｋテイエムゲンキボ, 56,武士沢, 2.9, 41, -13,   0,13,123.4,⑪⑮⑯,15,11,Ｊマイネルブｰバリス, 62,高野和, 1.5, 50,   3, -22,13, 99.5,④④⑧
16,16, トウキュウバトｰ,---,石神深,13.2,-80, -19, -99,10, 64.3,⑧⑮⑯,,,,,,,,,,,,,16,11,Ｐヤマノトレジャｰ, 26,二本柳, 3.5, 40, -11,  -8,16,478.8,⑪⑬⑬,16, 4,Ｐミツアキカッタｰ, 38,千葉直, 2.5, 42,  -2, -22,16,276.1,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
