07年 5月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.9,,,,,■10R  ダ2100m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
 9,11,Ｅバトルソニック, 44,石神深, 2.0, 40, -13,* -4,10, 71.5, ⑬⑭, 9,14, キャスティング,,江田勇, 5.1,,,, 4, 12.0,②③③,,,,,,,,,,,,, 9, 3,Ｋクリノダイマオｰ, 65,松岡正, 0.8, 69,   2,   6,14, 72.6,⑥⑦⑦
10, 4,Ｍアルファスマイル, 25,中谷雄, 2.1, 38,  -6, -13,14,426.4, ⑤⑤,10, 5, ジョニｰロｰズ,,石神深, 5.7,,,,12,174.3,⑪⑩⑩,,,,,,,,,,,,,10, 2,Ｊグランロワイヤル, 68,鮫島良, 0.9, 69,   1,   8, 8, 19.1,⑭⑫⑬
11,13,Ｇシャインウッキｰ, 42,後藤浩, 2.5, 35, -11, -12, 6, 20.1, ⑨⑩,11,10, タマモアｰチスト,,伊藤直,10.4,,,, 5, 13.6,⑬⑬⑬,,,,,,,,,,,,,11,15,Ｂダブルブラザｰ, 73,武士沢, 0.9, 68,   2,   6, 4,  9.0,⑨⑦⑪
12, 6,Ｌヤマノフェロｰ, 26,秋山真, 2.6, 34,  -9, -15, 9, 55.2, ⑤⑧,12, 4, フジノリサコ,,蓑島靖,10.5,,,,11,134.4,⑨⑪⑪,,,,,,,,,,,,,12, 1,Ｏリュウゴｰルド, 61,柴田善, 1.1, 68,   0,   7, 7, 18.7,⑫⑮⑭
13,10,Ｉシｰズンインザサン, 38,吉田豊, 2.8, 33,  -8, -18,12, 98.1, ⑤⑥,13, 7, タマモヘヴン,,柴田大,12.5,,,, 9, 73.5,⑫⑫⑫,,,,,,,,,,,,,13, 7,Ｇトｰセンベルボｰイ, 70,北村宏, 1.2, 66,   2,   3, 9, 22.2,⑫⑫⑪
14, 3, ベニノユカ,---,五十嵐, 2.9, 32, -10, -17, 8, 24.2, ⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｉオｰスミダンスイン, 68,江田照, 1.2, 65,   2,   1,13, 68.7,⑥⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｐマツリダタロウ, 44,郷原洋, 2.8, 55,   0, -10,16,221.7,⑩⑦⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｌロｰドライジング, 65,横山典, 3.3, 50,   2, -20,12, 40.2,⑭⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,
"単勝:930円 複勝:12=220円 05=120円 09=120円 枠連:1,400円",,,,,,,,,,,,"単勝:250円 複勝:13=130円 08=290円 09=1,120円 枠連:1,020円",,,,,,,,,,,,"単勝:1,840円 複勝:05=590円 02=150円 枠連:0円",,,,,,,,,,,,"単勝:760円 複勝:08=280円 11=170円 04=570円 枠連:1,140円",,,,,,,,,,,
"馬連:1,370円 ワイド:05-12=410円 09-12=420円 05-09=210円",,,,,,,,,,,,"馬連:1,460円 ワイド:08-13=590円 09-13=3,740円 08-09=8,520円",,,,,,,,,,,,"馬連:1,640円 ワイド:02-05=490円 05-07=510円 02-07=160円",,,,,,,,,,,,"馬連:1,900円 ワイド:08-11=840円 04-08=2,580円 04-11=1,980円",,,,,,,,,,,
"馬単:3,420円 3連複:1,080円",,,,,,,,,,,,"馬単:2,220円 3連複:35,630円",,,,,,,,,,,,"馬単:5,030円 3連複:1,180円",,,,,,,,,,,,"馬単:4,280円 3連複:13,910円 3連単:73,570円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,,■ 8R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,,■11R  芝1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京王杯ｽﾌﾟﾘﾝｸﾞC ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂサクセスサｰマル, 62,鮫島良,, 67,*  1,*  4, 2,  2.6, ①①, 1,12,Ｆアキクサクイン, 46,後藤浩,, 54,   7,*-20, 7, 39.5,⑪⑪⑦, 1, 3,Ｃストロングラムダ, 65,北村宏,, 71,   0,* 10, 1,  2.4, ③③, 1, 8,Ｃエイシンドｰバｰ, 86,福永祐,, 93,  18,* 17, 5,  7.8, ⑨⑨
 2,12,Ｆマイネルサテライト, 44,田中勝, 0.9, 59,*  0,  -3, 3,  7.9, ②②, 2,13,Ｄホッテストチケット, 47,田中勝, 0.0, 54,* 17, -40, 1,  1.7,①①①, 2,15,Ｄメンバｰズボンド, 63,松岡正, 0.1, 68,*  1,   7, 2,  2.7, ②①, 2,17,Ｆシンボリエスケｰプ, 83,蛯名正, 0.0, 93,  18,* 17, 9, 20.6, ⑪⑨
 3, 3,Ｃアルファトミｰ, 45,中谷雄, 1.2, 55,  -3,  -3, 5, 16.2, ⑤⑤, 3, 9,Ｂダイワジェラｰト, 49,藤田伸, 0.2, 52,* 16, -40, 3,  8.8,②②②, 3,14,Ｂゴｰゴｰゴｰ, 66,田中勝, 0.3, 68,  -2,   9, 3,  7.4, ⑥⑥, 3,11,Ｇオレハマッテルゼ, 83,後藤浩, 0.1, 97,* 24,   9, 3,  7.1, ②②
 4, 6,Ｊアツキオモイ, 28,勝浦正, 1.2, 55,  -4,  -1, 8, 52.3, ⑦⑦, 4,15,Ｅペチカ, 46,横山典, 0.4, 49,* 15, -42, 2,  3.3,②②②, 4,16,Ａスカｰリイベイビｰ, 68,穂苅寿, 0.4, 65,  -1,   6, 4, 11.9, ③③, 4, 6,Ｂマイネルスケルツィ, 92,柴田善, 0.1, 98,* 26,   5, 4,  7.1, ①①
 5,14,Ａウエストライン, 67,内田博, 1.5, 53,  -1,  -8, 1,  2.2, ②②, 5,11, スイｰトジャスミン,---,北村宏, 1.0, 45,   7, -34, 5, 27.9,⑦⑦⑧, 5,10,Ｎハギノセレクション, 49,後藤浩, 0.7, 67,  -8,* 12, 7, 24.0, ⑬⑫, 5,12,Ｅフサイチリシャｰル, 84,鮫島良, 0.8, 87,  22,   2, 6,  8.3, ④④
 6, 2,Ｅサンベルナｰル, 44,石神深, 1.5, 52,  -7,  -1, 4, 15.4, ⑩⑨, 6, 4,Ａビカムアレジェンド, 53,武士沢, 1.0, 45,   2,*-25, 9, 45.5,⑭⑮⑬, 6,13,Ｇダノンエトランゼル, 55,四位洋, 0.7, 64,  -4,   8, 5, 19.2, ⑥⑧, 6, 4,Ｋフジサイレンス, 80,大野拓, 1.1, 75,  11,  10,14, 42.7, ⑮⑮
 7, 9,Ｋゲイルハリケｰン, 27,江田照, 1.9, 48,  -5,  -7, 7, 37.5, ⑦⑦, 7, 8,Ｋヘリオドｰル, 33,福永祐, 1.1, 44,   5, -33,12,149.2,⑦⑨⑩, 7, 9,Ｈワンダｰルビアノ, 52,秋山真, 1.0, 64,  -9,* 11,11,100.7, ⑬⑮, 7,10,Ｉアポロノサトリ, 83,藤田伸, 1.1, 77,  16,   4, 7, 11.1, ⑪⑫
 8,11,Ｍスパｰクチェリｰ,-38,北村宏, 2.0, 48,  -1, -13,10, 86.5, ②②, 8, 6,Ｊアサクサシャトル, 36,蛯名正, 1.2, 43,   6, -36,10, 76.6,⑩⑨⑩, 8, 8,Ｌブライティアメッセ, 52,勝浦正, 1.2, 56,  -3,   1, 6, 22.6, ⑥⑥, 8,18,Ｐタガノバスティｰユ, 74,吉田豊, 1.2, 73,   8,* 13,18,140.6, ⑱⑱
 9,10,Ｄエイブルシチｰ, 44,大野拓, 2.1, 46,  -3, -12, 6, 23.5, ⑤⑤, 9,14,Ｇトｰホウカスガ, 40,吉田豊, 1.5, 40,  10, -50, 6, 34.4,②④④, 9, 6,Ｊミヨノインパクト, 52,郷原洋, 1.3, 57,  -8,   6,14,127.7, ⑪⑫, 9, 9,Ａプリサイスマシｰン, 92,松岡正, 1.2, 82,* 24,  -8, 1,  5.7, ②②
10,13,Ｉクロスナビゲｰタｰ, 35,郷原洋, 2.6, 42,  -7, -11,11, 87.9, ⑦⑨,10,10,Ｃトｰセンメゴヒメ, 48,大野拓, 1.7, 38,   8, -50, 4, 14.8,②⑤⑤,10, 7,Ｋサンワｰドトリッピ, 52,福永祐, 1.4, 56,  -7,   4,10, 90.7, ⑫⑩,10,16,Ｌセトノゼディタブ, 80,古川吉, 1.2, 79,* 22,  -8,12, 32.6, ④④
11, 5,Ｇアムス, 41,武士沢, 3.0, 37, -17,  -3,13,199.1, ⑫⑬,11, 2,Ｈコウヨウオラリア, 39,鮫島良, 1.8, 38,   8, -52, 8, 44.0,②⑤⑤,11, 5,Ｆグロリアスヴュｰ, 55,古川吉, 1.4, 56,  -8,   5,13,122.2, ⑮⑫,11,13,Ｎインセンティブガイ, 79,四位洋, 1.2, 75,  15,   2,11, 29.0, ⑪⑫
12, 7,Ｈタケイチバン, 40,横山義, 3.4, 34,  -7, -19, 9, 68.3, ⑩⑨,12, 1,Ｉプリモスペシャル, 37,五十嵐, 1.8, 39,   7, -47,15,299.2,⑦⑦⑧,12,12,Ｅメダイユドｰル, 55,蛯名正, 1.5, 54,  -6,   2, 9, 53.7, ⑨⑩,12, 7,Ｏブラックバｰスピン, 74,田中勝, 1.2, 80,* 23,  -7, 8, 14.8, ④④
13, 4, カンセイショウリ,---,後藤浩, 3.9, 30, -14, -16,12, 97.8, ⑬⑫,13, 5,Ｍサキノロｰレル, 21,江田照, 1.9, 39,   4, -42,13,267.0,⑭⑫⑫,13, 4,Ｉトウカイタイクｰン, 52,柴田善, 1.5, 53,  -5,   2, 8, 35.2, ⑨⑧,13, 5,Ｊツルガオカハヤテ, 82,横山典, 1.3, 72,   8,  10,17,138.2, ⑮⑰
14, 1,Ｌマヤクラッシｰ,-31,田面木, 5.3, 20, -22, -20,14,303.1, ⑭⑭,14, 3,Ｌミサトペニｰ, 32,勝浦正, 2.0, 39,   3, -42,11,100.9,⑪⑫⑬,14, 2,Ｍアジアンティック, 49,吉田豊, 2.0, 49,*  1, -11,12,116.5, ①②,14, 1,Ｒグランリｰオ, 68,武士沢, 1.4, 75,  20,  -8,16,105.4, ④⑦
,,,,,,,,,,,,15, 7,Ｎボネルｰジュ,-24,横山義, 2.0, 39,   3, -42,14,285.6,⑪⑫⑬,15, 1,Ｏリニモスタｰ, 40,江田照, 3.5, 39,  -1, -23,15,307.4, ③③,15,14,Ｑネイティヴハｰト, 72,内田博, 1.6, 71,  18,  -8,13, 40.4, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｐエイユｰトレジャｰ, 21,武士沢, 4.0, 35, -11, -16,16,319.8, ⑮⑯,16, 3,Ｍリキアイタイカン, 79,勝浦正, 1.7, 67,  11,   0,15,104.5, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｈマイネルアルビオン, 83,安藤勝, 1.9, 65,  14,  -8,10, 28.1, ⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｄピカレスクコｰト, 84,秋山真, 2.1, 65,  20, -19, 2,  6.0, ④⑦
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-23 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:93 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-5),,,,,,,,,,,
単勝:260円 複勝:08=120円 12=210円 03=280円 枠連:760円,,,,,,,,,,,,"単勝:3,950円 複勝:12=600円 13=110円 09=220円 枠連:2,770円",,,,,,,,,,,,単勝:240円 複勝:03=120円 15=120円 14=160円 枠連:280円,,,,,,,,,,,,"単勝:780円 複勝:08=280円 17=560円 11=240円 枠連:2,850円",,,,,,,,,,,
"馬連:990円 ワイド:08-12=400円 03-08=560円 03-12=1,250円",,,,,,,,,,,,"馬連:2,510円 ワイド:12-13=870円 09-12=2,010円 09-13=360円",,,,,,,,,,,,馬連:380円 ワイド:03-15=190円 03-14=350円 14-15=310円,,,,,,,,,,,,"馬連:8,020円 ワイド:08-17=2,740円 08-11=1,240円 11-17=2,350円",,,,,,,,,,,
"馬単:1,430円 3連複:3,370円",,,,,,,,,,,,"馬単:8,070円 3連複:4,200円",,,,,,,,,,,,馬単:750円 3連複:720円,,,,,,,,,,,,"馬単:15,050円 3連複:22,130円 3連単:141,210円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■ 6R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■ 9R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■12R  芝1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,夏木立賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｏクラスアクト, 34,蛯名正,, 62,   1,*  2, 9, 27.6, ⑧⑧, 1, 4,Ａドラゴンファイヤｰ, 69,田中勝,, 77,   8,*  9, 1,  2.3, ⑤⑥, 1, 5,Ｄサンワｰドブル, 63,後藤浩,, 77,   9,*  7, 7, 18.7,⑨⑧⑧, 1, 8,Ｄヒシシンエイ, 73,後藤浩,, 66,* -9,  19, 1,  2.6,②②②
 2,12,Ｍヘンリｰゴンドｰフ, 39,内田博, 0.0, 62,   2,*  0, 2,  3.8, ④⑤, 2, 5,Ｄタカラトゥルｰ, 59,藤田伸, 0.9, 71,* 11,  -5, 6, 26.1, ②②, 2,11,Ｅシグナリオ, 62,松岡正, 0.2, 74,   9,*  5, 1,  2.2,⑨⑩⑩, 2, 1,Ｆジョウノエリザベス, 71,横山典, 0.1, 75, -12,* 26, 2,  3.2,⑧⑦⑦
 3, 3,Ｂフジマサマックス, 56,松岡正, 0.1, 59,  -3,*  7, 1,  2.9, ⑮⑬, 3,10,Ｂリワｰドアルビオン, 64,勝浦正, 1.0, 71,* 13,  -8, 3,  6.2, ①①, 3, 4,Ｇマイネルビジュｰ, 59,鮫島良, 0.2, 75,* 11,  -1, 8, 21.3,③②⑤, 3, 3,Ｊケンブリッジマイア, 61,四位洋, 0.2, 59,* -8,  15, 8, 34.4,①①①
 4, 4,Ｇトウショウサウンド, 45,郷原洋, 0.4, 60,*  3,  -6, 8, 18.2, ④③, 4, 3,Ｆディアｰウィッシュ, 57,内田博, 1.9, 61,   9, -12, 4,  7.8, ③③, 4, 6,Ｈオｰシャンクルｰズ, 55,藤田伸, 0.3, 73,   9,   2, 2,  3.9,⑧⑧⑧, 4, 4,Ｇシルキｰステラ, 67,吉田豊, 0.3, 62,*-11,  18, 6, 22.5,③③③
 5, 8,Ｅアストラルレイ, 50,大野拓, 1.0, 53,   1, -11, 5, 13.3, ④⑤, 5, 9,Ｅモンテグリｰン, 58,後藤浩, 2.1, 58,   6,  -8, 7, 39.9, ⑨⑧, 5,10,Ｃロックザキャスバ, 64,内田博, 0.4, 72,  11,  -3, 6, 17.8,⑦⑥⑥, 5,11,Ｉノンキ, 66,安藤勝, 0.8, 65, -16,* 23, 4,  8.3,⑪⑪⑪
 6, 2,Ｆピクシｰザダンス, 50,鮫島良, 1.1, 54,*  5, -18, 6, 15.0, ①①, 6, 8,Ｇスタｰシップ, 57,鮫島良, 2.2, 56,   4,  -7, 5, 22.0, ⑧⑨, 6, 3,Ａリンガスファｰスト, 67,柴田善, 0.4, 72,* 12,  -7, 5, 12.4,①①①, 6, 7,Ｈスマイリングルｰラ, 67,福永祐, 0.8, 53, -12,  13,10, 46.7,⑧⑤⑤
 7,11,Ｃラッシュモア, 55,吉田豊, 1.3, 50,  -1,  -8, 3,  5.0, ⑪⑩, 7, 1,Ｃトｰセンゴライアス, 62,北村宏, 2.5, 56,   9, -18, 2,  2.6, ⑤③, 7, 7,Ｂマイネルブリアｰ, 65,蛯名正, 0.6, 69,   6,*  5, 4, 11.4,⑪⑪⑪, 7, 9,Ｂクイックセイコｰ, 74,柴田善, 0.9, 50, -12,  11, 5, 16.8,③⑤⑤
 8,15,Ｊクリノミカエル, 40,勝浦正, 1.3, 50,  -1,  -8,14,161.7, ⑩⑩, 8, 7,Ｉセントラルボｰイ, 46,横山義, 2.6, 55,   9, -19,10,160.3, ③③, 8, 2,Ｆマイサンシャイン, 61,北村宏, 0.8, 69,* 12, -12, 9, 22.6,⑥⑥②, 8,12,Ａノｰザンスタｰ, 74,北村宏, 0.9, 63, -17,* 22, 7, 23.3,⑫⑫⑪
 9, 9,Ｌコウヨウウェｰブ, 39,江田照, 1.5, 48,  -2,  -9,12,107.0, ⑪⑩, 9, 6,Ｊマルチヒット, 43,柴田善, 2.6, 53,   3,  -8, 9, 94.7, ⑩⑩, 9,12,Ｋダブルヒｰロｰ, 54,吉田豊, 1.0, 66,* 12, -15, 3, 10.6,④④②, 9, 2,Ｅナスノフィオナ, 73,田中勝, 1.1, 48, -14,  11, 3,  5.4,⑤⑦⑧
10,10,Ｉシンワスタｰコウジ, 41,松田大, 1.5, 48,  -5,  -4,11, 89.3, ⑬⑭,10, 2,Ｈアヤメ, 49,福永祐, 3.1, 51,   8, -22, 8, 51.2, ⑤⑥,10, 8,Ｊリバイバルシチｰ, 55,秋山真, 1.3, 62,  11, -17,12, 95.4,④④⑥,10, 5,Ｃマイネルｰシッド, 73,藤田伸, 1.2, 48, -15,  13, 9, 34.5,⑧⑩⑩
11,14,Ｄダイワスワット, 55,藤田伸, 2.1, 44,   1, -19, 7, 16.4, ⑧⑧,,,,,,,,,,,,,11, 9,Ｌサンアスレチック, 41,福永祐, 2.2, 53,* 12, -34,11, 61.3,②②②,11, 6,Ｋレッドスタｰライト, 60,大野拓, 1.2, 45, -14,   9,12,111.7,⑤⑦⑧
12,16,Ｎシルクインスパイア, 37,田面木, 2.1, 46,*  4, -25,13,159.4, ②②,,,,,,,,,,,,,12, 1,Ｉキングタキオン, 55,田中勝, 2.7, 49,  -4,  -4,10, 24.2,⑫⑫⑫,12,10,Ｌフロｰレストウブ, 50,内田博, 1.6, 44,*-11,  -3,11, 69.8,⑤③③
13, 6,Ａカネトシソレイユ, 59,田中勝, 2.6, 39,   0, -26, 4, 11.2, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 5,Ｈモンドｰルシチｰ, 41,千葉直, 2.7, 37, -12,  -9,15,281.6, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｋダイワオｰジｰ, 40,北村宏, 2.9, 37,*  2, -32,10, 41.3, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 7,Ｐダイワファントム, 20,武士沢, 3.4, 35,  -5, -23,16,290.4, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-5),,,,,,,,,,,
"単勝:2,760円 複勝:01=500円 12=140円 03=140円 枠連:1,180円",,,,,,,,,,,,"単勝:230円 複勝:04=130円 05=360円 10=190円 枠連:1,560円",,,,,,,,,,,,"単勝:1,870円 複勝:05=370円 11=140円 04=480円 枠連:390円",,,,,,,,,,,,単勝:260円 複勝:08=130円 01=150円 03=500円 枠連:570円,,,,,,,,,,,
