07年11月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.4,,,,,■ 4R  芝3100m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■10R  ダ1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白嶺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａホッカイディウ, 66,蛯名正,, 63,  -1,*  3, 3,  4.6, ②④, 1, 1, マチカネビシャモン,,平沢健,,,,, 8, 58.6,②③③, 1,12,Ｂヘイアンルモンド, 71,横山典,, 71,*  4,*  5, 1,  1.4, ②②, 1, 1,Ｅタイキヴァンベｰル, 77,蛯名正,, 80,  10,  10, 2,  5.4, ⑩⑧
 2, 1,Ｂクリｰルパッション, 57,松岡正, 0.2, 60,  -3,*  4, 1,  3.4, ⑥⑦, 2, 3, ブラックコンドル,,小坂忠, 0.0,,,, 1,  1.4,①①①, 2,14,Ｄニュｰグランジ, 64,北村宏, 0.4, 67,   3,   3, 3, 11.0, ⑥④, 2, 4,Ｉウインルｰセント, 74,松岡正, 0.1, 76,   2,* 23, 1,  2.1, ⑮⑮
 3,10,Ｆザシｰクレット, 45,穂苅寿, 0.3, 62,*  1,  -2, 4,  6.7, ②②, 3, 2, クルワザｰド,,今村康, 0.2,,,, 2,  4.6,②②③, 3,10,Ｃナムラオルフェ, 71,丸田恭, 0.5, 63,   1,   1, 4, 15.6, ④④, 3,15,Ｃガブリン, 82,藤田伸, 0.2, 80,* 14,   2, 3,  7.0, ①①
 4,11,Ｃモンテタキオン, 49,藤田伸, 1.2, 53,   0, -10, 2,  4.4, ②③, 4, 8, バリトンヴォイス,,石神深, 1.0,,,, 9, 93.6,⑦⑧⑧, 4,13,Ｇモンサラｰシュ, 62,勝浦正, 0.6, 62,  -4,* 13,12,123.6, ⑭⑬, 4, 3,Ｈサワノブレイブ, 74,北村宏, 0.2, 79,  11,   6, 6, 14.1, ⑥⑤
 5, 3,Ｋチュモン, 12,勝浦正, 1.4, 48,  -5,  -5,10,155.4, ⑨⑧, 5,11, メモリｰオブヨｰク,,横山義, 1.3,,,, 5, 19.6,⑧⑨⑥, 5, 1,Ｅメンバｰズボンド, 64,柴田善, 0.7, 64,   2,   2, 6, 17.6, ⑦⑦, 5, 9,Ｋシルクヴェルリッツ, 72,千葉直, 0.3, 76,   8,  11,10, 46.1, ⑫⑫
 6, 6,Ｅヴァンリュミエｰル, 46,郷原洋, 1.6, 46,  -5,  -7, 9, 44.2, ⑨⑧, 6, 7, コスモラバンジン,,宗像徹, 1.3,,,, 4, 14.2,⑤③②, 6, 4,Ｉサカイヤベンケイ, 61,柴山雄, 1.0, 60,  -1,   3,10, 75.7, ⑩⑪, 6, 2,Ｍセレスクラブ, 71,横山典, 0.4, 76,   9,   8, 7, 17.6, ⑧⑨
 7, 7,Ｄフェアｰムｰラン, 46,吉田隼, 2.2, 43,  -1, -17, 5,  6.8, ⑥⑤, 7, 6, シルクサラマンダｰ,,江田勇, 1.4,,,, 6, 23.4,⑤⑤⑤, 7, 5,Ｆダンシングクリス, 63,吉田隼, 1.3, 58,   1,  -3, 8, 27.1, ⑨⑦, 7,11,Ｎセトノシェｰバｰ, 70,高井彰, 0.4, 73,   2,* 18,14,308.7, ⑭⑭
 8, 8,Ｊシルクパナシア, 29,横山典, 2.7, 38,  -1, -22, 7, 19.3, ⑤⑤, 8, 4, アｰトレｰタ,,柴田大, 1.7,,,,10,100.9,⑧⑥⑥, 8,15,Ａブルｰポラリス, 72,田中勝, 2.1, 53,*  5, -16, 5, 17.4, ②②, 8, 5,Ｇモエレアドミラル, 74,武幸四, 0.9, 72,  11,   0, 5, 14.0, ⑥⑦
