07年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2100m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,
 9, 4,Ｋデルマアンタレス, 17,石神深, 1.2, 29, -24,   0,11,109.9, ⑤⑤, 9, 5, テイエムマｰチ,,山本康, 2.8,,,,14,105.7,⑥⑦⑦, 9, 1,Ｎアルスグロｰリア, 44,的場勇, 1.6, 52,  -1, -10,15,193.7,③⑤⑦, 9,10,Ｉマイネルエクセラン, 57,柴山雄, 1.3, 58,  -3,   8, 9,122.2,⑧⑦⑧
10, 7,Ｊトウショウメビウス, 23,武士沢, 1.3, 31,*-20,  -8, 6, 12.8, ②②,10, 7, トｰワベガ,,北沢伸, 3.1,,,,12, 58.1,⑬⑪⑪,10,11,Ａスズカアジテｰタｰ, 70,石橋脩, 1.8, 55,   1, -11, 7, 20.3,⑬⑫⑦,10, 9,Ｅアイアムマイネル, 68,吉田隼, 1.4, 55,  -1,   1, 8,121.1,⑤④④
11, 8,Ｆエンゲｰジメント, 38,松岡正, 1.6, 24, -27,  -2,10, 92.0, ⑧⑧,11, 4, トリリオンカット,,嘉堂信, 3.2,,,, 6,  7.7,⑩⑬⑫,11,16,Ｊタマモステイタス, 55,後藤浩, 1.8, 56,   1, -10,10, 55.4,⑮⑭⑦,,,,,,,,,,,,
12,10,Ｌノボキャスト,-10,丹内祐, 2.3, 16, -37,   2,12,360.8, ⑫⑫,12,13, メジロカｰル,,宗像徹, 3.4,,,, 2,  5.3,⑥⑨⑨,12, 6,Ｋアｰバンスイｰツ, 54,北村宏, 2.0, 52,   0, -12,12, 87.0,⑨⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,13,10, ラドランファｰマ,,五十嵐, 5.1,,,, 9, 31.7,⑭⑭⑫,13,15,Ｄマイネルカルディア, 63,草野太, 3.0, 43,*  2, -29,11, 72.7,③②②,,,,,,,,,,,,
,,,,,,,,,,,,14, 2, ゴｰルドバディｰ,,浜野谷, 5.6,,,,13, 94.2,③⑪⑫,14,12,Ｅセイウンヒｰロｰ, 63,松岡正, 4.3, 38,   1, -37, 2,  3.9,⑪⑦⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｏクラレットコブラｰ, 42,田中博, 7.4, 21,   0, -68,13,173.5,①①⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｐフリスビｰカフェ, -4,田面木, 8.7, -3,  -3, -68, 8, 27.7,③⑦⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-5),,,,,,,,,,,
単勝:360円 複勝:11=150円 03=150円 05=230円 枠連:390円,,,,,,,,,,,,"単勝:1,660円 複勝:14=500円 01=230円 06=210円 枠連:1,640円",,,,,,,,,,,,"単勝:4,610円 複勝:14=820円 13=140円 05=180円 枠連:6,850円",,,,,,,,,,,,単勝:640円 複勝:04=220円 07=230円 05=280円 枠連:750円,,,,,,,,,,,
馬連:760円 ワイド:03-11=320円 05-11=590円 03-05=610円,,,,,,,,,,,,"馬連:7,200円 ワイド:01-14=2,160円 06-14=1,980円 01-06=800円",,,,,,,,,,,,"馬連:6,600円 ワイド:13-14=1,930円 05-14=3,680円 05-13=300円",,,,,,,,,,,,"馬連:2,120円 ワイド:04-07=630円 04-05=850円 05-07=890円",,,,,,,,,,,
"馬単:1,530円 3連複:1,930円",,,,,,,,,,,,"馬単:17,690円 3連複:18,050円",,,,,,,,,,,,"馬単:21,390円 3連複:9,740円",,,,,,,,,,,,"馬単:4,360円 3連複:5,050円 3連単:31,730円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.9,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾍﾟﾙｾｳｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａスパｰクキャンドル, 57,横山典,, 39,*-12,  -4, 1,  1.1,②②②, 1, 8, ダイワカンパニｰ,---,後藤浩,, 52, -48,* 20, 1,  1.3, ⑦⑥, 1, 8,Ａベルグミサイル, 66,松岡正,, 73,  -5,* 17, 1,  1.7, ⑫⑩, 1, 9,Ｅトｰセンブライト, 86,藤田伸,, 97,  11,* 24, 7, 16.0, ⑧⑥
 2, 4,Ｋモエレタキオン,  9,北村宏, 0.0, 50, -16,*  7, 7, 66.0,⑨⑨⑧, 2, 3, ジュエルサイレンス,---,五十嵐, 0.5, 10,*-43,   2, 4, 14.6, ②②, 2, 5,Ｄホｰネットアｰミｰ, 59,的場勇, 0.3, 68,  -8,* 15, 8, 33.1, ⑭⑭, 2,13,Ｉブラックバｰスピン, 83,田中勝, 0.2, 96,  10,* 25, 4,  8.8, ⑦⑧
 3,11,Ｄオジジアンクリス, 36,武士沢, 0.1, 39,*-15,  -2, 3, 16.3,④④④, 3, 5, ツクバプリティ,---,中舘英, 0.5, 16, -45,   5, 5, 17.0, ③③, 3,10,Ｆレオシュガｰ, 57,小林久, 0.4, 66,  -1,   7, 7, 32.8, ⑦⑦, 3,11,Ｆゼンノストライカｰ, 86,菊沢隆, 0.2, 97,   8,* 26,10, 26.7, ⑩⑨
 4, 6,Ｆアイアムスパｰクル, 35,柴山雄, 0.1, 37,*-14,  -3, 5, 22.2,②③③, 4, 2, クリアｰライト,---,吉田隼, 0.7,  6,*-43,  -1, 3,  8.3, ①①, 4, 4,Ｃオリエンタルバｰド, 61,安藤光, 0.9, 59,   1,   0, 6, 30.9, ④④, 4, 3,Ｎトロピカルライト, 79,松岡正, 0.3, 85,* 19,  10, 3,  7.9, ①①
 5, 7,Ｇセピアエスプレッソ, 32,松岡正, 0.2, 36,*-12,  -7, 2,  9.1,①①①, 5, 1, エアキリヤン,---,田中勝, 0.7, 12, -45,   4, 2,  7.8, ③③, 5,16,Ｈマルチヒット, 55,大庭和, 1.0, 62,  -6,   8,12, 64.5, ⑫⑬, 5, 1,Ｇスリｰプレスナイト, 84,上村洋, 0.5, 86,  13,  16, 1,  3.4, ⑤④
 6, 2,Ｌイブキオシリス, -6,大野拓, 0.2, 52, -20,*  9,12,199.9,⑪⑪⑪, 6, 6, ドリｰムサクセス,---,吉田豊, 1.1,  4, -46,   0, 8, 52.4, ⑤⑤, 6,12,Ｇパルジファル, 57,横山典, 1.2, 60,  -5,   5, 2,  4.6, ⑩⑩, 6,12,Ｍクィｰンオブキネマ, 80,吉田隼, 0.5, 82,* 18,   9,11, 27.6, ②②
 7, 5,Ｉブルｰミシェル, 19,吉田豊, 0.4, 48, -20,*  7,11,174.0,⑫⑫⑫, 7, 4, トｰセンエビス,---,蛯名正, 1.3, -3, -47,  -2, 7, 45.3, ⑤⑥, 7, 7,Ｅシルククロｰチェ, 57,田中博, 1.2, 54,*  1,  -7, 5, 22.8, ②②, 7,15,Ｃメイショウサライ, 87,秋山真, 0.8, 90,   7,  23, 2,  4.3, ⑪⑩
 8, 1,Ｃマルタカスカイ, 44,吉田隼, 0.7, 33,*-14, -10, 6, 47.3,④④④, 8, 7, サファリボス,---,北村宏, 1.3,  5, -50,   3, 6, 36.0, ⑦⑧, 8, 2,Ｂアサクササンジャ, 61,田中勝, 1.4, 53,*  3,  -9, 3,  6.7, ①①, 8, 4,Ｈシンボリエスケｰプ, 84,蛯名正, 0.9, 82,  12,  14, 6, 12.0, ⑥⑥
 9,10,Ｊシンボリマｰシャル, 17,田中勝, 0.7, 34, -17,  -3,10,102.5,⑩⑨⑨,,,,,,,,,,,,, 9,15,Ｌビュｰティブロンド, 45,丹内祐, 1.5, 53,   0,  -7, 4, 18.4, ④④, 9, 7,Ｋチョウカイロイヤル, 82,北村宏, 1.0, 84,   5,  19,14, 79.9, ⑪⑩
10, 8,Ｅコスモミラｰジュ, 36,木幡初, 0.7, 32, -15,  -7, 8, 70.2,⑥⑥⑥,,,,,,,,,,,,,10,13,Ｏトッチンコボ, 38,村田一, 1.7, 51,*  2, -10,14,191.8, ③③,10, 6,Ｊオフィサｰ, 82,横山典, 1.1, 82,   6,  18, 9, 20.0, ⑪⑩
11, 3,Ｂヴァｰジリア, 46,二本柳, 1.1, 29, -17, -13, 4, 18.7,⑥⑥⑥,,,,,,,,,,,,,11,11,Ｉトモティフレンディ, 54,蛯名正, 1.8, 52,  -3,  -4,13, 78.3, ⑨⑨,11,10,Ａワキノカイザｰ, 88,村田一, 1.3, 82,   5,  19, 8, 16.8, ⑪⑬
12,12,Ｈムｰンナイトウルフ, 22,上村洋, 1.4, 29, -17, -14, 9, 99.1,⑧⑥⑨,,,,,,,,,,,,,12, 6,Ｋインスパイアクロス, 51,菊沢隆, 1.8, 53,  -6,   1,15,283.6, ⑭⑭,12, 8,Ｂアポロノサトリ, 88,中舘英, 1.6, 77,   3,  17,12, 47.9, ⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｍブラッドハウンド, 44,吉田隼, 2.0, 48,   0, -11,11, 58.5, ④④,13,14,Ｄモンテタイウン, 87,柴山雄, 1.7, 75,   3,  15,13, 66.1, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｐサンマルアタック, 35,宮崎北, 2.5, 43,  -6, -10,16,323.1, ⑩⑩,14, 2,Ｌナカヤマパラダイス, 81,木幡初, 2.6, 67,  14,  -5, 5,  9.7, ③④
,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｎホウヨウメイン, 44,柴山雄, 3.8, 37,  -2, -25, 9, 39.5, ⑦⑦,15,16, セイワクリスタル,---,田中博, 2.7, 61,   3,   2,16,291.8, ⑧⑬
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｊニシノエメラルド, 53,北村宏,23.3,23.3---, -66, ---,10, 48.6, ⑯⑯,16, 5,Ｏホｰマンアピｰル, 74,後藤浩, 3.1, 64,* 15, -16,15,188.8, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-31 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-3),,,,,,,,,,,
"単勝:110円 複勝:09=100円 04=600円 11=210円 枠連:3,150円",,,,,,,,,,,,単勝:130円 複勝:08=110円 03=210円 05=240円 枠連:0円,,,,,,,,,,,,"単勝:170円 複勝:08=120円 05=490円 10=430円 枠連:1,870円",,,,,,,,,,,,"単勝:1,600円 複勝:09=510円 13=350円 11=610円 枠連:3,310円",,,,,,,,,,,
"馬連:2,630円 ワイド:04-09=910円 09-11=250円 04-11=2,870円",,,,,,,,,,,,"馬連:540円 ワイド:03-08=240円 05-08=370円 03-05=1,050円",,,,,,,,,,,,"馬連:1,770円 ワイド:05-08=710円 08-10=700円 05-10=4,580円",,,,,,,,,,,,"馬連:9,180円 ワイド:09-13=2,720円 09-11=4,210円 11-13=5,340円",,,,,,,,,,,
"馬単:3,120円 3連複:5,880円",,,,,,,,,,,,"馬単:670円 3連複:1,520円",,,,,,,,,,,,"馬単:2,610円 3連複:9,680円",,,,,,,,,,,,"馬単:17,870円 3連複:67,650円 3連単:411,870円",,,,,,,,,,,
■ 3R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 9R  ダ1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,西湖特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, マロンティアラ,---,的場勇,, 42,*-20,   2, 6, 22.2, ②②, 1, 7,Ｃダイワオンディｰヌ, 67,北村宏,, 78,*  3,* 14, 3,  4.8, ③②, 1,10,Ａウィストラム, 76,吉田隼,, 82,   4,* 23, 2,  4.1, ⑭⑫, 1, 4,Ｅメジロボンズ, 69,吉田豊,, 74,*  6,  11, 5, 15.4, ③③
 2, 7, クレイジｰラブ,---,石橋脩, 0.2, 42, -19,   2, 1,  1.8, ③③, 2, 3,Ａプレンティラヴ, 72,木幡初, 0.1, 77,   2,* 13, 1,  3.3, ⑤④, 2, 5,Ｂジャドｰル, 74,北村宏, 0.7, 81,* 15,   2, 1,  3.2, ①②, 2, 2,Ａデュポンサｰクル, 80,田中勝, 0.0, 77,   2,  15, 1,  1.9, ④⑤
 3,10, ワンダフルスイｰト,---,後藤浩, 0.3, 37,*-15,  -4, 8, 53.6, ①①, 3, 2,Ｄピｰチドラフト, 63,蛯名正, 0.8, 69,  -1,  10, 5,  7.6, ⑨⑧, 3, 6,Ｅポライトストｰン, 66,吉田豊, 0.7, 79,  10,   8, 4,  6.4, ⑥⑤, 3, 8,Ｎシｰディドアラバイ, 61,松岡正, 0.2, 77,  -3,* 18, 7, 26.8, ⑫⑫
 4, 5, スイｰトグラｰツ,---,田中博, 0.4, 47, -29,* 10, 2,  3.8, ⑧⑩, 4,12,Ｊタママリア, 59,松岡正, 0.9, 66,   1,   7, 7, 28.3, ⑤④, 4, 3,Ｈシャイニングムｰン, 64,横山典, 1.3, 73,  10,   2, 7, 18.6, ⑤⑤, 4, 7,Ｇナイキアプロｰド, 68,秋山真, 0.2, 83,  -7,* 24,14, 74.0, ⑰⑯
 5, 8, サイレントキララ,---,江田照, 0.6, 35, -21,  -1, 9, 54.8, ⑥⑤, 5, 4,Ｅガｰルズポップ, 61,石橋脩, 1.0, 65,  -1,   7, 6, 19.3, ⑨⑧, 5, 8,Ｇアイファｰラブラブ, 65,西田雄, 1.3, 70,   3,* 12, 9, 34.8, ⑭⑬, 5,11,Ｆノｰスリヴァｰ, 69,木幡初, 0.3, 70,   2,  10,13, 45.6, ④⑤
 6, 1, ビｰビｰモデナ,---,蛯名正, 1.0, 29, -26,  -1, 7, 30.7, ⑩⑧, 6, 8,Ｋテンエイルンルン, 59,藤田伸, 1.0, 62,*  4,   2, 8, 31.7, ①①, 6, 2,Ｉフロｰレストウブ, 64,大庭和, 1.5, 70,   7,   4,13,119.2, ⑧⑦, 6, 3,Ｃフュノンガルウ, 73,蛯名正, 0.6, 66,   0,   9, 2,  6.5, ⑩⑨
 7, 3, ブリｰズ,---,大野拓, 1.0, 28, -20, -11, 5, 17.9, ⑤③, 7,11,Ｍエイワンキセキ, 56,横山典, 1.2, 68,  -7,* 13, 4,  7.3, ⑯⑮, 7,16,Ｊブルｰチェイサｰ, 64,小野次, 1.7, 68,   6,   4,14,123.2, ⑧⑩, 7, 6,Ｊエフテｰララｰヤ, 65,柴山雄, 0.7, 62,   2,   4,11, 35.3, ⑦⑤
 8, 6, フォギｰボトム,---,田中勝, 1.0, 28, -21,  -7, 3,  7.0, ③⑤, 8,16,Ｎトｰセンフｰガ, 48,秋山真, 1.2, 67,  -5,  11,14,151.4, ⑬⑭, 8,14,Ｃインプレスゴｰルド, 69,田中勝, 1.7, 67,   6,   3, 3,  5.0, ⑧⑨, 8, 9,Ｈマイネジャｰダ, 67,大野拓, 0.7, 62,   0,   5,12, 38.4, ⑦⑤
 9, 4, セレナジャスミン,---,小林淳, 1.1, 27, -23,  -6,10, 96.7, ⑥⑦, 9, 1,Ｉデュｰクタイフｰン, 59,柴山雄, 1.7, 57,  -2,   3,11, 60.4, ⑫⑩, 9,12,Ｏアイアムエンジェル, 60,柴山雄, 1.8, 70,  13,  -5,10, 34.8, ④③, 9,14,Ｐツカサオウカ, 57,村田一, 0.7, 70,  -7,* 17,17,223.8, ⑯⑯
10, 2, トｰセンプルミエ,---,武士沢, 1.7, 22, -26, -12, 4, 10.6, ⑧⑧,10,10,Ｂモンテチェリｰ, 69,田中勝, 1.8, 55,   1,  -2, 2,  3.9, ⑤④,10, 7,Ｐトｰホウカウンタｰ, 58,藤田伸, 1.8, 66,   3,   6, 6, 17.0, ⑯⑬,10,16,Ｄダイワフォルゴｰレ, 70,吉田隼, 0.7, 70,  -7,* 17, 9, 33.2, ⑰⑯
,,,,,,,,,,,,11, 6,Ｈジェネスタキオン, 60,田中博, 2.0, 53,  -4,   0,12, 82.6, ⑬⑩,11, 4,Ｋオポテュｰニティ, 64,石橋脩, 1.9, 66,   5,   3,16,255.6, ⑫⑩,11,18,Ｉアマミスウィフト, 66,北村宏, 0.9, 62,  -4,   9,10, 33.9, ⑬⑫
,,,,,,,,,,,,12,14,Ｌレオスマイル, 57,江田照, 2.6, 48,  -2,  -6,13,123.3, ⑨⑩,12,15,Ｎモリトヴィｰナス, 60,田中博, 1.9, 67,   8,  -1,12, 55.0, ⑦⑦,12,17,Ｋクロスホｰリｰ, 64,郷原洋, 1.0, 59,  -3,   6, 8, 28.1, ⑮⑫
,,,,,,,,,,,,13, 5,Ｏディｰズコンコルド, 38,千葉直, 3.3, 41, -11,  -4,16,309.2, ⑮⑯,13,13,Ｌクｰルダンサｰ, 63,木幡初, 2.2, 61,  -2,   9,11, 40.7, ⑧⑯,13, 5,Ｂマイネルパラシオ, 80,田中博, 1.0, 57,  -5,   6, 3,  9.3, ⑬⑫
,,,,,,,,,,,,14, 9,Ｇマイネバイレ, 60,小野次, 3.4, 47,   2, -19,10, 48.0, ③④,14,11,Ｍシュウザンアイ, 61,二本柳, 2.3, 61,   1,   4,15,240.2, ⑫⑮,14,13,Ｒアルファジュリア, 49,江田照, 1.0, 58,   0,   3,18,322.0, ⑩⑨
,,,,,,,,,,,,15,13,Ｆデアリングワｰルド, 61,中舘英, 4.5, 21,*  3, -31, 9, 41.0, ②②,15, 1,Ｆタケイチゼット, 66,中村将, 2.3, 66,* 15, -14, 8, 26.0, ②①,15,10,Ｌヤクモオｰカン, 64,的場勇, 1.2, 52,*  2,  -9, 6, 15.4, ④③
,,,,,,,,,,,,16,15,Ｐスイｰトピピン, 37,宮崎北, 7.7,-88,  -4, -56,15,182.0, ⑤⑩,16, 9,Ｄサクラワイズ, 66,江田照, 2.7, 61,* 13, -15, 5, 16.6, ②③,16,15,Ｏサクラマテンロウ, 58,小島太, 1.3, 53,*  6, -15,16,145.6, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｑマイムマイム, 52,中舘英, 1.4, 56,*  9, -16,15, 80.9, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｍチュｰイングサイン, 64,石橋脩, 1.5, 51,  -2,  -4, 4, 13.8, ⑦⑨
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-5),,,,,,,,,,,
"単勝:2,220円 複勝:09=370円 07=120円 10=710円 枠連:900円",,,,,,,,,,,,単勝:480円 複勝:07=180円 03=140円 02=210円 枠連:590円,,,,,,,,,,,,単勝:410円 複勝:10=140円 05=150円 06=170円 枠連:390円,,,,,,,,,,,,"単勝:1,540円 複勝:04=440円 02=130円 08=520円 枠連:410円",,,,,,,,,,,
"馬連:1,430円 ワイド:07-09=660円 09-10=4,350円 07-10=1,090円",,,,,,,,,,,,馬連:730円 ワイド:03-07=370円 02-07=660円 02-03=380円,,,,,,,,,,,,馬連:660円 ワイド:05-10=280円 06-10=410円 05-06=500円,,,,,,,,,,,,"馬連:1,410円 ワイド:02-04=810円 04-08=5,660円 02-08=980円",,,,,,,,,,,
