07年 7月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■10R  ダ1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗場特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂマルタｰズコッパｰ, 49,蛯名正,, 65,* -1,*  6, 2,  3.7, ②②, 1, 4,Ｂデストラメンテ, 61,小林淳,, 71,   3,* 11, 4, 12.2,⑤⑤⑤, 1, 2,Ｈステラディクオｰレ, 60,石橋脩,, 75,   1,* 13, 6, 15.5, ③③, 1,10,Ｌエンドレスビジネス, 70,田中勝,, 83,  -1,* 21, 1,  2.9, ⑫⑪
 2, 4,Ａベルモントリボン, 50,丹内祐, 0.7, 59,*  1,  -3, 4,  7.7, ①①, 2,10,Ｃレガルメンテ, 56,蛯名正, 0.7, 63,*  4,  -2, 1,  1.9,⑦③②, 2, 8,Ａグリｰンアラモｰド, 74,吉田隼, 0.0, 73,*  3,  11, 2,  3.3, ②②, 2, 4,Ａホウショウルビｰ, 77,後藤浩, 0.0, 78,*  6,  14, 2,  4.0, ③②
 3, 5,Ｄトｰセンファング, 46,二本柳, 1.0, 54,  -2,  -3, 1,  2.8, ④④, 3,13,Ｄビッグステｰジ, 56,村田一, 0.8, 62,*  5,  -6, 5, 17.6,②②②, 3, 6,Ｂファインセンテンス, 72,中舘英, 0.2, 69,*  5,   7, 3,  5.5, ①①, 3, 1,Ｇタイキフェアレディ, 72,中舘英, 0.3, 72,   4,  11, 5,  9.1, ④④
 4, 1,Ｅグラスハｰブ, 44,田中博, 1.3, 48,  -5,  -6, 8, 33.0, ⑤⑦, 4, 2,Ｅリンガスビｰト, 55,田中勝, 0.9, 61,*  6,  -9, 3,  6.2,①①①, 4,11,Ｇマルブツバンダリｰ, 61,福永祐, 0.8, 63,  -1,   7, 1,  3.2, ⑤⑤, 4, 8,Ｃミステリｰゲスト, 74,川田将, 0.4, 75,  -5,* 18, 9, 25.4, ⑬⑬
 5, 2,Ｆタイキキャプテン, 41,吉田豊, 1.3, 47, -10,*  1, 3,  5.8, ⑩⑨, 5, 9,Ｆマイネレプリｰク, 53,大野拓, 0.9, 59,   2,  -2, 6, 20.8,⑤⑦⑦, 5, 1,Ｄコスモパルムドｰル, 70,田中勝, 1.0, 61,  -5,   8, 4,  6.4, ⑧⑧, 5, 3,Ｄケイアイカｰルトン, 73,武豊  , 0.5, 69,*  9,   6, 3,  6.2, ①①
 6, 8,Ｋウェｰブガｰル,-32,岩部純, 1.4, 51,* -1,  -8, 9, 36.5, ②②, 6, 7,Ａコスモアンファング, 61,武豊  , 1.1, 58,*  4,  -8, 2,  3.5,④③②, 6, 9,Ｅベルモントエｰス, 63,穂苅寿, 1.1, 58,   1,   2, 7, 16.8, ③③, 6,13,Ｋサンクスアロット, 70,蛯名正, 0.9, 64,   2,   7, 7, 25.2, ⑤⑤
 7, 7,Ｈバクシンルビｰ, 21,千葉直, 1.8, 43,  -5, -11,13,162.0, ⑤④, 7, 6,Ｇダイワファントム, 51,武士沢, 1.5, 54,   0,  -5, 8, 40.3,⑨⑨⑧, 7, 4,Ｎシャンドラヴェリテ, 51,柴田善, 1.2, 66, -17,* 18,11,100.5, ⑮⑮, 7, 6,Ｅピサノアルハンブラ, 73,柴田善, 0.9, 71,  -5,* 16, 4,  7.7, ⑭⑭
 8,13,Ｃリンガスサクセス, 48,田辺裕, 2.0, 43,  -4, -12, 7, 26.8, ⑤④, 8, 1,Ｌタｰブルロンド, 29,五十嵐, 1.6, 53,   3, -14,11,146.4,③⑤⑥, 8, 3,Ｆアタゴタイヨウ, 62,木幡初, 1.3, 58,  -7,   7,14,264.7, ⑩⑨, 8, 5,Ｆセトノヒット, 73,石橋脩, 1.1, 62,   0,   7, 6, 15.4, ⑨⑦
