07年 5月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 7R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■10R  ダ2100m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丹沢ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈラインジュエル, 42,田中勝,, 63,  -8,*  8, 5, 18.9, ⑤④, 1,13,Ｃハリｰアップ, 55,小島太,, 55,  -8,*  5, 5, 12.9,⑥⑦⑥, 1, 6,Ｂテンザンモビｰル, 64,岩田康,, 79,  -4,* 19, 2,  3.8, ⑤⑥, 1,16,Ｆナリタプレリュｰド, 79,小牧太,, 82,   9,* 17, 8, 20.4,⑫⑬⑬
 2, 8,Ａグランドアワｰド, 56,後藤浩, 0.2, 52,* -2,  -3, 2,  2.7, ①①, 2, 9,Ｇグランデスピリッツ, 49,蛯名正, 0.2, 57,  -8,*  8,12,166.7,⑬⑬⑪, 2, 2,Ｆエイワンタッチ, 61,内田博, 0.4, 61,*  8,  -5, 5, 12.4, ①①, 2, 8,Ｂスマｰトストリｰム, 82,横山典, 0.1, 81,  11,*  8, 5,  9.2,④④⑤
 3,14,Ｃクロフネマンボ, 46,江田照, 0.3, 51,* -3,  -3, 1,  2.6, ②②, 3, 6,Ａビタｰオレンジ, 59,松岡正, 0.3, 55,* -5,  -1, 1,  2.0,④③③, 3, 7,Ｈオｰスミナイス, 59,中村将, 0.7, 68,  -7,* 14,14,127.6, ⑨⑨, 3,11,Ｌプログレスエバｰ, 76,松岡正, 0.5, 77,  11,   3,15,117.9,⑤④③
 4,11,Ｂコスモライゼン, 52,岩田康, 0.5, 56, -10,*  6, 3,  5.4, ⑥⑥, 4,16,Ｅオｰバｰカムオｰル, 53,北村宏, 0.3, 56,* -3,  -4, 3,  7.5,②②②, 4, 9,Ｃニシノウラシマ, 63,田中剛, 0.7, 60,*  8,  -7,12, 79.4, ②②, 4,12,Ｊシルクウィザｰド, 77,安藤勝, 0.5, 80,  13,   4, 1,  2.2,③③③
 5,15,Ｆピンクキャンドル, 43,秋山真, 0.7, 54, -10,   5, 4, 13.2, ⑦⑥, 5, 1,Ｄグランドメロｰ, 55,柴田善, 0.7, 51,  -7,  -3, 4,  8.6,⑧⑦⑥, 5, 3,Ｅウイングスオブヒロ, 62,武豊  , 0.8, 67,  -5,  13, 4,  7.0, ⑩⑨, 5, 7,Ｇタカオセンチュリｰ, 78,北村宏, 0.7, 77,  11,   3, 3,  8.6,⑦④⑤
 6, 9,Ｅマキノステラ, 43,福永祐, 1.3, 48, -13,   3,11,108.6, ⑨⑨, 6, 5,Ｎリンガスビｰト, 44,田中勝, 0.8, 49,* -3, -12, 6, 25.9,②①①, 6,14,Ｉマイネルピエｰル, 59,藤田伸, 1.3, 59,  -5,   7, 7, 38.9, ⑦⑥, 6, 2,Ｉシルクヒｰロｰ, 77,武士沢, 0.7, 77,  10,   6, 9, 21.9,⑧⑨⑧
 7, 4,Ｊオチャメデヒア, 39,蛯名正, 1.9, 41, -14,  -1, 6, 23.0, ⑩⑩, 7,15,Ｊエドノエスポワｰル, 45,吉田豊, 0.8, 49, -10,*  5, 9, 44.5,⑮⑮⑮, 7,13,Ａキングアｰサｰ, 66,横山典, 1.4, 64,  -9,* 14, 1,  2.6, ⑯⑮, 7, 3,Ａセフティｰステｰジ, 85,河北通, 0.7, 76,   9,   6, 6, 16.3,⑩⑪⑪
 8, 3,Ｌマイダｰリング, 32,小牧太, 2.0, 44, -18,   4,10, 76.7, ⑫⑫, 8, 7,Ｆオウシュウヘイロｰ, 53,小林淳, 0.8, 49,  -6,  -6,11, 82.7,⑧⑦⑥, 8, 5,Ｄトｰホウカウンタｰ, 63,後藤浩, 1.5, 58,  -6,   8, 3,  5.4, ⑫⑪, 8, 6,Ｃアグネスネクタル, 79,秋山真, 0.8, 78,  11,   6, 4,  8.7,⑭⑨⑧
