07年 4月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月28日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■10R  ダ1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
11,16,Ｉニシノアリエナイ, 31,川原正, 3.0, 32,  -6, -25, 9, 52.9, ④④,11,14, ミツアキハンセル,,鈴木慶,11.4,,,,14,225.5,⑫⑫⑫,,,,,,,,,,,,,11,11,Ｂワンダフルドｰラ, 74,四位洋, 3.8, 56,   4, -17, 6, 17.6,③③⑦
12, 6, スリｰフェミニン,---,下原理, 3.0, 32,  -9, -23,13,315.9, ⑨⑧,12,10, スズカザゴｰルド,,南井大,12.4,,,, 8, 34.1,⑬⑬⑬,,,,,,,,,,,,,12, 1,Ｆタケデンヴィｰナス, 69,佐藤哲, 5.0, 48,  -2, -15,11, 99.4,⑥⑫⑫
13, 8, ブルｰジュエル,---,田村太, 3.7, 24, -15, -24,14,398.0, ⑯⑭,13, 8, シルクサラマンダｰ,,高野和,13.8,,,,11, 81.7,⑦⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
14, 2,Ｈダンブライト, 34,佐久間, 4.1, 22,* -3, -40,15,423.0, ①①,14,11, ナムラカブラヤ,,菊地昇,14.7,,,,12, 84.2,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｊスリジェ, 28,池添謙, 5.6,  9, -13, -43,10,162.2, ⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 9, ニホンピロオリビア,---,熊沢重, 8.1,-18,  -8, -73,11,235.4, ⑥⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,
単勝:430円 複勝:07=150円 11=130円 13=160円 枠連:710円,,,,,,,,,,,,単勝:280円 複勝:09=140円 01=150円 07=160円 枠連:810円,,,,,,,,,,,,単勝:170円 複勝:02=100円 06=150円 07=150円 枠連:460円,,,,,,,,,,,,単勝:230円 複勝:10=130円 07=650円 04=310円 枠連:350円,,,,,,,,,,,
馬連:620円 ワイド:07-11=230円 07-13=400円 11-13=390円,,,,,,,,,,,,馬連:980円 ワイド:01-09=410円 07-09=380円 01-07=390円,,,,,,,,,,,,馬連:420円 ワイド:02-06=190円 02-07=210円 06-07=410円,,,,,,,,,,,,"馬連:4,210円 ワイド:07-10=1,380円 04-10=570円 04-07=3,770円",,,,,,,,,,,
"馬単:1,360円 3連複:1,120円",,,,,,,,,,,,"馬単:1,740円 3連複:1,260円",,,,,,,,,,,,馬単:560円 3連複:700円,,,,,,,,,,,,"馬単:5,750円 3連複:11,410円 3連単:52,800円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■ 8R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■11R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朱雀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂトップオブハワイキ, 55,池添謙,, 69,   6,* -2, 1,  1.5,⑤③③, 1,12,Ａマイネルヴルメリオ, 60,佐藤哲,, 64,*  0,   1, 2,  3.9, ②②, 1,10,Ａケンブリッジレｰザ, 73,安藤勝,, 73,*-10,* 22, 2,  3.2,②②②, 1, 4,Ｅミスティックエイジ, 79,川原正,, 89,  16,* 11, 3,  8.7, ⑪⑩
 2, 1,Ｄフィｰルドマｰチ, 54,小林徹, 0.1, 68,   4,*  1, 4,  9.3,⑦⑤④, 2, 1,Ｃエｰシンエｰエル, 56,岩田康, 0.1, 61,*  1,  -2, 1,  2.2, ①①, 2,11,Ｂラッキｰリップス, 66,岩田康, 0.3, 68, -11,* 21, 1,  2.1,④④⑤, 2,18,Ｍアンブロワｰズ, 76,熊沢重, 0.2, 83,  13,* 10,15, 60.8, ⑫⑫
 3,12,Ａエイシンイッパツ, 55,角田晃, 0.3, 67,*  8,  -8, 3,  8.1,②②①, 3,11,Ｂエストラゴン, 60,秋山真, 0.2, 62,  -2,   2, 5, 13.4, ⑥④, 3, 6,Ｊウエスタンホｰク, 55,熊沢重, 0.5, 56,* -9,  13,10, 53.7,①①①, 3, 5,Ｂフィｰルドベアｰ, 84,秋山真, 0.2, 83,   9,* 18, 1,  3.6, ⑯⑯
 4, 7,Ｅロｰドオブザスタｰ, 52,岩田康, 1.6, 57,*  8, -20, 2,  5.3,①①②, 4, 2,Ｉスｰパｰレインボｰ, 41,川原正, 0.2, 62,  -3,   2, 9, 46.4, ⑤④, 4, 5,Ｄワンダｰポテンシア, 64,石橋守, 0.7, 55, -10,  13, 5, 12.4,③③③, 4, 6,Ｈファランドｰル, 79,小牧太, 0.6, 78,  11,   9, 5, 12.3, ⑬⑬
 5, 3,Ｆキシュウアゲイン, 42,幸英明, 2.3, 50,   2, -17, 6, 50.7,⑦⑥⑥, 5, 9,Ｄケイアイロブ, 55,東川公, 0.3, 62,  -4,*  4, 4, 11.2, ⑧⑦, 5, 7,Ｋメイショウカレン, 55,佐藤哲, 0.8, 60, -13,  17, 4, 11.6,⑦⑦⑧, 5,12,Ｉウインディグニティ, 78,幸英明, 0.6, 76,  11,   6, 9, 15.0, ⑬⑬
 6, 6,Ｃアグネスタイガ, 55,藤岡康, 2.8, 44,   4, -29, 5,  9.4,③③⑤, 6, 8, ディマクコンダ,---,池添謙, 0.6, 62,  -9,*  7, 7, 16.7, ⑪⑬, 6, 9,Ｅアグネスメリット, 60,渡辺薫, 1.4, 45, -13,   8,11, 95.5,⑩⑦⑧, 6,17,Ｋアンティｰクコイン, 78,川田将, 0.9, 77,  18,  -9, 8, 14.2, ⑥⑤
 7, 9,Ｉスリｰコジｰン, 37,熊沢重, 3.0, 45,   1, -21,10,166.7,⑨⑦⑦, 7, 3,Ｍジｰキャラバンク, 16,下原理, 0.8, 53,  -5,  -2,17,341.6, ⑧⑩, 7, 8,Ｉミスズシャｰプ, 56,川田将, 1.5, 44, -14,   8, 6, 19.7,⑨⑦⑩, 7, 9,Ｃワイルドファイアｰ, 83,四位洋, 0.9, 72,  14,  -7, 7, 13.1, ⑧⑧
 8, 8,Ｊラファル, 36,田村太, 3.9, 40, -11, -10, 7, 89.7,⑩⑩⑩, 8,16,Ｇメガリス, 44,藤岡康, 0.9, 45,  -4, -12, 3,  8.6, ④④, 8, 3,Ｇドレスコｰド, 57,幸英明, 1.6, 43, -11,   0, 3,  7.7,⑤④③, 8,15,Ｐトｰセンハピネス, 72,荻野琢, 1.0, 74,* 19, -14,14, 58.8, ③②
 9, 5,Ｈヒルノブラック, 38,松田大, 4.3, 38,   0, -31, 9,129.2,⑤⑧⑧, 9,17, スｰプリムゴディス,---,和田竜, 0.9, 56, -10,*  4, 6, 14.7, ⑭⑬, 9, 1,Ｃカルストンペｰスオ, 64,下原理, 1.6, 43, -13,   5, 9, 44.9,⑦⑦⑥, 9, 2,Ｆマヤノスタｰダム, 79,池添謙, 1.0, 71,   8,   5,11, 25.1, ⑯⑬
10,10,Ｋトヨサンラッキｰ, 28,荻野琢, 6.2, 25,  -3, -47,11,210.4,③⑨⑨,10,10,Ｈサンレイサイレンス, 42,渡辺薫, 1.0, 50,  -6,  -4,13,119.8, ⑪⑧,10, 2,Ｈスイｰトゴｰルド, 57,和田竜, 1.7, 43, -11,  -1, 7, 23.4,⑥④⑥,10,14,Ｊサンキンバスタｰ, 78,岩田康, 1.1, 74,* 19, -13, 4,  9.7, ③②
11,11,Ｌタガノディザイア, 26,小原義, 6.3, 17, -15, -20,12,658.8,⑪⑪⑪,11, 4, プレザントサウンド,---,川田将, 1.1, 55, -13,*  6, 8, 21.6, ⑯⑯,11, 4,Ｆスタｰダストボｰイ, 60,黒岩悠, 1.7, 43, -15,   8, 8, 38.4,⑪⑪⑪,11, 1,Ｎモエレフィｰルド, 76,吉永護, 1.1, 74,* 21, -19, 6, 12.5, ①①
12, 4,Ｇユウサンダｰボルト, 42,和田竜, 7.1, -6, -18, -23, 8,115.8,⑫⑫⑫,12,13,Ｋメイショウセレス, 35,小牧太, 1.2, 45,  -3, -12,14,148.7, ⑥⑧,,,,,,,,,,,,,12,16,Ａジョウノオｰロラ, 86,下原理, 1.2, 71,  16, -11,10, 15.9, ⑧⑩
,,,,,,,,,,,,13,14,Ｅシルクスタｰリング, 49,小林慎, 1.2, 47,  -6,  -7,16,326.4, ⑪⑩,,,,,,,,,,,,,13,13,Ｌサクラランサｰ, 77,和田竜, 1.3, 70,  17, -15, 2,  5.7, ⑥⑤
,,,,,,,,,,,,14, 6,Ｊタｰフギムレット, 38,石橋守, 1.3, 48, -10,  -2,15,275.5, ⑭⑬,,,,,,,,,,,,,14, 3,Ｄキョウワロアリング, 80,飯田祐, 1.5, 66,  16, -15,13, 58.6, ⑧⑧
,,,,,,,,,,,,15,15,Ｆピサノアキヅキ, 45,四位洋, 1.5, 42,  -6, -12,12, 94.0, ⑧⑩,,,,,,,,,,,,,15,10,Ｇメイショウディオ, 79,角田晃, 2.0, 58,  -1,   2,12, 27.7, ⑱⑱
,,,,,,,,,,,,16, 7, シャノン,---,荻野琢, 1.7, 43, -18,   0,11, 83.3, ⑰⑰,,,,,,,,,,,,,16,11,Ｏセレスクラブ, 75,石橋守, 2.1, 58,* 18, -32,16, 71.9, ③②
,,,,,,,,,,,,17, 5,Ｌメイケイグリｰン, 35,幸英明, 1.9, 42,*  0, -29,10, 74.1, ②③,,,,,,,,,,,,,17, 7,Ｑリュウヨウ, 68,藤岡康, 2.3, 54,   6, -15,18,263.9, ⑬⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｒヒトリムスメ, 65,向山牧, 3.1, 47,* 19, -47,17,117.3, ②⑤
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-5),,,,,,,,,,,
単勝:150円 複勝:02=110円 01=170円 12=150円 枠連:440円,,,,,,,,,,,,単勝:390円 複勝:12=140円 01=110円 11=280円 枠連:340円,,,,,,,,,,,,単勝:320円 複勝:10=110円 11=110円 06=740円 枠連:240円,,,,,,,,,,,,"単勝:870円 複勝:04=300円 18=1,230円 05=150円 枠連:2,790円",,,,,,,,,,,
馬連:430円 ワイド:01-02=210円 02-12=240円 01-12=560円,,,,,,,,,,,,馬連:460円 ワイド:01-12=210円 11-12=640円 01-11=490円,,,,,,,,,,,,"馬連:240円 ワイド:10-11=140円 06-10=1,500円 06-11=1,180円",,,,,,,,,,,,"馬連:62,220円 ワイド:04-18=13,440円 04-05=680円 05-18=6,220円",,,,,,,,,,,
馬単:630円 3連複:900円,,,,,,,,,,,,"馬単:1,170円 3連複:1,590円",,,,,,,,,,,,"馬単:610円 3連複:3,610円",,,,,,,,,,,,"馬単:103,020円 3連複:67,960円 3連単:656,760円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■ 6R  ダ1200m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.9,,,,,■ 9R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,鷹ｹ峰特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄアドマイヤハｰト, 48,岩田康,, 59,*-12,  14, 2,  2.7, ①①, 1, 8,Ｃビｰチブリｰズ, 67,安藤勝,, 72,*  1,   8, 1,  3.0, ②②, 1, 4,Ｄエネルマオｰ, 77,和田竜,, 75,   4,  12, 1,  3.6, ⑨⑧, 1, 4,Ａサイボｰグ, 78,岩田康,, 93,* 14,* 12, 1,  2.4, ①①
 2, 2,Ｊウェｰブクイｰン, 36,佐藤哲, 0.4, 56,*-15,  14,13,208.9, ③③, 2, 6,Ｄインディゴラヴ, 64,藤岡康, 0.1, 67,*  2,   4, 3,  4.8, ①①, 2, 6,Ｈスｰパｰワシントン, 69,秋山真, 0.2, 71,   0,  14, 5,  9.5, ⑪⑩, 2, 9,Ｂタｰタンフィｰルズ, 77,川原正, 0.8, 77,   3,* 14, 2,  3.6, ⑪⑩
 3, 5,Ａホｰマングラッパ, 62,川田将, 0.7, 53, -17,  14, 1,  1.9, ⑤④, 3,11,Ｋベルモントプロテア, 48,渡辺薫, 0.3, 71,  -6,* 11,10, 79.8, ⑦⑦, 3,11,Ｌリガｰドシチｰ, 63,下原理, 0.3, 73,  10,   1, 6, 16.1, ④④, 3, 6,Ｆグロｰバルボンバｰ, 68,秋山真, 0.9, 76,   2,* 14, 5, 14.6, ⑪⑪
 4, 6,Ｃマイネルデネブ, 51,秋山真, 0.7, 45,*-13,   4, 3,  6.0, ②②, 4, 3,Ｆマルヨカレッジ, 60,川田将, 0.5, 67,  -5,   8, 2,  3.0, ⑦⑦, 4,15,Ｂツルマルオトメ, 79,安藤勝, 0.3, 68, -14,* 25, 4,  8.9, ⑯⑯, 4, 2,Ｍシンキッカｰ, 63,下原理, 1.1, 75,   6,   9, 9, 51.0, ⑨⑥
 5, 4,Ｂグロｰバルフィｰト, 55,池添謙, 0.8, 52, -17,  12, 7, 44.5, ⑨④, 5,10,Ｅアドマイヤプルｰト, 64,秋山真, 0.7, 61,*  1,   1, 5, 11.9, ②②, 5,12,Ｃマキシマムスピｰド, 78,幸英明, 0.3, 79,* 20,  -8, 7, 17.6, ①①, 5, 3,Ｄマイネルラファエロ, 72,小牧太, 1.2, 76,   8,   6, 4,  7.2, ⑥④
 6,11,Ｅグランプリジョニｰ, 46,下原理, 1.2, 42, -18,   7, 4, 29.7, ⑤⑦, 6, 7,Ｇレンデフルｰル, 58,生野賢, 0.7, 66,  -8,*  9, 6, 15.0, ⑩⑩, 6, 1,Ａアスタｰトリッピｰ, 80,川田将, 0.4, 69,   1,  10, 3,  5.1, ⑩⑩, 6, 7,Ｌテイエムゼネラル, 63,佐久間, 1.5, 68,  -1,  11,16,407.5, ⑬⑬
 7,14, スカイリュウホｰ,---,荻野琢, 1.4, 67, -31,* 26,12,207.7, ⑮⑮, 7,12,Ａラジョリｰ, 71,小林徹, 0.8, 61,  -2,   3, 9, 46.0, ④④, 7, 3,Ｍマｰベラスパレｰド, 61,渡辺薫, 0.5, 66,  -4,  13,14,133.6, ⑭⑫, 7, 1,Ｊジャイロスコｰプ, 66,小林徹, 1.6, 72,   9,   1, 8, 47.8, ④④
 8, 3,Ｉドｰルリヴィエｰル, 40,石橋守, 1.6, 36, -19,   4, 6, 34.5, ⑩⑦, 8, 9,Ｊネヴァテルミｰ, 54,小池隆, 1.2, 58,  -9,   5,11, 87.2, ⑪⑪, 8,16,Ｋコアレスストｰム, 67,佐藤哲, 0.5, 77,* 20, -11,10, 27.4, ②②, 8,15,Ｅクリスティイモン, 68,荻野琢, 1.6, 73,* 12,  -4,13, 68.4, ②②
 9, 9,Ｌオｰミプラネット, 12,幸英明, 1.8, 38, -23,   9,14,327.6, ⑪⑪, 9, 5,Ｂシャルトリュｰズ, 69,池添謙, 1.2, 55,  -2,  -1, 4,  8.3, ④④, 9,13,Ｉエアジュラシック, 69,岩田康, 0.6, 64,  -6,  12, 8, 17.7, ⑬⑬, 9,12,Ｈハｰドムｰン, 66,和田竜, 1.8, 65,  -1,   8, 6, 32.8, ⑬⑬
10, 1,Ｋイチライスキャン, 30,小牧太, 1.9, 34, -19,  -2,10,172.0, ⑦⑦,10, 2, ハチキンムスメ,---,川原正, 1.2, 59, -11,   7,12,232.9, ⑫⑫,10,14,Ｇイケタイトル, 71,角田晃, 0.7, 68,  13,  -8,12, 37.0, ③③,10,10,Ｐオジャマシマス, 58,菊地昇, 2.0, 62,  -4,   9,15,162.2, ⑯⑮
11,13,Ｇカシノアマゾネス, 41,田村太, 2.0, 34, -27,   9,11,207.4, ⑬⑬,11, 4,Ｈメイショウワカナ, 58,岩田康, 1.4, 53,  -1,  -4, 7, 23.8, ④④,11,10,Ｅゴｰルドクラウン, 76,四位洋, 0.9, 63,   9,  -7, 2,  4.3, ⑤⑤,11,16,Ｃイリュｰシブネス, 74,幸英明, 2.0, 69,   9,  -3, 3,  5.6, ④⑥
12, 7,Ｈトｰナメントシチｰ, 40,藤岡康, 2.0, 30, -21,  -6,15,329.9, ⑦⑩,12, 1,Ｉデンタルスピリット, 58,和田竜, 1.5, 52,  -5,  -2, 8, 45.4, ⑦⑦,12, 2,Ｆレヴリ, 74,松田大, 0.9, 63,   9,  -7,11, 32.5, ⑤⑤,12,13,Ｏプルｰヴドメリト, 60,向山牧, 2.3, 65,   8,  -5,14, 88.8, ⑥⑥
13,15, テイエムアンコｰル,---,和田竜, 2.0, 34, -24,   7, 5, 32.3, ⑫⑬,13,13, ウェイクアビリティ,---,向山牧, 2.6, 41, -12,  -6,13,680.0, ⑫⑬,13, 7,Ｐアｰスシャｰプ, 56,池添謙, 1.0, 58,  -9,   9,13, 98.1, ⑮⑮,13,11,Ｉマチカネニオウミヤ, 66,石橋守, 2.3, 64,   7,  -4, 7, 37.6, ⑥⑥
14,12,Ｍメイショウカロン,-25,田嶋翔, 2.1, 33, -25,   7, 9, 45.2, ⑭⑫,,,,,,,,,,,,,14, 8,Ｊシｰジョリｰ, 67,川原正, 1.0, 58,  -2,   3,16,290.1, ⑪⑬,14, 5,Ｋピサノベガス, 63,川田将, 2.4, 62,   6,  -4,11, 60.9, ⑨⑪
15,10,Ｆツルミモントレ, 42,川原正, 2.2, 31, -16, -11, 8, 45.2, ③⑥,,,,,,,,,,,,,15, 9,Ｎサザンビュｰティｰ, 58,田嶋翔, 1.2, 59,   9, -11, 9, 24.6, ⑤⑦,15,14,Ｇマイティｰキラｰ, 67,藤岡康, 2.5, 62,* 10, -11,12, 61.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｏミスホｰユｰ, 57,小林徹, 1.7, 49,   7, -18,15,281.4, ⑤⑧,16, 8,Ｎウォｰタｰポロ, 62,佐藤哲, 2.6, 57,  -1,   1,10, 59.4, ⑬⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,
"単勝:270円 複勝:08=110円 02=2,050円 05=100円 枠連:5,130円",,,,,,,,,,,,"単勝:300円 複勝:08=150円 06=180円 11=1,380円 枠連:560円",,,,,,,,,,,,"単勝:360円 複勝:04=140円 06=370円 11=510円 枠連:1,980円",,,,,,,,,,,,単勝:240円 複勝:04=130円 09=140円 06=260円 枠連:340円,,,,,,,,,,,
