07年 3月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月25日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.3,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,四国新聞杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄマルヨカレッジ, 54,川田将,, 74,*  4,*  6, 1,  3.0, ③③, 1,12,Ｇエプソムスタウト, 42,野元昭,, 64,   4,* -2, 8, 22.6, ⑥②, 1,11,Ａランザロｰテ, 74,藤岡佑,, 75,*  4,   6, 1,  2.2, ②①, 1, 7,Ｄナムラスピｰド, 73,川原正,, 74,*  2,  12, 3,  6.5,①①①
 2,13,Ｂウレッコ, 60,幸英明, 0.9, 63,   2,  -1, 2,  3.4, ⑤④, 2, 7,Ｂユウキタイティ, 56,田村太, 0.1, 60,   3,* -5, 3,  7.5, ④⑥, 2,13,Ｃインプレッション, 65,幸英明, 0.2, 72,   2,   6, 3,  7.3, ④②, 2,14,Ａピサノフィリップ, 78,岩田康, 0.5, 71,  -1,  11, 1,  1.9,⑤⑤④
 3,14,Ａスリｰキュラソｰ, 61,岩崎祐, 1.0, 59,  -1,*  1, 4,  9.4, ⑧⑥, 3,10,Ｄエンジェルフェザｰ, 51,上野翔, 0.2, 61,   4,  -5, 2,  4.4, ④②, 3, 8,Ｄオペラボイス, 65,川田将, 0.8, 62,  -7,* 12, 4, 10.6, ⑭⑭, 3,11,Ｊフィｰルドジュエル, 65,酒井学, 0.5, 76,  -3,* 16, 7, 34.4,⑩⑪⑧
 4, 5,Ｃシャインジュエリｰ, 60,高井彰, 1.3, 64,*  7, -10, 6, 14.4, ①①, 4,16,Ａアンクルレオン, 64,田中健, 0.5, 58,*  6, -12, 1,  2.2, ②①, 4, 1,Ｂダノンシャトル, 65,四位洋, 1.1, 60,  -3,   4, 2,  2.9, ⑪⑩, 4, 5,Ｃタカオセンチュリｰ, 73,川田将, 0.6, 71,  -2,  13, 2,  3.6,⑧⑧⑦
 5, 7,Ｅメイショウワカナ, 53,岩田康, 1.3, 62,*  6,  -9, 3,  4.9, ②②, 5, 3,Ｉワンダｰサｰクル, 38,熊沢重, 1.5, 46, -10,* -4,11,147.5, ⑩⑩, 5, 5,Ｌデンコウニンジャ, 55,古川吉, 1.2, 59,  -5,   6,14,232.8, ⑬⑫, 5, 4,Ｂナナヨｰヒマワリ, 76,小原義, 0.6, 75,  -4,* 16, 4, 16.1,⑩⑪⑧
 6,15, トシザユカ,---,武幸四, 1.6, 52,  -4,  -2, 7, 14.4, ⑩⑦, 6,14,Ｃマイネパピヨン, 52,武幸四, 1.9, 41,  -2, -16, 4,  8.9, ⑦⑦, 6, 6,Ｎダイゴフウジン, 51,太宰啓, 1.3, 59,  -2,   2,12, 97.6, ⑨⑧, 6,13,Ｎサクラランサｰ, 60,藤岡佑, 0.9, 63,   0,   6, 5, 16.2,③③③
 7,10,Ｇミヤジニキｰタ, 49,田中健, 2.0, 49,   1, -14, 8, 35.7, ⑤④, 7, 2,Ｊケイエスユリ, 36,石橋守, 2.0, 43, -12,  -7, 9, 41.6, ⑩⑫, 7, 4,Ｆハギノフェリックス, 61,熊沢重, 1.4, 59,   0,  -3, 6, 18.8, ⑥④, 7,12,Ｉテｰオｰキング, 67,武幸四, 1.1, 60,*  1,   2,11, 55.2,②②②
 8, 2,Ｊマキハタタイムリｰ,  9,向山牧, 2.7, 41,  -6, -11,16,405.9, ⑫⑫, 8, 8,Ｆエイブルシチｰ, 43,幸英明, 2.1, 39,  -1, -19, 6, 14.8, ⑦⑦, 8,10,Ｇテンザンモビｰル, 61,赤木高, 1.6, 57,  -1,  -2, 5, 16.9, ⑥⑩, 8, 3,Ｇワｰルドサンボｰイ, 68,石橋守, 1.1, 61,   0,   4,10, 50.0,③③④
 9,16,Ｋキセキノオｰラ, -7,赤木高, 2.8, 40,  -5, -13, 9, 71.9, ⑩⑨, 9,15,Ｏメイショウマサル,-60,川田将, 2.4, 36,  -5, -18, 5,  9.4, ⑨⑨, 9, 7,Ｈテイエムカイブツ, 59,武幸四, 2.0, 53,   0,  -8, 8, 51.1, ⑥④, 9, 1,Ｌオｰキッドコｰト, 63,小林徹, 1.2, 61,  -1,   5,13, 97.3,⑤⑤⑥
10, 3, イントレランス,---,小林慎, 2.9, 39,  -7, -12,13,160.0, ⑬⑪,10,13,Ｈアイファｰタｰボｰ, 40,川原正, 2.5, 39, -14, -10,15,360.2, ⑫⑫,10,14,Ｍスリｰサンフレンチ, 54,石橋守, 2.4, 51,   1, -13,10, 78.6, ③⑥,10, 9,Ｅウインプログレス, 68,田中健, 1.5, 59,  -2,   5, 9, 42.6,⑩⑧⑧
11, 8,Ｈスリｰスノｰグラス, 32,橋本美, 3.9, 30,  -3, -26,11,122.2, ⑧⑨,11,11,Ｍアスカノジャック, 30,小原義, 2.7, 37, -14, -12,13,305.2, ⑫⑭,11, 2,Ｉシュンゴウ, 57,田中健, 2.7, 43,  -4, -14,13,139.4, ⑨⑧,11, 2,Ｈエストレｰア, 67,千田輝, 1.5, 65,  -6,  11, 8, 39.2,⑭⑬⑬
12, 1,Ｉオンワｰドウイン, 22,小林徹, 4.0, 30,   1, -31,10, 97.7, ⑤⑦,12, 5,Ｋメゾマライズ, 35,藤岡佑, 3.2, 27, -16, -15,10,107.8, ⑯⑮,12, 9,Ｊツモルランサｰ, 57,野元昭, 2.8, 49,*  5, -22,11, 81.6, ①②,12, 6,Ｋメイショウチョイス, 65,太宰啓, 1.7, 61,  -5,   9,12, 81.8,⑩⑬⑬
13,11, バトルテンツェリン,---,太宰啓, 4.1, 30,  -8, -23,15,244.1, ⑬⑫,13, 6,Ｌカシノマキバオｰ, 33,長谷川, 3.3, 33,*  8, -39,14,355.0, ①②,13,12,Ｋニシノマｰメイド, 55,向山牧, 2.9, 44,  -4, -12, 9, 65.6, ⑪⑫,13,10,Ｆテイエムゼネラル, 68,佐久間, 2.4, 52,  -4,  -1,14,128.0,⑧⑧⑪
14, 4, タイグリニｰ,---,藤岡康, 4.5,-30, -34,  -6,14,201.8, ⑯⑮,14, 4, オワラダンサｰ,---,小林慎, 3.7, 28,*  8, -43,12,304.5, ②②,14, 3,Ｅドリｰムゲッタｰ, 62,長谷川, 3.1, 43,   0, -19, 7, 45.2, ④⑥,14, 8,Ｍナムラチｰフ, 61,向山牧, 4.5, 31,  -2, -24, 6, 32.9,⑤⑤⑪
15, 9,Ｌブライティアエｰス,-21,田村太, 6.1,-49, -27, -27,12,123.5, ⑮⑭,15, 9,Ｎオンワｰドカミｰノ, 18,小林徹, 3.9, 11, -15, -23,16,659.1, ⑫⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:不良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:不良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:不良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:不良(指数:-1),,,,,,,,,,,
単勝:300円 複勝:12=130円 13=140円 14=200円 枠連:390円,,,,,,,,,,,,"単勝:2,260円 複勝:12=500円 07=270円 10=190円 枠連:7,310円",,,,,,,,,,,,単勝:220円 複勝:11=140円 13=190円 08=160円 枠連:770円,,,,,,,,,,,,単勝:650円 複勝:07=180円 14=120円 11=430円 枠連:440円,,,,,,,,,,,
馬連:540円 ワイド:12-13=210円 12-14=470円 13-14=530円,,,,,,,,,,,,"馬連:11,310円 ワイド:07-12=2,110円 10-12=2,270円 07-10=630円",,,,,,,,,,,,"馬連:1,020円 ワイド:11-13=510円 08-11=480円 08-13=850円",,,,,,,,,,,,"馬連:560円 ワイド:07-14=290円 07-11=1,780円 11-14=840円",,,,,,,,,,,
"馬単:1,110円 3連複:1,110円",,,,,,,,,,,,"馬単:28,630円 3連複:14,160円",,,,,,,,,,,,"馬単:1,400円 3連複:2,320円",,,,,,,,,,,,"馬単:1,900円 3連複:3,940円 3連単:22,040円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 5R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.1,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■11R  芝1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斎橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃボランタス, 49,四位洋,, 78,  -8,* 18, 3,  5.8,⑤②②, 1, 1,Ａソウルオブジャパン, 62,岩田康,, 71,  -8,* 16, 1,  1.6,⑤⑤⑤, 1, 4,Ｂサウスティｰダ, 70,川田将,, 91,* 21,  -6, 1,  2.7, ①①, 1,18,Ａエイシンデピュティ, 91,岩田康,, 91,* 12,* 15, 1,  2.9, ⑤④
 2, 3,Ａナムラジョンブル, 55,小林徹, 0.0, 73,* -6,* 14, 2,  4.2,①①①, 2,13, ダイシングロウ,---,橋本美, 0.6, 69, -11,* 16, 3,  9.0,⑯⑮⑨, 2, 6,Ｇノｰプロブレム, 65,野元昭, 0.6, 76,   7,*  9, 5,  8.2, ⑤⑤, 2, 7,Ｅトウショウカレッジ, 83,松田大, 0.2, 81,   3,* 22, 4, 12.6, ⑰⑯
 3, 1,Ｅウォｰゲｰム, 49,岩田康, 1.6, 53,  -9,   5, 1,  1.9,⑥⑥⑤, 3,12,Ｉピエナグッドラック, 40,川原正, 0.6, 65, -11,* 14,13,117.0,⑭⑭⑬, 3, 1,Ａアドマイヤサンサン, 72,岩田康, 0.7, 73,   5,*  9, 2,  3.8, ⑧⑥, 3,16,Ｆゼットフラッシュ, 82,熊沢重, 0.4, 83,  10,  10, 2,  3.8, ⑦④
 4,12, アグネスソリッド,---,幸英明, 1.7, 49,* -7,   0, 5, 14.2,③②②, 4, 8,Ｆダンスオンステｰジ, 45,長谷川, 0.7, 57,  -9,   8,11, 69.5,⑨⑦⑨, 4, 8,Ｄファイトザパワｰ, 69,武幸四, 0.8, 71,   4,*  9, 4,  8.1, ⑧⑥, 4, 4,Ｏレオニダス, 78,千田輝, 0.6, 76,   5,  11,16,106.0, ⑪⑩
 5, 7,Ｄナムラマハラジャ, 49,熊沢重, 1.9, 52, -11,   5, 4,  9.2,⑪⑧⑦, 5,15,Ｃブライトマスタｰ, 51,武幸四, 0.9, 48,* -6,  -4, 5, 14.9,③③②, 5,13,Ｃマイネルパシオン, 70,幸英明, 0.9, 71,   8,   1, 3,  6.8, ③③, 5, 2,Ｐポイントセブン, 77,橋本美, 0.7, 80,* 14,  -1,18,167.1, ①①
 6, 9,Ｇベイリングボｰイ, 46,川田将, 3.0, 44,* -7, -13, 6, 20.6,②②②, 6,16,Ｂテラノマニクｰル, 57,四位洋, 1.0, 52,  -9,   2, 2,  5.3,⑭⑩⑤, 6,12,Ｆノｰヴァｰチャル, 66,藤岡康, 1.3, 60,  -3,*  8,11, 88.7, ⑭⑬, 6,15,Ｃプリンセスルシｰタ, 83,川田将, 0.7, 78,* 11,   1,10, 23.7, ③②
 7, 8,Ｆナムラブユウデン, 49,田村太, 3.2, 40, -10, -12, 7, 25.0,⑥⑥⑤, 7,10,Ｈバンブｰファルカン, 41,小林徹, 1.2, 48, -10,   2, 7, 32.1,⑩⑩⑬, 7,11,Ｋケンブリッジレｰザ, 61,熊沢重, 1.5, 63,   3,   1, 8, 29.5, ⑩⑨, 7, 1,Ｋカリプソパンチ, 80,藤岡佑, 0.7, 78,* 11,   2,14, 44.6, ③⑥
 8,10,Ｉマイネルアｰバニタ, 41,松田大, 3.3, 43, -17,   5,12,281.1,⑬⑬⑬, 8, 5,Ｇピサノアキヅキ, 42,石橋守, 1.4, 44,  -8,  -5, 6, 28.3,⑦⑦⑤, 8, 5,Ｎハッピｰヘイロｰ, 49,藤岡佑, 1.5, 62,   0,   6,12,103.3, ⑬⑬, 8, 3,Ｈコマノルカン, 81,石橋守, 0.9, 77,* 11,   1, 8, 19.0, ⑤⑥
 9, 5, トラベルノｰト,---,武幸四, 3.6, 38, -13,  -7, 9, 86.2,⑫⑫⑨, 9,14,Ｍセイウンアルエット, 37,藤岡佑, 1.6, 42,  -9,  -7, 8, 45.9,⑫⑩⑨, 9,10,Ｈフサイチシャナオｰ, 63,四位洋, 1.7, 60,   1,   1, 6, 14.0, ⑫⑪, 9,10,Ｎサンキンバスタｰ, 78,幸英明, 1.0, 70,   1,  11, 6, 17.4, ⑰⑱
10,11,Ｂタマモコマンダｰ, 53,田中健, 3.8, 35, -14, -10, 8, 46.3,⑨⑩⑨,10, 2,Ｄボウレジュ, 49,田中健, 1.6, 39, -11,  -8, 9, 49.1,⑦⑦⑨,10, 7,Ｍパワｰ, 55,川原正, 1.7, 62,   9, -12, 7, 23.6, ②②,10, 8,Ｒムｰンシャイン, 73,四位洋, 1.0, 71,   4,   8,11, 24.5, ⑭⑭
11,13,Ｈメイショウサルト, 43,石橋守, 4.0, 38, -12, -12,10,205.2,⑥⑨⑨,11, 4,Ｋレゼルブ, 39,太宰啓, 1.6, 43,* -7, -13,12, 76.8,③③④,11,14,Ｊデザｰトワｰルド, 62,上野翔, 1.8, 60,   6,  -8,14,152.2, ⑥⑥,11, 6,Ｂマッハジュウクン, 84,野元昭, 1.1, 72,  10,  -1, 5, 16.3, ⑦⑥
12, 6,Ｋヤタクロウ, 29,川原正, 4.4, 36, -14, -13,13,362.0,⑨⑩⑫,12, 3,Ｌサダムカアナパリ, 38,芹沢純, 1.8, 41, -11,  -4,14,130.1,⑫⑬⑮,12, 3,Ｌメイショウシンフウ, 60,石橋守, 2.0, 57,   7, -14,13,109.1, ③③,12,14,Ｄシベリアンメドウ, 83,芹沢純, 1.3, 62,   2,   0,12, 43.1, ⑬⑬
13, 4,Ｊキクノインプルｰブ, 32,赤木高, 4.5, 26,  -9, -23,11,258.8,③⑤⑧,13, 7,Ｊトウショウズシオウ, 39,幸英明, 1.9, 45,* -5, -22, 4, 12.6,①①①,13, 2,Ｅプリンセスゴｰルド, 67,赤木高, 2.2, 54,   1,  -7, 9, 43.4, ⑪⑪,13,12,Ｇブリリアントグレイ, 81,武幸四, 1.4, 65,   4,   2, 3,  8.6, ⑭⑭
,,,,,,,,,,,,14, 6,Ｅマイネキャロライナ, 46,柴原央, 1.9, 42,  -8, -14,15,195.7,⑤⑤⑤,14, 9,Ｉツアｰデフォｰス, 63,太宰啓, 2.4, 52,   3, -12,10, 65.5, ⑥⑨,14, 9,Ｍストｰンブリッジ, 79,太宰啓, 1.9, 60,   9, -14,17,119.8, ⑦⑩
,,,,,,,,,,,,15,11,Ｎノｰスマンハッタン, 37,古川吉, 2.0, 44,* -6, -22,16,204.3,②②②,,,,,,,,,,,,,15,11,Ｊマルタｰズホビｰ, 81,竹之下, 1.9, 59,   6,  -8, 7, 18.2, ⑪⑩
,,,,,,,,,,,,16,17,Ｑウインステルス, 22,熊沢重, 3.0, 32, -16,  -8,10, 50.6,⑯⑰⑰,,,,,,,,,,,,,16,17,Ｑミスティックエイジ, 74,上野翔, 1.9, 64,   8,  -9, 9, 22.9, ⑩⑥
,,,,,,,,,,,,17,18,Ｐフッチボルアレグレ, 23,藤岡康, 4.3,-27, -16, -36,17,723.9,⑩⑮⑯,,,,,,,,,,,,,17, 5,Ｌチャｰムダイヤ, 80,川原正, 2.0, 61,* 13, -19,13, 43.1, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｉチリエｰジェ, 81,長谷川, 2.0, 56,   2,  -6,15,100.7, ⑯⑯
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:不良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:2),,,,,,,,,,,
