07年11月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刈谷特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａエｰシンカマンダｰ, 60,藤岡康,, 60,* -4,*  2, 1,  1.6,①①①, 1, 2,Ａマルカベスト, 64,中舘英,, 65,  -1,*  5, 1,  1.6, ④④, 1, 2,Ａデスバラｰド, 68,上村洋,, 72,  -6,* 17, 1,  2.5,②③①, 1, 2,Ｆトッケンショウブ, 69,柴原央,, 67,  -5,  14, 9, 44.2, ⑦⑥
 2, 3,Ｆアグネスボンバｰ, 43,的場勇, 1.4, 49,* -4, -10, 6, 29.2,②②②, 2,11,Ｂアグネスシャイン, 59,田中健, 0.3, 57,*  0,  -5, 2,  3.7, ②②, 2, 3,Ｂエタｰナルサｰガ, 67,太宰啓, 0.4, 67,  -7,* 15, 5,  9.2,⑤⑥⑤, 2, 5,Ｂヤマニンエマイユ, 76,田中健, 0.1, 63,  -2,   9, 2,  3.8, ④④
 3,12,Ｃナリタシャトル, 46,河北通, 2.1, 44,  -8,  -7, 4, 21.8,⑪⑦④, 3, 1,Ｋアクアブルｰマｰチ, 19,上村洋, 0.5, 57,*  3,  -8, 4, 12.8, ①①, 3,13,Ｃショウケイ, 65,浜中俊, 0.7, 63, -10,* 13, 2,  4.1,⑪⑩⑧, 3, 8,Ｐアｰバンストリｰト, 60,赤木高, 0.2, 67, -13,* 19,14,107.1, ⑩⑨
 4, 9,Ｄコスモウイング, 45,岩部純, 2.8, 38, -11,  -9, 3,  8.2,⑫⑩⑩, 4, 8,Ｄスプリングピット, 54,石橋脩, 0.6, 56,*  2,  -8, 3,  7.6, ②②, 4,11,Ｅシゲルケセネ, 62,河北通, 0.7, 60,  -6,  10, 3,  8.0,⑦③②, 4,17,Ｑマチカネコウバイ, 52,藤岡康, 0.2, 64,  -9,  14,16,292.2, ⑧⑧
 5,11,Ｅカシノマルス, 44,西田雄, 2.8, 38,  -7, -15,10, 80.5,⑥⑤⑥, 5, 4,Ｉマルブツフォｰド, 32,渡辺薫, 0.7, 54,  -8,   0, 9, 78.6, ⑧⑦, 5, 1,Ｉマイネルマルス, 56,津村明, 0.9, 59,  -7,  10,11, 65.8,⑦⑥⑤, 5,14,Ｎセンチメンタル, 62,大野拓, 0.3, 63, -12,  15,13, 83.1, ⑩⑨
 6, 5,Ｈプリズム, 37,津村明, 2.9, 37, -11,  -9, 5, 28.4,⑩⑪⑧, 6, 3,Ｃダイナミックスタｰ, 54,藤岡康, 0.8, 49,  -3, -10, 6, 47.6, ④④, 6, 8,Ｋダイシンツウィギｰ, 52,南田雅, 1.2, 58,  -9,  11,12, 87.1,⑫⑩⑧, 6,11,Ｅシティボス, 70,太宰啓, 0.3, 65, -15,* 18, 5, 11.5, ⑫⑫
 7, 8,Ｂメイショウジャイロ, 53,田嶋翔, 2.9, 38,  -6, -19, 2,  3.4,③③③, 7, 5,Ｇエｰシンエイホｰプ, 41,津村明, 0.8, 52, -10,   0, 8, 52.5, ⑨⑨, 7,12,Ｆファイトシｰン, 60,田村太, 1.3, 52,  -9,   5,10, 65.2,⑦⑥⑧, 7,15,Ｌジョウノオアシス, 63,中舘英, 0.3, 60,  -3,   8, 6, 15.6, ④⑥
 8, 4,Ｊアポロハマｰ, 26,池田鉄, 3.1, 36,  -7, -19,12,192.6,⑤⑤⑥, 8, 7,Ｊマイネラロンハ, 31,野元昭, 0.9, 51,  -5,  -6, 7, 48.3, ⑦⑦, 8,10,Ｊゴｰルデンビッグ, 52,中村将, 1.4, 49,* -6,   0, 7, 14.8,②②②, 8, 7,Ｃプラチナムペスカ, 72,中村将, 0.4, 58,*  3,   0, 4,  7.2, ①①
