07年 4月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.8,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひめさゆり賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａカシノダンク, 60,西田雄,, 65,* -5,*  5, 1,  1.6, ②①, 1,10,Ｃデザインシチｰ, 52,田中博,, 53,* -5,* -1, 4,  6.5,①①②, 1, 7,Ｇナイスヴァレｰ, 64,太宰啓,, 69,* 11,  -8, 4,  9.1,①①①, 1, 1,Ｆホクトスルタン, 55,菊沢隆,, 84,* 14,*  8, 4,  8.3,①①①
 2, 8,Ｂキングデオキシス, 53,中舘英, 0.7, 53,* -5,  -2, 2,  4.4, ②③, 2, 4,Ａオリジナルカラｰ, 55,宮崎北, 0.0, 54,* -6,*  0, 2,  3.6,②②①, 2, 1,Ｄタイニｰモデル, 66,木幡初, 0.3, 64,   8,* -6, 2,  4.5,⑨⑦⑪, 2, 6,Ａクリムゾンベガ, 67,塚田祥, 1.0, 72,  11,   1, 1,  1.8,④⑤④
 3,11,Ｅテンジンミサキオｰ, 46,宮崎北, 0.7, 50,* -6,  -3, 5, 30.6, ①②, 3, 3,Ｇミンナナカヨシ, 34,津村明, 0.4, 53,  -6,  -1, 8, 65.1,⑥④④, 3,14,Ｍパｰプルカフェ, 59,二本柳, 0.5, 63,* 11, -14,13, 97.8,②②②, 3,10,Ｇセントラルカフェ, 53,小野次, 1.2, 70,  12,  -5, 5, 13.8,③③②
 4, 7,Ｃヤマニンキュリオ, 51,田中健, 1.0, 46, -13,  -2, 3,  6.1, ⑤⑤, 4,14,Ｄスマｰトクルｰズ, 49,塚田祥, 0.7, 47,* -5,  -6, 3,  4.6,③②③, 4, 2,Ｏエリモフィナｰレ, 55,田中克, 0.5, 61,   6,* -9,10, 56.1,⑦⑪⑤, 4, 5,Ｊゴｰルドネオ, 49,北村友, 1.3, 68,  10,  -2, 7, 37.2,④⑤④
 5, 2,Ｆホッコｰタｰゲット, 41,的場勇, 1.2, 43, -13,  -4,10,141.0, ⑤⑦, 5, 1, ラティエラ,---,村田一, 1.4, 49, -13,*  2, 9, 73.3,⑪⑫⑪, 5, 8,Ｉクチベニ, 60,郷原洋, 0.7, 60,   6,* -7,15,145.3,⑫⑫⑪, 5, 4,Ｈアサティスボｰイ, 53,西田雄, 1.4, 67,   9,   1,10,105.9,⑧⑦⑦
 6, 3,Ｄアポロアパッチ, 47,津村明, 1.4, 43, -16,  -2, 4,  8.0, ⑨⑧, 6,11,Ｂパｰシピエント, 54,田中健, 1.4, 44, -13,  -2, 1,  2.6,⑨⑩⑨, 6, 4,Ａコスモシレナ, 67,田中博, 0.9, 55,*  7, -19, 7, 23.0,⑬③③, 6, 9,Ｅロｰズプレステｰジ, 56,上村洋, 1.8, 63,   9,  -7, 2,  4.8,⑦⑦⑦
 7, 5,Ｇテンエイスマイル, 40,村田一, 1.4, 43, -13,  -4, 6, 35.7, ⑧⑧, 7, 8,Ｉシルクストラｰダ, 32,菊沢隆, 1.4, 43,  -8,  -7, 6, 22.2,⑧⑦⑧, 7, 3,Ｅホｰリｰミスト, 65,村田一, 1.2, 55,   4,  -8, 5, 10.8,⑯⑮⑬, 7, 2,Ｉディｰエスボランチ, 50,佐藤聖, 1.9, 62,   8,  -5, 8, 62.0,⑩⑨⑨
 8,12,Ｉオレノウマ, 31,木幡初, 1.6, 39,  -8,  -9, 7, 96.4, ④④, 8,13,Ｅダｰリングトップ, 42,郷原洋, 1.5, 40,  -6, -12, 7, 28.0,③④④, 8, 5,Ｐグラスジャスミン, 53,武士沢, 1.2, 54,   4, -10,16,176.9,⑬⑮⑮, 8, 3,Ｄスガノキング, 56,武士沢, 1.9, 62,   7,  -4, 9, 72.1,⑨⑨⑨
 9, 6, ブラックダリア,---,嘉藤貴, 1.8, 37, -11,  -9, 8, 99.5, ⑤⑤, 9, 2,Ｋアクティｰフォｰス, 29,石橋脩, 1.5, 45, -11,  -2, 5, 16.7,⑫⑩⑨, 9,11,Ｎビエンナｰレ, 57,的場勇, 1.3, 51,   6, -22, 9, 49.7,⑤⑦⑧, 9, 8,Ｂワイルドイリｰガル, 61,中舘英, 2.2, 60,* 13, -22, 3,  5.7,②②②
10, 4,Ｈトヨマ, 35,田中博, 2.4, 28, -30,  -5,11,217.1, ⑪⑪,10, 9, ボルガ,---,西田雄, 1.5, 42,  -8,  -8,12,115.4,⑦⑦⑦,10,10,Ｆウインゼフィｰル, 64,大野拓, 1.4, 51,   7, -23, 6, 12.6,⑨⑦⑤,10, 7,Ｃマッキｰエルメス, 59,千田輝, 2.5, 57,  12, -23, 6, 15.6,④③⑥
11, 1,Ｊグランドフェロｰ, 21,塚田祥, 2.4, 29, -18, -12, 9,118.9, ⑨⑩,11, 6,Ｈマキハタセンシブル, 33,高山太, 2.0, 41, -13,  -4,10, 75.8,⑬⑫⑬,11, 9,Ｋツリｰオブライフ, 60,草野太, 1.5, 49,   3, -18,14,135.6,⑬⑬⑬,,,,,,,,,,,,
12,10,Ｋジョキョク,-31,黛弘人, 2.6, 26, -28,  -8,12,402.1, ⑪⑪,12, 7,Ｊヒメアウトランダｰ, 30,川島信, 2.2, 36,  -9, -13,11, 91.3,⑨⑨⑪,12,16,Ｌエスワイジュピタｰ, 60,高橋亮, 2.1, 46,   5, -25,11, 61.1,⑪⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,13,15,Ｆガンコイッテツ, 36,田辺裕, 2.3, 36,  -6, -19,14,130.6,⑤④④,13,12,Ｊミココロ, 60,土谷智, 2.3, 45,   8, -35,12, 68.3,⑦⑦⑧,,,,,,,,,,,,
,,,,,,,,,,,,14, 5,Ｍファルｰシュ, 26,芹沢純, 2.7, 35, -16,  -6,13,125.1,⑬⑮⑭,14,13,Ｂパｰフェクトマッチ, 66,中舘英, 2.5, 43,*  8, -40, 1,  2.4,⑤⑤⑧,,,,,,,,,,,,
,,,,,,,,,,,,15,12,Ｌスガノハイライズ, 26,大野拓, 2.9, 31, -15, -10,15,277.1,⑬⑭⑭,15, 6,Ｈシャドウストリｰム, 62,上村洋, 2.5, 44,*  9, -39, 3,  6.0,③⑤④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｃトｰホウシャイン, 66,塚田祥, 2.7, 41,*  9, -44, 8, 31.0,③③⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
単勝:160円 複勝:09=110円 08=140円 11=350円 枠連:140円,,,,,,,,,,,,単勝:650円 複勝:10=210円 04=140円 03=750円 枠連:320円,,,,,,,,,,,,"単勝:910円 複勝:07=270円 01=200円 14=1,800円 枠連:1,390円",,,,,,,,,,,,単勝:830円 複勝:01=170円 06=120円 10=250円 枠連:800円,,,,,,,,,,,
馬連:270円 ワイド:08-09=170円 09-11=510円 08-11=960円,,,,,,,,,,,,"馬連:990円 ワイド:04-10=410円 03-10=4,770円 03-04=2,380円",,,,,,,,,,,,"馬連:1,720円 ワイド:01-07=650円 07-14=5,080円 01-14=3,740円",,,,,,,,,,,,馬連:760円 ワイド:01-06=340円 01-10=990円 06-10=440円,,,,,,,,,,,
"馬単:440円 3連複:1,180円",,,,,,,,,,,,"馬単:2,590円 3連複:12,430円",,,,,,,,,,,,"馬単:3,470円 3連複:32,170円",,,,,,,,,,,,"馬単:2,190円 3連複:2,350円 3連単:14,150円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.4,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3.1,,,,,■11R  芝1200m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島中央ﾃﾚﾋﾞ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａスピｰドウエル, 57,田中克,, 62,* -7,*  7, 1,  3.3,③③③, 1, 2,Ｍマルタｰズマゼル, 23,芹沢純,, 58,   3,*  2, 6, 21.0, ⑦⑥, 1,13,Ｐウスイ, 14,鈴来直,, 65,   8,   3,16,178.2, ⑧⑦, 1,15,Ａラブハｰト, 76,菊沢隆,, 85,  14,* 14, 1,  2.1, ⑦③
 2, 6,Ｃドンアドヴァイタ, 54,津村明, 0.4, 56,* -4,   2, 2,  3.7,①①①, 2, 1,Ｂバｰグドｰル, 55,中舘英, 0.2, 65,* 17, -15, 2,  2.4, ①①, 2,12,Ｇアラマサフェアリｰ, 69,塚田祥, 0.1, 65,  11,  -4, 2,  4.7, ④③, 2, 5,Ｋシセイヒカリ, 64,赤木高, 0.7, 70,   9,   8,10, 24.7, ⑨⑨
 3,13,Ｅアストラルレイ, 47,木幡初, 0.6, 55,* -5,   3, 8, 27.7,③③③, 3,16,Ｆニシノマンゲキョウ, 41,北村友, 0.6, 54,* 13, -21, 3,  9.6, ②②, 3, 6,Ｃパノラマビュｰティ, 71,上村洋, 0.1, 62,  -4,* 12, 1,  3.0, ⑬⑫, 3,16,Ｆスマｰトカイザｰ, 68,上村洋, 0.7, 70,  11,   6, 4, 11.8, ⑨⑥
 4,11,Ｄダイレクトパス, 53,二本柳, 0.6, 61,  -9,*  9, 3,  3.9,⑮⑦⑤, 4,10,Ａプラネタリｰリング, 55,津村明, 0.7, 52,  11, -16, 1,  2.3, ④④, 4, 2,Ｊマルブツプリンス, 67,大野拓, 0.3, 62,  12,  -7, 6, 18.0, ④③, 4,10,Ｂマキシマムスピｰド, 74,中舘英, 0.7, 82,* 23,  -6, 5, 11.9, ①①
