07年 8月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.7,,,,,■ 4R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｎシルバｰレイク, 39,大下智, 2.0, 37,  -8, -12,18,371.2, ⑯⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｒブレイクオブライト, 32,熊沢重, 2.1, 40,  -1, -16,10, 34.0, ⑪⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｊブルｰエタニティ, 46,高橋智, 2.5, 33,  -5, -19,15,147.9, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｏテイエムコンサｰト, 38,芹沢純, 3.0, 32,* 10, -41,16,149.3, ②③,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+18 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
単勝:600円 複勝:05=190円 08=110円 02=270円 枠連:560円,,,,,,,,,,,,単勝:750円 複勝:05=300円 06=150円 枠連:0円,,,,,,,,,,,,単勝:480円 複勝:18=160円 12=290円 11=140円 枠連:430円,,,,,,,,,,,,"単勝:1,190円 複勝:08=240円 09=110円 07=120円 枠連:1,370円",,,,,,,,,,,
馬連:590円 ワイド:05-08=300円 02-05=930円 02-08=400円,,,,,,,,,,,,馬連:650円 ワイド:05-06=270円 04-05=780円 04-06=340円,,,,,,,,,,,,"馬連:2,540円 ワイド:12-18=850円 11-18=340円 11-12=680円",,,,,,,,,,,,"馬連:1,320円 ワイド:08-09=490円 07-08=610円 07-09=160円",,,,,,,,,,,
"馬単:1,600円 3連複:2,110円",,,,,,,,,,,,"馬単:1,950円 3連複:1,540円",,,,,,,,,,,,"馬単:4,410円 3連複:3,020円",,,,,,,,,,,,"馬単:3,480円 3連複:1,060円 3連単:9,740円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.9,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.0,,,,,■ 8R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■11R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,久留米特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄオメガロンド, 57,川田将,, 76,*  7,*  6, 3,  4.2, ①①, 1,13,Ａホウリュウジ, 60,熊沢重,, 68,* -1,*  9, 1,  1.7,③③②, 1, 6,Ｂキｰレタｰ, 70,川田将,, 71,  11,*  4, 1,  2.8, ⑤⑤, 1,10,Ｄマイネルカンタｰレ, 68,佐藤哲,, 70,   4,*  6, 4, 15.3,⑭⑩③
 2,14,Ｂニオウ, 60,太宰啓, 0.6, 69,*  7,* -1, 2,  4.1, ②②, 2,15,Ｂアグネスマｰズ, 58,角田晃, 0.6, 63,*  0,*  2, 3,  7.8,②②①, 2, 2,Ｅショウエンジェリコ, 67,赤木高, 0.2, 71,  14,   0, 4,  5.4, ④④, 2,15,Ｃボｰナスフィｰバｰ, 69,熊沢重, 0.5, 66,*  6,  -2, 3,  5.3,⑦②③
 3, 2,Ｃポｰトカンパｰニュ, 59,佐藤哲, 1.3, 57,   4,  -6, 4,  5.8, ③③, 3, 7,Ｅカミツキ, 55,中村将, 1.4, 54,  -4,  -2, 2,  6.6,⑦⑤④, 3,14,Ａエイシンイッテン, 75,藤岡康, 0.6, 68,* 15,  -7, 2,  4.4, ②③, 3,11,Ｅマイグロｰリアス, 68,角田晃, 0.5, 65,   5,  -1, 2,  4.4,⑨⑥③
 4, 9,Ａロｰランドナルド, 61,和田竜, 1.6, 51,   1,  -7, 1,  2.5, ⑥④, 4, 8,Ｆカリスマルコ, 55,藤岡康, 1.7, 50,  -7,   0, 6, 16.9,⑬⑩⑩, 4, 5,Ｈパレスルビｰ, 59,田嶋翔, 0.6, 62,   9,  -1,11,101.9, ⑤⑥, 4,16,Ｈケｰジｰムサシ, 63,渡辺薫, 0.6, 65,*  6,  -5, 8, 24.5,④②②
 5, 3,Ｆヒシカツフェアｰ, 48,田中健, 2.3, 38,  -9, -10, 9, 62.1, ⑧⑧, 5,10,Ｈスリｰベイダｰ, 48,太宰啓, 1.7, 53,  -3,  -3, 8, 62.9,⑥⑤⑥, 5,10,Ｊシエロアスｰル, 55,芹沢純, 0.7, 62,  -5,*  7,13,192.5, ⑬⑫, 5,12,Ｋダイショウジェット, 60,橋本美, 0.8, 63,   4,  -2,10, 32.4,⑨⑩⑦
 6,10,Ｉルチェｰレ, 42,赤木高, 2.3, 41,  -9,  -8,11,205.7, ⑩⑨, 6,11,Ｄホッコｰワンマン, 55,渡辺薫, 2.3, 49,* -1, -12, 4,  8.0,③③④, 6, 4,Ｋメイショウフウライ, 54,鮫島良, 0.8, 58,   4,   0,10, 55.5, ⑨⑦, 6,14,Ａウインスペンサｰ, 76,川田将, 1.0, 62,*  7, -10, 1,  2.3,①①①
 7, 5,Ｇキｰポジション, 47,菊地昇, 2.4, 44, -17,  -4, 7, 41.8, ⑬⑫, 7, 4,Ｃシゲルアサンテサナ, 57,田中健, 2.4, 44,  -8,  -6, 7, 18.8,⑩⑩⑩, 7, 7,Ｄハッピｰバロｰズ, 67,田中克, 1.0, 66,* 17, -12, 6, 14.0, ②②, 7, 2,Ｆマルブツランナｰ, 67,鮫島良, 1.1, 60,   2,  -2, 6, 15.7,⑪⑫⑩
 8,12,Ｊカシノチｰフ, 29,野元昭, 2.7, 40,   2, -19,12,231.0, ④④, 8, 2,Ｋニホンピロアロア, 34,高橋智, 2.8, 44,  -7,  -7,14,283.1,⑬⑭⑫, 8, 9,Ｃサンマルチｰフ, 69,小牧太, 1.1, 55,  -3,   1, 7, 20.7, ⑫⑫, 8, 9,Ｊクラッシックベル, 62,和田竜, 1.4, 58,   5,  -8, 9, 31.8,⑤⑥⑩
 9, 1,Ｈブルｰスパｰクル, 47,大下智, 2.8, 35, -12, -13, 8, 50.7, ⑩⑨, 9, 9,Ｉハクユウワンダｰ, 40,小牧太, 2.9, 44,  -5, -12,12,195.7,⑮⑦⑦, 9, 1,Ｇデンコウグラス, 61,和田竜, 1.1, 67,* 19, -12, 3,  5.0, ①①, 9, 3,Ｇクリノラブゴｰルド, 65,小牧太, 1.4, 56,   1,  -4, 7, 22.5,⑪⑬⑫
10,13,Ｋハｰドラビット, 28,岩崎祐, 3.3, 30,  -3, -22,14,580.5, ⑦⑦,10, 5,Ｊマジブランシェ, 37,田中克, 4.0, 33,  -6, -24, 9, 89.1,⑦⑦⑦,10,11,Ｉメイショウワカナ, 57,佐藤哲, 1.4, 51,   1,  -4, 8, 36.8, ⑪⑩,10, 4,Ｎサンレイキング, 55,岩崎祐, 1.8, 55,   5, -12,16,231.4,⑧⑥⑦
11, 7,Ｅアンクルレオン, 55,芹沢純, 3.4, 29,  -7, -20, 6, 19.5, ⑧⑪,11,14,Ｌブルｰフリｰウェイ, 32,橋本美, 4.3, 33,  -5, -26,11,188.7,⑩⑦⑦,11,12,Ｎマッキｰタイガｰ, 42,野元昭, 1.8, 47,   4, -10,14,256.7, ⑨⑧,11, 1,Ｉツルマルロｰレル, 62,酒井学, 2.1, 51,   0,  -7,14,174.6,⑯⑮⑭
12,11, メイショウキトリ,---,鮫島良, 4.0, 26,   2, -32, 5, 13.8, ④⑥,12, 1,Ｇテンエイヤシャヒメ, 54,佐藤哲, 4.5, 32,*  0, -35, 5, 12.7,①①③,12,13,Ｌエイユｰミュｰズ, 46,太宰啓, 1.9, 47,   7, -13, 9, 45.3, ⑦⑧,12, 7,Ｌトウカイインパクト, 59,赤木高, 2.2, 52,*  6, -20,13, 63.2,②②⑥
13, 6, エタｰナルゴｰルド,---,佐久間, 4.1, -8, -23, -17,10,170.9, ⑭⑬,13,12,Ｍオｰスミトップワン, 29,浜中俊, 6.6, 19,  -8, -46,13,232.8,⑦⑩⑬,13, 8,Ｍアグネスフウジン, 45,中村将, 2.1, 46, -10,  -6,12,138.9, ⑭⑭,13, 8,Ｂゼンノグッドウッド, 71,長谷川, 2.4, 50,   2, -13,11, 42.6,⑪⑬⑮
14, 8, ナムラマｰプル,---,中村将, 4.2, 19, -12, -27,13,302.0, ⑩⑬,14, 3,Ｏチャｰムグリｰン,  9,船曳文, 7.0, 14,  -9, -47,10,127.5,⑩⑮⑮,14, 3,Ｆミヤジレオン, 65,田中健, 2.2, 40,   4, -17, 5, 13.7, ⑦⑩,14, 6,Ｐセフティｰビヨンド, 29,石橋守, 2.9, 46,   5, -25, 5, 15.4,②⑤⑨
,,,,,,,,,,,,15, 6,Ｎイッキトｰセン, 12,生野賢, 7.7,  9,  -6, -55,15,360.3,③⑩⑬,,,,,,,,,,,,,15, 5,Ｍタマモディファイ, 59,上村洋, 3.1, 44,   4, -25,12, 51.6,⑤⑥⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｏシンワヘイロｰ, 46,船曳文, 5.3, 33,  -5, -31,15,223.7,⑮⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+21 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,
単勝:420円 複勝:04=180円 14=150円 02=180円 枠連:780円,,,,,,,,,,,,単勝:170円 複勝:13=100円 15=170円 07=160円 枠連:640円,,,,,,,,,,,,単勝:280円 複勝:06=110円 02=150円 14=160円 枠連:600円,,,,,,,,,,,,"単勝:1,530円 複勝:10=340円 15=200円 11=150円 枠連:1,490円",,,,,,,,,,,
馬連:830円 ワイド:04-14=350円 02-04=430円 02-14=460円,,,,,,,,,,,,馬連:690円 ワイド:13-15=270円 07-13=240円 07-15=630円,,,,,,,,,,,,馬連:620円 ワイド:02-06=250円 06-14=290円 02-14=490円,,,,,,,,,,,,"馬連:4,030円 ワイド:10-15=1,230円 10-11=870円 11-15=500円",,,,,,,,,,,
"馬単:1,600円 3連複:1,570円",,,,,,,,,,,,"馬単:960円 3連複:1,300円",,,,,,,,,,,,"馬単:1,160円 3連複:1,170円",,,,,,,,,,,,"馬単:9,840円 3連複:5,120円 3連単:46,970円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 6R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.3,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,九重特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, ヒカリダイキャスト,,小坂忠,,,,, 1,  1.9,②①①, 1,12,Ａトウカイアワｰド, 69,赤木高,, 67,  -1,* 12, 2,  6.4,⑭⑫⑧, 1, 4,Ｆセレブラｰル, 66,和田竜,, 77,  12,*  9, 7, 22.8, ⑤③, 1, 4,Ｅサプライズユｰ, 65,佐藤哲,, 71,   9,*  0, 3,  7.7,⑥⑤④
 2, 2, ダｰクアイズクロス,,西谷誠, 0.7,,,,12,108.3,⑥⑥④, 2, 6,Ｅエルベレス, 55,荻野琢, 0.2, 63,  -1,*  3, 5, 10.9,⑦⑨②, 2,10,Ａエｰシンアロｰ, 70,鮫島良, 0.0, 78,  14,*  7, 1,  1.9, ③③, 2, 5,Ｄテンエイヤシャマル, 66,上村洋, 0.2, 69,*  9,  -4, 8, 23.8,③②④
 3,10, ヤマカツマドンナ,,仲田雅, 0.8,,,, 8, 49.9,⑦⑦⑥, 3, 2,Ｂノｰタブルアｰト, 69,小牧太, 0.4, 63,*  4,  -5, 1,  1.7,②②②, 3, 7,Ｇパワｰ, 62,佐藤哲, 0.4, 71,  11,   5, 4, 10.0, ⑥⑥, 3,11,Ｉナイスヴァレｰ, 64,和田竜, 0.3, 70,* 12,  -9, 4,  7.7,①①①
 4,11, タニノボルガ,,熊沢重, 0.8,,,, 9, 67.0,⑤④②, 4,14,Ｈライスフラワｰ, 50,川田将, 0.9, 57,*  5, -14, 8, 30.8,①①①, 4, 5,Ｅマイネルカｰロ, 67,藤岡康, 0.6, 65,   5,   6, 5, 15.0, ⑧⑦, 4, 6,Ｍセブンゴｰルデン, 54,野元昭, 0.5, 67,* 10,  -9, 5,  8.4,②②②
 5, 7, ホウシュウムサシ,,高田潤, 0.9,,,, 2,  3.4,④③③, 5, 4,Ｍフロｰライト, 44,高野容, 1.2, 53,   2, -13,12,106.0,③④⑤, 5, 8,Ｃシゲルメルシ, 69,渡辺薫, 0.7, 64,   7,   2, 3,  5.2, ⑦⑨, 5,10,Ｊマルノパイオニア, 63,太宰啓, 0.8, 63,* 10, -15,10, 32.7,③②②
 6, 4, ブラックサベｰジ,,高野容, 2.1,,,,11,107.3,⑫⑩⑩, 6, 7,Ｄシュトラｰレン, 58,中村将, 1.4, 48,   0, -16, 6, 21.1,⑦⑧⑧, 6, 1,Ｂヤマカツシリウス, 69,太宰啓, 0.7, 70,  17,  -7, 2,  4.9, ②②, 6,14,Ｈティルフィング, 64,熊沢重, 0.9, 61,   8, -13, 6,  9.6,⑥⑤④
 7, 9, ライトニングボｰル,,今村康, 2.4,,,, 5, 20.0,③④④, 7,15,Ｇツルマルアイ, 50,和田竜, 1.4, 51,*  4, -19, 3,  9.1,③③④, 7, 6,Ｄフレンチバレル, 68,川田将, 0.9, 61,   5,   1, 6, 18.3, ⑧⑦, 7, 8,Ｇダンツサクラ, 64,中村将, 0.9, 60,   1,*  1, 7, 13.4,⑬⑬⑨
 8, 3, テイエムニンジャ,,南井大, 2.4,,,,10,107.0,⑩⑧⑧, 8, 1,Ｉバトルマドカ, 49,渡辺薫, 1.4, 51,   1, -13,13,196.4,⑤⑨⑧, 8,11,Ｋスタｰオブアモｰレ, -5,下條知, 1.6, 61,* 22, -25,11,239.9, ①①, 8,13,Ｋマヒオレ, 58,鮫島良, 1.3, 56,   5, -12, 9, 25.1,⑨⑩⑨
 9, 1, ドングレイシｰ,,林満明, 2.9,,,, 4, 14.0,⑩⑨⑨, 9, 8,Ｃナスノファイン, 59,長谷川, 1.4, 51,   1, -13, 4,  9.9,⑩⑨⑧, 9, 3,Ｊトｰコｰペルセウス, 56,中村将, 1.9, 48,   5, -12, 9, 80.5, ⑧⑩, 9, 9,Ｆクｰルビスティｰ, 65,赤木高, 1.6, 55,   8, -20,12, 41.1,③⑦⑦
10,12, インマイアイズ,,北沢伸, 5.2,,,, 3,  5.3,①②⑥,10, 9,Ｊシリウストウショウ, 47,石橋守, 1.5, 50,   2, -17, 9, 54.1,⑪④⑤,10, 9,Ｉスズカアゼリア, 60,上村洋, 2.0, 48,  15, -25, 8, 24.6, ③⑤,10,12,Ｎマイネルピエｰル, 51,高橋智, 1.6, 55,   8, -20,13,114.4,⑨⑦⑦
11, 8, アザンクｰル,,黒岩悠, 6.3,,,, 6, 30.0,⑧⑪⑪,11,10,Ｌセイウンハレルヤ, 46,浜中俊, 1.5, 46,  -6,  -4,14,222.6,⑭⑮⑭,11, 2,Ｈカシノロイヤル, 61,野元昭, 2.1, 46,   5, -15,10,121.5, ⑧⑩,11, 3,Ｂオハコ, 68,田中克, 1.6, 51,   3, -16,11, 36.9,⑪⑪⑨
,,,,,,,,,,,,12,13,Ｋグリｰンサンライズ, 47,佐藤哲, 1.7, 48,   2, -20, 7, 26.3,⑦④⑤,,,,,,,,,,,,,12, 1,Ｃメトロシュタイン, 66,小牧太, 1.7, 52,   4, -15, 1,  3.1,⑫⑪⑨
,,,,,,,,,,,,13,11,Ｆフレノカトリｰヌ, 53,小林久, 2.8, 38,  -2, -26,10, 69.9,⑬⑭⑭,,,,,,,,,,,,,13, 7,Ａセキサンフジ, 70,浜中俊, 3.4, 37,   5, -47, 2,  5.2,⑥⑨⑨
,,,,,,,,,,,,14, 3,Ｎルビウス, 43,熊沢重, 3.6, 33,   2, -49,11, 88.6,⑤④⑫,,,,,,,,,,,,,14, 2,Ｌロングエンパイヤ, 56,長谷川, 3.6, 41,   0, -32,14,121.3,⑬⑭⑭
,,,,,,,,,,,,15, 5,Ｏアスカノプリンセス, 41,船曳文, 3.8, 29,  -3, -46,15,408.6,⑪⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
"単勝:190円 複勝:06=120円 02=2,300円 10=800円 枠連:6,810円",,,,,,,,,,,,"単勝:640円 複勝:12=160円 06=300円 02=120円 枠連:1,630円",,,,,,,,,,,,"単勝:2,280円 複勝:04=410円 10=120円 07=280円 枠連:1,600円",,,,,,,,,,,,"単勝:770円 複勝:04=270円 05=460円 11=260円 枠連:2,580円",,,,,,,,,,,
"馬連:7,370円 ワイド:02-06=2,930円 06-10=1,460円 02-10=23,890円",,,,,,,,,,,,"馬連:4,300円 ワイド:06-12=1,010円 02-12=240円 02-06=470円",,,,,,,,,,,,"馬連:1,810円 ワイド:04-10=730円 04-07=1,820円 07-10=460円",,,,,,,,,,,,"馬連:8,020円 ワイド:04-05=2,350円 04-11=1,000円 05-11=2,240円",,,,,,,,,,,
"馬単:11,370円 3連複:71,340円",,,,,,,,,,,,"馬単:8,170円 3連複:1,790円",,,,,,,,,,,,"馬単:6,290円 3連複:4,790円 3連単:49,790円",,,,,,,,,,,,"馬単:11,930円 3連複:19,240円 3連単:139,610円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
