07年10月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,
 9,10,Ｐカネトシトレンド, 21,鮫島良, 1.1, 47,* -8,  -4,15,413.3, ③③, 9, 7, スタｰマｰケット,,小坂忠, 2.2,,,, 3, 10.6,⑤⑦⑨, 9, 7,Ｃシゲルバヤルララア, 65,橋本美, 0.8, 56,  -9,   5, 6, 12.1, ⑧⑪, 9,16,Ｎゴッドヘイロｰ, 70,幸英明, 0.9, 66,*  5,   4,11, 46.6, ①①
10, 8,Ｏクレアシオン, 31,川田将, 1.3, 48, -15,   2, 7, 40.0, ⑭⑭,10,13, メジロミッチェル,,高野和, 2.2,,,,11,121.9,⑫⑩⑩,10, 5,Ｊトップアクトレス, 57,和田竜, 0.8, 56,  -7,   3,11,105.7, ⑥⑤,10, 3,Ｍピサノアルハンブラ, 71,岩田康, 1.0, 67,   0,   9, 2,  5.5, ⑦⑦
11,12,Ｃダｰクソルジャｰ, 53,小坂忠, 1.6, 46, -16,   2, 5, 32.1, ⑯⑯,11, 5, ビッグタイガｰ,,今村康, 3.0,,,, 5, 15.0,⑩⑫⑫,11, 4,Ｍマチカネハツネ, 54,藤岡康, 0.9, 54, -12,   5,14,259.5, ⑬⑬,11, 4,Ｊメイショウオキナ, 72,北村宏, 1.0, 68,  -2,  11,14,133.7, ⑨⑨
12, 4,Ｋマイネルピリアｰ, 37,角田晃, 2.2, 38, -12,  -9,13,200.3, ⑪⑪,12,14, ドリｰムゲッタｰ,,植野貴, 4.4,,,, 8, 59.8,④⑤⑧,12, 6,Ｎエルカズネ, 41,田中健, 1.0, 53, -13,   5,13,167.0, ⑬⑬,12,13,Ｃコレデイイノダ, 77,竹之下, 1.1, 67,  -2,  11, 8, 22.0, ⑨⑩
13,16,Ｍマダムビジュｰ, 32,武幸四, 2.3, 36, -12, -11,14,204.9, ⑩⑬,13, 9, メイショウシンゲツ,,嘉堂信, 4.5,,,, 9, 70.4,⑧⑬⑬,13,10,Ｉジュエリｰクイｰン, 58,武幸四, 1.7, 45,  -9,  -4, 9, 46.9, ⑧⑧,13,15,Ｉグランプリオｰロラ, 73,鮫島良, 1.5, 60,*  3,   0,10, 34.2, ②④
14, 7,Ｈシゲルファイファン, 39,藤岡康, 2.5, 34, -13, -14,10,156.8, ⑪⑪,14, 6, クリフハンガｰ,,高井彰,18.4,,,,14,264.2,⑭⑭⑭,14, 8,Ｋルビｰトゥインクル, 57,小坂忠, 2.1, 44,* -2, -15,12,116.1, ①②,14, 2,Ｌビッグアラミス, 71,池添謙, 1.8, 59,  -5,   7, 6, 16.7, ⑬⑬
15,11,Ｇユｰセイプリンセス, 41,田中健, 2.6, 34, -11, -18, 8,118.2, ④⑧,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｏマンジュデンコウベ, 69,武英智, 2.2, 55,  -7,   6,15,134.3, ⑮⑯
16,13,Ｄマイアイビギニング, 47,浜中俊, 2.6, 35, -10, -19, 4, 17.9, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｐマルトク, 68,白浜雄, 2.2, 57,*  3,  -7,13,116.7, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-2),,,,,,,,,,,
"単勝:890円 複勝:02=180円 06=340円 14=110円 枠連:2,420円",,,,,,,,,,,,単勝:140円 複勝:11=110円 08=150円 04=490円 枠連:210円,,,,,,,,,,,,単勝:820円 複勝:09=240円 01=120円 12=210円 枠連:830円,,,,,,,,,,,,単勝:190円 複勝:11=120円 14=300円 05=280円 枠連:810円,,,,,,,,,,,
"馬連:5,330円 ワイド:02-06=1,080円 02-14=210円 06-14=510円",,,,,,,,,,,,"馬連:350円 ワイド:08-11=190円 04-11=880円 04-08=1,690円",,,,,,,,,,,,馬連:870円 ワイド:01-09=350円 09-12=830円 01-12=390円,,,,,,,,,,,,"馬連:1,410円 ワイド:11-14=540円 05-11=450円 05-14=1,850円",,,,,,,,,,,
"馬単:10,270円 3連複:1,910円",,,,,,,,,,,,"馬単:500円 3連複:2,940円",,,,,,,,,,,,"馬単:2,030円 3連複:1,980円",,,,,,,,,,,,"馬単:1,950円 3連複:3,290円 3連単:13,880円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂコスモランゲル, 55,岩田康,, 65, -23,* 16, 1,  1.6, ⑩⑩, 1, 1, ブラッシュアップ,---,藤岡佑,, 52,* -7,   1, 2,  4.1, ③③, 1, 8,Ｎカネトシリベルテ, 59,柴原央,, 68,* -3,  14,13, 69.5, ①①, 1, 2,Ｆホッコｰソレソレｰ, 84,渡辺薫,, 89,  21,*  3, 4,  9.6,⑫⑪⑫
 2, 1,Ａアグネスシャイン, 64,田中健, 0.1, 49, -14,   1, 3,  6.2, ③④, 2, 3, ココシュニック,---,武豊  , 0.1, 60, -19,* 13, 1,  1.8, ⑩⑩, 2, 1,Ｉパッションレッド, 67,岩田康, 0.0, 77,  -6,* 22, 3,  5.2, ④④, 2, 5,Ｈトウカイワイルド, 83,福永祐, 0.4, 86,  24,  -8, 5, 10.5,⑦⑦⑥
 3, 9,Ｆキシュウラパン, 39,渡辺薫, 0.3, 47,* -9,  -3, 7, 32.4, ②②, 3, 8, タンホイザｰ,---,川田将, 0.2, 50, -10,   1, 9, 75.8, ④④, 3,14,Ｅダイワチャｰム, 71,鮫島良, 0.4, 61,* -3,   9, 1,  2.9, ②②, 3,14,Ｄセンカク, 85,角田晃, 0.6, 81,* 26, -21, 8, 23.8,⑤④④
 4, 8,Ｃワイルドエキサイト, 53,武豊  , 0.6, 42, -13,  -3, 2,  3.9, ⑤⑤, 4, 2, ツルマルメジャｰ,---,四位洋, 0.3, 47,* -6,  -5, 5, 14.5, ①①, 4, 9,Ｄトｰセンイマジゲン, 71,武豊  , 0.6, 70, -10,* 20, 2,  3.8, ⑨⑥, 4,13,Ａアップドラフト, 88,川田将, 0.6, 82,  25, -19, 3,  5.9,⑥④④
 5, 4,Ｋオｰスミマコ,-53,和田竜, 0.9, 39, -21,   0, 5, 27.7, ⑨⑧, 5, 5, アドマイヤシック,---,岩田康, 0.5, 53, -22,* 11, 3,  8.3, ⑫⑫, 5, 2,Ｏエイシンチョｰテン, 56,四位洋, 0.8, 61,  -8,  14,10, 47.6, ⑦⑥, 5, 1,Ｂメテオバｰスト, 87,藤岡佑, 0.8, 81,  23, -14,11, 51.2,⑨⑧⑥
 6, 5,Ｄヴェｰダバイオ, 45,藤岡康, 0.9, 35, -21,  -3, 6, 32.1, ⑧⑧, 6,11, アンノルｰチェ,---,和田竜, 0.5, 50, -18,   8,10, 92.1, ⑩⑩, 6,13,Ｆマイネルアンサｰ, 69,和田竜, 1.0, 64, -12,  18, 6, 14.2, ⑬⑭, 6, 6,Ｇブリットレｰン, 84,酒井学, 1.0, 74,  19, -16,14,184.5,⑩⑩⑩
 7,11,Ｇマイネマシェリ, 35,中村将, 1.0, 36, -12, -14,11,140.0, ③③, 7, 6, ジジラモロｰゾ,---,北村宏, 0.6, 43, -10,  -5, 6, 20.4, ⑤④, 7,18,Ｃストロｰズティック, 71,浜中俊, 1.0, 63, -15,* 18, 9, 35.2, ⑯⑭, 7, 9,Ｍサザンツイスタｰ, 72,鮫島良, 1.0, 75,  18, -11,12,115.8,⑩⑪⑬
 8, 7,Ｅミキノセレナｰデ, 42,幸英明, 1.3, 35,* -7, -20, 4, 15.1, ①①, 8, 7, タガノドミナｰレ,---,角田晃, 0.8, 41, -13,  -3, 4,  9.1, ⑦⑦, 8,10,Ｇクリムゾンベガ, 69,武幸四, 1.1, 52,  -6,   4, 4, 11.9, ④④, 8, 8,Ｅミュｰジックホｰク, 84,和田竜, 1.1, 76,  24, -24,10, 42.1,④⑥⑥
 9, 2,Ｈチャミスル, 31,浜中俊, 1.3, 28, -26,  -5, 9, 96.7, ⑪⑪, 9,10, ゴｰルデンカイザｰ,---,幸英明, 1.1, 37, -16,  -5,11,146.4, ⑨⑨, 9,11,Ａメジロマシュｰズ, 75,福永祐, 1.1, 60, -11,  16, 5, 13.7, ⑬⑫, 9, 4,Ｋマチカネキララ, 80,北村宏, 1.1, 79,  22, -14, 2,  4.1,⑬⑪⑨
10,10,Ｉダンツスイセイ, 29,長谷川, 1.7, 28, -16, -17, 8, 69.1, ⑥⑥,10,13, ウインザハギ,---,小坂忠, 1.2, 37, -13, -10, 8, 46.1, ⑦⑧,10, 7,Ｈエリスシチｰ, 69,藤岡康, 1.1, 55, -12,  12,17,155.4, ⑨⑩,10, 7,Ｃシェルズレイ, 87,岩田康, 1.7, 73,* 31, -46, 1,  2.7,①①①
11, 3,Ｊラガｰエミネム,  9,池添謙, 1.7, 29, -18, -16,10,138.7, ⑥⑥,11,12, エｰシンパンコルト,---,福永祐, 1.7, 32, -12, -19, 7, 29.3, ⑤⑥,11, 5,Ｌイイデレインジャｰ, 64,池添謙, 1.1, 55,  -9,  11, 7, 20.4, ⑦⑥,11,11,Ｉファイングレイン, 82,四位洋, 1.9, 72,* 29, -42, 6, 11.0,②②③
,,,,,,,,,,,,12, 4, ラブソニック,---,渡辺薫, 1.8, 14,* -8, -27,13,166.2, ②②,12,16,Ｂマルノパイオニア, 71,角田晃, 1.1, 70, -15,* 23,11, 53.9, ⑰⑱,12, 3,Ｌデンシャミチ, 75,中村将, 1.9, 68,* 26, -45, 9, 35.2,②②②
,,,,,,,,,,,,13, 9, パンチガｰル,---,黒岩悠, 7.6,-87, -72, -32,12,160.9, ⑬⑬,13, 3,Ｊワンダフルキャスト, 67,菊地昇, 1.3, 54, -10,  11,12, 58.0, ⑨⑩,13,12,Ｎセイワクリスタル, 68,藤岡康, 2.8, 61,  14, -30,13,172.3,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｋタガノトゥｰリ, 65,橋本美, 1.3, 54, -12,  12,15,130.6, ⑫⑫,14,10,Ｊケイアイガｰド, 81,幸英明, 3.9, 58,  22, -60, 7, 17.7,⑦⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｑタイセイファイタｰ, 51,川田将, 1.6, 47,  -9,   1, 8, 21.8, ⑥⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｍマチカネヒザマル, 62,幸英明, 1.8, 47, -13,   8,14, 93.6, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｒスズカジェット, 47,中村将, 2.0, 42, -16,   6,18,284.8, ⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,17,Ｐアグネスタイガ, 54,藤岡佑, 4.1,-81,* -4, -47,16,142.9, ②③,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:良(指数:-1),,,,,,,,,,,
単勝:160円 複勝:06=110円 01=190円 09=450円 枠連:400円,,,,,,,,,,,,単勝:410円 複勝:01=150円 03=110円 08=760円 枠連:600円,,,,,,,,,,,,"単勝:6,950円 複勝:08=1,350円 01=190円 14=140円 枠連:9,490円",,,,,,,,,,,,"単勝:960円 複勝:02=360円 05=350円 14=580円 枠連:3,890円",,,,,,,,,,,
"馬連:470円 ワイド:01-06=260円 06-09=520円 01-09=1,510円",,,,,,,,,,,,"馬連:560円 ワイド:01-03=220円 01-08=3,360円 03-08=2,030円",,,,,,,,,,,,"馬連:16,750円 ワイド:01-08=4,020円 08-14=3,000円 01-14=390円",,,,,,,,,,,,"馬連:3,040円 ワイド:02-05=1,240円 02-14=2,760円 05-14=2,790円",,,,,,,,,,,
"馬単:740円 3連複:2,970円",,,,,,,,,,,,"馬単:1,810円 3連複:12,240円",,,,,,,,,,,,"馬単:50,880円 3連複:15,030円",,,,,,,,,,,,"馬単:7,910円 3連複:33,770円 3連単:197,760円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■ 9R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■12R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,保津峡特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂトｰルポピｰ, 53,池添謙,, 66,   4,  -3, 1,  2.2,④③③, 1, 5,Ｇゴｰルドスミス, 61,武豊  ,, 83,*  3,* 17, 2,  4.8,③②①, 1, 2,Ｃアドマイヤカリブ, 79,岩田康,, 75,*-13,  26, 1,  2.6, ③③, 1, 2,Ｅスペｰスフライト, 73,角田晃,, 78,   0,* 15, 6, 12.8, ④④
 2, 6,Ａシャイニングデイ, 56,浜中俊, 0.0, 63,   2,* -1, 5, 22.9,⑨⑧⑦, 2,10,Ａアドミラビリス, 69,浜中俊, 1.3, 69,  -1,*  9, 7, 13.8,⑨⑧⑥, 2,16,Ｂシャイナムスメ, 84,浜中俊, 0.0, 71,*-15,  24, 7, 17.7, ③③, 2,15,Ｃダノンシャトル, 77,武豊  , 0.1, 83,  -4,* 20, 2,  2.9, ⑨⑧
 3, 4,Ｃマイネソシオ, 51,藤岡佑, 0.2, 63,   3,  -3, 4,  9.8,⑦⑦④, 3, 9,Ｈニッシンテｰスト, 60,長谷川, 1.3, 72,*  3,   5, 6, 10.9,⑦②③, 3,18,Ｉエｰシンビｰエル, 74,幸英明, 0.3, 58,*-13,  16, 6, 17.6, ②②, 3, 8,Ｆミスタｰモナルコス, 72,福永祐, 0.5, 77,  -6,* 18, 3,  9.5, ⑫⑫
 4, 1,Ｇドリｰムキュｰブ, 44,藤岡康, 0.4, 58,   2,  -9, 6, 23.2,④③④, 4, 2,Ｄメイショウトンボ, 63,福永祐, 1.9, 67,   1,   3, 5,  7.4,④⑥④, 4,13,Ａコウユｰキズナ, 86,福永祐, 0.5, 75, -25,* 31, 2,  4.1, ⑪⑪, 4,13,Ａタイセイアトム, 80,鮫島良, 0.5, 70,*  1,   9, 7, 22.4, ③②
 5,11,Ｈサントシャペル, 43,岩田康, 0.7, 58,*  5, -15, 3,  7.8,②②②, 5,11,Ｂコウエイノホシ, 65,和田竜, 1.9, 67,   0,   5, 1,  2.8,⑪⑧⑧, 5, 5,Ｆワンダｰクラフティ, 77,四位洋, 0.5, 72, -24,* 29, 4,  7.8, ⑪⑪, 5, 4,Ｋマジックボンバｰ, 68,岩田康, 0.8, 69,  -4,  12, 5, 12.1, ⑨⑧
 6, 3,Ｅビギンマニュｰバｰ, 46,四位洋, 0.9, 57,   2,  -8, 2,  2.3,⑩⑩⑦, 6, 7,Ｅヤマニンプレアデス, 62,橋本美, 2.1, 65,*  4,  -5, 3,  6.3,①①②, 6,15,Ｏエイシンイチリン, 68,中村将, 0.5, 53,*-12,  11,11, 57.0, ①①, 6, 9,Ｄブレイバｰ, 75,幸英明, 1.0, 66,  -3,   9, 1,  2.6, ⑦⑦
 7, 7,Ｆコアレスマｰシャル, 46,幸英明, 1.3, 53,*  6, -25, 7, 54.9,①①①, 7, 3,Ｊウォｰゲｰム, 58,岩田康, 2.1, 65,   2,   0, 4,  7.3,⑤④④, 7, 9,Ｈヒシワンスモア, 75,武豊  , 0.7, 60, -23,  22, 3,  7.2, ⑨⑧, 7, 5,Ｎチアズウイナｰ, 64,北村宏, 1.3, 59,*  3,  -1, 8, 26.4, ②②
 8, 8,Ｄエドワｰドバロｰズ, 47,鮫島良, 2.1, 45,   3, -30, 8, 81.3,⑩⑧⑩, 8,12,Ｃシゲルアラムシャ, 65,藤岡康, 2.2, 62,   0,  -1,11,131.5,⑤⑥⑥, 8,14,Ｌキングスベリｰ, 72,鮫島良, 0.8, 52, -17,  15, 8, 21.1, ⑤⑤, 8, 7,Ｊラインストｰム, 68,長谷川, 1.5, 59,  -4,   5, 9, 38.2, ⑪⑧
 9, 9,Ｊマイネルスカイハイ, -1,和田竜, 2.5, 42,   5, -41, 9,123.9,③③⑥, 9, 8,Ｌテイエムジカッド, 49,菊地昇, 2.8, 60,  -2,   0,13,217.5,⑬⑫⑪, 9, 8,Ｄカントリｰスタイル, 78,橋本美, 0.9, 61, -27,  25, 9, 29.2, ⑭⑭, 9,14,Ｏエアデルソｰル, 63,池添謙, 1.5, 62,  -7,  10,12, 96.9, ⑭⑭
10, 2,Ｋホワイトショウフク, -6,川田将, 2.5, 42,   2, -33,11,236.7,⑧⑩⑩,10, 1,Ｍカネトシグラシアス, 49,幸英明, 3.0, 58,  -2,  -2,12,184.6,⑫⑫⑬,10, 1,Ｐテｰオｰキング, 67,和田竜, 0.9, 45, -20,  11,18,247.3, ⑤⑤,10,12,Ｌチャレンジシチｰ, 67,藤岡佑, 1.5, 59,  -1,   2,11, 64.0, ⑤⑤
11,10,Ｉウイニングコウイチ, 27,橋本美, 2.6, 41,   5, -42,10,148.9,④③⑦,11, 4,Ｋテイエムバクシン, 55,中村将, 3.0, 56,   1, -10,10, 70.4,②④⑧,11,17,Ｋタイキマｰズ, 73,長谷川, 0.9, 54, -25,  20,15,109.5, ⑨⑧,11, 1,Ｐタツシャンハイ, 61,浜中俊, 1.6, 55,  -2,   0,15,215.1, ⑦⑤
,,,,,,,,,,,,12,13,Ｉリスティアプロトス, 60,川田将, 3.2, 57,  -1,  -6, 8, 22.5,⑨⑩⑪,12, 4,Ｅミスズアロハ, 77,川田将, 1.0, 63, -29,* 27, 5, 15.6, ⑰⑰,12, 6,Ｂサンエムパｰム, 78,渡辺薫, 1.7, 57,*  4,  -6, 4, 11.5, ①①
,,,,,,,,,,,,13, 6,Ｆナムララッシュ, 61,渡辺薫, 4.0, 50,   0, -16, 9, 48.5,⑦⑩⑩,13,10,Ｑアマノサクシｰド, 65,藤岡佑, 1.0, 57, -30,  24,14, 85.9, ⑭⑭,13,11,Ｍイズミデヒア, 65,藤岡康, 1.7, 57,  -9,   8,14,193.9, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｊウェディングマタｰ, 74,渡辺薫, 1.0, 53, -27,  21,10, 39.0, ⑬⑪,14,16,Ｈパレスレディｰ, 70,白浜雄, 2.0, 55,  -6,   3,13,173.0, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｎテイエムポイント, 71,柴原央, 1.2, 52, -29,  21,16,150.2, ⑭⑭,15, 3,Ｉエｰシンエムシｰ, 69,田中健, 2.6, 49,  -1, -11,10, 39.4, ⑤⑧
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｇキタサンラブソング, 76,竹之下, 1.4, 50, -31,  22,12, 77.5, ⑱⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｍブライティアアイ, 71,田中健, 1.8, 39, -22,   3,17,180.6, ⑦⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｒマザｰズウィッシュ, 56,藤岡康, 2.3, 29, -22,  -5,13, 79.6, ⑦⑧,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:稍重(指数:-2),,,,,,,,,,,
