07年 4月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.5,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,,■ 7R  ダ1150m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■10R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,
 6,10,Ｅミスヨコハマ, 50,石橋脩, 1.2, 52,   2,  -9, 4, 12.3,⑨⑦⑥, 6,14,Ｌアタゴヘイロｰ, 36,石橋脩, 0.8, 60,   5,  -5,13,103.5,⑩⑥⑧, 6,11,Ｆホッカイルオｰ, 61,石橋脩, 0.3, 66,   3,*  7, 5,  9.4,⑬⑫⑨, 6, 5,Ｊモンブランカフェ, 70,柴山雄, 0.9, 59,*  5, -11, 5, 10.5,③②②
 7, 1, ランバｰトウショウ,---,中舘英, 1.3, 50,  -7,*  8, 6, 22.6,⑭⑭⑬, 7, 2,Ｉマイネルソルダネラ, 42,塚田祥, 0.8, 58,   4,  -4,12, 67.6,⑭⑩⑧, 7, 5,Ｄセフティｰフリｰズ, 62,北村友, 0.4, 63,*  7,  -9,10, 23.7,①①①, 7, 2,Ｇマイネルオレア, 74,川島信, 1.0, 62,   3,  -4, 6, 14.8,⑨⑧③
 8, 7, トｰセンメゴヒメ,---,大野拓, 1.4, 48,  -3,  -5, 8, 33.3,⑪⑪⑩, 8, 1,Ｆオウシュウヘイロｰ, 47,木幡初, 1.0, 58,   2,  -2, 9, 41.1,⑭⑯⑭, 8,10, サチノマックイｰン,---,安藤光, 0.4, 65,   1,* 11,16,138.2,⑪⑭⑭, 8,14,Ｉアグネスモナク, 72,田中克, 1.0, 57,*  4, -13,11, 21.2,③②③
 9, 6, ティンバｰウェル,---,吉田隼, 1.6, 48,   0, -12,11, 77.0,⑨⑩⑧, 9,13,Ｃタイムズスクェア, 55,大野拓, 1.2, 55,*  9, -22, 2,  3.6,②①①, 9, 6,Ｍアグネスラッセル, 53,的場勇, 0.6, 60,   3,  -3,14, 56.3,⑦⑧⑨, 9, 9,Ｅラドランファｰマ, 75,大野拓, 1.1, 59,*  5, -13,13, 33.1,②①①
10, 9,Ｊスガノスミレ, 32,安藤光, 2.2, 42,  -7,  -6,14,299.1,⑬⑭⑬,10,15,Ｊマヤノパガニｰニ, 41,浜中俊, 1.6, 48,   5, -23,10, 43.2,③⑤⑥,10, 9,Ｊタニオブゴｰルド, 54,菊沢隆, 0.7, 64,*  8,  -8, 2,  5.7,②③⑤,10, 6,Ｋペガサスファイト, 70,塚田祥, 1.5, 59,*  6, -14, 3,  5.6,⑦⑤③
11, 8,Ｈスガノモｰニング, 32,黛弘人, 2.3, 38,   0, -27,15,429.4,⑦⑦⑦,11, 4,Ｄラウンドビスケット, 52,津村明, 1.6, 52,   3, -12, 6, 17.8,⑫⑬⑫,11,16,Ｃヒノトリ, 62,高橋亮, 0.7, 61,   2,   2,13, 38.5,⑭⑫⑬,11,15,Ｄオルドリｰバ, 77,小野次, 1.6, 58,*  6, -16, 2,  5.3,⑥⑤⑩
12,11, マンハッタンラブ,---,津村明, 2.5, 40,  -4, -17,12, 97.7,⑮⑫⑪,12,11,Ｍマｰキュリｰ, 35,大下智, 1.9, 45,   3, -23,16,255.0,⑤⑥⑧,12, 4,Ｈハッピｰヘイロｰ, 58,中村将, 0.8, 58,   4,  -7, 9, 23.5,⑦⑦⑤,12, 7,Ｌマツリダタロウ, 70,北村友, 2.3, 46,   0, -19,14, 88.6,⑭⑭⑬
13, 3, トラストリベンジ,---,菊沢隆, 2.5, 40,  -4, -17,13,106.3,⑫⑫⑬,13,10,Ｏフロｰラルタイム, -8,田辺裕, 1.9, 49,   3, -17,11, 54.2,⑪⑬⑭,13,14,Ｅワインアドバイザｰ, 61,津村明, 0.8, 62,   7,  -7, 1,  3.3,⑤⑤⑧,13, 1,Ｍタイインテンスリｰ, 68,田中博, 2.6, 46,*  5, -36, 7, 16.5,③②③
14,14,Ｇヨドノドリｰマ, 43,大下智, 2.5, 36,  -1, -29,10, 68.7,⑦⑦⑪,14, 6,Ｂコスモグラディウス, 57,田中博, 3.0, 37,   4, -41, 5, 14.5,⑦⑥⑫,14,12,Ｋリネンヤクシン, 54,木幡初, 1.0, 59,   5,  -7, 8, 16.6,⑪⑧⑫,14,11,Ｎミキノマｰベラス, 55,中舘英, 5.8, 28,   4, -75, 9, 18.4,①⑧⑭
15, 5,Ｄヒルノナタリｰ, 53,川島信, 4.3, 26,*  7, -66, 5, 12.3,①③⑧,15,12,Ｎタｰゲットシチｰ, 34,中村将, 3.7, 34,   6, -55,14,107.8,①③⑧,15,13,Ｌスズノテンカ, 54,中舘英, 1.9, 49,   0, -10, 7, 16.6,⑯⑮⑮,15,13,Ｏテイエムハエドｰ, 48,中村将,10.9,-67, -36, -22,15,192.4,⑮⑮⑮
16,12,Ｋバトルメレナ,  9,塚田祥, 4.9, -3, -12, -38,16,460.3,⑮⑯⑯,16, 7,Ｋロマノｰヴァ, 41,黛弘人, 3.8, 34,   1, -47,15,215.9,⑫⑬⑯,16, 2,Ｏグラスジャスミン, 53,二本柳, 2.9, 39,  -1, -24,15, 94.0,⑭⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-1),,,,,,,,,,,
"単勝:250円 複勝:15=130円 16=240円 02=1,200円 枠連:530円",,,,,,,,,,,,"単勝:2,350円 複勝:16=630円 08=280円 09=280円 枠連:6,360円",,,,,,,,,,,,"単勝:2,680円 複勝:01=690円 15=240円 03=310円 枠連:7,120円",,,,,,,,,,,,"単勝:880円 複勝:04=250円 12=380円 08=180円 枠連:3,700円",,,,,,,,,,,
"馬連:760円 ワイド:15-16=390円 02-15=3,640円 02-16=7,670円",,,,,,,,,,,,"馬連:11,930円 ワイド:08-16=3,080円 09-16=3,150円 08-09=930円",,,,,,,,,,,,"馬連:11,740円 ワイド:01-15=4,050円 01-03=3,100円 03-15=1,130円",,,,,,,,,,,,"馬連:7,340円 ワイド:04-12=2,050円 04-08=620円 08-12=1,080円",,,,,,,,,,,
"馬単:1,280円 3連複:17,000円",,,,,,,,,,,,"馬単:30,100円 3連複:30,300円",,,,,,,,,,,,"馬単:28,150円 3連複:40,230円",,,,,,,,,,,,"馬単:13,550円 3連複:7,360円 3連単:47,060円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■ 6R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 9R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医王寺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂヤマノブルｰグラス, 56,北村友,, 52,*-12,*  6, 1,  2.4,①①①, 1,10,Ｋシルクランサム, 36,安藤光,, 62,   5,   0, 6, 25.8, ⑤④, 1,16,Ｈニホンピロリビエラ, 61,川島信,, 64,  -6,  12, 4,  5.9, ⑤⑤, 1,13,Ｃシゲルガンバレ, 69,河北通,, 80,*  1,* 18, 5,  7.4, ②②
 2,15,Ｄマイネルハヤト, 54,田辺裕, 0.5, 48,*-11,   4, 3,  4.9,③③②, 2,14,Ｂウエスタンオｰザ, 60,石橋脩, 0.0, 67,*  9,  -2, 2,  4.8, ②④, 2, 7,Ｂパノラマビュｰティ, 73,荻野琢, 0.1, 61, -13,* 13, 3,  5.6, ⑨⑦, 2, 6,Ｂアイオブザキング, 72,二本柳, 0.2, 77,  -2,* 18, 3,  5.8, ⑦⑥
 3, 1,Ｆヒットトップガン, 48,河北通, 0.6, 56, -16,* 11, 4, 11.2,⑥⑦⑦, 3, 9,Ａトウカイギルト, 61,的場勇, 0.1, 64,* 10,  -9, 1,  1.7, ①①, 3,10,Ｇステキナブロンコ, 62,大野拓, 0.1, 63, -12,* 14, 9, 31.6, ⑨⑦, 3, 9,Ｄコスモラナップ, 66,石橋脩, 0.6, 65,*  4,   5, 4,  6.5, ①①
 4,12,Ｅミンナナカヨシ, 51,津村明, 0.8, 44,*-10,   0, 5, 14.9,②②②, 4,16,Ｍシゲルサンクス, 32,熊沢重, 0.3, 58,   1,   1,12, 97.2, ⑦⑦, 4, 9,Ｅマイネルグロッソ, 66,塚田祥, 0.4, 58, -17,* 14, 1,  2.9, ⑭⑪, 4, 2,Ｋエイミングポイント, 62,田辺裕, 0.7, 71, -14,* 22, 7, 21.9, ⑬⑬
 5, 6,Ｃアストラルレイ, 55,木幡初, 0.9, 46, -13,   4, 2,  3.9,⑤④④, 5, 2,Ｃダンシングナナ, 55,塚田祥, 0.3, 56,   1,   0, 8, 30.5, ⑦⑦, 5, 1,Ａコウユｰルビｰ, 73,北村友, 0.5, 50,  -6,   1, 2,  4.7, ④④, 5, 3,Ｅナイスソニック, 66,芹沢純, 1.1, 59,   0,   3, 1,  3.2, ⑤③
 6, 3, ケｰジｰムサシ,---,野元昭, 1.1, 49, -17,*  7,10, 57.4,⑫⑨⑦, 6, 8,Ｅラｰドロロフティｰ, 49,田中克, 0.5, 50, -10,*  5, 7, 28.0, ⑬⑩, 6, 4,Ｋキシュウティアラ, 58,芹沢純, 0.5, 61, -20,* 18,16,179.0, ⑯⑮, 6,12,Ｇリッカアリアラ, 64,小野次, 1.2, 58,  -6,   8, 8, 22.0, ⑪⑨
 7, 4,Ｈマｰルロッソ, 38,佐藤聖, 1.1, 42, -16,   2,14,169.0,⑥⑥⑥, 7, 3,Ｏスバルジョウ, 31,大野拓, 0.6, 53, -17,* 12,16,350.5, ⑮⑮, 7, 3,Ｎプロテクトアゲン, 56,安藤光, 0.5, 53,  -6,   4, 6, 21.8, ⑤⑤, 7, 4,Ｊタマモハクライ, 63,北村友, 1.2, 59,  -8,   9, 6, 15.6, ⑫⑩
 8, 2,Ｇフォレストシチｰ, 41,安藤光, 1.2, 41, -13,   0, 7, 20.7,③④④, 8, 4,Ｇコスモウィップ, 45,菊沢隆, 0.9, 48,  -3,  -4, 5, 25.4, ⑪⑬, 8, 6,Ｊアツスパｰコ, 59,西田雄, 0.6, 53, -11,   7, 7, 23.2, ⑨⑦, 8,10,Ａウインファンタジア, 75,熊沢重, 1.4, 52,   0,  -2, 2,  4.7, ⑤⑥
 9, 9,Ｉキｰポジション, 36,太宰啓, 3.0, 31, -17, -11, 9, 38.9,⑥⑨⑩, 9,12,Ｈネイルビュｰティｰ, 44,小野次, 0.9, 48,  -3,  -4, 9, 54.9, ⑪⑨, 9,14,Ｆバンダムハリアｰ, 64,柴山雄, 0.8, 48,* -3,  -3, 8, 25.0, ②②, 9, 8,Ｉカシノロイヤル, 63,津村明, 1.4, 53,  -1,   0,10, 47.6, ⑦⑧
10,10,Ｊニシノキンレンポ, 35,大野拓, 3.0, 30, -17, -11,11, 98.2,⑨⑨⑩,10,13,Ｆヒカルデｰトライン, 48,中舘英, 0.9, 55,* 11, -17,11, 70.2, ②②,10, 8,Ｃトｰセンデイジｰ, 70,中舘英, 0.9, 47,  -8,   0, 5, 13.8, ⑦⑦,10, 5,Ｈミフジハナフブキ, 64,中谷雄, 1.8, 47,  -3,  -5, 9, 26.0, ⑩⑩
11,11, ホウライキャプテン,---,荻野琢, 3.3, 26, -21,  -9,12, 98.6,⑩⑬⑬,11,11,Ｄヒルノファンタジｰ, 54,小林久, 1.3, 45,   6, -19,10, 57.4, ⑤④,11, 5,Ｌアグネスリュウ, 57,田中克, 0.9, 44, -16,   4,10, 35.0, ⑬⑪,11, 7,Ｍブラックシチｰ, 59,菊沢隆, 2.2, 43,*  2, -15,11, 47.9, ②③
12, 5,Ｋベルモントバンビ, 29,菊沢隆, 3.4, 28, -19, -11, 8, 27.7,⑭⑫⑫,12, 7,Ｌオｰスミグレｰス, 33,梶晃啓, 1.3, 42,  -2, -11,15,227.0, ⑩⑩,12,11,Ｉエスワイジュピタｰ, 60,高橋亮, 1.0, 46, -16,   6,12, 49.9, ⑭⑭,12,11,Ｆオリエンタルロｰズ, 65,西田雄, 2.3, 42,*  2, -17,12, 51.2, ②③
13, 7, ロｰレルフォレスト,---,武英智, 3.4, 29, -16, -16, 6, 19.2,⑫⑦⑨,13,15,Ｎスリｰステイブルｰ, 31,中村将, 1.5, 41, -22,   3,13,170.6, ⑯⑯,13,12,Ｐエクスエトワｰル, 54,田中博, 1.0, 45,* -2, -11,15,136.1, ①①,13, 1,Ｌブリスクウェザｰ, 61,中舘英, 3.1, 32,  -1, -26,13, 61.2, ⑦⑩
