07年 2月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.7,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北山ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄキクカラヴリイ, 42,小林徹,, 53,  -3,  -7, 9, 32.4,④③③, 1,14, マイクラリネット,,熊沢重,,,,, 2,  4.3,③②②, 1,11,Ｂタケイチゼット, 69,安藤勝,, 69,   0,*  6, 3,  6.9, ⑧③, 1, 8,Ａキクノアロｰ, 81,安藤勝,, 90,  12,* 17, 1,  2.2,⑨⑦④
 2, 5,Ｌパｰシピエント, 34,川田将, 0.0, 52,  -6,* -2, 4,  8.0,⑪⑩⑨, 2, 6, アウトオブサイト,,今村康, 0.2,,,, 4, 10.8,①①①, 2,15,Ｄウッドウインド, 64,秋山真, 0.1, 68,*  5,  -1, 2,  3.3, ②②, 2, 7,Ｉサンワｰドラン, 75,川田将, 0.4, 88,  14,   9, 6, 14.9,⑤④④
 3,11,Ｋインプレスゴｰルド, 37,長谷川, 0.1, 52,  -4,* -6, 8, 20.7,⑦⑥⑤, 3, 7, スズカウエスト,,北沢伸, 1.1,,,, 1,  2.0,⑤④③, 3,12,Ｈサクラワイズ, 56,池添謙, 0.3, 67,*  7,  -5, 7, 44.1, ①①, 3, 6,Ｆフィｰルドオアシス, 76,土谷智, 0.4, 87,  14,  11, 8, 32.6,⑥⑤④
 4,14,Ｇマｰブルダンサｰ, 38,池添謙, 0.1, 53,* -2, -10, 2,  4.3,②②②, 4,10, テイエムツバサオｰ,,出津孝, 1.7,,,, 7, 31.5,⑧⑦⑤, 4, 1,Ａヴィアラクテア, 80,岩田康, 0.5, 64,   2,  -1, 1,  2.2, ⑥⑨, 4,16,Ｂヴァンデグロｰブ, 79,岩田康, 0.8, 83,  12,  11, 2,  4.3,⑦⑨⑦
 5, 4,Ｂマイネルキナ, 43,岩田康, 0.3, 50,  -4,  -8, 3,  4.8,⑧⑥⑤, 5, 5, レッドバｰスピン,,西谷誠, 3.4,,,, 6, 22.9,⑨⑨⑥, 5,10,Ｇニホンピロコナユキ, 58,酒井学, 0.6, 63,   3,  -3, 8, 45.9, ④③, 5, 9,Ｄシルクヒｰロｰ, 77,石橋守, 1.1, 80,   9,* 13, 7, 25.6,⑬⑮⑫
 6,10,Ａレパティヌｰル, 47,東川公, 1.3, 42,  -6, -15, 6, 14.0,⑩⑨⑦, 6, 2, フォレストダンス,,金子光, 4.5,,,, 3,  4.8,③⑤④, 6, 7,Ｅインディゴラヴ, 61,幸英明, 1.0, 60,*  4,  -9, 6, 23.9, ③③, 6, 2,Ｊメイショウホウオウ, 72,幸英明, 1.3, 81,* 15,  -2, 9, 32.6,③③②
 7, 3,Ｃビクトリｰブランコ, 43,太宰啓, 1.4, 42,* -2, -24, 5,  8.2,①①①, 7,13, サンエムウラノス,,植野貴, 5.8,,,, 8, 71.5,⑥⑧⑥, 7, 9,Ｋモンテグリｰン, 50,上野翔, 1.1, 55,  -1,  -7,10, 72.4, ⑦⑥, 7, 4,Ｋマンノレｰシング, 72,渡辺薫, 1.5, 78,  12,   3,10, 34.9,⑦⑦⑦
 8, 9,Ｍクリノラプソディｰ, 31,柴原央, 1.5, 41,  -5, -19,10, 50.5,④⑥⑩, 8,11, マイネルシルバｰト,,水出大, 8.7,,,,10, 92.1,⑪⑪⑧, 8, 2,Ｊコパノタイマネ, 52,上村洋, 1.3, 54,  -8,*  3,11, 75.4, ⑫⑪, 8, 1,Ｈラバグルｰト, 75,熊沢重, 1.8, 75,  11,   2,12, 64.0,⑫⑩⑨
