07年 1月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.5,,,,,■ 7R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,早春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅトｰセンアイリス, 44,横山典,, 56, -22,* 11, 1,  1.9, ⑯⑫, 1,13,Ｂクリムゾンベガ, 53,武豊  ,, 47, -18,   9, 3,  4.4,⑤⑤④, 1, 1,Ｅソフトパワｰ, 67,ペリエ,, 69,  -1,   9, 3,  4.7, ③④, 1, 2,Ｂアグネスアｰク, 86,長谷川,, 88,   9,* 20, 1,  3.0,③③③
 2,16,Ａペイアテンション, 53,小林淳, 0.1, 45,*-14,   1, 2,  4.0, ②②, 2,15,Ａトｰセントゥルｰ, 61,吉田隼, 0.1, 59, -24,* 18, 2,  2.5,⑪⑨⑪, 2, 5,Ｇサンデｰコバン, 66,吉田豊, 0.0, 75,  -5,* 16, 6, 10.9, ⑬⑪, 2, 3,Ｅヨイチサウス, 82,江田照, 0.0, 80,* 22, -11,12, 91.9,①①①
 3,15,Ｄエｰスハｰバｰ, 50,石橋脩, 0.2, 43,*-13,  -1, 6, 25.7, ①①, 3, 8,Ｈダノンヴィッタｰ, 40,横山典, 0.1, 55, -22,* 16, 1,  2.4,⑪⑨⑧, 3, 6,Ｃデジデｰリオ, 68,江田照, 0.1, 71,  -3,* 12, 5, 10.1, ⑪⑨, 3, 6,Ｆエイシンデピュティ, 82,福永祐, 0.2, 85,  10,  15, 5,  8.1,③③③
 4, 1,Ｆエアソワレ, 43,吉田隼, 0.3, 42, -16,   0, 8, 42.7, ④④, 4, 7,Ｍブリリアントタイム, 33,蛯名正, 0.3, 44, -20,   9, 5, 37.0,⑤⑥⑦, 4, 2,Ｊヘイアンルモンド, 57,後藤浩, 0.1, 65,*  1,   5, 2,  3.6, ①①, 4,14,Ｉジョリｰダンス, 79,秋山真, 0.3, 85,   7,  18, 2,  5.6,⑥⑥⑥
 5, 4,Ｍレオティアラ, 32,勝浦正, 0.3, 49, -22,*  8,13,243.2, ⑪⑫, 5, 2,Ｅケイビイレタｰ, 45,小野次, 0.3, 42, -20,   8, 6, 47.6,⑤⑥⑥, 5, 3,Ｄオンワｰドマルタ, 67,石橋脩, 0.3, 66,  -2,   8, 4,  9.2, ⑧⑤, 5, 8,Ｋウインレガｰト, 76,北村宏, 0.4, 80,   4,  16,11, 83.7,⑥⑦⑧
 6,14,Ｋフジノファイタｰ, 36,柄崎将, 0.7, 40, -20,   1, 9, 54.6, ⑧⑧, 6, 4,Ｇザドリｰムキング, 40,後藤浩, 0.4, 35,*-16,  -1, 4, 10.4,②②②, 6,14,Ｂセイウンビバｰチェ, 69,武豊  , 0.5, 61,*  0,   3, 1,  3.2, ③②, 6,16,Ｊエアサバス, 78,武豊  , 0.6, 81,   4,  17, 6,  8.7,⑩⑩⑩
 7,11,Ｐセイサムシング,-17,田面木, 0.7, 44, -25,*  7,15,455.7, ⑮⑮, 7,10,Ｄトウキュウフェロｰ, 45,江田照, 0.6, 34,*-16,  -5,14,373.9,③③②, 7,12,Ｎグランレｰヴ, 54,村田一, 1.4, 56,  -7,   5,13,156.2, ⑬⑬, 7, 1,Ｎユキノアサカゼ, 74,松岡正, 0.7, 77,   6,  10, 9, 49.2,⑧⑧⑥
 8, 8,Ｃムｰビングアウト, 51,後藤浩, 0.8, 39, -20,   1, 5, 23.8, ⑧⑧, 8, 9,Ｉファンシｰショップ, 40,北村宏, 0.8, 40, -24,   9, 7, 66.7,⑬⑬⑪, 8, 8,Ｍシンボリプロキオン, 56,吉田隼, 1.4, 53,  -5,   2, 9, 37.4, ⑩⑪, 8,11,Ｌピカレスクコｰト, 76,ペリエ, 0.7, 74,* 22, -19, 7, 12.4,②②②
