07年 6月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■ 7R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■10R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾏﾗﾔﾝRAT,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂカシノアマゾネス, 58,北村友,, 54,*-21,* 13, 3,  7.3,②①①, 1,12,Ｉキャプテンシチｰ, 43,中村将,, 70,   0,  10,12,130.6, ④⑤, 1, 1,Ａコパノスケ, 73,岩田康,, 78,   5,  15, 1,  2.9, ⑥⑥, 1,14,Ｂタムロスタｰディ, 72,佐藤哲,, 70,  10,   3, 2,  3.8, ⑦⑦
 2, 8,Ａワキノドライバｰ, 60,川田将, 0.7, 47, -23,* 11, 1,  2.0,③④③, 2,15,Ａアグネスモリガン, 62,福永祐, 0.0, 73,   1,  11, 1,  1.4, ④④, 2, 8,Ｋキクカラヴリイ, 56,池添謙, 0.0, 82,  -3,* 23, 9, 38.3, ⑬⑪, 2, 6,Ｌメイショウホクシン, 61,秋山真, 0.1, 63,   0,* 10,13, 60.8, ⑪⑩
 3,10,Ｍトシエンジェル, 37,藤岡康, 0.8, 44, -25,* 10,13,230.0,⑤⑦⑤, 3, 7, ミラクルプリンセス,---,鮫島良, 0.0, 74,   0,* 13, 7, 25.8, ④⑤, 3,11,Ｂシャルマンレｰヌ, 65,和田竜, 0.1, 72,* 16,   3, 2,  3.3, ①②, 3, 8,Ｇカントリｰスタイル, 69,柴原央, 0.2, 62,  -3,* 11, 5,  9.9, ⑫⑩
 4, 9,Ｄシャインジュエリｰ, 50,高井彰, 1.2, 35,*-20,   2, 4, 14.1,①②②, 4,17,Ｌサンマルミシル, 41,小牧太, 0.0, 69,*  8,   5, 8, 37.3, ①①, 4, 9,Ｄコパノオｰシャンズ, 63,鮫島良, 0.2, 75,   2,  15, 3,  5.1, ⑨⑧, 4, 1,Ｆレオカｰディナル, 70,岩部純, 0.4, 65,  12,  -7, 8, 21.3, ④⑥
 5,14,Ｅベルテッセン, 49,角田晃, 1.2, 37, -22,   5, 8, 46.9,⑦④⑤, 5,14,Ｈドライマティｰニ, 46,川田将, 0.0, 77,  -5,* 17, 2,  8.5, ⑨⑨, 5,13,Ｅトップオブバイオ, 63,北村友, 0.4, 79, -18,* 29, 5, 13.7, ⑯⑮, 5,10,Ｅキマグレ, 70,藤岡佑, 0.4, 64,  11,  -5, 7, 16.3, ④③
 6,13,Ｋキシュウアゲイン, 42,柴山雄, 1.3, 34,*-21,   2,11,133.6,③③③, 6,16,Ｇアジアンホｰプ, 46,柴原央, 0.3, 67,  -2,  10, 9, 44.6, ⑦⑤, 6,16,Ｃスイングロウ, 64,幸英明, 0.4, 68,  11,   3, 4,  9.3, ④⑤, 6,12,Ｏヨウヨウ, 38,竹之下, 0.4, 62, -10,* 14,11, 57.5, ⑮⑭
 7, 6,Ｇケｰジｰヒマワリ, 44,岩田康, 1.8, 41, -29,* 11, 5, 17.9,⑫⑬⑫, 7, 9,Ｃボｰンザスカイ, 54,二本柳, 0.4, 62,*  4,   2, 6, 24.3, ②②, 7, 7,Ｊアップステｰジ, 56,太宰啓, 0.4, 68,* 13,   1,13, 81.2, ④④, 7, 5,Ｄオｰスチンロｰズ, 70,中舘英, 0.4, 65,  12,  -7, 3,  5.8, ④③
 8, 2, タガノレイヤｰド,---,安藤勝, 1.9, 34, -27,   6, 2,  3.2,⑨⑩⑩, 8,11,Ｅマヤノラヴィｰナ, 52,岩田康, 0.4, 62,*  4,   2, 3,  9.1, ②②, 8,17,Ｍエｰシンスウォｰド, 51,柴山雄, 0.5, 71,  -4,  17,17,257.5, ⑬⑬, 8, 7,Ａマッキｰバクシン, 73,野元昭, 0.6, 66,* 16, -13, 4,  8.6, ②②
