07年 4月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.0,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■ 7R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,
 9,14,Ｊカシノアドミラル, 36,小林徹, 2.4, 41,  -8, -11,13,380.1, ⑥⑥, 9,13, フライデイフライト,---,岩田康, 1.2, 46,  -6, -10, 5, 14.2,⑤④⑥, 9, 1,Ｍシフォンベｰル, 45,武幸四, 1.4, 51, -15,  10,11, 96.0, ⑭⑬, 9,12,Ｌサワノブレイブ, 70,福永祐, 1.8, 68,   3,   3, 8, 21.6,⑨⑨⑨
10,15,Ｏエスタブリッシュ,-165,武幸四, 2.5, 42, -28,   7, 8, 95.8, ⑫⑫,10, 6, ヒシアワｰド,---,福永祐, 1.3, 55, -10,   4, 3,  6.1,⑫⑫⑫,10,12,Ｈミックベンハｰ, 57,藤岡康, 1.4, 47,  -5, -13,10, 47.7, ③③,10, 6,Ｊセトノシェｰバｰ, 71,高井彰, 1.9, 68,   2,   5,15,113.3,⑬⑬⑪
11, 5,Ｈラニｰニャ, 40,荻野要, 3.2, 36, -12, -16,14,388.8, ⑦⑧,11, 4,Ａカネトシソレイユ, 61,吉田豊, 2.0, 38,  -7, -18, 8, 18.9,⑧⑧⑦,11,10,Ｃトウカイマｰチ, 63,福永祐, 1.4, 50,  -3, -11, 5, 12.5, ③③,11,14,Ｍプログレスエバｰ, 69,藤岡康, 2.2, 64,   4,  -1, 5, 12.6,⑫⑨⑨
12,10,Ｍプレンティｰマネｰ, 26,荻野琢, 3.3, 29, -30,  -2,15,684.2, ⑫⑫,12, 9,Ｊオｰスミエトワｰル, 30,川田将, 2.9, 37,  -5, -34,13,256.0,③⑤⑨,12, 7,Ｇアマゾンリリｰ, 57,河北通, 1.5, 45, -10,  -2,12,172.6, ⑨⑨,12,15,Ｏケイエススプリング, 68,難波剛, 2.2, 62,*  6,  -8,16,196.4,②②③
13, 3,Ｉセトメリｰ, 38,渡辺薫, 3.4, 27,  -5, -24,10,217.8, ④⑤,,,,,,,,,,,,,13, 9,Ｊパレスワｰルド, 54,田嶋翔, 1.6, 47,  -5, -11,13,184.8, ⑤⑦,13, 9,Ｎチェリスト, 69,北村宏, 2.4, 63,   2,  -1,12, 54.7,⑬⑬⑪
14, 6,Ｎシｰオペラ,  5,角田晃, 4.1, 25, -34,  -4,11,329.0, ⑮⑮,,,,,,,,,,,,,14, 3,Ｉシルクユニコｰン, 55,川田将, 1.8, 42, -14,   2, 7, 21.4, ⑨⑭,14,13,Ｇグランパティシエ, 73,和田竜, 2.4, 64,   1,   2,14,110.3,⑯⑯⑯
15, 9, シルクルｰヴル,---,熊沢重, 4.2, 25, -29,  -9, 9,122.7, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｋオヤマハリケｰン, 71,吉田豊, 3.4, 54,   3, -12,10, 50.0,③⑨⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｐブラックコンドル, 65,武幸四, 5.6, 44,   5, -37, 9, 29.1,③④⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-4),,,,,,,,,,,
単勝:350円 複勝:02=120円 11=100円 07=330円 枠連:200円,,,,,,,,,,,,"単勝:1,440円 複勝:11=530円 12=3,080円 08=730円 枠連:3,260円",,,,,,,,,,,,"単勝:1,190円 複勝:11=230円 14=150円 05=110円 枠連:1,660円",,,,,,,,,,,,"単勝:1,420円 複勝:07=470円 08=410円 11=310円 枠連:8,080円",,,,,,,,,,,
馬連:270円 ワイド:02-11=150円 02-07=840円 07-11=490円,,,,,,,,,,,,"馬連:34,850円 ワイド:11-12=8,940円 08-11=2,110円 08-12=14,510円",,,,,,,,,,,,"馬連:2,790円 ワイド:11-14=790円 05-11=370円 05-14=230円",,,,,,,,,,,,"馬連:7,950円 ワイド:07-08=2,290円 07-11=1,740円 08-11=1,950円",,,,,,,,,,,
"馬単:780円 3連複:1,490円",,,,,,,,,,,,"馬単:61,010円 3連複:118,580円",,,,,,,,,,,,"馬単:6,230円 3連複:1,380円",,,,,,,,,,,,"馬単:14,940円 3連複:20,410円 3連単:131,570円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7.7,,,,,■ 5R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■ 8R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■11R  芝3200m 4歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あやめ賞,,,,,,,,,,,,天皇賞(春) ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｆアドマイヤリバティ, 55,佐藤哲,, 70,  -7,* 11, 3, 10.6, ④④, 1,14,Ａメイショウタｰジャ, 62,佐藤哲,, 71,   2,   6, 1,  1.7, ③③, 1, 1,Ｂテイエムオペレッタ, 65,岩田康,, 74,   1,  10, 2,  3.4, ③②, 1, 6,Ｉメイショウサムソン, 85,石橋守,, 98,* 15,  17, 2,  4.5,⑨⑥②
 2,10,Ａレッドザボックス, 65,秋山真, 0.6, 58,* -6,   3, 2,  8.8, ②②, 2,11, ヴァイスハイト,---,川田将, 0.2, 73,  -7,* 14, 3,  7.4, ⑨⑨, 2, 5,Ｆコパノオｰシャンズ, 58,四位洋, 0.2, 72,  -3,* 12, 3,  9.0, ⑤④, 2,16,Ｇエリモエクスパイア, 87,福永祐, 0.0, 97,* 14,  19,11, 49.3,⑦⑥④
 3,12,Ｃユウキタイティ, 63,田村太, 1.0, 49,* -7,  -3, 7, 17.1, ②②, 3,10,Ｈイソノクイｰン, 45,藤岡康, 0.3, 56,*  8, -12, 8, 68.7, ①①, 3, 6,Ａメイショウバレｰヌ, 70,安藤勝, 0.3, 66,*  3,   4, 1,  1.8, ②②, 3,12,Ａトウカイトリック, 96,池添謙, 0.0, 97,  13,* 22, 4,  9.2,⑥⑥⑩
 4, 2,Ｂヴイマックス, 64,岩田康, 1.0, 51,* -5,  -2, 1,  1.6, ①①, 4, 2,Ｄトットンメ, 51,岩田康, 0.7, 65, -10,* 11, 4,  7.7, ⑪⑪, 4, 2,Ｉサｰキットレディ, 54,池添謙, 0.4, 62,*  8,  -3, 6, 26.7, ①①, 4, 8,Ｂアイポッパｰ, 96,安藤勝, 0.1, 97,  12,* 25, 1,  3.8,⑭⑭⑬
 5, 5,Ｇルリュｰル, 55,荻野琢, 1.1, 52, -12,   2,11,126.1, ⑧⑨, 5,12,Ｉトウショウズシオウ, 43,吉田豊, 0.7, 55,*  4,  -8, 6, 22.6, ②②, 5, 3,Ｊヴィンテｰジライン, 45,秋山真, 0.7, 61,  -7,   7, 9, 32.2, ⑥⑥, 5,10,Ｃトウショウナイト, 90,武士沢, 0.3, 92,* 15,  11, 6, 12.1,⑤②①
 6, 9,Ｈクオン, 54,渡辺薫, 1.3, 57, -16,*  9, 8, 27.1, ⑭⑭, 6, 3,Ｂスズカロングラン, 61,田島裕, 1.0, 52,  -2,  -5, 2,  6.1, ⑤⑤, 6, 7,Ｈトップオブバイオ, 56,村田一, 0.7, 61,  -7,   7, 8, 31.3, ⑧⑥, 6, 7,Ｎトウカイエリｰト, 78,川田将, 0.4, 95,  13,  17,13, 78.6,⑫⑫⑦
 7,14,Ｉトレド, 53,福永祐, 1.3, 52, -11,   3, 9, 28.0, ⑩⑨, 7,16,Ｊセレスディｰン, 42,和田竜, 1.0, 58, -10,   6, 9,117.6, ⑪⑪, 7, 8,Ｇエｰシンエｰユｰ, 58,福永祐, 0.8, 65, -16,* 15, 7, 30.0, ⑫⑫, 7, 5,Ｈアドマイヤタイトル, 87,四位洋, 0.5, 90,* 14,  11,12, 61.4,⑩⑥④
 8,15,Ｄエｰシンレドメｰン, 62,川田将, 1.3, 50,  -8,  -1, 4, 11.1, ⑤⑤, 8, 7,Ｍクリスタルシンガｰ, 34,田村太, 1.2, 45,  -6,  -7,12,239.6, ⑦⑦, 8,10, アｰステンマリｰ,---,渡辺薫, 0.8, 60, -10,   8,12,385.6, ⑧⑨, 8,13,Ｊダｰクメッセｰジ, 82,佐藤哲, 0.7, 90,* 14,  10, 8, 23.5,⑬⑩⑦
 9, 1,Ｏワンダｰサｰクル, 39,丸野勝, 1.4, 51, -12,   3,14,253.6, ⑩⑨, 9,17,Ｆゼットマシｰン, 46,武幸四, 1.5, 45,  -7,  -7, 5, 13.9, ⑨⑨, 9,12,Ｃアシュレイリバｰ, 64,北村宏, 0.8, 58,  -5,   4, 5, 23.9, ⑥⑥, 9, 4,Ｍアドマイヤモナｰク, 78,村田一, 0.8, 89,  13,  12,16,144.9,⑧⑫⑩
10,16,Ｅタニノロッキｰ, 56,四位洋, 1.4, 49,  -9,  -1, 6, 14.9, ⑤⑤,10,18,Ｇマルブツチｰフ, 45,小池隆, 1.5, 50, -15,   4,15,352.7, ⑯⑬,10,11,Ｅスウィｰプシルバｰ, 58,石橋守, 0.9, 59, -11,   8,10, 81.4, ⑩⑩,10, 2,Ｏファストタテヤマ, 74,武幸四, 1.0, 87,  13,   8, 9, 27.8,⑪⑩⑩
11, 6,Ｍシゲルケセネ, 43,河北通, 1.5, 52, -15,   5,16,412.0, ⑬⑫,11, 1,Ｃオｰミソフィｰ, 52,渡辺薫, 1.6, 45,   2, -19,13,270.9, ③④,11, 9,Ｄタカラタロウ, 62,川田将, 1.0, 53,   0,  -4, 4, 11.5, ③④,11, 1,Ｄマツリダゴッホ, 90,横山典, 1.0, 86,* 14,   4, 5,  9.6,②②⑦
12, 4,Ｋニホンピロリｰガ, 48,熊沢重, 1.7, 46, -11,  -2,10, 31.4, ⑧⑧,12, 6,Ｋブライティアポｰチ, 38,荻野琢, 1.8, 38,  -7, -15,18,681.7, ⑦⑧,12, 4,Ｋテイエムノゾミ, 31,武幸四, 1.3, 49, -11,   2,11,183.3, ⑩⑩,12,15,Ｆデルタブルｰス, 88,岩田康, 1.1, 84,* 15,  -1, 3,  4.6,④②②
13, 8,Ｊメイショウグンシ, 51,飯田祐, 2.3, 40,  -8, -11, 5, 13.8, ⑤⑦,13, 8,Ｏブラウンシリウス, 26,黒岩悠, 2.0, 39, -14,  -5,17,515.6, ⑬⑬,,,,,,,,,,,,,13,14,Ｅネヴァブション, 88,北村宏, 1.3, 86,  12,  10, 7, 12.5,⑮⑯⑮
14, 3, メイショウアルペン,---,武幸四, 2.5, 38, -16,  -3,13,135.1, ⑭⑮,14, 4,Ｎサンマルミシル, 33,丸野勝, 2.0, 42,  -1, -22,10,183.6, ⑤⑤,,,,,,,,,,,,,14, 9,Ｋウイングランツ, 81,秋山真, 1.8, 79,  13,  -3,15,143.0,⑮⑭⑬
15,13,Ｌアドミラビリス, 46,藤岡康, 2.6, 35, -19,  -4,15,358.0, ⑯⑯,15, 9, デンコウギンガ,---,石橋守, 2.2, 40, -22,   3,11,199.0, ⑰⑰,,,,,,,,,,,,,15, 3,Ｌユメノシルシ, 79,吉田豊, 4.0, 65,* 15, -46,10, 31.3,①①④
16,11,Ｎコｰリンガトリン, 43,和田竜, 2.8, 37, -12, -11,12,133.9, ⑩⑫,16, 5,Ｌトモティフレンディ, 37,横山典, 2.5, 33, -14, -13, 7, 23.9, ⑬⑮,,,,,,,,,,,,,16,11,Ｐマイソｰルサウンド, 65,角田晃, 7.6, 40,  13, -95,14, 99.1,②②⑮
,,,,,,,,,,,,17,15,Ｅカシノハヤテ, 48,西原玲, 4.0,-17, -17, -32,14,272.4, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,13,Ｐスリｰスノｰグラス,-51,角田晃,11.7,11.7---, -28, ---,16,386.3, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:98 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-6),,,,,,,,,,,
"単勝:1,060円 複勝:07=330円 10=250円 12=450円 枠連:1,320円",,,,,,,,,,,,単勝:170円 複勝:14=110円 11=210円 10=670円 枠連:380円,,,,,,,,,,,,単勝:340円 複勝:01=130円 05=170円 06=100円 枠連:270円,,,,,,,,,,,,"単勝:450円 複勝:06=220円 16=1,420円 12=290円 枠連:1,070円",,,,,,,,,,,
"馬連:4,850円 ワイド:07-10=1,330円 07-12=1,860円 10-12=2,010円",,,,,,,,,,,,"馬連:590円 ワイド:11-14=370円 10-14=910円 10-11=3,910円",,,,,,,,,,,,"馬連:2,200円 ワイド:01-05=580円 01-06=160円 05-06=270円",,,,,,,,,,,,"馬連:20,750円 ワイド:06-16=5,350円 06-12=960円 12-16=4,620円",,,,,,,,,,,
"馬単:11,370円 3連複:18,380円",,,,,,,,,,,,"馬単:820円 3連複:6,530円",,,,,,,,,,,,"馬単:4,270円 3連複:840円",,,,,,,,,,,,"馬単:25,210円 3連複:44,540円 3連単:306,390円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 9R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,鴨川特別,,,,,,,,,,,,桃山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａファｰストレイタｰ, 65,安藤勝,, 57,*-13,*  9, 1,  2.6, ②②, 1,10,Ｅステラパラダイス, 56,四位洋,, 65,* -1,   5, 4,  6.6,⑤②②, 1, 4,Ｆマイネルファｰマ, 76,安藤勝,, 76,*  1,  14, 1,  2.1,②②②, 1,12,Ａナナヨｰヒマワリ, 76,小原義,, 77,  -6,* 22, 3,  5.2,⑩⑦⑥
 2, 8,Ｅファストパス, 46,渡辺薫, 0.2, 62, -17,* 14, 7, 24.7, ⑧⑧, 2, 3,Ｇインプレスゴｰルド, 54,藤岡康, 0.0, 65,  -4,   7, 7, 24.9,⑤⑥⑤, 2, 8,Ｃセイウンビバｰチェ, 79,武幸四, 0.1, 77,  -3,* 17, 2,  4.4,⑤⑦⑦, 2,10,Ｌトラストブラック, 66,川田将, 0.3, 70,  -5,  17,12, 58.8,⑤⑤④
 3,17,Ｃジャングルバｰド, 51,北村宏, 0.5, 45,*-14,   3, 2,  3.0, ②②, 3, 2,Ａストロングウィル, 66,安藤勝, 0.0, 66,  -2,   7, 2,  3.4,③④④, 3, 2,Ｉエキゾｰストノｰト, 68,岩田康, 0.1, 72,*  1,  12, 3,  6.9,①①①, 3, 8,Ｄゼンノトレヴィ, 74,田島裕, 0.5, 63,* -4,  12, 6, 12.8,②②①
 4, 1,Ｂチャｰムピクチャｰ, 62,石橋守, 0.5, 45,*-14,   3, 3,  5.4, ②②, 4, 9,Ｂジョｰモルデュｰ, 65,岩田康, 0.1, 69,  -4,* 11, 1,  2.7,⑦⑦⑥, 4, 6,Ｄスギノベラｰジオ, 77,福永祐, 0.5, 62,  -1,   5, 5, 10.1,③③②, 4, 5,Ｃピサノフィリップ, 75,岩田康, 0.5, 75,  -9,* 22, 1,  3.3,⑫⑫⑫
 5, 2,Ｉグリｰンサンライズ, 43,生野賢, 0.5, 48, -15,   6,14,115.2, ⑤⑤, 5, 4,Ｆニシオハンセル, 55,高橋亮, 0.1, 63,*  0,   3, 8, 61.1,②②②, 5, 1,Ｅマルイチライデン, 76,和田竜, 0.6, 62,  -3,   7, 7, 26.4,③③④, 5,13,Ｋヤマノサップ, 67,吉田豊, 0.5, 72,  -8,  20,13, 63.1,⑨⑩⑩
 6, 4,Ｍノボリシスタｰ, 35,四位洋, 0.8, 39,*-12,  -5, 5, 16.5, ①①, 6, 1,Ｄフェザｰウイング, 59,和田竜, 1.5, 50,*  0, -11, 5,  9.5,①①①, 6, 3,Ｈビッグベアシチｰ, 68,佐藤哲, 0.6, 66,  -2,  10, 4,  8.9,⑥⑥⑥, 6, 3,Ｂゼンノコｰラル, 75,福永祐, 0.5, 68,  -6,  17, 2,  4.6,⑥⑦⑥
 7,10,Ｊヒノデプリンセス, 42,武士沢, 0.9, 41, -17,   3, 8, 33.2, ⑧⑧, 7, 5,Ｊテイエムジカッド, 39,菊地昇, 1.7, 50,  -6,  -2, 9, 97.6,⑨⑨⑨, 7, 9,Ｂストロングドン, 80,小原義, 0.9, 54,  -3,   0, 9, 39.0,⑦③④, 7, 9,Ｈスズカオペラ, 69,柴原央, 0.8, 60,* -4,  10,10, 28.4,③③②
 8, 9, ウォｰタｰトスカ,---,武幸四, 0.9, 51, -21,* 11,13, 99.2, ⑮⑮, 8, 6,Ｉタイガｰトルネｰド, 40,丸野勝, 2.9, 44,  -4, -16,10,105.0,⑦⑦⑧, 8, 7,Ｇトウショウアスロン, 73,池添謙, 0.9, 61,  -5,   8, 8, 32.0,⑧⑦⑧, 8, 1,Ｍマルタカタキオン, 65,池添謙, 0.8, 67,  -8,  18,11, 49.9,⑩⑩⑩
 9, 5, フミノコマチ,---,角田晃, 0.9, 45, -19,   6, 6, 24.6, ⑫⑫, 9, 8,Ｈセイザンダンサｰ, 45,福永祐, 4.6,  2,  -2, -38, 3,  6.1,③④⑥, 9, 5,Ａフレアリングベスト, 80,武士沢, 1.1, 61,  -4,   9, 6, 10.9,⑨⑨⑧, 9,14,Ｉフィｰルドジュエル, 68,酒井学, 0.8, 72, -10,* 21, 5,  9.5,⑭⑬⑬
10,13,Ｈナムラシャイニング, 43,小林徹, 1.2, 35, -15,  -5,15,138.1, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,10, 2,Ｎゴｰルドロビン, 63,荻野琢, 1.0, 58,  -5,   9,14,221.3,③③④
11,12,Ｄイノチノアカリ, 46,横山典, 1.3, 46, -23,*  9,11, 74.7, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,11,11,Ｆダイナミックエｰス, 73,小林徹, 1.1, 58,  -5,   9, 8, 17.9,⑥⑥⑥
12, 7,Ｆボウレジュ, 46,福永祐, 1.5, 32, -19,  -3, 9, 41.3, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｇハギノプレシャス, 71,北村宏, 1.3, 55,* -3,   4, 4,  9.1,①①②
13,16,Ｇテイエムメガミ, 45,和田竜, 1.5, 33, -16,  -8,10, 60.4, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｅホシノプレゼント, 73,生野賢, 1.4, 56,  -6,   8, 9, 25.5,⑥⑦⑥
14,18, レディピアレス,---,岩田康, 1.6, 43, -25,*  9,12, 92.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｊコウエイノホシ, 68,和田竜, 1.6, 58, -10,  14, 7, 15.9,⑫⑬⑭
15,14,Ｋボニｰアクション, 41,池添謙, 1.8, 33, -15, -14, 4, 12.6, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,Ｎデイトナクィｰン, 31,田村太, 1.9, 25, -23,  -7,17,339.2, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, 3,Ｌオｰスファイタｰ, 37,田嶋翔, 2.0, 30, -17, -14,18,428.6, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15, サフランドレス,---,秋山真, 2.3, 24, -19, -16,16,225.2, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
