07年 4月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.8,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6.1,,,,,■10R  芝1200m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橘ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａアメジストリング, 60,福永祐,, 55, -17,* 10, 1,  2.0,⑨⑦⑦, 1,14, トｰワスラッガｰ,,内田浩,,,,, 4,  6.3,⑥②①, 1, 9,Ｄディｰプスピリット, 69,安藤勝,, 78,   6,*  9, 2,  4.4, ⑦⑤, 1,10,Ｃオメガエクスプレス, 73,池添謙,, 85,*  5,  20, 5,  9.9, ②②
 2, 1,Ｃメイショウソルテ, 54,角田晃, 0.3, 48, -16,   6, 3,  5.7,⑤⑤⑤, 2,12, ハッピｰトゥモロｰ,,岩崎祐, 0.4,,,, 6, 12.6,⑥④③, 2, 4,Ｆメイショウジダｰン, 63,武豊  , 0.2, 76,*  7,   4, 3,  4.6, ④③, 2, 4,Ｆユｰチャリス, 72,岩田康, 0.2, 78,*  8,  13, 2,  6.5, ①①
 3, 7,Ｊビクトリｰブランコ, 42,吉田稔, 0.5, 59, -21,* 14, 7, 50.8,⑮⑮⑪, 3, 1, ハイタイド,,北沢伸, 1.2,,,, 9, 43.7,④⑥⑥, 3, 7,Ｊアドマイヤゴルゴ, 44,岩田康, 0.4, 69,  -1,* 15, 6, 11.8, ⑫⑫, 3, 5,Ｄモルトグランデ, 73,福永祐, 0.4, 81,  -6,  25, 4,  7.5, ⑦⑦
 4, 5,Ｌゲットザチャンス, 41,武幸四, 0.6, 46, -18,   6, 8, 50.8,⑪⑪⑨, 4, 9, アスクジュビリｰ,,西谷誠, 1.5,,,, 5,  8.6,⑧⑦⑥, 4,10,Ｂスズカライアン, 72,和田竜, 0.4, 72,   5,   4, 1,  3.0, ⑦⑦, 4, 2,Ａダノンムロｰ, 76,武豊  , 0.5, 81, -11,* 28, 1,  1.7, ⑨⑨
 5,14,Ｆカネトシセレブッコ, 49,小林徹, 0.6, 41,*-15,   0, 9, 52.4,②②②, 5, 2, セイウンエポック,,菊池憲, 1.9,,,, 7, 21.3,⑪⑨⑧, 5,11,Ａナリタスパｰク, 78,渡辺薫, 0.6, 68,   3,   6, 5, 11.2, ⑨⑩, 5, 6,Ｇアルシラｰト, 72,吉田稔, 0.6, 81, -14,* 29, 3,  7.1, ⑩⑩
 6,15,Ｈオｰミチェリッシュ, 46,藤岡康, 0.6, 39,*-16,   0,15,463.8,④③③, 6, 8, マイネルマグナｰト,,黒岩悠, 2.0,,,, 1,  3.6,①①②, 6, 8, トランプ,---,小牧太, 1.1, 64,*  9, -13,10, 63.3, ②②, 6, 8,Ｅキングスベリｰ, 72,佐藤哲, 0.7, 70,   2,  12, 7, 28.0, ③③
 7, 6,Ｂサンタドレス, 58,武豊  , 0.6, 40,*-14,  -1, 2,  4.0,①①①, 7, 3, テイエムテンライ,,出津孝, 2.7,,,, 2,  3.8,②⑦⑨, 7,13,Ｅナムラカゲトラ, 69,幸英明, 1.2, 62,*  7, -11, 7, 13.8, ④⑤, 7, 1,Ｉマセラティスタ, 44,穂苅寿, 1.0, 67,  -8,  17, 8, 92.3, ⑧⑦
 8,13,Ｉペルネティアナ, 43,生野賢, 0.7, 46, -18,   6,12, 74.3,⑩⑪⑨, 8, 6, スリｰプレアデス,,白浜雄, 2.8,,,, 3,  4.9,⑨⑨⑩, 8, 3,Ｃショウリュウアクト, 70,佐藤哲, 1.2, 60,   2,  -2, 4,  8.7, ⑪⑩, 8, 7,Ｂライトグランデュア, 75,幸英明, 1.0, 66,   2,   7, 6, 16.3, ③③
