07年 9月29日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 9月29日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9.1,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,札幌ｾﾝﾃﾆｱﾙ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂウォｰタｰリング, 47,武豊  ,, 57,  -4,  -1, 1,  1.6, ⑤③, 1, 4,Ｈフミノオリヒメ, 52,小林徹,, 61,*  3,  -3, 6, 19.1, ②②, 1, 6,Ｂピサノバンキッシュ, 64,田中勝,, 73,*  4,*  8, 3,  5.0,③③①, 1,12,Ｂタガノグラマラス, 79,藤岡佑,, 75,* 12,   5, 5,  8.9,①①①
 2,10,Ｆヤサシイキモチ, 35,池添謙, 0.0, 56,  -3,  -2, 5, 24.4, ③③, 2, 6,Ｃテルミヌス, 60,安藤勝, 0.2, 58,  -4,*  0, 3,  4.6, ⑤⑤, 2, 3,Ａリックチョモランマ, 66,柴山雄, 1.0, 65,   3,   0, 2,  3.7,⑩③②, 2,11,Ｈブリュンヒルト, 74,勝浦正, 0.2, 77,   7,  12, 3,  6.5,④④②
 3, 7,Ｅグルｰビｰアイズ, 40,北村友, 0.3, 53, -16,*  3, 8, 75.6, ⑧⑦, 3, 2,Ｅリンガスサクセス, 57,鈴来直, 0.5, 53,   0,  -6, 8, 48.0, ③③, 3, 4,Ｈアルタントプチ, 57,丸田恭, 1.3, 60,*  3,  -7, 6, 22.3,①②②, 3, 4,Ａミストラルクルｰズ, 80,北村友, 0.3, 79,   5,  15, 2,  3.9,⑥⑤⑦
 4, 8,Ｇクレバｰグレイス, 34,川島信, 0.5, 48,* -1,  -8, 6, 24.8, ②②, 4, 9,Ｆクリノオンディｰヌ, 57,武豊  , 0.5, 53,   0,  -6, 2,  3.4, ③③, 4, 7,Ｅアドマイヤウイナｰ, 62,池添謙, 1.6, 59,   1,  -2, 5,  7.1,⑤⑨⑧, 4, 7,Ｉスズカライアン, 74,武豊  , 0.4, 75,   4,  13, 1,  3.8,⑥⑤④
 5, 1,Ｄハッピｰラッシュ, 44,藤岡佑, 0.6, 47, -11,  -3, 4, 15.3, ⑥⑥, 5, 1,Ａネオタキオン, 68,川島信, 0.6, 51,*  4, -10, 1,  2.5, ①①, 5,10,Ｇレオアライブ, 57,津村明, 1.6, 57,  -3,*  4,11,118.1,⑫⑪⑨, 5, 9,Ｄスルｰレｰト, 75,吉田豊, 0.6, 75,   3,  15, 9, 19.5,⑨⑧⑦
 6, 3,Ｃマイネルラウディｰ, 45,勝浦正, 0.7, 45,  -3,  -9, 3,  6.0, ③③, 6, 5,Ｉグリントインダンス, 47,津村明, 0.7, 51,  -8,  -3, 7, 45.0, ⑦⑥, 6, 9,Ｆホットカフェ, 58,小島太, 1.7, 55,   0,  -7, 7, 26.2,⑤⑤⑤, 6, 2,Ｍケイアイケイマン, 68,安藤勝, 0.7, 69,   6,   8, 4,  7.9,④⑤④
 7, 9,Ｈカネスベネフィシオ, 26,柴山雄, 1.3, 38, -22,  -3, 7, 26.8, ⑨⑨, 7,12,Ｇティｰビスティｰ, 54,柴山雄, 0.7, 51, -13,*  1, 9,149.3, ⑨⑨, 7,13,Ｄトランプ, 63,川島信, 1.7, 57,   1,  -6, 9, 36.5,③⑤⑤, 7, 6,Ｇケイエスジェネラス, 74,小林徹, 0.7, 76,  -1,* 17,11, 69.6,⑨⑪⑪
 8, 5,Ｊドリｰムオブワイ, 22,伊藤直, 1.9, 30, -26,  -7,11,228.4, ⑩⑩, 8,11,Ｂウイングオブゴット, 68,藤岡佑, 0.8, 49,  -8,  -4, 4,  6.4, ⑦⑧, 8, 5,Ｊギンギラギン, 54,武豊  , 1.8, 55,  -1,  -3, 1,  3.3,⑤⑩⑨, 8, 1,Ｌレディキルシェ, 69,津村明, 0.7, 73,   3,  13,12, 70.8,⑥⑧⑦
 9, 4,Ａジョｰアニマｰト, 52,藤田伸, 1.9, 32,*  0, -24, 2,  4.4, ①①, 9, 7,Ｋスティルファスタｰ, 36,古川吉, 0.8, 49,  -5,  -6,11,191.7, ⑤⑥, 9, 2,Ｃエイシンイップｰ, 63,藤岡佑, 2.2, 54,*  3, -15, 4,  6.1,②①②, 9,10,Ｋウインボｰルド, 72,藤田伸, 0.8, 70,   2,  12, 8, 17.5,⑨⑧⑩
10, 2,Ｋサンライトオｰジャ, 17,小林徹, 1.9, 30, -14, -14, 9,157.4, ⑦⑦,10, 8,Ｄジョウノカグヤヒメ, 60,田中勝, 0.9, 48, -15,*  0, 5, 14.8, ⑫⑪,10,11,Ｉアイノグレゴリｰ, 56,北村浩, 2.3, 53,   2, -12, 8, 31.9,⑤⑤⑤,10, 8,Ｃフェスティヴナイト, 76,田中勝, 1.0, 75,  -2,* 18, 7, 14.1,⑬⑫⑪
11, 6,Ｉヒシスインガｰ, 25,菊沢隆, 2.4, 25, -26, -12,10,191.7, ⑩⑩,11,10,Ｊホッコｰタｰゲット, 45,的場勇, 1.2, 41, -15,  -6,10,186.2, ⑨⑪,11,12,Ｍリッカムテキ, 46,芹沢純, 2.9, 47,  -5,  -4,13,200.4,⑬⑬⑪,11,13,Ｊクリスタルルｰジュ, 73,的場勇, 1.1, 71,  -3,  16,10, 37.1,⑫⑫⑬
,,,,,,,,,,,,12, 3,Ｌウォｰタｰクレス, 32,北村浩, 1.7, 36, -12, -11,12,275.6, ⑨⑩,12, 1,Ｋリキュウ, 53,勝浦正, 3.2, 44,  -3, -13,10, 86.9,⑨⑪⑬,12, 5,Ｆマコトジョワイユｰ, 75,川島信, 1.3, 71,  -5,* 17,13, 90.1,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｌキラウエアシチｰ, 51,佐藤聖, 3.6, 40,   0, -26,12,150.4,⑩⑤⑪,13, 3,Ｅイチゴイチエ, 75,四位洋, 1.4, 63,   9,  -8, 6, 11.6,③②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｎシルクレグナム, 66,武英智, 1.5, 61,*  8, -13,14,109.8,②②④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:不良(指数:-12),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:5),,,,,,,,,,,
"単勝:160円 複勝:11=120円 10=320円 07=940円 枠連:1,040円",,,,,,,,,,,,"単勝:1,910円 複勝:04=290円 06=180円 02=520円 枠連:3,130円",,,,,,,,,,,,単勝:500円 複勝:06=170円 03=150円 04=520円 枠連:450円,,,,,,,,,,,,"単勝:890円 複勝:12=310円 11=200円 04=170円 枠連:2,880円",,,,,,,,,,,
"馬連:1,150円 ワイド:10-11=490円 07-11=1,370円 07-10=6,410円",,,,,,,,,,,,"馬連:2,660円 ワイド:04-06=950円 02-04=2,230円 02-06=1,400円",,,,,,,,,,,,"馬連:780円 ワイド:03-06=370円 04-06=1,450円 03-04=1,140円",,,,,,,,,,,,"馬連:2,940円 ワイド:11-12=980円 04-12=830円 04-11=530円",,,,,,,,,,,
"馬単:1,420円 3連複:13,540円",,,,,,,,,,,,"馬単:6,450円 3連複:10,700円",,,,,,,,,,,,"馬単:1,450円 3連複:4,800円",,,,,,,,,,,,"馬単:5,450円 3連複:4,410円 3連単:25,200円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.3,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.7,,,,,■ 8R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■11R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,札幌2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃレジネッタ, 40,池添謙,, 63,  -5,*  8, 2,  3.9, ③③, 1, 9,Ａアグネスシグマ, 62,池添謙,, 61,* -5,*  5, 2,  3.6,②②①, 1, 7,Ｄアｰスクリスハｰン, 71,藤田伸,, 66,*-10,  19, 2,  5.3,②②②, 1, 7,Ｇオリエンタルロック, 60,武豊  ,, 67,   7,*  2, 6, 14.3,⑭⑭⑪
 2,11,Ｆトｰホウグリｰン, 38,田中勝, 0.0, 67,* -1,*  3, 3,  5.8, ①①, 2, 6,Ｇハイドパｰク, 47,田中勝, 0.3, 59,  -8,*  6, 4, 11.0,⑥④④, 2, 1,Ｂギｰニョ, 73,武豊  , 0.1, 67, -12,* 21, 1,  1.8,③④③, 2,10,Ａサブジェクト, 71,安藤勝, 0.1, 67,  12,  -9, 1,  2.6,⑧⑤③
 3,12,Ｄエリモラフィｰネ, 39,武豊  , 0.8, 54,* -2,  -7, 1,  1.7, ②②, 3,13,Ｃゴｰルディｰロック, 55,藤岡佑, 0.3, 58,* -6,   3, 5, 15.0,④②②, 3, 5,Ａエアスｰビック, 74,藤岡佑, 0.2, 64, -12,  19, 4,  7.7,⑤④③, 3,11,Ｊホウザン, 49,菊沢隆, 0.2, 67,* 14, -15,13, 72.5,⑩②②
 4, 7,Ａオｰスミビｰナス, 57,津村明, 1.1, 43, -16,*  2, 4, 11.1, ⑫⑩, 4, 2,Ｈシルクアドニス, 45,黛弘人, 0.3, 57, -10,*  7, 9,135.5,⑨⑧⑦, 4, 9,Ｉタニオブゴｰルド, 62,吉田豊, 0.3, 55,* -9,  12, 6, 20.4,①①①, 4, 4,Ｅカレイジャスミン, 61,北村友, 0.4, 64,* 14, -18, 7, 23.7,②①①
 5,10,Ｂサユリ, 47,柴山雄, 1.2, 46,* -4, -12, 5, 17.3, ③③, 5, 4,Ｅメインセイラｰ, 53,安藤勝, 0.4, 57,* -5,   2, 1,  2.1,①①②, 5,12,Ｌクレバｰデュｰク, 60,川島信, 0.4, 62, -15,* 19,11,159.0,⑦⑧⑦, 5, 1,Ｈグラｰフ, 58,北村浩, 0.4, 64,  12, -14,12, 69.4,③⑤⑥
 6, 4,Ｋトスティ, 27,佐藤聖, 1.5, 35, -12, -12,12,476.0, ⑧⑥, 6,12,Ｉブライティアバレｰ, 37,千葉直, 1.6, 45,  -8,  -9,11,306.3,③④④, 6,13,Ｃアドマイヤサンサン, 71,池添謙, 0.5, 56, -12,  15, 3,  6.1,⑦④③, 6,13,Ｍアモｰレヴォレ, 40,柴山雄, 0.6, 61,  10, -12,10, 37.6,⑩⑧⑥
 7, 6,Ｊアネクスペクティド, 28,丸田恭, 1.9, 29, -16, -14,10,179.5, ⑪⑩, 7, 8,Ｆマイスペｰス, 50,梶晃啓, 1.6, 49,  -8,  -5, 7, 59.9,⑨⑧④, 7,10,Ｅシロキタベガ, 70,松田大, 0.7, 67, -17,* 23, 7, 34.5,⑫⑬⑫, 7,14,Ｌレディｰビスティｰ, 46,松田大, 0.6, 61,  10, -12,11, 41.6,⑫⑧⑧
 8, 1,Ｌヤマサペパｰミント, 19,菊沢隆, 2.0, 31, -10, -18, 8,114.4, ⑧⑥, 8, 7,Ｍマストアイテム, -6,田辺裕, 2.1, 44, -10,  -7, 8, 84.8,⑪⑪⑧, 8, 2,Ｆダンシングボｰイ, 69,的場勇, 0.7, 52, -16,  14, 5, 13.4,⑥⑧⑦, 8,12,Ｆウイントリガｰ, 60,藤田伸, 0.8, 59,   8, -12, 2,  4.8,⑫⑬⑪
 9, 9,Ｇアメリカンヒロイン, 36,勝浦正, 2.4, 27,  -5, -28, 7, 51.0, ③⑥, 9, 5,Ｄギガンティア, 53,武豊  , 3.3, 33,  -8, -23, 3,  4.3,④④⑪, 9, 3,Ｋマイネルスバル, 62,柴山雄, 0.8, 49, -11,   9,10, 84.8,③②③, 9, 3,Ｋヤマニンキングリｰ, 46,津村明, 0.8, 60,  12, -20, 5, 12.2,⑥⑤⑧
10, 5,Ｉチャｰムキャンディ, 29,的場勇, 2.5, 22,  -7, -32,11,296.6, ③③,10,10,Ｌリタｰンファイト, 25,小林徹, 3.7, 31, -11, -21,12,318.6,⑫⑫⑪,10,14,Ｊホッカイルオｰ, 62,菊沢隆, 0.9, 53, -15,  15,12,162.8,⑫⑩⑩,10, 9,Ｃヤマカツオｰキッド, 63,池添謙, 1.3, 55,  14, -30, 4,  7.1,③②③
11, 3,Ｅメイショウレｰナ, 38,芹沢純, 2.8, 20, -11, -28, 9,149.5, ⑧⑩,11, 1,Ｂマイスイｰトハｰト, 57,菊沢隆, 3.7, 31,  -9, -25, 6, 17.5,⑥⑧⑩,11,11,Ｈマイネインティマ, 64,池崎祐, 0.9, 44, -15,   8, 9, 62.9,⑩⑦⑦,11, 6,Ｎピエナエイム, 36,藤岡佑, 1.3, 54,  10, -23,14,112.7,⑧⑧⑧
12, 8,Ｈスリｰタキオン, 34,武英智, 3.8,  6,  -5, -49, 6, 49.3, ③⑥,12,11,Ｋフォｰリアキング, 30,池崎祐, 4.0, 26, -12, -26,13,428.3,⑫⑫⑪,12, 8,Ｇキｰンライアン, 68,古川吉, 1.0, 52, -15,  15, 8, 50.5,⑦⑪⑫,12, 5,Ｉマイネルスタｰリｰ, 53,勝浦正, 2.1, 47,  11, -36, 9, 26.3,⑥⑧⑪
,,,,,,,,,,,,13, 3,Ｊメジロポラリス, 36,沢昭典, 4.2, 26,  -8, -32,10,206.9,⑥④⑧,13, 4,Ｍマルタカデトリア, 57,沢昭典, 1.1, 49, -15,  13,13,190.8,⑩⑪⑩,13, 8,Ｂメジロガストン, 64,吉田豊, 2.2, 46,  10, -36, 8, 24.4,③⑧⑭
,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｎレディストレイツ,-28,北村友, 5.7, 5.7---, -22, -44,14,297.2,⑭⑭⑭,14, 2,Ｄネオスピリッツ, 62,田中勝, 2.3, 45,* 14, -47, 3,  6.2,①②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:5),,,,,,,,,,,
単勝:390円 複勝:02=130円 11=140円 12=100円 枠連:250円,,,,,,,,,,,,"単勝:360円 複勝:09=150円 06=320円 13=300円 枠連:1,450円",,,,,,,,,,,,単勝:530円 複勝:07=130円 01=110円 05=150円 枠連:440円,,,,,,,,,,,,"単勝:1,430円 複勝:07=380円 10=150円 11=1,050円 枠連:920円",,,,,,,,,,,
"馬連:1,020円 ワイド:02-11=320円 02-12=170円 11-12=180円",,,,,,,,,,,,"馬連:1,490円 ワイド:06-09=600円 09-13=440円 06-13=1,500円",,,,,,,,,,,,馬連:490円 ワイド:01-07=210円 05-07=490円 01-05=280円,,,,,,,,,,,,"馬連:2,120円 ワイド:07-10=810円 07-11=6,100円 10-11=4,020円",,,,,,,,,,,
"馬単:1,920円 3連複:460円",,,,,,,,,,,,"馬単:2,830円 3連複:4,560円",,,,,,,,,,,,"馬単:1,260円 3連複:1,000円",,,,,,,,,,,,"馬単:5,510円 3連複:44,400円 3連単:259,540円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6.2,,,,,■ 6R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.8,,,,,■12R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道新ｽﾎﾟｰﾂ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇニシノキンレンポ, 51,的場勇,, 63,*  5,* -8, 5, 15.8,③②②, 1, 5,Ｅエアジパング, 66,松田大,, 70,  -1,  14, 3,  5.0,⑤⑤④, 1,13,Ｃビｰビｰガルダン, 73,安藤勝,, 85,* 13,   7, 1,  2.0, ①①, 1,12,Ａラピッドオレンジ, 75,菊沢隆,, 70, -11,* 19, 6, 13.7,⑦⑧⑥
 2, 5,Ｄグランドアムｰル, 56,黛弘人, 0.1, 63,*  7, -13, 3,  7.5,①①①, 2,14,Ｃタニノディキディキ, 68,安藤勝, 0.1, 77,  -3,* 20, 1,  2.4,⑫⑨⑦, 2,16,Ｊパノラマビュｰティ, 65,藤岡佑, 0.8, 65,  -3,* 12, 5, 13.8, ⑬⑫, 2, 3,Ｂタカラトゥルｰ, 73,安藤勝, 0.0, 66, -10,  16, 1,  2.9,④④④
 3, 7,Ａネイチャｰトレイル, 61,千葉直, 1.6, 47,   0, -14, 4, 11.6,⑤④③, 3, 8,Ｇハリｰアップ, 62,藤田伸, 0.3, 67,  -4,  13, 4,  5.4,⑥⑥④, 3, 3,Ｇアップステｰジ, 66,黛弘人, 0.9, 64,   6,  -2, 9, 31.1, ⑤⑤, 3, 4,Ｇアクセルカフェ, 66,藤田伸, 0.0, 62,* -9,  13, 2,  3.7,①①①
 4, 2,Ｂホワイトライ, 60,武豊  , 2.1, 46,   0, -16, 1,  1.7,⑧⑥③, 4, 4,Ｆユメキコウ, 63,小林徹, 0.3, 69,  -2,  14, 6, 25.0,⑧⑥⑦, 4,14,Ｋウインウラカワ, 62,北村友, 1.0, 60,  -7,* 12,13, 70.7, ⑭⑭, 4, 6,Ｊトラベルシチｰ, 66,北村友, 0.0, 65,* -9,  15, 8, 31.3,②②②
 5,11,Ｍメジロアルドラ, 17,吉田豊, 3.3, 39, -11,* -9, 7, 47.1,⑫⑫⑪, 5,12,Ａメジロマシュｰズ, 73,武豊  , 0.4, 60,*  0,   6, 2,  3.8,③③②, 5, 8,Ｈエアファｰギｰ, 66,田中勝, 1.1, 62,   2,   2,10, 47.3, ⑩⑩, 5, 1,Ｆマルブツブラボｰ, 67,勝浦正, 0.2, 70, -13,* 20, 9, 35.8,⑬⑫⑪
 6, 1,Ｅジャルダンデフルｰ, 55,池添謙, 3.5, 36,   0, -29, 2,  4.1,⑤⑥⑤, 6, 2,Ｄメジロスパイダｰ, 67,吉田豊, 0.4, 72,  -4,* 17, 7, 38.8,⑨⑪⑩, 6, 6,Ｂアナナス, 79,池添謙, 1.1, 64,   6,  -1, 3,  6.9, ⑦⑦, 6, 2,Ｃセフティｰロｰレル, 73,河北通, 0.3, 65, -11,  17, 7, 14.2,⑪⑧⑨
 7, 8,Ｉプラチナブｰケ, 46,川島信, 3.8, 35,  -3, -28, 9,137.6,⑩⑨⑦, 7, 1,Ｍマイネルドナｰル, 53,菊沢隆, 0.5, 57,* -1,   3,10, 85.0,③③④, 7, 1,Ｄシアトルナカヤマ, 72,的場勇, 1.1, 60,   4,  -3, 6, 18.1, ⑦⑦, 7, 7,Ｄスリｰキセキ, 69,藤岡佑, 0.5, 60, -11,  14, 5, 12.9,⑦⑧⑨
 8, 9,Ｊバブルビッグワン, 42,佐藤聖, 4.0, 31,   2, -42,13,186.9,②③⑤, 8,13,Ｊビｰモブホｰプ, 59,藤岡佑, 0.8, 63,  -5,  12, 8, 44.6,⑫⑪⑩, 8, 7,Ａマッキｰビｰナス, 79,四位洋, 1.2, 65,* 10,  -7, 4,  9.8, ②②, 8, 9,Ｅファンドリウェｰブ, 69,武豊  , 0.8, 50,* -9,   6, 3,  5.2,②②②
 9,12,Ｌオｰロラビコｰ, 30,古川吉, 4.2, 33,  -4, -30,12,180.8,⑨⑩⑩, 9, 7,Ｂトシエンジェル, 72,北村友, 1.0, 52,*  0, -10, 5, 23.5,①①①, 9,10,Ｏチャリティショウ, 59,北村浩, 1.3, 59,   1,   0,14, 83.9, ⑩⑫, 9,13,Ｍミリオンキング, 59,柴山雄, 0.9, 52, -12,  10,13,120.6,⑩⑧⑪
10, 3,Ｋレディピアレス, 41,池崎祐, 4.9, 28,  -9, -31,10,140.9,⑩⑪⑪,10, 9,Ｌドリｰムシｰカｰ, 55,津村明, 1.0, 58,  -3,   7,12,188.7,⑨⑨⑨,10, 5,Ｅナリタトパｰズ, 72,武豊  , 1.3, 56, -12,* 12, 2,  6.1, ⑮⑭,10,10,Ｋビュｰティフルアイ, 64,川島信, 0.9, 52, -10,   9,11,111.0,⑦④⑥
11,10,Ｈメイショウスイミｰ, 47,田中勝, 5.7, 13, -14, -26,11,174.4,⑬⑬⑬,11,11,Ｈスズカスウィング, 61,芹沢純, 1.6, 55,*  1, -18,11,125.3,②②②,11,11,Ｎタイキプロバンス, 60,丸田恭, 1.3, 58,   6,  -8,12, 54.8, ⑤⑤,11, 8,Ｉケイアイマイバッハ, 66,芹沢純, 0.9, 52, -10,   9,12,114.4,④④⑥
12, 4,Ｆカクテルウィッシュ, 51,田辺裕, 6.4, 18,   1, -61, 8,117.2,③④⑧,12, 3,Ｋロｰドスピリット, 58,千田輝, 2.7, 46,  -4, -22,13,261.5,⑥⑥⑫,12,12,Ｉエムオｰミラクル, 66,田辺裕, 1.4, 58,   4,  -4, 7, 20.5, ⑦⑩,12,11,Ｈセンタｰザゴｰルド, 66,池添謙, 1.2, 48, -10,   5, 4,  8.2,④④④
13,13,Ｃケイビイレタｰ, 57,勝浦正, 6.6, 14,   0, -61, 6, 20.4,⑤⑥⑧,13,10,Ｎスイｰトジュビリｰ, 44,草野太, 2.9, 43,  -7, -18,14,326.3,⑨⑬⑬,13,15,Ｍアトス, 60,勝浦正, 1.7, 54,   3,  -7,15, 88.5, ⑩⑦,13, 5,Ｌコンゴウマドンナ, 64,津村明, 1.2, 51, -13,  10,10, 62.2,⑪⑫⑪
,,,,,,,,,,,,14, 6,Ｉニシノムツラボシ, 60,小島太, 4.1, 22, -10, -26, 9, 58.6,⑭⑭⑭,14, 4,Ｐトｰセンエタニティ, 56,吉田豊, 1.7, 52, -14,   9,16,172.4, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｆライトグロｰリｰ, 68,柴山雄, 1.8, 55,   9, -15, 8, 24.5, ③③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｌケイエスバウアｰ, 62,小林徹, 1.9, 53,   9, -17,11, 53.9, ③③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:-11),,,,,,,,,,,
