07年 4月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 4R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.6,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■10R  芝1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,
 3, 7,Ｆダイワモナｰク, 40,武士沢, 0.4, 56,* -6,   2, 8, 37.3,①①①, 3, 7,Ｃダイメイザバリヤル, 64,四位洋, 0.4, 58,   0,  -1, 2,  4.4, ③③, 3,12,Ｄアポロダヴィンチ, 66,武豊  , 0.2, 66,   4,   0, 4,  6.9, ③③, 3, 1,Ｌフサイチホウオｰ, 69,安藤勝, 0.0, 99,   2,* 35, 2,  3.7,⑫⑪⑨
 4, 5,Ａウインスラッシュ, 50,田中勝, 1.8, 47, -11,  -1, 4,  5.8,⑧⑨⑧, 4, 2,Ｅセレスマン, 55,福永祐, 0.4, 59,  -3,   2, 5, 17.3, ⑤③, 4,11,Ｉスキマチェリｰ, 54,武士沢, 0.2, 66,  -2,*  6,11,108.2, ⑧⑥, 4,15,Ｂアドマイヤオｰラ, 89,武豊  , 0.2, 98,   1,* 35, 1,  2.7,⑮⑬⑫
 5,11,Ｊワンダｰティンバｰ, 31,岩田康, 1.9, 43,  -8,  -8,11, 74.2,⑤⑤④, 5, 4,Ｄアポロビンゴ, 58,勝浦正, 0.5, 56,  -2,  -1, 3,  5.4, ③③, 5, 7,Ａコスモパルムドｰル, 72,安藤勝, 0.3, 65,*  5,  -2, 5,  8.6, ②②, 5,10,Ｄメイショウレガｰロ, 80,福永祐, 0.3, 75,* 10,  12,11, 54.0,③③③
 6, 1,Ｄキングブライト, 44,江田照, 1.9, 42,  -7,  -9, 1,  3.0,③③④, 6, 1,Ｂサｰキットレディ, 64,北村宏, 0.5, 55,*  5,  -7, 4,  5.9, ①①, 6, 9,Ｅテイクザホｰク, 65,横山典, 0.4, 64,  -2,   4, 3,  4.8, ⑧⑨, 6, 2,Ｅロｰレルゲレイロ, 78,藤田伸, 0.3, 84,   5,  24, 9, 30.7,⑨⑧⑦
 7,10,Ｅアポロバンチョウ, 41,川田将, 2.3, 40, -10,  -8, 5,  9.9,⑨⑧⑦, 7, 3,Ｆソウレイ, 49,村田一, 1.1, 46,  -5,  -7, 7, 64.7, ⑤⑥, 7, 6,Ｈラオムフェｰレ, 57,勝浦正, 0.4, 64,   0,   2, 8, 44.8, ⑥⑥, 7,12,Ｐアサクサキングス, 65,武幸四, 0.5, 73,* 10,   9, 6, 16.0,④③③
 8, 3,Ｈブルｰメンリッタｰ, 38,松岡正, 2.5, 39, -11,  -8, 6, 22.8,⑫⑨⑪,,,,,,,,,,,,, 8, 5,Ｇミレニアムカｰスル, 59,吉田豊, 0.6, 62,  -9,*  8, 6, 11.5, ⑩⑩, 8, 6,Ｃドリｰムジャｰニｰ, 85,蛯名正, 0.6, 91,   0,* 32, 3,  8.5,⑰⑯⑯
 9, 2,Ｉセイウンドラゴン, 32,吉田豊, 2.5, 40, -12,  -7,12,112.6,⑩⑨⑧,,,,,,,,,,,,, 9, 4,Ｊクロｰスハｰモニｰ, 53,江田照, 1.3, 54, -12,   4,13,278.1, ⑫⑫, 9,18,Ａココナッツパンチ, 93,吉田豊, 0.6, 83,   2,  25, 4, 10.2,⑪⑪⑪
10, 4,Ｇハクウン, 39,小林淳, 3.5, 32, -12, -16,13,242.1,⑪⑨⑪,,,,,,,,,,,,,10, 1,Ｆサウスヒュｰマｰ, 60,蛯名正, 1.3, 54, -10,   2, 7, 29.1, ⑩⑪,10, 3,Ｆマイネルシｰガル, 75,後藤浩, 0.7, 73,   6,  15,12, 67.0,⑦⑦⑦
11, 8,Ｋエスメラルダ, 31,藤田伸, 3.6, 32,  -8, -24, 9, 41.3,③⑤⑥,,,,,,,,,,,,,11, 2,Ｌマコトジンライ, 43,岩田康, 2.1, 47,   4, -18, 9, 59.1, ③⑤,11, 8,Ｇナムラマｰス, 74,藤岡佑, 0.9, 78,   2,  22, 5, 12.0,⑭⑬⑭
12, 9,Ｃアリマラムセス, 44,蛯名正, 4.0, 31,  -9, -26, 3,  5.0,⑦⑦⑧,,,,,,,,,,,,,12, 3,Ｋセントラルボｰイ, 53,横山義, 2.2, 45, -13,  -4,12,134.0, ⑫⑬,12,16,Ｊフライングアップル, 71,横山典, 1.1, 69,   4,  13, 8, 19.4,⑧⑧⑨
13, 6,Ｌユキノハリケｰン, 20,池添謙, 4.5, 26, -15, -19,10, 64.7,⑬⑬⑬,,,,,,,,,,,,,13,10,Ｍオレンジスムｰジｰ, 40,松岡正, 2.8, 40,   3, -24,10,107.0, ③⑧,13, 7,Ｈサンライズマックス, 73,池添謙, 1.2, 71,   2,  18,13, 79.5,⑫⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｒブラックシャンツェ, 62,上村洋, 1.3, 68,   3,  13,18,243.2,⑨⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｏニュｰビギニング, 65,四位洋, 1.4, 74,  -1,  22,10, 46.7,⑱⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｋフェラｰリピサ, 69,岩田康, 1.4, 66,   7,   3,14, 94.9,⑤⑥⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｑモチ, 64,川田将, 1.9, 62,   0,  12,17,150.1,⑮⑯⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,Ｉエｰシンピｰシｰ, 71,柴田善, 2.2, 66,   8, -13,16,134.9,⑤⑤⑤
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:96 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,
"単勝:360円 複勝:13=180円 12=800円 07=640円 枠連:5,000円",,,,,,,,,,,,"単勝:4,990円 複勝:05=1,460円 06=150円 枠連:0円",,,,,,,,,,,,単勝:370円 複勝:13=160円 08=130円 12=190円 枠連:260円,,,,,,,,,,,,"単勝:1,730円 複勝:17=590円 09=2,110円 01=190円 枠連:6,360円",,,,,,,,,,,
"馬連:6,160円 ワイド:12-13=1,450円 07-13=1,520円 07-12=9,830円",,,,,,,,,,,,"馬連:4,100円 ワイド:05-06=940円 05-07=1,460円 06-07=150円",,,,,,,,,,,,馬連:760円 ワイド:08-13=310円 12-13=550円 08-12=590円,,,,,,,,,,,,"馬連:94,630円 ワイド:09-17=20,070円 01-17=1,190円 01-09=8,230円",,,,,,,,,,,
"馬単:7,910円 3連複:51,570円",,,,,,,,,,,,"馬単:14,450円 3連複:2,870円",,,,,,,,,,,,"馬単:1,780円 3連複:1,940円",,,,,,,,,,,,"馬単:178,340円 3連複:205,370円 3連単:1,623,250円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■ 6R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.5,,,,,■ 9R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,,■12R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,野島崎特別,,,,,,,,,,,,総武ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂコアレスハリケｰン, 52,勝浦正,, 58,* -5,   1, 3,  3.6, ②②, 1, 7,Ｉオポテュｰニティ, 53,吉田豊,, 63,* -3,*  4, 6, 35.7, ①①, 1, 6,Ａブレｰヴハｰト, 74,安藤勝,, 89,  -9,* 32, 1,  2.0,⑪⑪⑩, 1, 5,Ｃジュレップ, 75,柴田善,, 72,* -6,  22, 3, 10.3,①①①
 2, 2, トウショウガナｰ,---,藤田伸, 0.6, 48,* -4,  -6, 1,  2.9, ①①, 2, 1,Ｋカサデアンジェラ, 52,松岡正, 0.4, 59,  -6,   3, 3,  5.6, ②④, 2, 2,Ｇリファインドボディ, 67,後藤浩, 0.0, 68,*  0,  14, 3,  6.1,①①①, 2, 4,Ａストラディヴァリオ, 82,安藤勝, 0.0, 78,  -8,* 26, 1,  1.8,④⑤④
 3, 9,Ｃコウメイグリｰン, 49,松岡正, 0.8, 47,  -7,  -5, 5, 10.9, ④⑤, 3,10,Ｅチェルケッティ, 56,藤田伸, 0.5, 57,  -6,   2, 2,  4.4, ②②, 3, 4,Ｆサクセスドマｰニ, 69,岩田康, 0.2, 66,  -2,  15, 5, 15.0,③③④, 3, 8,Ｂデイフラッシュ, 80,田中勝, 0.2, 75,  -9,  25, 8, 22.7,⑨⑦④
 4,12,Ｅテンジンミナトオｰ, 44,北村宏, 0.9, 45,  -6,  -7, 4, 10.3, ④③, 4, 6,Ａリンクスクイン, 67,武豊  , 0.5, 60, -12,*  7, 1,  1.7, ⑨⑧, 4, 3,Ｂホッカイショコラ, 73,田中勝, 0.3, 62,* -1,  10, 7, 19.1,②②②, 4, 2,Ｆピオｰネ, 73,藤岡佑, 0.4, 80, -12,* 28,11, 43.4,⑫⑫⑫
 5, 4,Ｆサムライ, 40,武士沢, 1.0, 44,  -6,  -8, 7, 38.6, ④⑤, 5,12,Ｈソｰマサイト, 54,岩田康, 0.7, 55,  -9,   3, 5, 21.2, ⑥⑥, 5, 5,Ｈマイネルハイアップ, 66,川田将, 0.5, 62,  -3,  12, 9, 26.4,⑤⑤④, 5, 1,Ｈトップガンマン, 73,後藤浩, 0.6, 73, -11,  25, 6, 14.4,⑩⑩⑪
 6, 1,Ｇレインボｰアカリ, 40,小林淳, 1.3, 45, -20,*  2, 8, 38.8, ⑩⑩, 6, 3,Ｇジパングエンジェル, 55,田面木, 1.0, 51, -10,   1, 9, 70.8, ⑥⑥, 6, 1,Ｃレイルバｰド, 72,北村宏, 0.5, 63,  -4,  15, 8, 20.3,⑥⑥⑥, 6, 7,Ｄダｰクマタｰ, 74,小林淳, 0.7, 63,  -8,  19, 7, 16.0,⑤⑤⑦
 7,11,Ａフリｰアディション, 61,田中勝, 1.3, 40,  -6, -11, 2,  3.1, ④⑤, 7,14,Ｆホクセツコマチ, 56,後藤浩, 1.0, 52, -14,*  4, 8, 41.6, ⑪⑪, 7, 9,Ｄキャッチｰタイトル, 72,藤田伸, 0.6, 59,  -2,   9, 2,  5.9,③③②, 7, 3,Ｊメイショウシャフト, 71,勝浦正, 0.8, 66,  -9,  20, 9, 27.6,⑤⑧⑦
 8, 6,Ｈクロスナビゲｰタｰ, 40,郷原洋, 1.3, 46, -22,*  4,10,175.1, ⑫⑫, 8, 2,Ｄフォｰディグリｰス, 57,勝浦正, 1.2, 50, -15,   3,13,124.5, ⑬⑪, 8,11,Ｅバトルスタｰボウ, 71,柴田善, 0.6, 65,  -6,  17, 4,  8.5,⑧⑧⑥, 8,11,Ｅシンメイレグルス, 74,岩田康, 1.0, 64, -10,  20, 4, 12.3,⑩⑩⑨
 9, 5,Ｉベルモントガロップ, 40,石神深, 1.4, 41, -16,  -3,11,233.9, ⑨⑨, 9, 4,Ｂヒシレｰシｰ, 58,加藤士, 1.4, 45, -10,  -3, 7, 37.5, ⑥⑧, 9,10,Ｊレイザストレングス, 65,上村洋, 0.6, 62,  -4,  14,10, 40.9,⑥⑥⑥, 9, 9,Ｇサニｰネイティブ, 73,蛯名正, 1.1, 57,* -8,  14, 5, 13.1,⑦③②
10,13,Ｌノボバウワｰ, 26,藤岡佑, 1.5, 41, -20,   0,12,463.9, ⑩⑪,10,13,Ｌアンスリュｰム, 52,吉永護, 1.5, 43,  -6,  -8,11,101.8, ②⑤,10, 7,Ｋニシノグレイシャ, 59,勝浦正, 0.6, 67,  -7,  19,11, 63.9,⑩⑩⑩,10, 6,Ｉガイアヘッド, 72,藤田伸, 1.2, 55,* -7,  11, 2,  6.1,②②②
11, 3,Ｋゴｰルドクリッパｰ, 34,岩田康, 2.0, 35,  -7, -17, 6, 22.5, ④⑧,11,11,Ｎヨイチトレジャｰ, 41,田中勝, 1.5, 45, -13,  -1,12,102.9, ⑪⑪,11, 8,Ｉカｰムブレイカｰ, 66,吉田豊, 0.6, 63,  -5,  15, 6, 15.6,⑧⑧⑨,11,10,Ｌゼンノマルビナス, 68,川田将, 1.5, 55,  -9,  14,10, 42.3,⑦⑧⑨
12,10,Ｊストロングビｰト, 34,上村洋, 2.5, 29, -22,  -8,13,471.8, ⑫⑬,12, 8,Ｃクｰルダンサｰ, 57,北村宏, 1.6, 42,* -5, -10, 4, 12.5, ②②,,,,,,,,,,,,,12,12,Ｋリュウヨウ, 69,村田一, 2.2, 50,* -7,   3,12, 68.9,③③④
13, 8,Ｄエプソムモルギフ, 46,後藤浩, 5.1,-61,* -4, -50, 9,135.4, ②③,13, 5,Ｊフレッシュブラッド, 53,江田照, 1.7, 42, -12,  -4,10, 85.9, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+24 馬場:稍重(指数:-4),,,,,,,,,,,
単勝:360円 複勝:07=150円 02=160円 09=250円 枠連:590円,,,,,,,,,,,,"単勝:3,570円 複勝:07=370円 01=190円 10=170円 枠連:2,690円",,,,,,,,,,,,単勝:200円 複勝:06=130円 02=200円 04=310円 枠連:760円,,,,,,,,,,,,"単勝:1,030円 複勝:05=220円 04=120円 08=420円 枠連:310円",,,,,,,,,,,
馬連:730円 ワイド:02-07=390円 07-09=600円 02-09=730円,,,,,,,,,,,,"馬連:6,820円 ワイド:01-07=1,940円 07-10=1,260円 01-10=540円",,,,,,,,,,,,"馬連:850円 ワイド:02-06=410円 04-06=560円 02-04=1,150円",,,,,,,,,,,,"馬連:660円 ワイド:04-05=260円 05-08=1,780円 04-08=590円",,,,,,,,,,,
