07年 5月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.7,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｱｼｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａホワイトヴェｰル, 52,勝浦正,, 55,  -5,*  2, 1,  2.1, ⑥⑤, 1,14,Ｅミカノレディｰ, 49,松岡正,, 79,* 12,   0, 2,  3.2, ①①, 1,10,Ｃミラクルハニｰ, 62,北村宏,, 79,  -1,* 20, 4,  7.9, ⑩⑩, 1, 9,Ｄイブロン, 87,後藤浩,, 80,   4,  18, 1,  3.5, ⑤⑥
 2, 2,Ｄケイアイシアタｰ, 41,内田博, 0.3, 56,*  0,  -8, 3,  6.9, ②②, 2,13,Ｇキルシュブリュｰテ, 47,穂苅寿, 0.2, 73,*  9,   1, 8, 68.9, ③②, 2,11,Ｉサウスヒュｰマｰ, 56,蛯名正, 0.2, 74,*  8,   4, 8, 20.9, ③②, 2,12,Ｆゼンノストライカｰ, 85,川田将, 0.0, 83,   1,* 21, 9, 23.6, ⑨⑩
 3,16,Ｋテルミヌス, 27,横山典, 0.7, 53,*  0, -12, 2,  4.0, ①①, 3,16,Ａアドマイヤパルサｰ, 63,柴田善, 0.2, 70,   3,*  9, 1,  2.2, ⑩⑨, 3,14,Ｄトウカイファイン, 60,後藤浩, 0.4, 72,*  7,   3, 2,  4.4, ④③, 3,11,Ｋメイショウホウオウ, 77,幸英明, 0.0, 80,   3,  17, 6, 15.7, ⑤⑥
 4,14,Ｂイエロｰファイト, 49,岩田康, 0.9, 48,  -4,  -8, 4, 11.0, ⑥⑤, 4, 2,Ｍサイレントパンサｰ, 37,安藤勝, 0.6, 62,  -2,* 11, 3,  5.8, ⑮⑭, 4, 9,Ｌエイワハヤブサ, 46,田中勝, 0.5, 72,   1,   9,11, 54.6, ⑧⑥, 4, 7,Ｂミリオンベル, 87,内田博, 0.1, 78,*  7,  15, 5, 13.0, ②②
 5, 3,Ｇサンバリズム, 31,田中勝, 1.0, 48,  -2, -12, 8, 28.7, ④③, 5, 8,Ｄフェアリｰスポット, 50,川田将, 0.7, 65,   8,  -5, 6, 41.7, ③④, 5,13,Ｅロックアスリｰト, 59,四位洋, 0.7, 71,   1,   6, 9, 22.7, ⑬⑥, 5,13,Ａオフィサｰ, 89,武豊  , 0.1, 85,   0,* 22, 4,  6.3, ⑫⑬
 6, 1, シルクシャングリラ,---,幸英明, 1.4, 41, -14,* -1,10,114.0, ⑮⑭, 6,12,Ｆニシニキイロ, 47,勝浦正, 0.9, 61,   6,  -5, 9, 79.0, ⑦⑥, 6, 5,Ａエムオｰミラクル, 64,幸英明, 0.7, 69,   0,   7, 7, 18.6, ⑧⑥, 6,16,Ｇジュレップ, 83,柴田善, 0.2, 77,   3,  16, 7, 19.7, ⑨⑥
 7, 6,Ｅギフトカｰド, 37,千葉直, 1.5, 38,  -9, -11,11,132.0, ⑧⑧, 7, 6,Ｃクリｰルバレット, 54,藤田伸, 0.9, 60,   3,  -2, 5, 14.6, ⑩⑨, 7, 6,Ｍコアレスハリケｰン, 41,勝浦正, 0.7, 68,   4,   3, 3,  4.8, ⑥⑤, 7, 8,Ｅトップオブワｰルド, 85,四位洋, 0.4, 78,  -1,* 19, 8, 20.3, ⑫⑬
 8,13,Ｃカヤドｰアズｰロ, 46,柴山雄, 1.6, 41,  -4, -15, 7, 17.0, ④⑤, 8, 3,Ｉタワｰドピｰク, 43,幸英明, 1.0, 56,  -6,*  9, 7, 42.5, ⑰⑯, 8, 8,Ｂデザフィオ, 63,武豊  , 1.0, 66,  -6,  10, 1,  3.3, ⑬⑭, 8,10,Ｊカフェオリンポス, 79,岩田康, 0.4, 75,*  6,  13, 2,  4.3, ④④
