07年 3月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■10R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岡崎特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａヒシルｰマｰ, 55,鮫島良,, 56,* -5,*  0, 1,  1.5,③②②, 1, 9,Ｃフラワｰタキシｰド, 60,幸英明,, 58,* -1,  -4, 1,  3.4,①①①, 1,14,Ｃイリュｰシブネス, 68,幸英明,, 77,   4,* 10, 1,  2.1, ④④, 1,16,Ｈヤマニンアリエル, 62,橋本美,, 66,*  1,   8, 9, 19.8,②②②
 2,12,Ｃレオティアラ, 47,大野拓, 0.1, 54,  -9,*  7, 3, 11.4,⑩⑩⑦, 2, 3,Ｍベストキッド, 29,上村洋, 0.2, 56,  -3,  -2,15,171.8,③③③, 2, 2,Ｄホトダｰ, 64,塚田祥, 0.7, 65,  -8,*  9, 6, 18.6, ⑪⑪, 2,11,Ｄナイスヴァレｰ, 64,和田竜, 0.1, 63,*  2,   5, 7, 12.9,①①①
 3,16,Ｎツルミモントレ, 26,柴原央, 0.7, 51,  -6,  -3, 7, 27.6,⑦④④, 3,11,Ｅリミットブレｰカｰ, 52,大野拓, 0.2, 54,  -7,*  3, 2,  3.5,⑦⑧⑦, 3, 6,Ｋトップアクトレス, 55,和田竜, 0.9, 62,* 10,  -3,10, 41.2, ①①, 3, 6,Ａショウナンアンジュ, 67,鮫島良, 0.1, 67,   0,   9, 4, 10.5,⑤⑤③
 4, 7,Ｂエｰシンエムシｰ, 50,北村友, 1.4, 43,  -6, -12, 2,  5.5,⑤④④, 4,14,Ｋヒルノナタリｰ, 39,川島信, 0.4, 53,* -2,  -8,13, 76.9,②②②, 4, 7,Ｉシゲルユウボウカブ, 58,田中博, 1.0, 58,   1,   0, 9, 39.2, ④⑤, 4,13,Ｇノンキ, 62,赤木高, 0.2, 66,  -1,   9, 2,  4.0,⑦⑥⑥
 5,13,Ｇクロフネマンボ, 34,芹沢純, 1.5, 45,  -6, -11, 5, 15.7,⑤④④, 5,12,Ｌアストラピンク, 32,中村将, 0.4, 50,  -9,*  2,16,234.3,⑪⑪⑩, 5, 8,Ｇフォレストジャガｰ, 60,中村将, 1.0, 59,   0,   1, 4, 11.0, ⑥⑤, 5, 9,Ｋプライムナンバｰ, 60,菊沢隆, 0.2, 75,  -5,* 17,14, 60.3,⑫⑪⑥
 6,10,Ｄポｰトカンパｰニュ, 46,幸英明, 1.6, 45,* -4, -16, 4, 12.4,②②①, 6,16,Ｇガラン, 48,鮫島良, 0.5, 50,  -6,  -3, 5,  8.9,⑦⑧⑦, 6,11,Ａドルバコ, 78,荻野琢, 1.1, 56,*  7,  -6, 2,  3.9, ③②, 6, 1,Ｌリキアイコンドル, 60,上村洋, 0.4, 63,  -2,   8, 5, 11.2,⑦⑥⑥
 7, 4,Ｆサクラトゥハｰト, 43,的場勇, 1.6, 40, -11,  -6, 9,107.2,⑩⑫⑨, 7, 1,Ａマルタカエンペラｰ, 67,石橋脩, 0.7, 49,  -6,  -4, 4,  6.9,⑮⑧⑦, 7, 4,Ｆロｰレルハンバｰバ, 60,石橋脩, 1.3, 58, -15,*  9,11, 61.7, ⑮⑮, 7,12,Ｊビリｰヴザミラクル, 61,二本柳, 0.5, 66,  -5,* 12,12, 38.2,⑮⑪⑬
 8, 9,Ｈテイエムヨカドｰ, 33,佐藤聖, 1.6, 41,  -9,  -9,10,119.6,⑦⑧⑦, 8, 7, クルックス,---,塚田祥, 0.7, 46,  -6, -10, 3,  6.8,⑤⑤③, 8,10,Ｊマコトテンカイチ, 56,鮫島良, 1.4, 55, -11,   4, 8, 29.8, ⑬⑬, 8, 3,Ｅコスモダンスナイト, 64,幸英明, 0.6, 56,*  0,   0, 1,  4.0,②③③
