07年 4月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■10R  芝1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雪うさぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａスイｰトフィズ, 61,田中博,, 64,* -1,*  4, 1,  1.4, ①①, 1,13,Ｃマイネルマニセス, 50,芹沢純,, 66,* -8,* 13, 5,  8.8,②②②, 1, 6,Ｂトシツカサオｰ, 63,浜中俊,, 60,*  2,   2, 4, 10.5,②②①, 1,13,Ｅワンダｰスタｰ, 63,安藤光,, 69,  12,   0, 3,  5.1, ④③
 2, 9, コウユｰキズナ,---,長谷川, 1.1, 54,  -4,* -3, 4, 20.7, ⑤⑤, 2,11,Ｆダイワバンデラス, 42,吉田隼, 0.3, 60,* -7,*  9, 3,  5.7,①①①, 2, 4,Ｇマキバスマイル, 58,木幡初, 0.1, 70,  -1,* 13, 6, 12.5,③⑥⑦, 2, 1,Ｂワンダｰフルｰツ, 69,中舘英, 0.2, 66,  12,  -3, 1,  2.4, ④③
 3,10,Ｆランナｰズデヒア, 17,吉田隼, 1.4, 51,*  1,  -9, 5, 23.6, ②②, 3, 8,Ｄテンザンメダリスト, 49,中舘英, 0.6, 56,* -8,   7, 1,  2.4,⑤②③, 3, 5,Ｃホｰネットアｰミｰ, 62,田中博, 0.3, 67,  -3,* 11, 7, 18.0,⑧⑧⑦, 3,15,Ｇタカラタロウ, 59,赤木高, 0.4, 66,* 15,  -9, 6, 13.6, ③③
 4,11,Ｃニホンピロマナツ, 41,北村友, 2.2, 40,* -2, -17, 6, 24.2, ③③, 4,15,Ａヤマノブルｰグラス, 59,北村友, 0.8, 51, -10,   5, 2,  3.0,③④④, 4, 9,Ｄバンダムカｰン, 62,安藤光, 0.5, 61,   1,   4, 3,  9.6,⑥③③, 4,12,Ｃニシノクイック, 68,田辺裕, 0.5, 60,   9,  -4, 5, 12.1, ⑥⑥
 5, 2,Ｂリンガスサクセス, 49,黛弘人, 2.4, 37,  -5, -17, 7, 36.7, ⑤⑤, 5, 2,Ｋコｰルトゥアｰミｰ, 31,高山太, 1.0, 57, -12,* 10, 9, 78.2,⑨⑨⑦, 5,11,Ｈリキアイナスノオｰ, 57,武士沢, 0.6, 60,   1,   3, 8, 27.0,④③③, 5, 5,Ｄトキノムテキ, 65,長谷川, 0.5, 66,* 17, -12, 4, 10.1, ①①
 6, 5,Ｈグリット,-37,塚田祥, 2.4, 38,  -6, -15, 9, 49.1, ⑤⑦, 6, 3,Ｂサンジャンボリｰ, 51,武士沢, 1.6, 45, -10,   0, 4,  8.3,⑤⑥⑤, 6, 3,Ａメイショウカレン, 69,中舘英, 1.0, 58,   0,   3, 1,  1.9,⑥⑥⑤, 6,16,Ｋメイショウバルドル, 52,高橋亮, 0.5, 60,   9,  -4, 9, 38.1, ⑥⑧
 7, 4,Ｄケイアイフェザｰ, 39,二本柳, 2.6, 36, -12, -13, 2,  6.9, ⑧⑦, 7,12,Ｈマヤノパガニｰニ, 41,浜中俊, 1.8, 40, -10,  -4, 6, 42.4,③⑤⑤, 7, 7,Ｅマイネルコレドｰル, 59,二本柳, 1.0, 62,  -2,   8, 2,  4.9,⑨⑨⑨, 7,11,Ｈデザフィオ, 59,吉田隼, 0.5, 58,  -6,*  9, 7, 17.6, ⑭⑭
 8, 8, スイｰトピピン,---,菊沢隆, 2.9, 31, -23,  -9, 3,  7.2, ⑨⑨, 8, 6,Ｅマルタｰズダコダ, 45,田中博, 1.9, 44, -16,   5,10,102.9,⑫⑫⑫, 8, 1,Ｉメジロハックマン, 56,高橋智, 1.0, 57,   0,   1, 5, 11.9,④⑤⑤, 8, 4,Ｏカネスラファｰル, 28,石橋脩, 0.6, 56,   4,  -1,10, 64.7, ⑩⑨
