07年12月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬至ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｋアイアムジャンヌ, 19,田中博,, 45,*-10,  -7, 5,  9.2,②②②, 1, 1, マイネルゼスト,,蓑島靖,,,,, 5, 18.3,③③②, 1, 7,Ｃダイワシｰクレット, 59,北村宏,, 74,* -4,* 14, 2,  4.0, ②②, 1,11,Ｆリキッドノｰツ, 77,田中勝,, 80,   5,  18, 3,  6.3,⑥⑤④
 2, 2,Ｆトミケンクルｰク, 44,小林淳, 0.0, 47,* -8,  -7, 6, 12.9,①①①, 2,12, トウカイハッスル,,大庭和, 0.2,,,, 6, 24.7,③②②, 2, 8,Ａタカラシャフト, 62,吉田隼, 0.5, 67,  -6,* 11, 3,  4.9, ③③, 2, 9,Ｃイｰスタｰ, 80,ルメｰ, 0.0, 93,   0,* 27, 1,  3.2,⑬⑭⑧
 3,12,Ａディｰプリンク, 54,吉田隼, 0.1, 46, -11,* -2, 1,  2.9,⑨⑦⑩, 3,14, シェイクマイハｰト,,宗像徹, 0.2,,,, 1,  1.7,②①①, 3, 4,Ｄモンテミウ, 56,柴田善, 0.6, 63,* -3,   7, 4, 10.0, ①①, 3,16,Ｄニルヴァｰナ, 78,柴山雄, 0.0, 85,   3,* 23, 2,  4.0,⑩⑦④
 4, 5,Ｂエリザベススイｰト, 49,吉田豊, 0.2, 45, -10,  -6, 2,  3.2,④④④, 4, 7, ジンデンバリュｰ,,高野和, 0.3,,,,11, 87.5,⑥⑦④, 4,10,Ｂトｰセンステルス, 62,田中勝, 0.8, 62,  -8,   9, 1,  1.9, ⑤③, 4, 5,Ａカイシュウタキオン, 83,蛯名正, 0.2, 79,   3,  18, 5,  7.4,⑦⑦⑧
 5,10,Ｇゲイルカフェ, 42,柴山雄, 0.7, 41, -11,  -8, 4,  7.9,⑦⑦⑦, 5, 5, ハｰトオンスマイル,,穂苅寿, 0.8,,,,14,139.8,⑪⑧⑥, 5, 3,Ｈケイアイスイジン, 49,吉田豊, 1.3, 56, -12,   8, 6, 19.5, ⑧⑦, 5, 6,Ｂマイネルキッツ, 83,後藤浩, 0.2, 84,   1,* 23, 4,  6.6,⑩⑪⑫
 6, 6,Ｉダイメイバｰド, 31,勝浦正, 1.3, 36, -11, -14, 9, 29.3,⑨⑦⑦, 6, 8, オンワｰドワンダｰ,,浜野谷, 2.0,,,, 4, 12.8,⑦⑤⑤, 6, 2,Ｇマルマツフライト, 50,蛯名正, 1.7, 50,  -9,   1, 5, 15.8, ⑤⑥, 6, 1,Ｅオｰバｰカムオｰル, 77,北村宏, 0.3, 73,   6,  12, 8, 21.5,③④④
 7, 7,Ｊセントオマｰル, 24,ルメｰ, 1.6, 34, -10, -18,10, 75.7,④④④, 7, 6, スガｰペンタイア,,平沢健, 2.0,,,,10, 70.2,⑧⑤⑥, 7, 5,Ｅタマモラッシュ, 54,江田照, 1.8, 48,  -5,  -3,10, 90.1, ③③, 7, 2,Ｊトウキュウトップ, 71,丹内祐, 0.3, 74,   5,  13,14,203.6,⑤⑤④
 8, 4,Ｅラブエッセンス, 45,蛯名正, 1.7, 34,* -9, -22, 7, 26.0,②②②, 8,10, レオスタｰライト,,白浜雄, 2.1,,,, 3,  6.1,⑫⑫⑪, 8, 6,Ｉゴｰルデンリング, 41,後藤浩, 1.9, 51, -20,   9, 7, 45.9, ⑩⑩, 8,10,Ｋショウワモダン, 71,勝浦正, 0.3, 71,*  7,   9, 7, 14.7,③②②
