07年 2月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月 3日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■10R  芝1600m 3 歳ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴﾙﾌｨﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂクリｰルパトラｰ, 49,武幸四,, 63,  -7,*  5, 1,  1.6, ②②, 1, 2, タマモゴｰアップ,,南井大,,,,, 1,  1.7,①①①, 1, 5,Ｂマルカハンニバル, 65,安藤勝,, 73,  -1,* 13, 1,  1.7,④⑥④, 1, 9,Ａウオッカ, 87,四位洋,, 94,   2,* 28, 1,  1.7, ⑤④
 2, 6,Ａカシノダンク, 57,北村友, 0.1, 57,* -7,   2, 2,  2.9, ②②, 2,14, ピクシｰストｰン,,植野貴, 0.7,,,, 3,  7.1,③③③, 2, 6,Ａウインバｰディクト, 67,石橋守, 0.0, 71,*  0,* 10, 2,  4.6,⑥⑤③, 2, 2,Ｄニシノマナムスメ, 70,武豊  , 0.5, 81,  -1,  21, 2,  2.1, ⑥⑥
 3, 3,Ｆロｰズマルトク, 38,安部幸, 0.7, 55, -13,*  4, 7, 80.8, ⑥⑥, 3, 6, スリｰプレアデス,,白浜雄, 1.0,,,, 9, 36.4,⑫⑥⑥, 3, 9,Ｄナムラカゲトラ, 53,秋山真, 0.2, 68,*  0,   4, 3,  5.7,③③②, 3, 3,Ｂハギノルチェｰレ, 76,武幸四, 0.6, 80,  -2,  21, 4, 20.6, ⑦⑦
 4, 8,Ｄアイファｰチヨオｰ, 48,吉田稔, 0.7, 50,* -5,  -4, 3,  6.4, ①①, 4, 3, マイネルブｰバリス,,江田勇, 1.0,,,,10, 47.7,④④④, 4, 3,Ｆフェザｰケｰプ, 50,武豊  , 0.4, 67,  -1,   6, 5, 10.2,④③④, 4, 4,Ｆタガノグラマラス, 69,安藤勝, 0.9, 69,   1,  12, 3, 13.0, ④④
 5, 5,Ｃシルバｰジャンパｰ, 48,角田晃, 1.0, 48,  -9,  -3, 4, 17.7, ④④, 5,10, ホｰマンラフィット,,金折知, 1.2,,,, 2,  5.3,⑥⑥⑥, 5, 4,Ｇブラックシャンツェ, 48,武幸四, 0.9, 62,  -2,   1, 6, 29.0,⑦⑥⑥, 5, 1,Ｈフェスティヴマロン, 61,吉田稔, 1.3, 71,  -8,  20, 9,182.7, ⑨⑨
 6, 2,Ｈトミケンクラｰジュ, 30,秋山真, 1.7, 40, -16,  -3, 6, 60.5, ⑧⑦, 6,13, カツヨキャンドゥ,,高野容, 1.3,,,,14,102.9,②②②, 6, 8,Ｃザリｰン, 56,岩田康, 1.5, 53,*  1, -18, 4,  8.0,①①①, 6, 7,Ｉバンビｰナピノ, 55,和田竜, 1.6, 59,  -2,   6, 7,140.4, ⑦⑦
 7, 1,Ｉサンタキング, 26,金折知, 2.0, 37, -17,  -5, 9,127.5, ⑨⑩, 7, 5, メジロハスラｰ,,岩崎祐, 1.6,,,, 5, 17.3,⑧⑨⑧, 7, 7, ニシキコンコルド,---,安部幸, 3.1, 40,  -4, -27, 7,113.4,⑨⑧⑧, 7, 8,Ｅエミネンツァベルタ, 69,長谷川, 2.0, 60,*  4, -11, 8,147.7, ①①
 8, 7,Ｅサンレイサイレンス, 42,渡辺薫, 2.2, 35, -17,  -7, 5, 56.2, ⑨⑦, 8,12, アザンクｰル,,白坂聡, 1.6,,,, 4, 15.7,⑧⑤④, 8, 1,Ｈテラノロザリオ, 39,吉田稔, 6.0, 16,  -5, -67, 9,278.9,⑦⑨⑨, 8, 6,Ｃテイエムオペレッタ, 72,川田将, 2.1, 58,*  2, -10, 5, 42.4, ②②
 9, 4,Ｊカシノマキバオｰ,  9,長谷川, 2.4, 35, -10, -16, 8, 89.2, ⑤⑤, 9, 4, ノｰブランド,,黒岩悠, 3.6,,,,12, 83.6,⑪⑫⑫, 9, 2,Ｅウルワシノハナ, 50,太宰啓, 6.5,-17,*  0, -92, 8,145.9,②②⑦, 9, 5,Ｇマザｰズウィッシュ, 62,秋山真, 3.6, -9,*  2, -33, 6, 51.9, ②②
10,10,Ｇエヌオイル, 35,和田竜, 2.9, 31, -16, -15,10,186.6, ⑦⑦,10, 9, タヤスレノックス,,船曳文, 3.8,,,, 7, 20.6,⑩⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11,11, ハッスルガｰル,,林満明, 4.6,,,,13,100.1,⑦⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12, 1, オンヴァプリエ,,南田雅, 5.6,,,,11, 72.1,④⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13, 7, トップアｰチ,,宇田登, 6.9,,,, 8, 31.0,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 8, ニシノツバメ,,柴田未,10.6,,,, 6, 20.3,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-3),,,,,,,,,,,
単勝:160円 複勝:09=100円 06=100円 03=610円 枠連:170円,,,,,,,,,,,,単勝:170円 複勝:02=120円 14=190円 06=430円 枠連:510円,,,,,,,,,,,,単勝:170円 複勝:05=100円 06=130円 09=130円 枠連:360円,,,,,,,,,,,,単勝:170円 複勝:09=100円 02=100円 03=180円 枠連:150円,,,,,,,,,,,
"馬連:190円 ワイド:06-09=120円 03-09=750円 03-06=1,030円",,,,,,,,,,,,"馬連:610円 ワイド:02-14=290円 02-06=1,080円 06-14=2,210円",,,,,,,,,,,,馬連:360円 ワイド:05-06=150円 05-09=180円 06-09=290円,,,,,,,,,,,,馬連:140円 ワイド:02-09=110円 03-09=250円 02-03=290円,,,,,,,,,,,
"馬単:290円 3連複:1,850円",,,,,,,,,,,,"馬単:870円 3連複:5,230円",,,,,,,,,,,,馬単:620円 3連複:490円,,,,,,,,,,,,"馬単:260円 3連複:430円 3連単:1,040円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.7,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａフェラｰリピサ, 80,武豊  ,, 76,  -6,* 17, 1,  1.3,⑧④①, 1, 2,Ｄロペットマスタｰ, 49,武豊  ,, 60,* -8,   9, 1,  2.1,③③③, 1, 8,Ｅメイショウチョイス, 63,太宰啓,, 67,  -5,* 10, 8, 22.2,⑥⑤④, 1, 5,Ｆシルクトゥルｰパｰ, 79,川田将,, 89,  -4,* 25, 1,  3.7, ⑬⑫
 2, 8,Ｃアドマイヤゴルゴ, 49,岩田康, 0.7, 64,  -6,   9, 2,  5.0,⑤③④, 2,15,Ａシゲルタック, 60,安部幸, 0.0, 64, -10,* 12, 6, 18.3,⑥⑥⑥, 2, 1,Ａチェリｰロビン, 71,高橋亮, 0.1, 61,* -3,   5, 3,  6.4,②②②, 2,14,Ｉコマノルカン, 77,本田優, 0.0, 82,  11,  12, 7, 13.0, ⑤⑤
