07年11月18日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月18日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.2,,,,,■ 4R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,
 9,15,Ｃマイネルオｰル, 44,中村将, 4.6, 28,  -6, -31, 2,  4.7,⑩⑧⑩, 9, 3,Ｏチアズベジｰタ, 45,赤木高, 0.9, 57,  -4,   3,13,120.5, ⑨⑧, 9,16,Ｄメイショウシｰワン, 69,上野翔, 0.5, 67,   6,   3,10, 50.3,⑫⑧⑥, 9,10,Ｇマヒオレ, 61,スボリ, 2.9, 44,*  8, -34, 5, 14.9,②②⑦
10,13,Ｄスガノコクオｰ, 43,木幡初, 4.6, 30,   0, -38, 4, 10.7,②②⑤,10, 6,Ｌパワフルリｰフ, 53,的場勇, 1.1, 54,  -8,   3,16,193.5, ⑫⑪,10, 3,Ａマイネルテアトロン, 72,黛弘人, 0.8, 61,*  6,  -9, 2,  4.7,①①①,10, 2,Ｅセイカベンザイテン, 64,田辺裕, 3.0, 43,   5, -30,10,101.4,⑦⑨⑩
11,10,Ｎミブロボｰイ,  1,宮崎北, 5.0, 25,  -5, -37,15,255.0,⑦⑦⑧,11,12,Ｋアルｰリングライン, 55,大下智, 1.2, 49,*  3,  -8, 9, 63.1, ②②,11, 1,Ｃホッカイルオｰ, 70,石橋脩, 0.8, 65,   7,  -2, 4,  7.5,④④⑧,,,,,,,,,,,,
12, 9,Ｍフジマサルビｰ, 13,黛弘人, 5.3, 25,  -9, -32,14,164.4,⑩⑭⑮,12, 4,Ｆシゲルユウボウカブ, 62,中村将, 1.3, 54, -17,*  8,12, 86.1, ⑯⑯,12, 2,Ｈロｰランアントレ, 63,赤木高, 1.0, 63,   7,  -5, 8, 31.1,②④⑫,,,,,,,,,,,,
13, 2,Ｉリュウグレイド, 34,中舘英, 5.6, 26,  -7, -36, 5, 12.4,⑩⑬⑫,13,10,Ｐニッシンアルコン, 42,大野拓, 1.3, 52, -12,   5,15,187.2, ⑭⑭,13, 7,Ｎサンエルキャピタン, 57,田辺裕, 1.2, 61,   3,  -1,12, 55.0,⑦⑬⑫,,,,,,,,,,,,
14,14,Ｌムｰンナイトウルフ, 27,丹内祐, 6.6, 19,  -6, -46,13,145.5,⑧⑫⑫,14, 9,Ｍボｰスンズコｰル, 52,郷原洋, 1.4, 50,  -6,   0,14,149.3, ⑫⑪,14, 4,Ｍタマモステイタス, 59,宮崎北, 1.2, 57,   2,  -5, 9, 32.2,④⑪⑭,,,,,,,,,,,,
15, 8,Ｋグランドソング, 32,石橋脩, 8.5,-12,  -1, -73,10, 47.3,②⑤⑫,15, 1,Ｎラララウィンパル, 52,津村明, 1.5, 48,  -1,  -6,10, 70.0, ⑤④,15,12,Ｏフラップジャック, 53,丹内祐, 1.6, 57,*  8, -17,14,131.5,⑩②⑥,,,,,,,,,,,,
,,,,,,,,,,,,16,13,Ｄコアレスディガｰ, 63,丹内祐, 1.6, 47,*  3,  -9,11, 84.4, ③④,16,13,Ｐキャプテンロｰ, 42,郷原洋, 1.7, 55,   3,  -9,15,172.8,⑫⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:4),,,,,,,,,,,
"単勝:10,950円 複勝:01=1,810円 11=150円 06=530円 枠連:11,210円",,,,,,,,,,,,単勝:470円 複勝:15=140円 02=110円 14=170円 枠連:430円,,,,,,,,,,,,"単勝:330円 複勝:14=180円 15=290円 05=140円 枠連:2,280円",,,,,,,,,,,,単勝:420円 複勝:04=120円 08=130円 03=110円 枠連:690円,,,,,,,,,,,
"馬連:14,180円 ワイド:01-11=3,320円 01-06=17,240円 06-11=1,020円",,,,,,,,,,,,馬連:510円 ワイド:02-15=230円 14-15=460円 02-14=340円,,,,,,,,,,,,"馬連:3,060円 ワイド:14-15=950円 05-14=350円 05-15=680円",,,,,,,,,,,,馬連:830円 ワイド:04-08=260円 03-04=160円 03-08=190円,,,,,,,,,,,
"馬単:56,270円 3連複:75,950円",,,,,,,,,,,,"馬単:1,150円 3連複:1,120円",,,,,,,,,,,,"馬単:3,000円 3連複:3,330円",,,,,,,,,,,,"馬単:1,690円 3連複:480円 3連単:3,870円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■ 5R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■11R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,栗子特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃメイプルストリｰト, 49,中舘英,, 73,*  9,*  1, 1,  2.3, ①①, 1, 4,Ａクリスティイモン, 78,太宰啓,, 91,*  7,* 23, 1,  2.8, ①①, 1, 6,Ｈヤクモオｰカン, 61,大野拓,, 72,  -6,* 18, 3,  9.1, ⑤⑤, 1, 7,Ｍコスモスペシャリｰ, 67,石橋脩,, 77,* 11,   5, 9, 20.7,①①①
 2, 7,Ａイｰサンディｰバ, 62,中村将, 1.0, 53,*  5, -12, 3,  3.6, ②②, 2,11,Ｈデライトシｰン, 63,丸田恭, 0.1, 88,*  2,* 23, 4,  6.3, ②②, 2,13,Ｄクロスホｰリｰ, 67,郷原洋, 0.3, 66,* -4,  13, 2,  4.1, ③③, 2, 9,Ｃシンボリモｰガン, 78,津村明, 0.0, 76,   8,  11, 3,  7.4,⑧⑥③
 3, 9,Ｇセレナジャスミン, 26,田辺裕, 1.3, 47,   0,  -9, 5, 34.6, ⑤⑤, 3, 7,Ｄワンダｰフルｰツ, 69,中舘英, 0.9, 72,   2,  14, 2,  3.5, ③③, 3, 4,Ｅワンダｰタバスコ, 66,赤木高, 0.3, 75, -17,* 25, 9, 24.4, ⑮⑩, 3,14,Ｂブレイズワン, 81,古川吉, 0.1, 78,   9,  12, 1,  2.8,⑥⑥③
 4,11,Ｂアクトオブグレイス, 55,木幡初, 1.3, 47,   1, -11, 2,  3.3, ③③, 4, 1,Ｇコアレスキャスト, 64,芹沢純, 1.1, 72,  -8,* 20, 5, 13.8, ⑪⑨, 4, 5,Ｂアｰスコマンダｰ, 68,野元昭, 0.5, 68, -15,* 21, 1,  2.3, ⑬⑩, 4,13,Ｊテイエムアンコｰル, 70,渡辺薫, 0.3, 75,* 11,   3, 2,  5.2,②②②
 5, 5,Ｉセンゴクカイドウ,-14,高山太, 1.6, 42,  -2, -12,10,127.1, ⑤⑦, 4, 3,Ｅレオリリｰ, 67,丹内祐, 1.1, 70,  -3,  15, 9, 37.0, ⑦⑥, 5,16,Ｍアルファジュリア, 57,田辺裕, 0.7, 57,* -4,   7,11, 43.5, ③③, 5,15,Ｆクラクエンスキｰ, 75,スボリ, 0.4, 74,   9,   7, 7, 14.5,⑨⑥⑦
 6, 1,Ｅオンワｰドカメリア, 39,嘉藤貴, 1.7, 41,   0, -15, 6, 38.1, ⑤⑤, 6, 5,Ｆノボスイｰツ, 64,田辺裕, 1.3, 65,   1,  10, 6, 18.8, ③③, 6, 9,Ｌロドリｰバニヤン, 59,木幡初, 0.7, 60, -12,  14, 7, 19.1, ⑨⑬, 6, 2,Ｎリバイバルシチｰ, 64,芹沢純, 0.5, 71,   6,  10,11, 41.2,⑪⑪⑨
 7,10,Ｆセイユウフォｰユｰ, 30,丹内祐, 2.0, 39, -11,  -9,11,131.3, ⑩⑨, 7,10,Ｋメイショウテッケル, 59,古川吉, 1.3, 68,  -9,  18,12,100.8, ⑬⑬, 7,15,Ａスズカエチュｰド, 69,中舘英, 0.7, 57,* -2,   5, 4, 13.5, ②②, 7,11,Ｄステラマドレｰド, 77,大野拓, 0.5, 72,* 10,   1, 8, 16.2,③③③
 8, 6,Ｄシゲルディザイア, 46,赤木高, 2.2, 34,  -5, -18, 4,  9.2, ⑧⑨, 8, 9,Ｃディスパｰジョン, 70,宮崎北, 1.5, 60,  -9,  12, 7, 24.9, ⑪⑨, 8, 7,Ｆエｰピｰレジェンド, 65,丹内祐, 0.7, 57,* -2,   5, 8, 19.2, ①①, 8, 4,Ｌロｰレルオスカｰ, 67,田中克, 0.6, 66,   0,* 15,13,120.2,⑭⑭⑫
 9, 2,Ｈクリンゲルラング, 17,芹沢純, 2.4, 31,  -5, -21, 7, 49.4, ⑧⑦, 9,16,Ｏソノフェリｰチェ, 48,大野拓, 1.5, 60,  -5,  10,16,244.2, ⑩⑨, 9,12,Ｊマザｰレイク, 60,田中克, 0.9, 52, -14,   9, 5, 14.0, ⑨⑧, 9, 3,Ｏアンテリオｰル, 62,田辺裕, 0.7, 67,   5,   6,14,169.8,⑪⑪⑨
10, 3,Ｊワンポイント,-24,津村明, 2.5, 31,   3, -30, 8, 58.0, ③③,10,13,Ｂファインビンテｰジ, 73,的場勇, 1.9, 52,  -1,  -1, 3,  6.2, ③⑤,10, 1,Ｇスマｰトスナイパｰ, 64,安藤光, 1.0, 55, -15,  13, 6, 19.1, ⑬⑬,10, 8,Ｈメジロレント, 73,安藤光, 1.0, 66,   9,  -5, 6, 11.7,④④③
11, 8,Ｋエイトフォエバｰ,-57,南田雅, 3.1, 22, -11, -26, 9, 70.2, ⑩⑨,11,14,Ｊウイングマシェリ, 60,南田雅, 1.9, 54,  -3,   3,15,211.1, ⑦⑨,11, 8,Ｏイソノサクセス, 54,生野賢, 1.0, 53,  -9,   7,13, 82.1, ⑦⑦,11,12,Ｇマジックビクトリア, 74,木幡初, 1.1, 67,   9,  -4, 4,  7.6,⑥⑥⑦
,,,,,,,,,,,,12, 8,Ｌスイｰトオカリナ, 59,赤木高, 2.0, 54, -11,   9,13,107.4, ⑬⑭,12,14, ロｰズヒップティｰ,---,土谷智, 1.1, 51,  -7,   4,16,169.7, ⑤⑥,12, 6,Ｋアカワイン, 70,丹内祐, 1.3, 61,   3,   1,12,104.6,⑬⑬⑫
,,,,,,,,,,,,13, 6,Ｉウインウラカワ, 62,安藤光, 2.0, 53,  -3,   2, 8, 28.7, ⑦⑧,13, 2,Ｎグラスビｰナス, 55,黛弘人, 1.4, 44, -15,   3,15,142.8, ⑫⑩,13, 5,Ｅセタガヤフラッグ, 75,中舘英, 1.4, 61,   9, -11, 5,  9.8,④④⑨
,,,,,,,,,,,,14,15,Ｍケイエスバウアｰ, 57,難波剛, 2.0, 54,   2,  -2,10, 68.0, ③⑦,14,10,Ｋバクシンハヤブサ, 60,宮崎北, 1.5, 43, -11,  -3,10, 25.3, ⑦⑧,14,10,Ｉテイエムサッカｰ, 71,太宰啓, 2.2, 56,   9, -19,10, 34.9,⑨⑥⑫
,,,,,,,,,,,,15,12,Ｎオンワｰドサマンサ, 49,嘉藤貴, 2.1, 54, -17,  14,14,144.3, ⑮⑭,15,11,Ｃトｰコｰオリンポス, 67,中村将, 1.7, 42, -27,  12,14, 91.2, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,16, 2, パｰルホワイト,---,生野賢, 2.8, 43, -17,   3,11, 92.3, ⑮⑭,16, 3,Ｉフラワｰパス, 60,的場勇, 2.7, 15, -12, -19,12, 58.7, ⑨⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:4),,,,,,,,,,,
単勝:230円 複勝:04=120円 07=150円 09=490円 枠連:270円,,,,,,,,,,,,単勝:280円 複勝:04=130円 11=180円 07=120円 枠連:750円,,,,,,,,,,,,単勝:910円 複勝:06=270円 13=170円 04=570円 枠連:430円,,,,,,,,,,,,"単勝:2,070円 複勝:07=500円 09=190円 14=140円 枠連:4,030円",,,,,,,,,,,
"馬連:430円 ワイド:04-07=260円 04-09=860円 07-09=1,410円",,,,,,,,,,,,馬連:880円 ワイド:04-11=360円 04-07=210円 07-11=440円,,,,,,,,,,,,"馬連:1,550円 ワイド:06-13=770円 04-06=3,170円 04-13=2,060円",,,,,,,,,,,,"馬連:6,250円 ワイド:07-09=1,660円 07-14=1,010円 09-14=410円",,,,,,,,,,,
"馬単:670円 3連複:3,180円",,,,,,,,,,,,"馬単:1,550円 3連複:930円",,,,,,,,,,,,"馬単:4,480円 3連複:16,340円",,,,,,,,,,,,"馬単:14,880円 3連複:4,970円 3連単:51,450円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,,■12R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠野特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａグレｰスエポナ, 69,中舘英,, 68,* -5,* 15, 1,  1.7,①①①, 1,14,Ｃスズライトアップ, 64,高山太,, 70,*  2,*  8, 2,  5.8,④②②, 1,15,Ａコンプレッソ, 67,赤木高,, 84,*  7,* 18, 1,  2.3,②②①, 1,14,Ｈヒシレｰシｰ, 61,安藤光,, 69,*  5,   6, 9, 20.5, ②②
 2, 6,Ｃウェディングフジコ, 67,木幡初, 0.1, 67,* -6,* 15, 2,  5.1,②②②, 2,15,Ｉマヤノカタナ, 57,田中克, 0.2, 66,   0,*  7,10, 75.4,⑦④③, 2,14,Ｅフィｰルドウイナｰ, 61,田中克, 1.5, 69,*  4,   6, 7, 16.6,③③②, 1,11,Ｂフォワｰドダンサｰ, 67,中舘英,, 69,*  5,   6, 3,  5.3, ②②
 3,12,Ｄブルｰフェアプレｰ, 63,古川吉, 0.6, 64,  -8,* 14, 3,  6.0,⑨⑥③, 3,12,Ａエルゴスム, 67,荻野琢, 0.5, 63,*  1,   3, 5, 16.0,③③③, 3, 9,Ｃナチュラルウェｰブ, 64,中舘英, 2.3, 68,   0,* 10, 4,  7.1,⑬⑩⑨, 3, 3,Ｄミルククラウン, 65,石橋脩, 0.1, 69,   2,   8, 2,  4.6, ⑤⑤
 4,11,Ｉアンジェトワｰル, 54,田辺裕, 0.8, 62,  -8,  13, 9, 41.2,⑤⑥⑥, 4, 9,Ｆダカｰルシチｰ, 59,古川吉, 0.5, 67,  -1,* 10, 4, 13.4,⑭⑩⑤, 4, 6,Ｄマイネルマニセス, 61,津村明, 2.6, 64,   4,  -1, 9, 35.7,⑥④④, 4, 1,Ｆフィクシアス, 62,田辺裕, 0.3, 65,*  7,   2, 4,  6.3, ①①
 5, 7,Ｅクロｰスハｰモニｰ, 61,嘉藤貴, 0.9, 56,* -6,   8, 5, 18.5,③②③, 5, 5,Ｅツルマルロｰレル, 62,酒井学, 0.6, 65,   0,   7, 3,  6.6,⑪⑦⑦, 5, 7,Ｉダブルヒｰロｰ, 57,石橋脩, 2.7, 64,   1,   3, 3,  6.3,⑧⑦⑥, 5, 9,Ｉプルｰヴドメリト, 59,太宰啓, 0.4, 67,  -5,* 11, 7, 15.2, ⑪⑩
 6,13,Ｂコスモキャンディス, 68,佐藤聖, 1.1, 55, -10,  10, 4, 12.0,⑨⑩⑨, 6,13,Ｂピサノシェンロン, 67,中舘英, 0.6, 65,*  3,   0, 1,  1.6,①①①, 6, 2,Ｂパスクア, 66,黛弘人, 2.8, 59,*  6, -10, 2,  5.7,①①②, 6, 8,Ｃホトダｰ, 67,木幡初, 0.6, 62,   2,   3, 1,  4.1, ⑤⑥
 7, 4,Ｊチノハテマデモ, 53,高山太, 1.2, 53,* -7,   6,14,137.4,③④③, 7, 8,Ｄナリタモｰガン, 63,安藤光, 0.7, 64,   1,   4, 6, 21.8,⑪④⑤, 7,10,Ｋエボニｰビジョン, 54,草野太, 2.9, 60,  -1,   1,11, 54.2,⑥⑦⑥, 7,10,Ｇレオベルリン, 61,的場勇, 0.6, 65,  -7,* 10, 8, 16.0, ⑫⑬
 8, 8,Ｇデュｰクタイフｰン, 60,的場勇, 1.4, 50,  -9,   6, 7, 35.9,⑤⑥⑥, 8, 3,Ｇファイトシｰン, 59,太宰啓, 1.6, 57,  -1,  -1, 8, 40.9,⑨⑩⑨, 8, 8,Ｇアタゴコマンダｰ, 58,丹内祐, 3.1, 62,  -2,   4, 8, 25.7,⑧⑪⑨, 8, 6,Ｊエイコｰロマン, 58,高山太, 0.8, 59,  -1,   3,12,102.2, ⑧⑧
 9, 3,Ｎペブルスショウリ, 35,渡辺薫, 1.6, 52, -10,   8,12, 82.2,⑬⑬⑪, 9, 4,Ｊモンプランス, 57,宮崎北, 1.9, 52,  -3,  -5,15,227.6,⑪⑩⑪, 9,13,Ｆナリタベガ, 59,中村将, 3.5, 56,   0,  -5, 6, 15.2,⑧⑦⑨, 9, 2,Ａオｰメドック, 71,渡辺薫, 0.8, 59,  -1,   3, 5,  8.7, ⑧⑥
10,14,Ｌルクラｰジュ, 52,宮崎北, 1.8, 45,  -9,   1,11, 62.3,⑤④⑧,10, 6,Ｈマルタカタイロｰ, 58,丹内祐, 2.1, 53,   1,  -9,14,141.9,④④⑦,10, 3,Ｈシャンドラヴェリテ, 57,大野拓, 3.7, 57,  -5,   4,12, 71.4,⑫⑭⑭,10, 7,Ｋフジファレノプシス, 54,黛弘人, 1.0, 59,  -9,   8,10, 37.6, ⑭⑫
11, 2,Ｆリサイトアチャｰム, 61,大野拓, 2.0, 45, -10,   2, 6, 31.4,⑪⑩⑨,11, 1,Ｌホットビスティｰ, 54,佐藤聖, 2.5, 47,  -2, -12, 7, 28.2,②⑦⑫,11, 4,Ｎライトブルｰ, 47,芹沢純, 4.1, 53,   2, -12,13, 89.0,③⑥⑤,11, 4,Ｅブラックシチｰ, 63,佐藤聖, 1.1, 54,*  5,  -5, 6, 10.7, ②②
12, 9,Ｈバｰニングラブ, 57,丹内祐, 2.2, 44,  -9,   1, 8, 39.1,⑬⑩⑪,12,10,Ｋニシノタマテバコ, 57,草野太, 2.5, 47,  -3,  -9,12,125.0,⑦⑭⑫,12, 1,Ｌアグネスマサオｰ, 52,安藤光, 4.2, 54,  -3,  -4,10, 53.0,⑮⑬⑫,12,12,Ｎセレスルｰシｰ, 43,古川吉, 1.3, 52,   0,  -3,13,136.6, ⑦⑩
13, 1,Ｋオンワｰドカミｰノ, 53,大下智, 2.4, 41, -11,   0,13,116.2,⑫⑬⑭,13, 7,Ｏシゲルタックフィリ, 32,中村将, 2.5, 48, -11,   4,11, 79.8,⑮⑮⑮,13, 5,Ｍブルｰシｰズン, 50,高山太, 4.4, 52,  -5,  -3,15,187.3,⑭⑭⑭,13, 5,Ｌワンダフルライフ, 53,丹内祐, 1.5, 50,  -2,  -3,14,175.0, ⑧⑧
14,10,Ｍプリンセストロイ, 51,石橋脩, 4.0, 33,  -8, -18,10, 41.6,⑤⑥⑪,14,11,Ｎハリウッドボｰイ, 45,芹沢純, 3.1, 45,  -2, -15,13,125.3,⑨⑩⑫,14,12,Ｏスカイタイクｰン, 45,木幡初, 4.6, 49,   3, -18,14,152.7,⑤⑤⑥,14,13,Ｍエレメンタルソング, 50,スボリ, 2.5, 41,  -8,  -8,11, 74.5, ⑫⑭
,,,,,,,,,,,,15, 2,Ｍディｰエスアチｰブ, 53,石橋脩, 3.3, 44,   0, -18, 9, 60.4,④⑦⑨,15,11,Ｊマイネルピｰク, 57,スボリ, 5.4, 44,  -2, -17, 5, 14.3,⑧⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
