07年 7月29日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月29日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美利河特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂヴィクトリアアイ, 51,藤岡佑,, 56,*-16,* 11, 4,  5.3,①①①, 1, 2, パラダイスプラム,---,武幸四,, 59, -22,* 15, 1,  2.7, ④③, 1, 8,Ｉアドマイヤグロｰリ, 55,岩田康,, 62,  -6,*  9, 3,  3.8,⑥④⑥, 1, 8,Ｄサｰキットレディ, 71,四位洋,, 92,* 20,   4, 4,  5.8, ①①
 2, 8,Ａビクトリｰブランコ, 52,四位洋, 0.3, 56, -18,* 12, 1,  3.3,⑫⑥⑤, 2, 9, チャｰムチェリｰ,---,藤田伸, 0.3, 48,*-18,   6, 3,  4.4, ①①, 2, 1,Ｅノボプレゼンス, 59,佐藤聖, 0.0, 55,* -6,   3, 9, 70.4,②②②, 2,12,Ａサニｰアンジェリカ, 84,秋山真, 0.3, 82,* 15,   4, 3,  3.9, ②②
 3,11,Ｃポｰトムテキ, 47,古川吉, 0.4, 49,*-16,   8, 7, 16.7,②②②, 3, 1, モリトパラダイス,---,勝浦正, 0.9, 41, -32,* 10, 7, 26.1, ⑥⑥, 3, 2,Ａウォｰクライ, 62,武幸四, 0.2, 64,  -8,* 11, 2,  3.6,⑩⑦⑦, 3, 5,Ｂヘヴンボｰン, 78,安藤勝, 0.4, 74,   8,* 10, 2,  3.9, ⑦⑤
 4, 7,Ｊエンプレスティアラ, 36,藤田伸, 0.5, 49,*-17,   8, 3,  5.0,④③④, 4, 7, ショウナンマスタｰ,---,四位洋, 1.2, 35,*-18,  -7, 2,  3.4, ②②, 4, 6,Ｂレイジングザバｰ, 62,藤田伸, 0.3, 53,* -5,   1, 1,  2.7,①①①, 4,11,Ｃトレノジュビリｰ, 75,藤田伸, 0.7, 72,  10,   4, 1,  2.7, ④④
 5, 3,Ｅグランドアムｰル, 46,岩田康, 0.6, 49, -18,   9, 2,  4.3,③⑤⑤, 5, 3, ナスノギンガ,---,北村友, 1.5, 28, -39,   6, 5, 13.3, ⑦⑧, 5, 3,Ｄニシノアレックス, 60,菊沢隆, 0.3, 54,* -5,   3, 5, 12.8,③③③, 5, 1,Ｎビッグユニット, 47,勝浦正, 0.9, 72,  13,  -2,10, 71.5, ③③
 6, 2,Ｇニシノキンレンポ, 42,安藤勝, 0.9, 42,*-17,   4, 5,  8.3,④③②, 6, 4, メジロジｰニｰ,---,長谷川, 1.8, 28, -25,  -9, 4,  6.8, ⑤⑤, 6,10,Ｇソリッドシチｰ, 57,武英智, 0.7, 54,  -7,   4, 7, 18.9,⑧⑤④, 6, 4,Ｌテイエムゲンキボ, 57,菊沢隆, 1.0, 63,   3,   5,12,207.8, ⑩⑦
 7,12,Ｉブラックレディ, 37,柴山雄, 1.7, 34, -18,  -1, 9, 64.3,⑥⑥⑦, 7, 8, サユリ,---,柴山雄, 1.9, 24, -38,   2, 8, 27.0, ⑦⑥, 7, 7,Ｃマイネルドナｰル, 61,北村友, 1.1, 51, -10,   4, 6, 18.4,⑧⑨⑨, 7, 6,Ｋプリンスヤンクス, 60,松田大, 1.3, 61,  -6,* 10,11,158.7, ⑪⑫
 8, 5,Ｋリマリマ, 33,小林徹, 1.9, 36, -22,   4,13,175.4,⑨⑫⑩, 8, 5, ドリｰムオブワイ,---,伊藤直, 2.0, 23, -44,   6, 9,113.0, ⑩⑨, 8, 9,Ｊフジノイチヒメ, 50,藤岡佑, 1.2, 46,  -7,  -2,10, 96.4,③⑤④, 8, 9,Ｈタニノハイクレア, 64,藤岡佑, 1.5, 57,  -6,   7, 9, 51.1, ⑪⑪
