07年 5月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.9,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.5,,,,,■ 7R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■10R  ダ1700m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,昇竜ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄメリッサ, 54,武豊  ,, 60,*-16,* 14, 3,  4.3,④③③, 1, 1,Ａケイアイケイマン, 60,武豊  ,, 68,*  0,*  7, 1,  1.6,①①①, 1, 2,Ｄマックスチャンプ, 64,武幸四,, 72,   0,* 13, 5,  9.3,⑧⑥⑥, 1,11,Ｄヒシカツリｰダｰ, 73,田嶋翔,, 77,* 11,   3, 6, 14.1,①①①
 2, 4,Ａセフティプラスワン, 60,河北通, 0.0, 61, -16,* 15, 1,  2.9,⑤④④, 2, 5, ステップシチｰ,---,吉田稔, 0.4, 62,  -7,* 16, 4, 10.0,⑯⑬⑪, 2, 1,Ｂゲイルバニヤン, 66,安藤勝, 0.1, 70,*  4,   4, 1,  3.0,⑤②①, 2, 9,Ｅパルティｰレ, 72,福永祐, 0.0, 77,* 11,   4, 4, 11.5,③②②
 3, 3,Ｈカネトシセレブッコ, 48,小林徹, 0.4, 52,*-15,  10, 9, 38.8,②②②, 3,12,Ｂサンタドレス, 58,佐藤哲, 0.6, 60,*  0,  -1, 2,  4.8,②②②, 3, 4,Ｃシャドウストリｰム, 66,吉田稔, 0.5, 66,   0,*  8, 4,  6.7,⑤⑧⑧, 3,10,Ｂホワイトメロディｰ, 75,安藤勝, 0.1, 76,  10,   5, 1,  3.0,③④④
 4, 7,Ｃシャインジュエリｰ, 55,高井彰, 0.5, 49,*-15,   8, 6, 24.6,①①①, 4,15, アドマイヤカイト,---,岩田康, 0.6, 60,  -4,*  7, 3,  8.9,⑤⑦⑦, 4,10,Ｌハギノグランハｰト, 30,鮫島良, 0.8, 63,  -2,*  8,11, 91.8,⑩⑪⑨, 4, 5,Ａヤマカツブライアン, 76,池添謙, 0.4, 74,  10,   3, 2,  3.3,③④④
 5,11,Ｂトｰセントップラン, 57,岩田康, 0.7, 50, -17,  10, 2,  3.0,⑦⑦⑥, 5,11, タガノワンダｰ,---,秋山真, 1.2, 52,  -5,  -1,12,134.6,⑧⑨⑨, 5, 9,Ａコウエイマｰブル, 74,田中健, 1.1, 54,*  0, -10, 3,  5.6,②③③, 5, 4,Ｇナックルパｰト, 67,武豊  , 0.5, 72,   9,   3, 5, 12.7,⑥⑦⑦
 6,14,Ｆエリモヴィヴィアン, 49,福永祐, 0.9, 49, -18,  10, 4, 10.7,⑨⑨⑧, 6,10,Ｉトｰワシャトル, 36,鮫島良, 1.4, 50,  -4,  -6, 5, 22.5,⑤⑦⑦, 6, 7,Ｊクニノヤマト, 50,角田晃, 1.1, 59,   0,   0,12, 95.9,⑫⑧⑫, 6,13,Ｆケアレスウィスパｰ, 68,吉田稔, 0.5, 72,   8,   4, 8, 26.3,⑧⑨⑦
 7, 1,Ｋニホンピロアニカ, 37,上野翔, 1.2, 44, -18,   7,12,139.9,⑨⑨⑪, 7,14,Ｊドｰルリヴィエｰル, 35,石橋守, 1.5, 49,  -2, -12, 8, 46.4,⑤③③, 7, 5,Ｅコスモダンスナイト, 61,岡部誠, 1.1, 59,   2,  -6, 7, 13.3,②③③, 7,15,Ｃマコトスパルビエロ, 74,岩田康, 0.5, 73,  10,   0, 3,  5.4,⑥④④
 8, 8,Ｉビクトリｰブランコ, 44,酒井学, 1.3, 42, -18,   6, 8, 32.9,⑨⑨⑧, 8,13,Ｈチャｰムピアス, 38,田中健, 1.7, 43,  -5, -15,16,259.0,④⑤⑤, 8, 6,Ｉアグネスメリット, 54,池添謙, 1.2, 58,  -3,   3, 9, 69.2,⑫⑪⑨, 8, 7,Ｊトｰセンアｰチャｰ, 63,鮫島良, 0.7, 69,   4,* 10,11, 60.0,⑮⑫⑫
