07年 8月 4日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月 4日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 7R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信濃川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃショウナンアクロス, 47,吉田豊,, 59,   2,*  0, 3,  5.0, ⑪⑧, 1,11,Ｃマグマカザン, 55,北村宏,, 51,  -5,* -2, 4,  6.4,⑦⑥④, 1,10,Ａヘルバｰスト, 72,田中勝,, 65,  -3,* 16, 1,  2.4,⑮⑬⑫, 1, 6,Ｇダイイチアトム, 73,田中勝,, 82,  25,*-10, 2,  5.5, ⑦⑦
 2,11,Ｂカレイジャスミン, 52,木幡初, 0.0, 61,*  7,  -9, 7, 11.6, ②②, 2, 7,Ｄフジマサマックス, 52,蛯名正, 0.0, 52,  -4,* -4, 2,  3.3,⑤④④, 2, 6,Ｂダイワバイロン, 63,北村宏, 0.2, 62,*  4,  -5, 2,  4.7,①①①, 2, 3,Ａアルコセニョｰラ, 86,中舘英, 0.2, 79,  26, -17, 3,  6.3, ⑥⑥
 3,17,Ａトップオブマジック, 56,吉田隼, 0.1, 59,   5,* -8, 1,  3.4, ④④, 3, 6,Ｅシャドウパルマン, 50,田中勝, 0.1, 51,  -4,  -5, 5,  9.7,⑤④②, 3,13,Ｄエｰブダンシング, 56,大野拓, 0.3, 60,  -2,*  6, 3,  5.9,⑩⑩⑩, 3,12,Ｂトップセラｰ, 83,後藤浩, 0.3, 77,  22,* -8, 1,  3.7, ⑪⑪
 4, 9,Ｈラブエッセンス, 32,田中博, 0.2, 55,*  6, -18, 8, 35.1, ①①, 4, 4,Ｂクリｰルボルケｰノ, 56,吉田隼, 0.4, 49,* -3, -11, 1,  3.3,②②①, 4,17,Ｆフサイチジャスパｰ, 55,吉田隼, 0.6, 58,   1,  -4, 8, 20.9,⑥⑥⑤, 4, 5,Ｃシルクダッシュ, 77,小林淳, 0.4, 77,  24, -13, 4,  6.8, ⑨⑨
 5,14,Ｇマイネウインク, 33,柴田善, 0.4, 55,   4,  -9, 4,  7.7, ④⑦, 5, 5,Ｇイｰスタンクイン, 43,丹内祐, 1.3, 40, -10,  -5,10, 88.0,⑧⑫⑪, 5, 1,Ｎノボウジｰニョ, 44,田辺裕, 0.6, 58,  -5,* 13,12,140.8,⑱⑱⑮, 5, 1,Ｅコスモオｰスティン, 75,北村宏, 0.6, 78,* 30, -28, 7,  8.5, ①①
 6,10,Ｅインダストリアル, 46,後藤浩, 0.5, 54,   5, -13, 2,  4.3, ④④, 6,10,Ｊニシノナギサ, 40,松岡正, 1.3, 41,  -6, -13, 7, 20.0,⑩⑦⑦, 6, 3,Ｃオンワｰドアリｰテ, 58,石橋脩, 0.7, 57,  -4,*  8, 4,  8.7,⑯⑯⑮, 6, 9,Ｉサケダイスキ, 71,吉田豊, 1.1, 70,  26, -33, 5,  7.0, ③③
 7, 6,Ｌステディｰラブ, 16,田中勝, 1.1, 47,   1, -14, 6, 10.9, ⑫⑬, 7, 9, パサｰト,---,後藤浩, 1.3, 41,  -7, -12, 3,  5.8,⑧⑧⑧, 7, 4,Ｊダイワファントム, 52,村田一, 0.9, 55,  -1,  -2,10, 67.6,⑪⑩⑪, 7, 8,Ｊレッドスタｰライト, 70,大野拓, 1.3, 66,  20, -25,12,110.0, ⑩⑩
 8, 5,Ｑレッツゴｰヒチョリ,-32,丹内祐, 1.3, 45,   0, -16,17,357.9, ⑯⑮, 8, 8,Ｆフサイチドゥイット, 46,吉田豊, 1.5, 41,* -4, -19, 6, 15.1,③③②, 8, 7,Ｋタｰブルロンド, 50,五十嵐, 0.9, 54,*  2, -13,14,149.7,②②②, 8, 2,Ｄトシザショｰマ, 76,蛯名正, 1.6, 66,  26, -39, 6,  7.9, ④③
 9,16,Ｆスガノブレｰヴ, 38,宮崎北, 1.3, 42,   2, -25,12,166.8, ⑧⑧, 9, 2,Ｉカンタｰタ, 41,安藤光, 2.2, 35,  -8, -18,11,107.7,⑫⑨⑨, 9,15,Ｅクリノムｰヴオペラ, 56,武士沢, 0.9, 54,*  1, -10, 6, 14.5,⑤⑤⑤, 9,10,Ｋリワｰドプレイン, 68,石橋脩, 1.7, 63,  21, -34,11, 55.9, ⑦⑦
10,13,Ｊサチノスクランブル, 26,北村宏, 1.7, 42,   2, -25,15,203.6, ⑫⑪,10,12,Ｋロｰザヴィｰ, 35,武士沢, 2.5, 33,  -8, -21,12,219.5,⑩⑨⑨,10, 5,Ｇアイサダドラゴン, 55,柴田善, 0.9, 54,*  2, -11, 5, 12.1,③③③,10,11,Ｆスズサンシャイン, 73,二本柳, 2.0, 62,  21, -35, 9, 44.9, ⑫⑪
