07年 5月26日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月26日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白百合ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃラブリｰコンサｰト, 49,岩田康,, 61,  -3,*  5, 2,  4.6,④④③, 1, 3,Ｆコウエイバッカス, 51,田中健,, 64,*  6,   0, 8, 24.7, ③③, 1, 4,Ｄギｰニョ, 68,岩田康,, 57, -17,  18, 2,  4.0,③④③, 1, 8,Ｆオｰスミダイドウ, 69,武豊  ,, 72,*  5,  11, 3,  4.4,①①①
 2, 3,Ａワキノドライバｰ, 59,川田将, 0.2, 60,* -3,*  2, 1,  1.7,②③③, 2,10,Ａピエネヴェｰレ, 68,藤岡康, 0.2, 58,* 12,  -9, 1,  2.7, ②②, 2, 5,Ｂアフェランドラ, 70,福永祐, 0.1, 64, -20,* 23, 3,  4.4,⑨⑨⑦, 2,10,Ａコンティネント, 77,岩田康, 0.0, 71,*  2,  12, 4,  7.0,②②②
 3, 4,Ｇカシノアマゾネス, 42,北村友, 0.3, 58,* -2,  -3, 6, 30.0,①①①, 3,14,Ｂトｰセンダッシュ, 61,黛弘人, 0.5, 53,* 12, -14, 3,  5.1, ①①, 3,14,Ｆリキアイコンドル, 64,田村太, 0.2, 54, -21,* 18, 6,  9.9,⑦⑦⑦, 3, 6,Ｈビンチェロ, 65,小牧太, 0.2, 72,  -1,* 15, 7, 18.7,⑥⑥④
 4, 1, ニホンピロマイヒメ,---,酒井学, 0.8, 54,  -4,  -1,14,139.2,⑭⑦⑥, 4, 1,Ｋアンディフィニ, 36,田村太, 0.7, 53,  -4,  -2,15,153.3, ⑥⑥, 4, 9,Ｅシャドウストリｰム, 66,藤田伸, 0.2, 53, -18,  17, 1,  3.8,⑤④⑤, 4,12,Ｄダイレクトキャッチ, 73,安藤勝, 0.2, 77,  -2,* 19, 2,  4.3,⑨⑧⑦
 5,15,Ｈドナプレミア, 38,福永祐, 0.8, 54,  -4,  -2,10, 59.7,⑥④⑤, 5, 2,Ｇケイエスショｰキ, 49,高井彰, 0.7, 60, -10,*  8, 5, 15.1, ⑨⑨, 5, 3,Ｃプリムラシチｰ, 69,和田竜, 0.3, 55, -19,  18, 4,  6.5,⑦⑦⑦, 5,11,Ｉマイネルアナハイム, 64,武幸四, 0.2, 69,   0,  12,10, 45.4,⑤③②
 6,14, フロｰルデセレッソ,---,小牧太, 1.2, 51,  -5,  -4,11, 68.8,⑧⑦⑥, 6,11,Ｈパルｰル, 45,北村友, 0.7, 54,  -3,  -1, 6, 15.3, ⑥⑥, 6, 8,Ｍテイエムトパｰズ, 42,小牧太, 0.3, 42,*-15,   8, 9, 44.4,②②②, 6, 7,Ｂメイショウレガｰロ, 76,福永祐, 0.3, 73,  -1,* 16, 1,  3.3,⑦⑥⑦
 7,16,Ｄグランドアムｰル, 48,武豊  , 1.4, 50,* -2, -12, 3,  6.1,②②②, 7, 7,Ｏシリウストウショウ, 25,北村浩, 0.8, 62, -18,* 14, 9, 45.9, ⑭⑬, 7,10,Ａイナズマイｰジス, 71,中村将, 0.6, 36,*-17,   5, 7, 20.8,③③③, 7, 3,Ｅキングスデライト, 71,長谷川, 0.3, 67,   0,  10, 9, 35.9,③③④
 8, 5,Ｂルリュｰル, 52,荻野琢, 1.8, 43,  -6, -11, 4, 11.5,④⑦⑧, 8,18,Ｄスリｰキュラソｰ, 56,岩崎祐, 0.9, 51,   1,  -6, 4,  8.1, ④④, 8,11,Ｈサダムアカイカゼ, 57,秋山真, 0.6, 51, -20,  17, 8, 41.9,⑩⑩⑩, 8, 2,Ｋワンダｰスティｰヴ, 59,中舘英, 0.4, 64,   0,   9,11, 68.8,③③④
 9, 9,Ｅツルミモントレ, 47,丸野勝, 1.8, 45,  -6,  -8, 8, 51.9,⑧⑫⑬, 9,13,Ｉメイショウコムスメ, 43,黒岩悠, 1.2, 50, -15,   5,11, 73.3, ⑫⑫, 9,13,Ｇドレスコｰド, 59,藤岡佑, 0.7, 38,*-15,   1, 5,  8.4,①①①, 9, 9,Ｃバブルウイズアラン, 74,松田大, 0.6, 67,  -4,  13, 6, 12.8,⑨⑩⑨
10,11, セフティウェルオン,---,河北通, 2.0, 44,  -7,  -9, 9, 52.4,⑬⑫⑩,10,16,Ｅスプラッシュアウト, 55,中村将, 1.2, 44,  -3,  -9, 2,  4.1, ⑥⑥,10, 7,Ｊフレアキャスケｰド, 53,長谷川, 1.1, 40, -22,  12,10, 78.3,⑬⑫⑫,10, 1,Ｊウィルビｰキング, 60,幸英明, 0.8, 67,  -6,* 15,13,103.6,⑪⑪⑪
11,13,Ｆプレシュウズ, 44,金折知, 2.4, 41,  -5, -16,12,126.7,⑧⑦⑩,11, 9,Ｃベタｰデイズ, 60,荻野琢, 1.4, 46, -25,*  8, 7, 21.1, ⑰⑭,11, 2,Ｎロングパイル, 41,赤木高, 1.2, 41, -23,  13,12,114.8,⑬⑭⑭,11,13,Ｌゴｰルドキリシマ, 58,石橋守, 0.8, 63,  -2,  10, 8, 32.7,⑧⑧⑨
12, 8,Ｉグラシアス, 29,幸英明, 2.7, 38, -10, -10,13,126.9,⑮⑯⑯,12, 8,Ｍメイショウシュケ, 28,生野賢, 1.7, 41, -20,   2,17,198.3, ⑭⑭,12, 6,Ｉロｰテロｰゼ, 54,藤岡康, 1.4, 31, -24,   7,11,111.9,⑪⑫⑬,12, 4,Ｍゴｰルデンエビス, 45,佐藤哲, 0.9, 64,  -6,  13,12, 96.1,⑬⑪⑪
13, 7, トシエンジェル,---,長谷川, 2.9, 37,  -7, -18, 7, 34.1,⑧⑫⑭,13, 6,Ｊメイショウビヨンド, 43,柴原央, 1.7, 40, -10,  -8,14,129.9, ⑨⑨,13, 1,Ｌチョウビジン, 46,佐藤哲, 1.8, 31, -20,  -2,14,139.3,⑪⑩⑪,13, 5,Ｇニュｰビギニング, 68,藤田伸, 1.3, 60,  -7,  11, 5,  9.3,⑫⑬⑬
14, 2,Ｊメイボウコウシ, 20,川島信, 3.6, 32,  -5, -27,15,202.6,⑥⑦⑩,14,17,Ｑブルｰアルテミス,-48,田中克, 1.8, 35, -12, -11,10, 70.0, ⑨⑨,14,12,Ｋミスズユｰワヒメ, 51,田中健, 2.0, 14, -20, -13,13,131.7,⑤④⑤,,,,,,,,,,,,
15,12, スズカポリッシュ,---,生野賢, 3.7, 31,  -9, -22,16,310.2,⑯⑮⑮,15, 5,Ｎトモトモトカチ, 26,大下智, 1.8, 35, -22,  -2,16,174.2, ⑭⑰,,,,,,,,,,,,,,,,,,,,,,,,
16, 6, ウォｰタｰパイパｰ,---,武幸四, 3.9, 30,  -3, -33, 5, 25.1,⑧④⑧,16, 4, サイキョウヒカリ,---,浜中俊, 1.8, 38, -28,   5,13,109.0, ⑱⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,12,Ｌスリジェ, 35,佐久間, 2.6, 22,   3, -34,12,105.5, ④④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,15,Ｐミラクルジｰン,  9,上野翔, 2.6, 29, -16, -15,18,261.6, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-7),,,,,,,,,,,
単勝:460円 複勝:10=150円 03=110円 04=440円 枠連:360円,,,,,,,,,,,,"単勝:2,470円 複勝:03=430円 10=130円 14=170円 枠連:1,740円",,,,,,,,,,,,単勝:400円 複勝:04=180円 05=190円 14=250円 枠連:610円,,,,,,,,,,,,単勝:440円 複勝:08=200円 10=220円 06=420円 枠連:980円,,,,,,,,,,,
