07年 7月28日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月28日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,
 9,10,Ｇエリザベスサクラ, 35,北村友, 1.8, 20, -16, -25, 7, 27.0, ⑧⑧, 9, 3,Ｋマスパラスオペラ, 35,佐藤聖, 2.6, 32, -18,  -5,10,272.3,⑨⑧⑨, 9,11,Ｊクリｰルパトラｰ, 56,竹之下, 1.5, 50, -10,   0, 8, 19.3, ⑧⑨, 9, 7,Ｂアｰスクリスハｰン, 73,藤田伸, 2.4, 56,   5, -14, 2,  3.4,②③②
10, 6,Ｊレディオｰロラ,-110,柴山雄, 3.6, -4,  -4, -60,10,114.5, ③⑥,10, 8,Ｊデンコウシャｰリｰ, 38,池添謙, 3.2, 34, -14, -14, 7, 85.2,⑤⑥⑦,10, 1,Ｇルスナイサンバ, 64,黛弘人, 1.6, 46,  -1,  -8, 7, 13.6, ⑤⑤,10, 9,Ｇメルシｰゴｰルド, 62,岩田康, 2.7, 52,   3, -17, 8, 21.4,④⑥⑪
,,,,,,,,,,,,,,,,,,,,,,,,11,10,Ｉスズカノフジアロｰ, 57,古川吉, 1.7, 48, -10,  -2,11, 57.9, ⑧⑨,11, 3,Ｊサトノコクオｰ, 54,四位洋, 2.8, 51,*  5, -24, 7, 21.0,②②④
,,,,,,,,,,,,,,,,,,,,,,,,12, 6,Ｌマジカルビュｰティ, 44,北村友, 3.4, 28, -21, -14,12,116.3, ⑫⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:不良(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:重(指数:8),,,,,,,,,,,
"単勝:250円 複勝:08=160円 03=270円 07=2,720円 枠連:1,570円",,,,,,,,,,,,単勝:200円 複勝:07=100円 10=130円 09=110円 枠連:370円,,,,,,,,,,,,単勝:480円 複勝:09=180円 07=170円 08=450円 枠連:490円,,,,,,,,,,,,"単勝:1,870円 複勝:04=400円 10=150円 11=160円 枠連:1,770円",,,,,,,,,,,
"馬連:1,600円 ワイド:03-08=460円 07-08=3,190円 03-07=7,950円",,,,,,,,,,,,馬連:440円 ワイド:07-10=180円 07-09=130円 09-10=220円,,,,,,,,,,,,"馬連:950円 ワイド:07-09=410円 08-09=1,510円 07-08=1,630円",,,,,,,,,,,,"馬連:2,890円 ワイド:04-10=910円 04-11=1,150円 10-11=340円",,,,,,,,,,,
"馬単:2,280円 3連複:56,140円",,,,,,,,,,,,馬単:700円 3連複:330円,,,,,,,,,,,,"馬単:2,360円 3連複:5,380円",,,,,,,,,,,,"馬単:8,320円 3連複:3,880円 3連単:38,810円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5.0,,,,,■11R  ダ1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七重浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａエアリｰズ, 59,藤岡佑,, 57, -13,* 10, 1,  2.1,⑤④④, 1,15,Ｋエアファｰギｰ, 46,藤岡佑,, 76,  -6,* 17,12, 39.6, ⑧⑦, 1, 7,Ａロリンザｰユｰザｰ, 76,藤田伸,, 65,* -5,  11, 3,  4.1,②②②, 1, 2,Ａヴァンクルタテヤマ, 83,武幸四,, 71,   0,*  8, 2,  3.2, ④④
 2, 4,Ｆギルティストライク, 48,岩田康, 0.1, 55, -13,*  9, 3,  5.6,③④④, 2, 5,Ｃアストラピンク, 56,秋山真, 0.2, 69,  -2,  10, 4,  7.4, ⑥⑥, 2, 3,Ｂウィキウィキ, 73,岩田康, 0.0, 63,* -4,  10, 1,  2.3,①①①, 2, 5,Ｃシルクゲイナｰ, 72,松田大, 0.3, 65,*  3,   3, 5, 12.6, ②②
 3, 7,Ｅメイショウサルト, 48,秋山真, 0.3, 49,*-12,   5, 8, 57.4,②①①, 3,14,Ｂケイエスショｰキ, 59,小林徹, 0.5, 65,  -8,  11, 1,  4.8, ⑪⑩, 3, 5,Ｅノｰスベアハｰト, 67,藤岡佑, 0.1, 65,  -5,  12, 5, 10.7,⑤④④, 3, 4,Ｇメジロタｰキッシュ, 69,菊沢隆, 0.3, 67,  -5,*  8, 9, 27.5, ⑧⑥
 4,10,Ｂクラッカｰジャック, 57,藤田伸, 0.6, 49, -14,   7, 2,  3.1,⑧⑦④, 4,12,Ｇマルサライガｰ, 51,横山典, 0.6, 62,  -5,   7, 3,  5.7, ⑧⑦, 4, 1,Ｄポｰカｰフェイス, 68,安藤勝, 0.2, 71,  -9,* 17, 2,  3.4,⑦⑧⑤, 4,12,Ｉタムロイｰネｰ, 66,岩田康, 0.4, 66,  -7,*  8, 6, 14.5, ⑧⑥
 5,12,Ｇヤマノフェロｰ, 46,北村友, 0.6, 45, -14,   4, 9, 70.5,⑤④④, 5,13,Ｏリミットレスホｰプ, 32,松田大, 0.7, 57,*  9,  -8, 8, 17.8, ②②, 5, 2,Ｆスリｰサンフレンチ, 57,北村友, 0.4, 62,  -8,  11, 6, 41.9,⑤⑥⑥, 5, 3,Ｅダイショウティアラ, 70,柴原央, 0.5, 62,*  5,   0, 8, 24.8, ①①
 6, 3,Ｄマッティｰノ, 49,松田大, 0.7, 51, -16,   8, 6, 25.6,⑧⑨⑩, 6, 6,Ｌサｰブルス, 45,武英智, 0.7, 61,  -8,   8,10, 36.7, ⑪⑪, 6, 6,Ｃトウカイゲイル, 70,横山典, 0.7, 55,* -4,   4, 4,  7.7,②②②, 6,10,Ｋヤクモソニック, 60,北村友, 0.8, 59,  -7,   4,11, 58.1, ⑧⑨
 7, 5,Ｊアグネスゼッセイ, 35,武幸四, 1.0, 50, -18,*  9, 5, 19.5,⑩⑫⑫, 7, 8,Ａアジアンホｰプ, 64,柴原央, 0.8, 59,  -9,   8, 7, 15.9, ⑬⑬, 7, 8,Ｈフュｰチュリズム, 51,鈴来直, 2.3, 44,  -9,  -3, 7,115.5,⑨⑧⑨, 7, 8,Ｂケイアイカｰルトン, 75,横山典, 0.9, 56,*  1,  -3, 1,  3.1, ②②
 8, 2,Ｌトップアラモアナ, 29,津村明, 1.1, 45, -17,   6,12,195.2,⑫⑨⑧, 8,10,Ｄボｰンザスカイ, 56,武幸四, 0.8, 56,   2,  -2, 6,  9.5, ④④, 8, 9,Ｇライトモｰション, 57,黛弘人, 2.5, 42,  -8,  -9, 8,122.0,⑦⑦⑧, 8, 6,Ｊリトルホｰプ, 64,藤岡佑, 1.1, 54,  -5,   0,10, 32.2, ⑧⑪
 9, 9,Ｃレオプリンス, 50,菊沢隆, 1.2, 39,*-12,  -3, 4, 11.9,③②③, 9, 2,Ｉバクシンセイコｰ, 50,黛弘人, 0.8, 52,* 10, -14, 5,  7.5, ①①, 9, 4,Ｉメディアスナイパｰ, 41,小林徹, 3.6, 30,  -5, -22, 9,158.1,④④⑥, 9, 1,Ｄサクラワイズ, 71,秋山真, 1.1, 52,  -1,  -4, 3,  5.8, ④④
10, 1,Ｈファンタン, 44,長谷川, 1.9, 35, -15,  -5, 7, 28.9,⑦⑧⑧,10,16,Ｆトｰセンフォルテ, 53,津村明, 0.9, 54,*  8,  -9,13, 42.2, ②②,,,,,,,,,,,,,10, 9,Ｌエプソムスタウト, 54,荻野要, 1.1, 54, -12,   3,12,113.8, ⑫⑪
11,11,Ｋミナミノオドリコ, 32,柴原央, 2.1, 37,*-12, -13,11, 96.6,①②②,11,11,Ｎティｰビスティｰ, 34,柴山雄, 1.1, 61, -26,* 20,15, 50.2, ⑯⑯,,,,,,,,,,,,,11, 7,Ｆケイアイスパイダｰ, 69,四位洋, 1.3, 49,  -4,  -4, 4,  7.9, ⑦⑨
12, 8,Ｉアデオス, 35,池添謙, 2.5, 33, -17,  -8,10, 92.1,⑩⑨⑩,12, 7,Ｈマイスペｰス, 51,勝浦正, 1.2, 51,  -9,   2,11, 37.1, ⑬⑬,,,,,,,,,,,,,12,11,Ｈワンモアフリｰト, 68,津村明, 1.9, 42,  -2, -11, 7, 22.5, ④⑥
,,,,,,,,,,,,13, 4,Ｍトラストリベンジ, 38,藤田伸, 1.3, 49, -11,   2,14, 46.8, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 1,Ｊミスタｰレピカド, 47,四位洋, 1.6, 45,   2, -14, 9, 31.3, ④④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 9,Ｅセレスクラｰジュ, 53,岩田康, 1.6, 45,  -1, -11, 2,  5.0, ⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 3,Ｐカワカミパイン, 31,鈴来直, 1.9, 41,  -6, -11,16,136.0, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-7),,,,,,,,,,,
"単勝:210円 複勝:06=120円 04=190円 07=1,000円 枠連:650円",,,,,,,,,,,,"単勝:3,960円 複勝:15=940円 05=270円 14=190円 枠連:7,850円",,,,,,,,,,,,単勝:410円 複勝:07=150円 03=120円 05=170円 枠連:370円,,,,,,,,,,,,"単勝:320円 複勝:02=160円 05=250円 04=570円 枠連:1,120円",,,,,,,,,,,
"馬連:530円 ワイド:04-06=330円 06-07=1,840円 04-07=3,640円",,,,,,,,,,,,"馬連:19,140円 ワイド:05-15=6,190円 14-15=4,970円 05-14=830円",,,,,,,,,,,,馬連:430円 ワイド:03-07=200円 05-07=400円 03-05=340円,,,,,,,,,,,,"馬連:1,240円 ワイド:02-05=560円 02-04=1,220円 04-05=3,440円",,,,,,,,,,,
"馬単:1,140円 3連複:9,510円",,,,,,,,,,,,"馬単:51,320円 3連複:34,430円",,,,,,,,,,,,"馬単:1,040円 3連複:1,050円",,,,,,,,,,,,"馬単:2,140円 3連複:10,540円 3連単:39,600円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■ 6R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 9R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,かもめ島特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａコアレスナイナｰ, 62,横山典,, 58,* -5,   0, 1,  1.7, ②②, 1, 4,Ａアドマイヤビアン, 57,横山典,, 67,  -7,* 17, 2,  5.0,⑫⑫⑨, 1, 1,Ａエアマグダラ, 79,横山典,, 90,  12,* 18, 1,  4.6,③③③, 1, 7,Ｂブライティアミラ, 75,丸田恭,, 68,   9,  -2, 2,  4.1, ③③
 2, 2,Ｊシャインウッキｰ, 40,藤田伸, 0.2, 55, -10,*  1, 5, 17.8, ⑤⑥, 2, 9,Ｇデルマステファニｰ, 49,安藤勝, 0.2, 63,  -5,*  9, 4, 11.1,⑦⑦④, 2, 5,Ｅイチゴイチエ, 74,岩田康, 0.0, 91,* 18,   6, 4,  6.1,①①①, 2,12,Ｃクリノジャンファン, 72,武幸四, 0.0, 66,  -1,* 12, 3,  5.5, ⑪⑩
 3, 1,Ｂモンルｰジュ, 55,藤岡佑, 0.3, 52,  -6,  -2, 3,  6.3, ②③, 3, 2,Ｅジャングルバｰド, 53,岩田康, 0.5, 60,  -5,   5, 1,  1.9,⑨⑦④, 3, 2,Ｇプライムナンバｰ, 71,池添謙, 0.7, 81,   8,* 17,12, 33.6,⑧⑥④, 3,13,Ｅエムオｰミラクル, 67,勝浦正, 0.1, 64,   1,   6, 5, 15.2, ⑧⑦
 4, 5,Ｄマイネパピヨン, 52,武幸四, 0.3, 53,  -8,  -1, 4,  9.9, ⑤③, 4, 8,Ｉシャドウブｰケ, 47,藤田伸, 0.8, 54,* -1,  -9,10, 79.2,①①①, 4, 3,Ｆピエナビｰナス, 72,古川吉, 0.8, 78,   7,  15, 7, 16.7,⑦⑥⑤, 4,10,Ｌフラワｰレインボｰ, 58,武英智, 0.2, 62,  -6,* 13,14, 95.7, ⑭⑬
 5, 4,Ｅテンジンミサキオｰ, 48,黛弘人, 0.5, 46,* -3,  -8, 9, 79.3, ①①, 5, 1,Ｌフェイジョア, 36,津村明, 1.0, 57,  -8,   5,15,172.5,⑭⑯⑫, 5, 6,Ｈエレアシチｰ, 71,菊沢隆, 0.9, 78,   7,* 17,11, 21.3,⑩⑩⑧, 5,11,Ｄブｰケティアラ, 70,千田輝, 0.2, 62,  -9,* 16, 8, 18.5, ⑯⑮
 6, 9,Ｋマルサンカフェ, 40,秋山真, 0.8, 48, -24,*  5,10,103.2, ⑫⑪, 6,10,Ｍエスメラルダ, 26,池添謙, 1.1, 52,  -3,  -8,12,104.6,⑤④④, 6, 4,Ｉスルｰレｰト, 71,柴山雄, 1.1, 79,* 17,  -8,10, 19.1,②②②, 6, 2,Ｏシアトルナカヤマ, 53,荻野要, 0.3, 67,  11,  -5,13, 89.4, ③③
 7, 3,Ｇダッシュオン, 48,長谷川, 0.9, 45, -21,*  1, 6, 21.9, ⑩⑨, 7,11,Ｈヘリオドｰル, 49,柴山雄, 1.1, 53,  -6,  -2, 8, 48.0,⑩⑩⑨, 7,12,Ｌマイネヴェロナ, 64,津村明, 1.2, 73,   6,  12, 8, 17.9,⑩⑩⑦, 7, 9,Ｍロットオブカクテル, 57,横山典, 0.3, 68,* 13,  -8, 4,  6.6, ②②
 8,11,Ｉマイクｰル, 42,古川吉, 0.9, 43,* -5,  -9,12,131.4, ②③, 8,14,Ｎメジロビアンカ, 26,菊沢隆, 1.3, 51,  -6,  -5,13,108.8,⑩⑩⑪, 8, 7,Ｃエリモファイナル, 77,藤岡佑, 1.4, 73,  10,   2, 5,  6.8,⑤⑤⑤, 8,15,Ｋスウィｰプシルバｰ, 60,小林徹, 0.4, 60,   3,   1,11, 35.8, ⑧⑨
 9, 6,Ｈエアソワレ, 46,池添謙, 1.1, 41, -18,  -3, 7, 22.7, ⑨⑧, 9, 5,Ｃワキノハクオウ, 55,四位洋, 1.4, 50,  -7,  -2, 5, 12.9,⑬⑫⑫, 9, 9,Ｊアドマイヤカンナ, 71,安藤勝, 1.6, 70,   4,  12, 3,  5.9,⑩⑫⑩, 9,14,Ｆハッピｰムｰド, 64,須貝尚, 0.5, 62,   8,  -5, 7, 18.0, ⑥⑥
10, 7,Ｌパｰクウイン, 33,梶晃啓, 1.4, 37, -13,  -9,11,106.3, ⑧⑨,10, 7,Ｆショウナンアネｰロ, 50,藤岡佑, 1.4, 50,  -7,  -2, 7, 34.8,⑭⑫⑫,10, 8,Ｂロｰリｰポｰリｰ, 78,勝浦正, 2.6, 60,   7,  -9, 9, 18.7,⑧⑨⑫,10, 8,Ａメジロボンズ, 75,藤田伸, 0.6, 60,   6,  -5, 1,  3.3, ⑥⑦
11, 8,Ｆクリｰンクルｰ, 48,郷原洋, 1.5, 36, -21,  -5, 8, 39.5, ⑩⑪,11,13,Ｊコスモエリニュス, 44,梶晃啓, 1.7, 45,* -1, -21,11, 86.0,②②②,11,10,Ｄメガクライト, 74,藤田伸, 2.9, 57,  11, -21, 2,  5.9,③④⑧,11, 3,Ｇスニｰカｰブルｰス, 63,池添謙, 0.7, 62,* 13, -14, 9, 31.4, ①①
12,10,Ｃタイムブレイカｰ, 52,岩田康, 1.6, 35, -10, -13, 2,  5.6, ⑤⑦,12, 3,Ｏヒラボクキャロル, 25,秋山真, 2.4, 39,  -7, -17,14,134.6,⑭⑫⑫,12,11,Ｋケンブリッジマイア, 67,四位洋, 3.0, 56,   9, -18, 6, 10.9,⑤⑥⑩,12,16,Ｉフロｰラルジュノｰ, 61,黛弘人, 0.8, 56,   9, -14,12, 78.5, ③③
,,,,,,,,,,,,13,12,Ｋハニｰフラッグ, 42,須貝尚, 2.5, 37,  -4, -27, 9, 54.0,⑦⑥⑧,,,,,,,,,,,,,13, 6,Ｈラスカルシチｰ, 62,北村友, 0.9, 51,   0,  -6,10, 35.2, ⑧⑩
,,,,,,,,,,,,14,15,Ｄチャｰムピクチャｰ, 55,長谷川, 2.5, 37,* -2, -31, 3,  5.8,②②②,,,,,,,,,,,,,14, 1,Ｎドリｰムタイガｰ, 55,柴山雄, 1.0, 52,  -1,  -3, 6, 16.1, ⑪⑬
,,,,,,,,,,,,15, 6,Ｐラブドリｰム, 10,鈴来直, 3.3, 30,  -3, -40,16,316.4,⑤④④,,,,,,,,,,,,,15, 5,Ｐカルストンハｰト, 47,郷原洋, 1.1, 50,  -6,   0,16,108.5, ⑭⑮
,,,,,,,,,,,,16,16,Ｂウインエトワｰル, 55,武幸四, 4.9, 20,  -5, -58, 6, 14.6,④⑦⑯,,,,,,,,,,,,,16, 4,Ｊヤマノジャスティス, 60,菊沢隆, 1.2, 49,  -3,  -5,15,104.3, ⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:不良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:8),,,,,,,,,,,
"単勝:170円 複勝:12=100円 02=330円 01=150円 枠連:1,100円",,,,,,,,,,,,"単勝:500円 複勝:04=170円 09=230円 02=120円 枠連:2,810円",,,,,,,,,,,,"単勝:460円 複勝:01=180円 05=210円 02=830円 枠連:1,130円",,,,,,,,,,,,単勝:410円 複勝:07=160円 12=180円 13=330円 枠連:460円,,,,,,,,,,,
"馬連:1,290円 ワイド:02-12=420円 01-12=160円 01-02=1,090円",,,,,,,,,,,,"馬連:2,840円 ワイド:04-09=680円 02-04=220円 02-09=350円",,,,,,,,,,,,"馬連:1,400円 ワイド:01-05=570円 01-02=2,830円 02-05=3,860円",,,,,,,,,,,,"馬連:1,030円 ワイド:07-12=420円 07-13=890円 12-13=940円",,,,,,,,,,,
"馬単:1,910円 3連複:1,830円",,,,,,,,,,,,"馬単:4,550円 3連複:1,330円",,,,,,,,,,,,"馬単:2,780円 3連複:16,830円 3連単:76,530円",,,,,,,,,,,,"馬単:2,010円 3連複:4,560円 3連単:17,670円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
