07年 3月31日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月31日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,難波ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａクロニクル, 53,岩田康,, 62,* -2,*  1, 1,  1.3,②②②, 1, 7, ワンダｰシンゲキ,,植野貴,,,,, 1,  2.0,①①①, 1, 2,Ｃブラックシャンツェ, 59,上村洋,, 84,   0,* 21, 6, 21.8,⑧⑧⑧, 1, 3,Ｇインマイアイズ, 77,岩田康,, 87,   6,* 23, 4,  9.0, ⑪⑪
 2, 9,Ｄエｰシンエヴァン, 45,幸英明, 0.4, 59,  -2,  -2, 2,  8.2,③②②, 2, 2, マチカネウソブキ,,浜野谷, 1.5,,,, 3,  5.8,⑥③③, 2, 3,Ａフィニステｰル, 70,藤田伸, 0.0, 75,*  3,  11, 1,  1.3,②②②, 2, 2,Ｌウインディグニティ, 68,幸英明, 0.0, 87,   6,* 21,11, 72.2, ⑫⑪
 3, 2,Ｃハギノエントラｰタ, 48,鮫島良, 0.7, 54,  -5,* -1, 8, 25.1,⑦⑦⑤, 3, 5, レッドバｰスピン,,西谷誠, 1.8,,,, 2,  4.0,⑤④④, 3, 7,Ｈフェルヴィｰド, 49,四位洋, 0.3, 73,   1,  11, 2,  6.5,④④④, 3, 8,Ｄフィｰルドベアｰ, 78,秋山真, 0.1, 86,  10,  14, 2,  4.2, ⑥⑦
 4, 4,Ｉワンダｰシアｰ, 32,野元昭, 1.7, 48,  -4, -12,10,348.4,③④⑤, 4,14, マイネルマグナｰト,,黒岩悠, 2.2,,,, 4, 10.8,③②②, 4, 8,Ｄマイネルグラナｰテ, 59,岩田康, 0.4, 72,   1,  11, 3, 10.8,⑥⑥⑥, 4,10,Ｆカネトシツヨシオｰ, 78,下原理, 0.3, 84,   9,  13, 5,  9.3, ⑩⑧
 5,12,Ｂシナモンロｰル, 52,秋山真, 1.8, 47,  -5, -11, 5, 15.1,⑨⑦⑤, 5, 8, カネトシパワフル,,小林慎, 3.6,,,, 6, 26.4,⑧⑦⑧, 5, 1,Ｅウインボｰルド, 58,川田将, 0.6, 69,   1,  10, 7, 22.8,⑥⑥⑥, 5, 7,Ｃホッコｰパドゥシャ, 79,渡辺薫, 0.5, 80,* 12,   3, 3,  4.6, ③②
 6,11,Ｈエｰシンスロｰイン, 34,和田竜, 1.8, 47,  -4, -13, 4, 13.1,⑤⑤④, 6, 9, ホワイトポイント,,熊沢重, 4.2,,,, 5, 12.0,②⑤⑥, 6, 5,Ｇフミノパッション, 56,幸英明, 0.7, 64,   2,   3, 5, 21.5,④④④, 6, 5,Ｈファランドｰル, 73,小牧太, 0.6, 79,  10,   4, 7, 11.4, ③④
 7, 1, ユウサンダｰボルト,---,下原理, 1.9, 46,  -7,  -8, 9,235.8,⑩⑩⑨, 7,10, ノボライトニング,,菊池憲, 4.2,,,,11,167.9,⑨⑩⑨, 7, 6,Ｂキングスデライト, 63,長谷川, 1.1, 59,*  3,  -6, 4, 14.5,③②②, 7, 4,Ｂシゲルドントイケ, 79,丸野勝, 0.7, 78,   9,   6, 9, 67.9, ⑧⑧
 8, 5,Ｆスｰパｰドゥｰパｰ, 43,酒井学, 2.6, 41,* -2, -24, 3, 11.0,①①①, 8,11, アザンクｰル,,高野容, 4.7,,,, 9, 46.3,⑩⑦⑤, 8, 4,Ｆリリアンタイム, 57,鮫島良, 1.5, 56,*  3, -14, 8,102.0,①①①, 8, 1,Ａマイネルアラバンサ, 82,川田将, 0.7, 79,   9,   6, 1,  3.2, ⑧⑧
 9, 8, エポカブラヴァ,---,川田将, 2.7, 40,  -5, -20, 7, 21.9,⑤⑤⑧, 9, 4, カツヨキャンドゥ,,岩崎祐, 5.0,,,, 8, 39.6,④⑤⑨, 9, 9,Ｉゴｰルデンミション, 42,小牧太, 1.5, 56,   0,  -3, 9,107.5,⑨⑨⑧, 9, 9,Ｅマルブツシルヴァｰ, 78,四位洋, 0.7, 78,  10,   3, 6, 10.4, ⑥④
10, 6,Ｊフッチボルアレグレ,  9,丸野勝, 3.1, 37, -10, -14,11,428.8,⑩⑪⑪,10,12, ナムラガリレオ,,菊地昇, 5.5,,,,13,190.7,⑬⑬⑫,,,,,,,,,,,,,10,12,Ｊアルシャトル, 70,松田大, 0.9, 75,* 12,  -5,12, 73.3, ①①
