07年 8月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,,■ 4R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.4,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新発田城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄレイクエルフ, 46,田中勝,, 66,   6,*  1, 2,  3.7, ④④, 1,11,Ｃスロクスザンナ, 59,松岡正,, 59,* -7,*  7, 1,  3.5,②②②, 1,16,Ｂダイワバイロン, 63,北村宏,, 55,* 14, -32, 1,  3.0,④③③, 1, 2,Ｃシベリアンクラシカ, 70,田中勝,, 78,* 12,   4, 2,  3.7, ②③
 2, 1,Ａダイナマイトシコク, 53,後藤浩, 0.3, 65,* 11,  -8, 4,  5.8, ①①, 2,10,Ｂサンライトプリティ, 62,柴田善, 0.2, 55,* -6,   4, 3,  3.7,①①①, 2,15,Ａフリスビｰカフェ, 64,田面木, 0.0, 55,* 15, -35, 5,  9.2,②②②, 2, 6,Ａロｰドスウェアｰ, 71,吉田豊, 0.0, 82,* 18,  -1, 1,  3.5, ①①
 3, 4,Ｂジェイラッカｰ, 51,安藤光, 0.5, 61,*  9, -10, 1,  3.6, ②②, 3, 8,Ｅキャプテンドリｰム, 53,木幡初, 0.6, 55,  -9,*  6, 6, 12.7,⑤④④, 3,17,Ｃコスモアンファング, 59,福永祐, 0.0, 54,   4,* -9, 2,  4.0,⑯⑮⑫, 3,10,Ｄハネダテンシ, 69,吉田隼, 0.2, 75,* 12,   3, 6, 12.9, ④③
 4,13,Ｃコラデピｰノ, 50,柴田善, 0.6, 54,   0,  -2, 3,  3.8, ⑦⑥, 4,12,Ａヤマニンピボワンヌ, 64,二本柳, 1.0, 52, -11,*  5, 2,  3.5,⑦⑥⑦, 4,14,Ｄゲラウトマイウエイ, 58,大野拓, 0.1, 52,  11, -30, 3,  6.1,⑧⑤⑤, 4,14,Ｂアイオブザキング, 71,二本柳, 0.4, 70,   3,* 11, 5, 10.5, ⑪⑥
 5, 6,Ｆジファｰル, 40,村田一, 0.7, 55,   5,  -8,10, 62.0, ⑥⑥, 5, 2,Ｆアｰバンスイｰツ, 53,蛯名正, 1.4, 46, -11,   1, 5, 10.1,⑪⑥⑥, 5, 3,Ｈダイワファントム, 52,武士沢, 0.2, 53,* 14, -35,11, 56.1,②③③, 5, 1,Ｆシャドウストリｰム, 67,福永祐, 0.6, 67,   5,   6, 4,  9.9, ⑧⑩
 6,12,Ｇコスモスタｰ, 40,北村宏, 0.9, 48,  -5,  -2, 7, 23.0, ⑧⑧, 6, 4,Ｈマザｰピクシｰ, 47,中舘英, 1.5, 42,  -9,  -4, 7, 27.2,⑧④④, 6, 9,Ｉグラスゾｰン, 49,高山太, 0.3, 52,   5,*-15,10, 30.2,⑬⑭⑬, 6,12,Ｉコスモチｰキｰ, 62,丹内祐, 0.8, 65,   9,  -3,12, 52.8, ⑤⑤
 7,11,Ｉトｰセンノｰブレス, 36,福永祐, 1.0, 47,  -3,  -5, 6, 20.8, ⑧⑧, 7, 1,Ｊビカムアレジェンド, 45,後藤浩, 1.7, 40,* -7,  -9, 8, 45.5,⑭③③, 7,11,Ｅマイネレプリｰク, 56,後藤浩, 0.6, 50,* 16, -46, 4,  7.0,①①①, 7, 4,Ｏクロｰスハｰモニｰ, 55,北村宏, 0.9, 62,   5,   0,16, 99.7, ⑧⑩
 8, 7,Ｐドリｰムラプチャｰ, 18,吉田豊, 1.1, 45,  -8,  -2, 5, 14.2, ⑪⑪, 8,15,Ｄニシノエメラルド, 53,田辺裕, 1.8, 42, -12,  -1, 4,  7.7,⑧⑪⑧, 8, 2,Ｋセイカマシンガン, 47,吉田豊, 0.9, 48,   9, -35, 6, 15.1,⑥⑨⑨, 8, 9,Ｊセイリングシップ, 60,大庭和, 0.9, 61,  -1,*  9, 9, 27.9, ⑭⑫
