07年10月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  ダ2100m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄセイカアレグロ, 47,横山典,, 72, -12,* 14, 4,  6.7, ⑨⑨, 1, 7, ロスペトリュス,---,横山典,, 54, -29,* 22, 7, 23.5,③③⑥, 1,14,Ｅダンスオｰルナイト, 69,藤田伸,, 75,   4,* 12, 2,  6.0,⑥⑥⑥, 1, 7,Ｄウインカｰディナル, 77,木幡初,, 80,   8,* 17, 4,  7.7,⑭⑭⑬
 2, 1,Ｅケイアイモｰガン, 43,蛯名正, 0.3, 57,*  1,  -3, 2,  3.1, ②①, 2, 5, ピサノエミレｰツ,---,安藤勝, 0.1, 53, -29,* 22, 3,  7.1,⑦⑦⑦, 2, 5,Ａジョウノエリザベス, 77,横山典, 0.2, 72,   4,   9, 1,  1.5,⑥⑥⑥, 2, 4,Ｋデイフラッシュ, 69,田中勝, 0.4, 77,   8,* 11, 9, 36.6,⑪⑫⑪
 3, 4,Ｉネバｰグレイス, 33,郷原洋, 0.5, 55,  -2,  -3, 9, 65.7, ④③, 3, 1, タガノヴァレオ,---,秋山真, 0.1, 38,*-25,  13, 6, 23.3,②①①, 3, 7,Ｇエｰシンサｰフィン, 66,蛯名正, 0.4, 69,   5,   2, 3,  9.3,③⑤④, 3, 5,Ｃメイショウゲンスイ, 77,後藤浩, 0.8, 75,* 13,  -5, 1,  2.9,①①①
 4, 3,Ｃホウリイキッド, 49,田中剛, 0.5, 58,  -5,   1, 6, 21.7, ⑥⑤, 4, 4, マイネルチャｰルズ,---,柴山雄, 0.2, 42, -27,  16, 2,  3.0,⑤③③, 4, 8,Ｃプジュリ, 72,石橋脩, 0.5, 68,   2,   7, 5, 14.7,⑩⑩⑧, 4,11,Ｅパｰプルイｰグル, 75,秋山真, 0.8, 75,  11,   0, 7, 27.6,⑨⑦⑤
 5,11,Ｇワイルドシェｰバｰ, 41,石橋脩, 0.5, 57,  -4,   0, 3,  6.1, ④⑤, 5, 8, グラスブラスト,---,蛯名正, 0.6, 29, -26,   8, 4,  9.5,⑥③③, 5,11,Ｂショウナンアルス, 72,吉田豊, 0.5, 68,   1,   9, 4, 14.7,⑧⑨⑩, 5,13,Ｇオメガエンドレス, 74,安藤勝, 1.0, 73,  10,   2, 2,  4.5,⑧⑨⑨
 6, 8,Ａチャｰムキャップ, 53,小野次, 0.7, 51,*  0,  -8, 5, 13.6, ①②, 6, 2, メジロミニｰ,---,武士沢, 0.8, 29, -30,  11, 5, 17.1,⑧⑦⑦, 6, 4,Ｉビｰアデビル, 63,勝浦正, 0.6, 66,*  6,  -4, 6, 18.4,②②②, 6,15,Ｂスマｰトストリｰム, 78,横山典, 1.2, 72,  12,  -6, 3,  4.7,②③③
 7, 5,Ｂコラデピｰノ, 50,勝浦正, 1.9, 40,  -6, -12, 1,  2.6, ⑥⑦, 7, 3, シャクマダイオｰ,---,木幡初, 1.0, 26, -29,   8, 9,141.1,⑨⑦⑦, 7, 2,Ｈアンサｰフォｰユｰ, 63,田中博, 0.8, 62,   2,   0, 9,100.4,⑧⑧⑧, 7, 8,Ａサンデｰストリｰム, 80,吉田隼, 1.4, 71,  11,  -6, 5, 10.3,⑥⑤⑤
 8, 9,Ｊカシノジュリア, 33,松岡正, 2.8, 31, -17, -10,10,104.7, ⑩⑩, 8, 9, エビスオｰル,---,田中勝, 1.7,-10,*-26, -13, 1,  2.1,①②②, 8, 3,Ｆマイネジャｰダ, 68,吉田隼, 0.9, 63,   5,  -5, 8, 30.5,③③④, 8, 9,Ｆウェルバランス, 75,小牧太, 1.6, 69,* 13, -12,12, 50.1,②②②
