07年12月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.5,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.2,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
 9, 1,Ｐエバｰラスティング,-38,荻野要, 1.5, 35, -14, -10,11,113.6,⑩⑫⑫, 9, 5, トｰアセンヒメ,,北沢伸, 8.1,,,, 8, 34.7,⑦⑦⑦, 9,14,Ｎフウランジョｰ, 55,小牧太, 1.3, 56,   0,  -2,12, 66.5,④③③, 9,14,Ｋタバスコムスメ, 75,竹之下, 1.7, 68,  -2,  13,14, 76.0,⑫⑬⑫
10, 2,Ｉニシノクニカラ, 41,藤田伸, 1.6, 37,* -4, -23, 5, 27.6,②②②,10, 9, ロｰラングリフ,,宇田登,20.5,,,,13,136.4,⑩⑩⑩,10,16,Ｅワンダｰポデリオ, 66,石橋守, 1.3, 56,  -1,  -1, 6, 18.8,⑤⑤③,10, 6,Ｎラバグルｰト, 73,金折知, 1.8, 61,*  3,   1,16,164.2,④⑤⑤
11, 8,Ｊボナジョルナｰタ, 41,竹之下, 2.5, 30, -21, -11, 6, 40.0,⑮⑮⑮,11, 6, ハッスルシチｰ,,矢原洋,25.1,,,,10, 75.3,⑪⑪⑪,11, 8,Ｊタニノロッキｰ, 60,藤田伸, 1.4, 58,  -7,   5,10, 56.2,⑪⑪⑨,11,10,Ｏトラストセレビｰ, 67,石橋守, 1.8, 69,  -4,  15,15,154.0,⑮⑭⑬
12,16,Ｍマジヤバｰイ, 35,北村浩, 3.1, 22, -11, -30, 7, 40.8,⑦⑩⑪,,,,,,,,,,,,,12, 1,Ｍアｰビタｰ, 55,田中克, 1.7, 50,  -6,  -2,15,211.2,⑧⑧⑦,12,11,Ｆピオｰネ, 77,藤岡佑, 2.0, 68,  -5,  15,12, 54.3,⑮⑮⑭
13,12,Ｇホッコｰマイクイン, 44,池添謙, 3.3, 21,  -5, -39, 9, 55.9,③④⑥,,,,,,,,,,,,,13,13,Ｋメインバンク, 58,福永祐, 1.7, 53,  -5,   1,11, 61.4,⑩⑧⑨,13,15,Ｃビッグアラミス, 82,和田竜, 2.1, 60,   2,   0,13, 74.9,⑧⑦⑦
14,13,Ｏキクノフレシュ, 18,田村太, 3.4, 19, -16, -29,14,285.2,⑬⑬⑬,,,,,,,,,,,,,14, 7,Ｏインテリアトリム, 55,船曳文, 2.0, 49, -11,   1,14,115.1,⑬⑭⑭,14, 3,Ｄコｰトユｰフォリア, 79,小牧太, 3.0, 58,   2,  -6, 8, 25.6,⑧⑨⑨
15,11,Ｎエムティドリｰム, 18,武英智, 3.6, 19, -17, -27,15,405.3,⑭⑭⑬,,,,,,,,,,,,,15,12,Ｇフリｰアディション, 65,吉田豊, 2.3, 47,  -4,  -7, 7, 19.1,⑥⑥⑦,15,16,Ｐモチ, 62,幸英明, 4.4, 53,  -2, -13,11, 46.6,⑪⑪⑭
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｐカシノトｰマス, 35,田村太, 3.4, 40,  -8, -17,16,316.2,⑨⑧⑪,16, 9,Ｊミネルバサウンド, 76,四位洋, 5.5, 43,  -6, -15, 9, 29.7,⑫⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:重(指数:-5),,,,,,,,,,,
"単勝:4,170円 複勝:15=420円 05=170円 06=120円 枠連:3,110円",,,,,,,,,,,,"単勝:370円 複勝:07=180円 08=510円 12=2,660円 枠連:2,590円",,,,,,,,,,,,"単勝:600円 複勝:10=270円 06=360円 04=400円 枠連:1,040円",,,,,,,,,,,,"単勝:990円 複勝:08=270円 07=300円 12=140円 枠連:6,630円",,,,,,,,,,,
"馬連:4,830円 ワイド:05-15=1,400円 06-15=1,030円 05-06=280円",,,,,,,,,,,,"馬連:2,760円 ワイド:07-08=800円 07-12=4,700円 08-12=10,580円",,,,,,,,,,,,"馬連:3,480円 ワイド:06-10=1,220円 04-10=1,710円 04-06=1,590円",,,,,,,,,,,,"馬連:7,280円 ワイド:07-08=2,070円 08-12=630円 07-12=640円",,,,,,,,,,,
"馬単:12,710円 3連複:4,170円",,,,,,,,,,,,"馬単:3,990円 3連複:48,410円",,,,,,,,,,,,"馬単:6,660円 3連複:14,560円",,,,,,,,,,,,"馬単:14,360円 3連複:6,180円 3連単:53,860円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.9,,,,,■ 5R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■11R  芝2000m 2 歳ｵｰﾌﾟﾝ(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵNIKKEI杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｅマイネラロンハ, 50,船曳文,, 89,* 10,*  8, 9, 39.1,①①①, 1, 5, シｰクエスト,---,武豊  ,, 70,* -6,*  8, 1,  1.5,①①①, 1, 8,Ｈダンスオｰルナイト, 72,藤田伸,, 70,  -2,* 11, 3,  5.1,⑧⑨⑨, 1, 2,Ｄサブジェクト, 70,ペリエ,, 56,*-22,  20, 4,  7.3,④③③
 2,15,Ａアンジェロバンダム, 58,ルメｰ, 1.4, 71,*  5,*  2, 1,  2.2,②②②, 2, 9, ヴィクトリアルイゼ,---,岩田康, 1.0, 53,* -7,  -1, 2,  4.5,②②②, 2, 9,Ｅエｰシンサｰフィン, 72,四位洋, 0.0, 70,  -1,   8, 4,  5.7,⑨⑥⑤, 2,13,Ｅサダムイダテン, 68,安藤勝, 0.0, 75, -26,* 29, 1,  2.7,⑬⑫⑪
 3, 5,Ｆメイショウイッキ, 49,武幸四, 2.7, 51, -12,*  5, 2,  6.0,⑮⑭⑫, 3,10, タムロチェスト,---,幸英明, 1.7, 50, -15,*  2, 3,  6.3,⑫⑦⑥, 3,11,Ａマコトジョワイユｰ, 83,田中克, 0.1, 65,  -6,* 13, 5,  9.9,⑬⑬⑪, 3, 3,Ａメイショウクオリア, 77,藤岡佑, 0.0, 59,*-23,  21, 6, 14.3,③③④
 4, 9,Ｊリネンエｰス, 39,石神深, 2.9, 49,  -6,  -3, 7, 24.6,③⑧⑦, 4, 3, ペプチドアトム,---,和田竜, 1.7, 47, -11,  -2, 4, 14.7,⑤⑤④, 4, 2,Ｂモンサンミシェル, 76,池添謙, 0.3, 66,  -1,   4, 1,  2.7,⑦④⑤, 4,12,Ｊイイデシンゲン, 57,藤田伸, 0.1, 50,*-22,  17,10, 48.1,①①②
 5,14,Ｂリリｰレインボｰ, 58,池添謙, 3.0, 50,   0,  -9, 4,  6.9,⑧⑥⑤, 5, 1, チキリブラウン,---,黒岩悠, 1.8, 43,* -7,  -8, 5, 34.1,④②②, 5, 6,Ｊニットウサラン, 64,幸英明, 0.3, 66,  -4,  10, 8, 28.8,⑩⑪⑪, 5, 6,Ｆマイネルファルケ, 68,池添謙, 0.2, 42,*-21,  14, 8, 27.6,②②①
 6,10,Ｄマイネルスカｰル, 50,秋山真, 3.5, 46,   1, -15, 8, 29.8,③④⑤, 6, 2, タガノブラックヒル,---,橋本美, 2.3, 40, -15,  -4, 6, 50.1,⑥⑦⑥, 6,12,Ｄレフィナｰダ, 73,ペリエ, 0.4, 65,*  2,  -4, 2,  4.6,①①①, 6, 1,Ｉダンツウィニング, 59,和田竜, 0.2, 61, -25,* 23,12,128.0,⑩⑨⑧
 7, 2,Ｇナリタスカｰレット, 49,和田竜, 3.5, 47,   3, -17,10,100.3,⑥④③, 7,11, チャｰムマロン,---,小牧太, 2.4, 39, -14,  -6,13,177.4,⑦⑥⑥, 7,10,Ｉヤマニンアリエル, 69,福永祐, 0.4, 65,*  2,  -2, 9, 38.8,③②②, 7, 5,Ｈダノンイサオ, 66,武豊  , 0.4, 47, -24,  17, 2,  3.6,⑧⑤⑥
 8,13,Ｌスリｰリンクス, 37,岩崎祐, 3.7, 42, -10,  -7,15,304.2,⑫⑫⑫, 8, 4, アリオンシチｰ,---,北村浩, 2.5, 40, -19,  -1,11,108.5,⑦⑨⑨, 8, 3,Ｇミスティックリバｰ, 72,小牧太, 1.2, 55,  -1,  -9, 6, 25.5,⑤⑥⑧, 8, 9,Ｂフロｰテｰション, 75,ルメｰ, 0.4, 53, -25,  20, 3,  5.8,⑨⑨⑧
 9,16,Ｈラヴァｰズテｰラｰ, 44,藤田伸, 3.9, 43,   3, -21, 3,  6.4,⑥③③, 9, 7, ナムラソワン,---,秋山真, 3.3, 31, -20,  -7, 7, 57.2,⑨⑩⑩, 9,13,Ｍエリモフィナｰレ, 55,和田竜, 1.4, 52,*  1, -16,12,108.0,⑤④②, 9, 7,Ｃランチボックス, 70,岩田康, 0.9, 32,*-23,   8, 5, 14.0,⑤⑤④
10, 1,Ｃウインザハギ, 53,ペリエ, 4.2, 38, -12, -10, 6,  9.9,⑬⑫⑭,10, 8, カネトシフロｰラル,---,川田将, 4.0, 27, -20, -14, 9,106.6,⑨⑩⑩,10, 7,Ｌベビｰフェイス, 60,川田将, 1.5, 51,*  2, -19, 7, 26.3,②②②,10, 4,Ｌピエナポパイ, 54,幸英明, 1.2, 29, -25,   8,11, 96.6,⑥⑧⑧
11, 7,Ｋスピｰド, 38,岩田康, 4.3, 36,  -3, -19, 5,  9.9,③⑥⑦,11, 6, キラｰパンサｰ,---,北村友, 4.9, 11, -24, -20,12,109.6,⑨⑫⑫,11, 4,Ｋトｰセントップラン, 63,藤岡佑, 1.7, 48,  -3, -13,11, 42.5,⑩⑩⑨,11,10,Ｋオリエンタルロック, 57,武幸四, 1.3, 30, -27,  11, 7, 25.8,⑪⑫⑪
12, 6,Ｍイントラストミｰ, 33,石橋守, 4.5, 35,  -9, -16,11,140.1,⑨⑨⑨,12,13, ゲイリｰリバイバル,---,竹之下, 5.0,-29, -10, -37,10,107.8,③④④,12, 5,Ｃレディキルシェ, 74,武幸四, 1.8, 47,  -1, -19,10, 42.4,④⑥⑤,12, 8,Ｇショウナンアクロス, 66,吉田豊, 1.6, 26, -26,   5, 9, 27.8,⑫⑪⑪
13, 8,Ｏシゲルウィッシュ, 23,角田晃, 4.8, 35, -16, -12,14,223.1,⑭⑮⑮,13,12, ロングサプライズ,---,武幸四, 7.4,-48, -34, -30, 8, 84.0,⑬⑬⑬,13, 1,Ｆグレイシアブルｰ, 72,北村友, 2.1, 42,  -4, -18,13,124.6,⑫⑪⑪,13,11,Ｍマイハｰトマイラブ, 53,福永祐, 3.5,-74,*-23, -32,13,128.6,⑥⑤⑥
14, 3,Ｐヴォレハクユウ,  8,北村友, 5.0, 25, -22, -10,13,173.1,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Ｎドリｰムガｰルズ, 24,藤岡佑, 5.4, 26,  -7, -28,12,168.5,⑨⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｉデインヒルパッショ, 39,田中克, 6.4, 13,  -9, -38,16,412.5,⑪⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:重(指数:5),,,,,,,,,,,
"単勝:3,910円 複勝:04=600円 15=120円 05=180円 枠連:4,050円",,,,,,,,,,,,単勝:150円 複勝:05=100円 09=120円 10=130円 枠連:290円,,,,,,,,,,,,"単勝:510円 複勝:08=160円 09=220円 11=250円 枠連:1,790円",,,,,,,,,,,,"単勝:730円 複勝:02=240円 13=160円 03=400円 枠連:1,300円",,,,,,,,,,,
"馬連:6,070円 ワイド:04-15=1,700円 04-05=3,150円 05-15=370円",,,,,,,,,,,,馬連:300円 ワイド:05-09=150円 05-10=190円 09-10=290円,,,,,,,,,,,,"馬連:1,460円 ワイド:08-09=490円 08-11=660円 09-11=1,010円",,,,,,,,,,,,"馬連:1,630円 ワイド:02-13=570円 02-03=1,520円 03-13=1,070円",,,,,,,,,,,
"馬単:14,690円 3連複:10,750円",,,,,,,,,,,,馬単:430円 3連複:380円,,,,,,,,,,,,"馬単:2,360円 3連複:4,030円",,,,,,,,,,,,"馬単:3,490円 3連複:2,890円 3連単:42,180円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.7,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■12R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾘｽﾏｽｷｬﾛﾙ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｌヴェルザンディ, 37,武豊  ,, 88,  -4,* 27, 2,  3.9,⑨⑧⑦, 1,17, パリスエトランゼル,---,和田竜,, 49,*-20,  11,13, 84.9,①①①, 1, 2,Ｈエレスサｰル, 72,藤岡佑,, 77,  -5,* 17,13, 33.3,⑤⑦⑧, 1, 7,Ｌレソナル, 68,飯田祐,, 84,   1,* 16, 6, 13.0,②③⑤
 2, 1,Ｃアグネスムｰン, 61,池添謙, 0.1, 91,  -7,* 30, 5, 15.1,⑪⑪⑧, 2,11, ポｰラｰライツ,---,藤岡佑, 0.3, 42,*-21,   8, 7, 11.2,②②②, 2, 3,Ｂフミノバラｰド, 84,池添謙, 0.0, 73,* -2,  13, 1,  4.6,②③④, 2, 8,Ａウィズインシｰズ, 78,金折知, 0.2, 81,   0,* 15, 2,  4.3,④⑥⑦
 3, 5,Ｂラヴファンタジスタ, 64,安藤勝, 0.3, 73,* -1,  16, 1,  2.5,①②①, 3,10, ミダｰスタッチ,---,安藤勝, 0.5, 40,*-22,   8, 1,  4.4,②③③, 2,16,Ｋフィｰルドルｰキｰ, 69,幸英明, 0.0, 85, -11,* 25,11, 29.0,⑱⑱⑯, 3,11,Ｄファインスティｰル, 75,橋本美, 0.4, 75,*  5,   9, 3,  7.6,①①①
 4,13,Ａコｰニングストｰン, 65,角田晃, 0.5, 72,  -3,  17,10, 25.5,⑥⑥⑤, 4, 4, キングオブカルト,---,ペリエ, 0.5, 47, -24,* 12, 2,  5.1,⑤⑥⑥, 4,17,Ａアドマイヤディｰノ, 92,安藤勝, 0.1, 73,  -4,  14, 2,  5.4,⑦⑥⑥, 4, 2,Ｆテンザンモビｰル, 73,武豊  , 0.4, 80,  -4,* 17, 1,  2.7,⑧⑩⑪
 5, 7,Ｇマイネルコルベット, 48,ルメｰ, 0.5, 70,* -1,  14, 3,  8.8,①①②, 5, 5, マゼラン,---,武豊  , 0.6, 49, -26,* 14, 3,  6.2,⑩⑩⑩, 5,14,Ｇウイングビｰト, 72,川田将, 0.2, 65,*  2,   5,10, 28.7,①①①, 5,15,Ｂテイエムミゴテカ, 77,田村太, 0.5, 72,*  1,   9,13, 76.5,⑥③②
 6,16,Ｄグッドバニヤン, 54,和田竜, 0.7, 77,  -9,* 24, 6, 15.2,⑨⑩⑪, 6,16, フィッツロイ,---,岩田康, 0.7, 41, -24,   9, 4,  6.4,⑫⑨⑥, 6,10,Ｅセイウンワキタツ, 74,武幸四, 0.2, 73,  -5,  14, 5,  8.4,⑬⑩⑥, 6,12,Ｇハｰドリレｰ, 72,田中剛, 0.9, 69,   0,   8, 5, 12.1,⑨⑦⑤
 7, 9,Ｈメイショウラフログ, 47,福永祐, 0.8, 66,  -3,  13, 8, 18.9,③④⑤, 7, 2, ホワイトピルグリム,---,吉田豊, 0.8, 45, -27,* 12, 9, 29.7,⑦⑩⑩, 7,13,Ｉシンデレラマン, 70,和田竜, 0.5, 62,  -3,   7, 9, 28.4,②⑤④, 7, 1,Ｅコリントシチｰ, 73,北村友, 1.1, 66,  -2,   8, 4,  9.3,④⑨⑨
 8,12,Ｋアウロラプラネット, 38,川田将, 1.0, 61,* -2,   8, 7, 18.6,③③③, 8,12, マッキｰマイスタｰ,---,藤田伸, 1.1, 33, -26,   6, 6,  9.0,⑫⑩⑩, 8,11,Ｄゲイル, 79,福永祐, 0.5, 66,  -8,  13, 3,  6.2,⑯⑬⑪, 8, 9,Ｋスズカアトラス, 68,ルメｰ, 1.2, 65,  -1,   6, 9, 27.6,⑥⑦⑦
 9, 8,Ｅユウキラッシュ, 51,田中克, 1.2, 57,  -9,  11,12, 58.6,⑥⑧⑧, 9, 1, ダｰクジャケット,---,池添謙, 1.4, 31, -28,   6,10, 32.9,⑭⑭⑭, 9,12,Ｐインプレッション, 65,小牧太, 0.7, 61,  -8,  10, 8, 17.7,⑮⑬⑪, 9, 6,Ｈハギノルチェｰレ, 71,秋山真, 1.4, 64,  -6,   9, 7, 15.3,⑬⑫⑫
10, 4,Ｉインテンスブルｰ, 46,ペリエ, 1.5, 58, -10,  13, 4, 10.7,⑬⑭⑪,10,15, チョウラブラブ,---,秋山真, 1.4, 27, -23,  -5,11, 80.5,⑦⑤⑤,10, 7,Ｎカｰムブレイカｰ, 68,吉田豊, 0.7, 61,  -8,  10,14, 34.4,⑪⑩⑬,10, 4,Ｉルックミｰナウ, 70,石橋守, 1.5, 62,  -5,   7,12, 64.2,⑪⑫⑫
11, 2,Ｍロｰドエスクｰド, 35,岩田康, 1.5, 55,  -6,   7, 9, 25.4,⑤⑥⑧,11, 6, アンダｰカウンタｰ,---,四位洋, 2.2,  9, -24, -14, 8, 16.2,⑨⑥⑥,11, 9,Ｏグランプリペガサス, 66,ペリエ, 0.9, 57,  -8,   7,15, 57.0,⑯⑯⑮,11, 5,Ｍシンキッカｰ, 66,吉田豊, 1.5, 64,  -8,  10,11, 44.1,⑮⑮⑮
12, 3,Ｆフサイチフウジン, 49,武幸四, 1.6, 63, -14,  19,11, 38.8,⑯⑯⑮,12,13, カネダイシシャモ,---,角田晃, 2.3,-13,*-22, -20,17,321.3,②③③,12, 6,Ｌアドマイヤダｰリン, 69,ルメｰ, 1.0, 57, -10,   8, 6, 12.7,⑪⑯⑯,12,13,Ｊラフィナｰル, 69,南井大, 1.5, 63,  -6,   8, 8, 19.9,⑬⑫⑫
13, 6,Ｎユウタｰボｰイ, 28,田村太, 1.6, 53, -12,  11,15,196.8,⑥⑪⑬,13, 9, ブライティアダンス,---,小牧太, 2.5, -4, -26, -16,14, 97.1,⑩⑩⑩,13,18,Ｆタケデンノキボｰ, 73,田中剛, 1.0, 54,*  1,  -5,12, 31.1,⑨③②,13, 3,Ｎマルカラボンバ, 63,小原義, 1.5, 66, -12,* 14,15,126.8,⑯⑯⑯
14,18,Ｊプレストンペスカ, 44,田中剛, 1.7, 55,* -2,  -2,13, 85.4,⑪④③,14, 3, エイシンジャガｰ,---,川田将, 2.8,-12, -28, -16, 5,  7.7,⑭⑮⑭,14, 8,Ｍフィｰルドカイザｰ, 68,武英智, 1.2, 51,  -5,  -1,17,114.7,⑩⑦⑧,14,16,Ｏデポジットブック, 62,仲田雅, 1.6, 59,*  2,  -1,14, 97.6,⑨③②
15,15,Ｏマイネルスウィング, 27,北村浩, 2.0, 50, -10,   7,17,256.4,⑬⑬⑬,15,14, プッチｰニ,---,ルメｰ, 2.9,-37, -24, -25,12, 82.1,⑤⑥⑥,15, 1,Ｒツルマルキセキ, 54,角田晃, 1.2, 52, -10,   5,16, 93.7,⑬⑬⑯,15,10,Ｃマイネルラファエロ, 75,幸英明, 1.8, 57,  -3,   2,10, 36.5,⑪⑩⑨
16,17,Ｐキャナレット, 11,幸英明, 2.3, 48, -16,  11,18,264.1,⑱⑱⑱,16, 7, カリスマシャチョウ,---,幸英明, 4.3,-81, -28, -39,16,149.2,⑭⑮⑭,16, 4,Ｑナイススマｰトワン, 64,秋山真, 1.3, 50,  -8,   1,18,240.8,⑦⑩⑬,16,14,Ｐレジｰナガｰル, 56,角田晃, 2.8, 51,*  3, -14,16,201.6,②②②
