07年 6月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■ 4R  芝3370m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■10R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桶狭間特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａマイネルアンサｰ, 58,角田晃,, 52, -24,* 18, 2,  4.1,⑤⑥④, 1, 4, タイキダイナスティ,,横山義,,,,, 1,  3.6,⑤②②, 1,18,Ｎトミノドリｰム, 59,高山太,, 80,  -8,* 22, 9, 29.6, ⑬⑬, 1, 7,Ａツルマルオトメ, 77,四位洋,, 82,   8,  14, 1,  2.7, ⑤②
 2, 3,Ｂテイエムアンコｰル, 57,石橋守, 0.0, 54, -24,* 19, 1,  4.0,⑦⑥⑧, 2, 6, アグネスハット,,熊沢重, 0.1,,,, 2,  4.5,①①①, 2, 6,Ｂフリｰダムエアｰ, 71,松田大, 0.1, 69,   6,   6, 2,  4.5, ④④, 2, 1,Ｆヤマニンエマイユ, 68,田中健, 0.2, 79,   6,  13, 3,  5.7, ⑦⑤
 3, 2,Ｈダンツイッドン, 48,熊沢重, 0.1, 48, -24,  16, 6, 13.3,③⑥④, 3, 5, アイルオブマルタ,,柴田大, 2.1,,,,10, 49.1,⑨⑧⑤, 3,11,Ｈテイエムカゲムシャ, 64,石橋守, 0.3, 66,   3,   6, 4,  9.5, ⑥⑥, 3,10,Ｄリガｰドシチｰ, 69,福永祐, 0.3, 78,  11,   6, 2,  4.5, ③②
 4,13,Ｉメゾマライズ, 44,藤岡佑, 0.2, 43, -23,  13,12, 95.4,③②②, 4, 2, ダイタクアルビン,,西谷誠, 2.2,,,, 5,  9.5,⑨⑤③, 4, 5,Ｉベルベットイｰグル, 63,長谷川, 0.4, 62,* 11,  -3,13, 47.5, ①①, 4, 9,Ｋシゲルダイハッカイ, 60,佐藤哲, 0.4, 75,  -2,* 18,13,125.6, ⑫⑫
 5,10,Ｆスｰパｰウェｰブ, 53,藤岡康, 0.3, 33,*-24,   8, 5,  8.8,①①①, 5,11, ドゥｰワンズベスト,,佐久間, 4.6,,,,14,135.6,⑪⑨⑦, 5, 1,Ｆレンデフルｰル, 67,佐藤哲, 0.4, 64,   3,   5, 6, 12.7, ⑥⑥, 5, 3,Ｉフミノバラｰド, 65,角田晃, 0.4, 76,   8,   8, 5,  9.5, ⑤⑤
 6, 8,Ｌクリｰルスパｰク, 37,鮫島良, 0.3, 53, -26,* 19,13,120.3,⑪⑪⑪, 6,13, マンテンフラワｰ,,菊地昇, 4.7,,,,12, 69.5,⑧⑨⑨, 6,12,Ｍトップオブバイオ, 60,中村将, 0.4, 63,  -5,  10,10, 32.5, ⑩⑩, 6, 5,Ｈシセイヒカリ, 65,赤木高, 0.5, 74,   9,   5, 9, 32.1, ③⑤
 7, 9,Ｅホッコｰサンライズ, 54,渡辺薫, 0.4, 41, -24,  13, 3,  4.6,⑩⑥⑧, 7, 1, シャフツベリｰ,,宗像徹, 4.7,,,, 6, 12.6,⑤④⑤, 7,13,Ｄネバｰチェンジ, 68,福永祐, 0.4, 74, -15,* 22, 3,  5.0, ⑯⑮, 7, 4,Ｂビッグファルコン, 72,藤岡康, 0.6, 72,   3,   9,11, 46.6, ⑨⑨
 8, 7,Ｊマｰブルジｰン, 43,長谷川, 0.4, 35,*-22,   9, 9, 51.3,⑨②④, 8, 8, バリトンヴォイス,,岩崎祐, 4.8,,,,13,108.6,⑫⑪⑪, 8,15,Ｇマイネペロｰラ, 65,和田竜, 0.4, 62,*  8,   0,14, 67.2, ④④, 8, 8,Ｍチョウカイモンド, 58,中舘英, 0.7, 68,  -7,* 17,12, 95.4, ⑭⑬
