07年 5月19日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月19日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,,■ 4R  芝3300m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秩父特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｋレディセラヴィ, 39,後藤浩,, 60,  -4,*  4, 3,  6.7, ⑧⑦, 1,13, ミヤビペルセウス,,穂苅寿,,,,, 2,  2.7,③②①, 1, 1,Ａマイネルアワグラス, 67,柴田善,, 73,  -9,* 20, 2,  5.0, ⑥⑤, 1, 4,Ｅゴｰルデンミシエロ, 71,蛯名正,, 79,  18,  -4, 4,  8.9,⑦⑦⑥
 2, 6,Ａマイムマイム, 59,蛯名正, 0.5, 58,* -1,  -5, 2,  4.0, ①①, 2, 8, コウエイトライ,,小坂忠, 2.6,,,, 1,  2.0,②①②, 2, 9,Ｈディヴァインシチｰ, 58,武士沢, 0.2, 63,* -5,  12, 1,  2.2, ①①, 2,14,Ｇフェスティヴナイト, 70,藤田伸, 0.1, 77,  15,*  0, 7, 21.8,⑪⑨⑨
 3,13,Ｄアワｰオアシス, 46,松岡正, 0.7, 55,  -3,  -5, 6, 15.4, ⑥⑤, 3, 9, ビジネスサイクル,,宗像徹, 2.9,,,, 5, 23.8,⑦⑥⑤, 3, 2,Ｆゴｰルドマイン, 61,江田照, 0.5, 62,  -8,  13, 6, 10.9, ④④, 3,10,Ｂシルクダッシュ, 73,小林淳, 0.1, 77,  14,*  3, 3,  7.2,⑬⑬⑪
 4, 5,Ｅスマｰトフォルム, 46,藤田伸, 1.0, 52,  -3,  -8, 1,  2.4, ③⑤, 4,14, メジロベイシンガｰ,,山本康, 3.0,,,, 7, 41.2,③③③, 4, 5,Ｇオペラダンディ, 61,後藤浩, 0.7, 58,* -6,   9, 3,  6.8, ③②, 4,13,Ａセイウンビバｰチェ, 76,松岡正, 0.7, 71,  13,* -3, 2,  4.5,⑬⑬⑭
 5,10,Ｃトミヨシプリンセス, 49,村田一, 1.3, 50,* -2, -11, 7, 21.6, ③②, 5, 4, ユキノアメｰジング,,五十嵐, 3.6,,,, 4, 12.4,①③③, 5,10,Ｅレイズミｰアップ, 62,吉田豊, 0.7, 65, -11,* 17, 8, 33.5, ⑨⑨, 5,12,Ｃマイネルキッツ, 73,後藤浩, 0.7, 72,  15,  -7, 1,  2.0,⑨⑪⑪
 6, 4,Ｊユミ, 40,江田照, 1.7, 44,  -5, -11,11, 61.4, ⑧⑦, 6, 1, アｰトレｰタ,,柴田大, 3.7,,,,12,145.2,⑤⑤⑤, 6, 8,Ｃシンボリブラｰムス, 64,小林淳, 1.3, 52,  -9,   7,10, 45.8, ⑦⑤, 6, 3,Ｎマイネルスパｰクル, 63,勝浦正, 0.9, 70,  16, -12,12, 70.8,⑪⑪⑨
 7, 7,Ｂセイサムシング, 50,田面木, 1.8, 42,  -8,  -8, 5, 11.0, ⑬⑬, 7,10, リキアイガイセン,,沢昭典, 3.7,,,, 8, 46.1,⑪⑫⑪, 7, 7,Ｉコスミックスピｰド, 57,北村宏, 1.3, 52,  -9,   7, 7, 22.1, ⑧⑤, 7, 8,Ｈサインオブゴッド, 70,柴田善, 1.0, 69,* 21, -28, 8, 31.4,③②②
 8,14,Ｈリワｰドマナキン, 43,武士沢, 1.8, 45,* -2, -16, 9, 47.8, ③②, 8, 7, アインオｰセン,,林満明, 3.8,,,,10, 73.2,⑧⑨⑨, 8, 6,Ｂテンジンニチオｰ, 65,勝浦正, 1.6, 49,  -9,   5, 9, 39.5, ⑤⑤, 8, 7,Ｄレイルバｰド, 72,北村宏, 1.0, 68,  16, -16, 5, 17.7,⑦⑧⑧
 9, 2,Ｇテンジンイナバウア, 44,田中剛, 2.3, 38,  -7, -14, 4,  8.6, ⑩⑩, 9,11, メイショウオオナミ,,嘉堂信, 4.5,,,, 6, 27.5,⑥⑦⑦, 9, 4,Ｊビコｰルミエｰル, 49,藤田伸, 1.8, 48,* -6,  -2, 5,  9.1, ②②, 9, 9,Ｌヤマニンスプラウト, 64,吉田豊, 1.1, 67,  14, -12,15,168.1,⑬⑬⑪
10, 9,Ｌダイワラベンダｰ, 33,北村宏, 2.4, 38,  -4, -19, 8, 25.6, ⑥⑦,10, 3, コスモグラッチェ,,江田勇, 4.6,,,,11,120.0,⑩⑧⑦,10, 3,Ｄヒシポラリス, 64,松岡正, 2.0, 47, -13,   7, 4,  8.2, ⑩⑩,10, 1,Ｆエアフォルツァ, 71,武士沢, 1.2, 66,  19, -26, 9, 34.3,⑤⑤④
11, 8,Ｉアルフェラッツ, 42,岩部純, 2.8, 36,* -2, -26,12, 63.7, ②②,11,12, プロスパｰドン,,高野和, 4.8,,,, 9, 70.3,⑨⑩⑩,,,,,,,,,,,,,11,11,Ｉモンブランカフェ, 66,小島太, 1.9, 60,* 20, -40, 6, 18.3,③②②
12, 1,Ｆリワｰドレフラン, 45,五十嵐, 2.9, 32,  -9, -18,13, 86.2, ⑭⑭,12, 5, ウエスタンリピｰト,,蓑島靖, 7.5,,,,13,167.8,⑬⑬⑬,,,,,,,,,,,,,12, 6,Ｍオンワｰドハヤテ, 64,村田一, 2.1, 59,  18, -37,10, 55.3,⑥⑥⑥
13, 3,Ｍミラｰアスリｰト, 26,千葉直, 4.0, 21,  -8, -33,14,355.2, ⑩⑩,13, 6, ホリディオンワｰド,,柴田未,10.4,,,,14,220.6,⑫⑪⑫,,,,,,,,,,,,,13, 2,Ｊアカワイン, 65,江田照, 2.7, 55,  19, -50,13, 89.6,②④④
14,12, スズシクラメン,---,勝浦正, 6.9,-13,  -6, -61,10, 52.3, ⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｋユｰワキングストン, 65,横山義, 4.0, 48,  11, -50,14,152.0,⑨⑨⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｏモエレフェニックス, 61,田中剛, 4.4, 45,* 22, -82,11, 62.1,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,
単勝:670円 複勝:11=280円 06=190円 13=340円 枠連:500円,,,,,,,,,,,,単勝:270円 複勝:13=120円 08=110円 09=260円 枠連:270円,,,,,,,,,,,,単勝:500円 複勝:01=150円 09=130円 02=230円 枠連:630円,,,,,,,,,,,,"単勝:890円 複勝:04=250円 14=500円 10=200円 枠連:5,890円",,,,,,,,,,,
