07年 8月26日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 8月26日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 4R  芝1500m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,知床特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃチャｰムチェリｰ, 47,藤田伸,, 46,*-21,   6, 2,  2.8, ①①, 1, 2, アモｰレヴォレ,---,藤田伸,, 40, -32,* 11, 3,  5.5,④④⑤, 1, 5,Ｂリボンノキシ, 71,勝浦正,, 79,* 11,*  5, 2,  3.5, ①①, 1, 7,Ｅリファインドボディ, 71,武幸四,, 71,*  0,  16, 2,  6.1,①①①
 2, 6,Ｂマイネアルデュｰル, 48,岩田康, 0.0, 49, -24,*  9, 1,  2.8, ③③, 2, 8, アルスマグナ,---,横山典, 0.0, 33,*-29,   6, 4,  6.1,①①②, 2, 2,Ｋジョウノナンシｰ, 44,佐藤聖, 0.3, 71,*  7,*  3, 5, 10.3, ②②, 2, 2,Ｏウインボｰルド, 60,角田晃, 0.4, 65,  -3,  14,13, 49.6,③③②
 3, 9,Ａワイルドエキサイト, 49,角田晃, 0.1, 44,*-21,   4, 4,  6.3, ②②, 3, 6, ロｰドバロック,---,木幡初, 0.1, 31,*-29,   5, 1,  2.9,②②①, 3,10,Ｇダイタクカイエン, 62,藤岡佑, 0.5, 70,   7,   3, 6, 17.0, ③③, 3, 3,Ａチョウカイサンデｰ, 74,小牧太, 0.4, 73,  -5,* 20, 6,  8.2,⑨⑩⑨
 4, 2,Ｅトキノプリンセス, 41,横山典, 0.3, 43, -28,*  7, 3,  4.7, ⑤⑥, 4, 1, マイネルスタｰリｰ,---,勝浦正, 0.3, 45, -38,* 15, 7, 15.5,⑫⑪⑨, 4,11,Ａロイヤルタバスコ, 71,横山典, 0.6, 68,   6,   1, 1,  3.3, ③③, 4, 8,Ｂジョウノエリザベス, 73,横山典, 0.4, 80,  -7,* 25, 4,  7.2,⑫⑫⑫
 5, 5,Ｇホッカイシｰラ, 35,池添謙, 0.5, 40, -31,*  7, 6, 33.9, ⑦⑦, 5, 5, ピサノジュバン,---,藤岡佑, 0.5, 32, -36,   9, 9, 20.6,⑨⑧⑤, 5, 4,Ｆリヒタｰ, 63,黛弘人, 0.7, 61,  -1,*  4, 3,  4.8, ⑧⑧, 5, 1,Ｋエアスｰビック, 63,藤岡佑, 0.5, 69,  -4,  17,10, 31.1,⑦⑦⑤
 6, 8,Ｄエプソムサクラ, 41,藤岡佑, 0.7, 33, -28,   1, 5,  9.8, ⑤③, 6,12, ラピッドムｰバｰ,---,津村明, 0.7, 22,*-30,  -3, 8, 19.3,②③②, 6, 6,Ｊベルモントシャルム, 48,木幡初, 0.9, 63,   3,   1,12,181.3, ⑤⑤, 6, 5,Ｆマイネルキッツ, 71,柴山雄, 0.7, 64,  -4,  14, 5,  7.5,⑦⑦⑨
 7, 1,Ｉサユリ, 22,柴山雄, 0.8, 32, -31,   3, 7, 57.5, ⑦⑦, 7, 7, アドマイヤワイド,---,岩田康, 0.8, 20, -34,   1, 2,  5.1,⑥⑥⑩, 7, 1,Ｄビｰチフェスタ, 65,松田大, 1.2, 59,   3,  -2, 8, 24.3, ⑤⑤, 7,13,Ｃミストラルクルｰズ, 73,北村友, 0.7, 69,  -6,  19, 1,  4.2,⑪⑪⑨
 8, 3,Ｈノボメル, 28,勝浦正, 1.0, 28, -26,  -5, 9, 78.3, ③③, 8, 9, マイネルラウディｰ,---,角田晃, 0.9, 20, -32,  -3, 6, 15.3,④④⑤, 8, 7,Ｃトランプ, 67,川島信, 1.5, 52, -10,   2, 7, 18.3, ⑫⑪, 8, 4,Ｄナムラクック, 71,藤田伸, 0.9, 58,  -3,   8, 8, 16.5,⑤⑤④
 9, 4,Ｆプリムロｰズシチｰ, 37,佐藤聖, 1.1, 24, -37,   1, 8, 66.1, ⑨⑨, 9,11, オｰスミビｰナス,---,川島信, 1.2, 17, -35,  -3,13, 99.8,⑦⑧⑩, 9, 8,Ｌスｰパｰパンサｰ, 37,小林徹, 1.7, 50,  -3,  -3,10, 59.3, ⑩⑨, 9,14,Ｉグランオマｰジュ, 66,岩田康, 1.0, 71,  -9,* 22, 3,  6.6,⑭⑭⑮
,,,,,,,,,,,,10, 3, ハｰマジェスティ,---,松田大, 1.3, 15, -37,  -2, 5, 14.0,⑨⑪⑬,10, 9,Ｉアルスヴィド, 52,古川吉, 1.8, 50,   0,  -6, 9, 26.9, ⑧⑩,10, 9,Ｊヴェルトマイスタｰ, 64,松田大, 1.1, 53,* -2,   2, 7, 11.1,②②②
,,,,,,,,,,,,11,14, テイエムマイサクラ,---,池添謙, 1.3, 16, -36,  -3,10, 46.1,⑪⑧⑤,11, 3,Ｈメイショウシラヌイ, 60,北村浩, 2.2, 44,  -3,  -9,11, 73.1, ⑩⑪,11,10,Ｍニシノフェリｰチェ, 62,池添謙, 1.3, 57,  -8,  12,11, 43.0,⑬⑬⑬
,,,,,,,,,,,,12,13, ヤッパリツヨカッタ,---,小林徹, 1.7, -9, -34, -12,11, 66.5,⑦⑥④,12,12,Ｅアリマエンプレス, 65,藤田伸, 2.3, 46,   3, -14, 4,  7.2, ⑤⑤,12, 6,Ｇステイトリｰデイズ, 70,勝浦正, 1.3, 52,  -5,   5, 9, 25.4,⑨⑦⑤
,,,,,,,,,,,,13,10, ハンサムデイイヤツ,---,小牧太, 1.7, 10, -39,  -5,12, 67.4,⑭⑬⑫,,,,,,,,,,,,,13,16,Ｎラｰドロランダム, 61,木幡初, 1.4, 57,  -9,  14,16,172.2,⑮⑭⑯
,,,,,,,,,,,,14, 4, ワンダｰバラ,---,北村友, 1.7,  9, -41,  -4,14,122.9,⑫⑭⑭,,,,,,,,,,,,,14,12,Ｌメジロスパイダｰ, 62,菊沢隆, 1.5, 58,  -9,  14,14,100.6,⑮⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｐマイネルデネブ, 54,津村明, 2.4, 46,  -3, -17,15,113.9,③③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｈテイエムウミナリ, 69,秋山真, 2.5, 44,  -4, -17,12, 43.7,⑤⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
