07年 4月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■10R  芝2500m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.1,,,,
 9, 5,Ｊニシノキンレンポ, 37,武士沢, 2.8, 34, -14,* -8,12,122.7,⑫⑯⑮, 9, 3, タケノフェロｰ,,千葉直, 2.2,,,,14,137.0,⑨⑨⑨, 9, 4,Ｇフラップジャック, 58,横山義, 2.6, 51,   6, -27, 9, 77.7,⑥④⑤, 9, 5,Ａボｰマンド, 75,吉田豊, 3.0, 53,*  8, -33, 4,  6.2,②②④
10,15, ラヴリｰアクション,---,吉田豊, 2.9, 34,  -8, -21, 6, 24.8,⑧⑥⑧,10,14, リリｰスナイパｰ,,黒岩悠, 2.7,,,,12,104.9,⑫⑫⑪,10, 2,Ｊビンテｰジカフェ, 46,江田照, 3.1, 48,   4, -28,10, 78.2,⑥⑦⑩,,,,,,,,,,,,
11, 6,Ｍゴｰルデンシｰズ, 34,田中勝, 3.1, 32, -10, -19,10, 85.8,⑤⑪⑪,11, 4, パシスタ,,沢昭典, 3.5,,,,11, 83.7,⑩⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
12,12,Ｌオンワｰドアリｰテ, 35,横山義, 3.1, 32, -13, -12,11,107.2,⑮⑭⑬,12,11, ダイワインディアナ,,穂苅寿, 4.1,,,, 2,  4.5,③⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,
13, 8,Ｂフロｰリスト, 56,大野拓, 3.2, 31,  -6, -29, 4, 10.1,⑤⑤④,13, 2, ミツアキハンセル,,柴田大, 7.5,,,,13,107.4,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
14, 4,Ｈワタシメダチタイ, 37,村田一, 4.0, 28, -13, -21,14,229.0,⑧⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10,Ｎリアルアスリｰト, 14,鈴来直, 4.0, 27,  -9, -30,16,435.9,⑧⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 3,Ｆプリモスペシャル, 38,小林淳, 4.1, 27, -12, -23,15,363.6,⑦⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,
単勝:170円 複勝:13=120円 16=220円 01=620円 枠連:380円,,,,,,,,,,,,単勝:760円 複勝:10=230円 08=190円 05=410円 枠連:580円,,,,,,,,,,,,単勝:310円 複勝:08=120円 09=200円 10=200円 枠連:290円,,,,,,,,,,,,"単勝:780円 複勝:07=170円 04=160円 09=120円 枠連:1,750円",,,,,,,,,,,
"馬連:620円 ワイド:13-16=340円 01-13=1,020円 01-16=2,000円",,,,,,,,,,,,"馬連:1,120円 ワイド:08-10=440円 05-10=1,500円 05-08=1,270円",,,,,,,,,,,,馬連:910円 ワイド:08-09=400円 08-10=380円 09-10=880円,,,,,,,,,,,,"馬連:1,920円 ワイド:04-07=580円 07-09=360円 04-09=230円",,,,,,,,,,,
"馬単:860円 3連複:5,580円",,,,,,,,,,,,"馬単:2,710円 3連複:6,530円",,,,,,,,,,,,"馬単:1,440円 3連複:1,730円",,,,,,,,,,,,"馬単:4,590円 3連複:1,120円 3連単:11,330円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9.5,,,,,■ 8R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-7.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴｲﾌﾟﾘﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅボストンアサｰテン, 43,後藤浩,, 72,*  6,*  3, 2,  4.0, ②③, 1, 7,Ｄフラワｰエｰス, 46,松岡正,, 53,* -1,  -3, 4, 11.9,①①②, 1,13,Ｅナカヤマパラダイス, 71,田中勝,, 81,* 11,  11, 3,  4.4, ①①, 1, 8,Ｆタイガｰカフェ, 79,田中剛,, 86,* 14,   9, 6, 19.4,②②②
 2, 7,Ａコアレスナイナｰ, 62,横山典, 0.3, 70,*  7,* -1, 1,  1.4, ①②, 2,11,Ｂジャックロｰズ, 55,小林淳, 0.2, 54,  -6,   1, 2,  3.6,⑥⑥⑤, 2, 1,Ｃグリｰンアラモｰド, 73,後藤浩, 0.2, 81,   5,  14, 1,  2.6, ④②, 2, 6,Ｂマチカネオｰラ, 81,横山典, 0.1, 88,  11,  17, 1,  1.7,⑤⑤④
 3, 5,Ｂセレクトアゲン, 50,江田照, 0.7, 65,*  6,  -4, 3, 12.2, ②①, 3,14,Ｈマルサライガｰ, 37,村田一, 0.2, 56,  -7,   4, 8, 35.0,⑧⑨⑧, 3,11,Ａタイセイアトム, 82,川島信, 0.6, 82,  -8,* 22, 2,  3.9, ⑭⑪, 3, 1,Ｄトウショウシロッコ, 80,吉田豊, 0.3, 89,   8,* 22, 2,  5.5,⑥⑥⑥
 4, 6,Ｆメタリック, 41,松岡正, 0.7, 61,   2,*  0, 5, 20.6, ④④, 4, 4,Ｊマイネルロｰモンド, 35,坂井英, 0.2, 51,* -3,  -3,13,199.6,⑥④③, 4, 3,Ｋリメンバｰドリｰム, 63,大野拓, 0.9, 70,   2,   9, 6, 22.3, ⑥④, 4, 2,Ｅソｰユアフロスト, 80,村田一, 0.3, 84,  11,  12, 4,  8.0,③④④
 5,11,Ｄイノチクレナイ, 45,宮崎北, 1.5, 49,  -3,  -6, 8,118.8, ⑦⑦, 5, 9, ダノンギムレット,---,横山典, 0.2, 69, -16,* 18, 5, 12.0,⑯⑮⑮, 5, 7,Ｉトワイニングイモン, 65,坂井英, 0.9, 73,   0,  12, 9, 41.2, ⑩⑥, 5, 4,Ａルｰベンスメモリｰ, 82,菊沢隆, 0.6, 79,* 14,   0, 5, 11.1,③②①
 6, 4,Ｃダイワデリンジャｰ, 47,武士沢, 1.9, 49,   2, -11, 6, 54.4, ④④, 6, 6,Ｅマイグッドフェロｰ, 42,江田照, 0.2, 51,* -2,  -5,11, 82.4,②②①, 6,14,Ｂマヤノダズラｰ, 78,横山典, 1.0, 69,   4,   7, 4,  6.7, ④⑥, 6, 5,Ｇコパノスイジン, 71,田中勝, 0.6, 79,* 14,   0, 3,  7.1,①①②
 7,13,Ｎアムス,  2,坂井英, 2.2, 44, -11,  -3,14,446.8, ⑫⑫, 7, 5,Ｎヒカルライジング, 28,菊沢隆, 0.3, 54,  -7,   3, 7, 26.0,⑧⑨⑧, 7,10,Ｈキョウエイシンファ, 67,村田一, 1.3, 63,*  8,   0, 8, 32.6, ②②, 7, 7,Ｃウイングランツ, 80,武士沢, 0.9, 83,   5,  18, 8, 39.7,⑧⑧⑧
 8,15, クリノエルライオン,---,小林淳, 2.2, 43,  -5,  -8,10,247.9, ⑧⑦, 8, 2,Ｃトライヤヌス, 47,吉田豊, 0.4, 55, -10,   6, 3,  4.6,⑬⑬⑫, 8, 2,Ｊカマｰバンド, 64,吉田豊, 1.4, 68,  -7,  13,10, 60.2, ⑫⑪, 8, 3, ボンネビルレコｰド,---,後藤浩, 1.1, 82,   9,  13, 7, 20.9,⑥⑥⑦
 9, 1,Ｍタケデンブレイク, 12,菊沢隆, 2.2, 44,  -9,  -5,15,587.1, ⑩⑩, 9, 3,Ｍオウシュウヘイロｰ, 31,川島信, 0.4, 54,  -8,   3, 9, 61.5,⑧⑫⑧, 9, 6,Ｄアルフィエｰレ, 72,松岡正, 1.4, 63,   3,   4, 7, 30.4, ⑥⑥,,,,,,,,,,,,
10, 2,Ｇトｰセンエリｰト, 40,田中勝, 2.2, 43,  -5,  -8, 4, 18.4, ⑧⑦,10,15,Ｆキルシュブリュｰテ, 42,穂苅寿, 0.4, 48,* -2,  -8,10, 71.5,②②③,10, 5,Ｆフォワｰドダンサｰ, 69,武士沢, 1.5, 63,   1,   6, 5, 18.3, ⑨⑩,,,,,,,,,,,,
11, 3,Ｋウイリアムシチｰ, 32,千葉直, 2.7, 38, -13,  -9,12,401.2, ⑫⑫,11, 8,Ａシルクプリズム, 56,田中勝, 0.7, 45,  -4, -10, 1,  2.4,④④⑤,11,12,Ｇメルボルンシチｰ, 67,千葉直, 1.8, 58,  -7,   7,13,163.9, ⑫⑭,,,,,,,,,,,,
12, 8,Ｊロマノｰヴァ, 33,大野拓, 2.9, 39,   2, -23,11,248.7, ④⑥,12,16,Ｌデュアルソニック, 33,後藤浩, 1.1, 41,  -9,  -6, 6, 25.7,⑭⑬⑫,12, 8,Ｎニシノゴｰドン, 60,田中剛, 1.8, 60,  -5,   7,12,134.1, ⑪⑪,,,,,,,,,,,,
13,14,Ｈキャプテンジロｰ, 36,田面木, 3.0, 37,  -9, -12, 7, 73.0, ⑩⑩,13, 1,Ｇケンドジュウライ, 39,武士沢, 1.3, 40,  -6, -16,16,488.6,⑧⑥⑤,13, 9,Ｌデアテンビｰ, 62,宮崎北, 1.9, 55,*  6,  -6,11, 80.3, ③④,,,,,,,,,,,,
14,10,Ｌスナｰクヨシムネ, 26,高山太, 4.0, 30, -12, -19,13,418.9, ⑮⑭,14,13,Ｋケンコウランハｰト, 34,横山義, 1.5, 39,  -7, -17,12,115.9,④⑧⑧,14, 4,Ｍエフテｰコンコルド, 60,池崎祐, 1.9, 55,   0,  -1,14,237.1, ⑥⑥,,,,,,,,,,,,
15, 9,Ｉウイニングキッス, 35,吉田豊, 5.2, 14, -10, -33, 9,164.0, ⑫⑭,15,10, サンワｰドバッフィ,---,大野拓, 1.5, 42, -21,   5,15,272.8,⑭⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,12,Ｉハンスジャック, 37,郷原洋, 1.6, 38,  -7, -17,14,201.1,⑧⑨⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,
単勝:400円 複勝:12=120円 07=100円 05=160円 枠連:200円,,,,,,,,,,,,"単勝:1,190円 複勝:07=320円 11=180円 14=570円 枠連:320円",,,,,,,,,,,,単勝:440円 複勝:13=160円 01=120円 11=140円 枠連:340円,,,,,,,,,,,,"単勝:1,940円 複勝:08=260円 06=110円 01=150円 枠連:0円",,,,,,,,,,,
馬連:230円 ワイド:07-12=140円 05-12=500円 05-07=230円,,,,,,,,,,,,"馬連:1,910円 ワイド:07-11=750円 07-14=3,060円 11-14=1,520円",,,,,,,,,,,,馬連:670円 ワイド:01-13=330円 11-13=440円 01-11=220円,,,,,,,,,,,,"馬連:1,350円 ワイド:06-08=400円 01-08=880円 01-06=200円",,,,,,,,,,,
馬単:830円 3連複:580円,,,,,,,,,,,,"馬単:4,640円 3連複:14,470円",,,,,,,,,,,,"馬単:1,480円 3連複:790円",,,,,,,,,,,,"馬単:5,180円 3連複:1,710円 3連単:17,550円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■ 9R  芝2200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■12R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,山吹賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａスプリングヘッド, 60,松岡正,, 62, -11,* 11, 1,  1.8,⑥⑤④, 1, 9,Ａレオエンペラｰ, 71,江田照,, 73,   8,*  3, 1,  2.5,⑦⑤④, 1, 5,Ｇダノンヴィッタｰ, 53,横山典,, 77,   6,* 12, 1,  2.8,⑥⑥⑤, 1,12,Ａイブロン, 79,後藤浩,, 82,*  9,  13, 1,  2.3,③②②
 2,10,Ｉマイルハイシティｰ, 36,大野拓, 0.0, 59,*-11,*  9, 4, 12.1,③②②, 2, 8,Ｉウォｰタｰマｰク, 56,後藤浩, 0.4, 70,* 10,  -4, 4, 10.2,①①①, 2, 4,Ａキングオブチャド, 66,後藤浩, 0.1, 75,   7,   9, 2,  3.9,④⑤②, 2,10,Ｉシルクウィザｰド, 73,田中勝, 0.1, 82,*  9,  13, 2,  5.6,②②①
 3, 2,Ｆサチノスカイライン, 39,後藤浩, 0.7, 50,*-10,   3, 3,  5.0,②②②, 3,12,Ｄヒシポラリス, 63,松岡正, 0.5, 70,* 10,  -5, 5, 10.5,②②②, 3, 9,Ｅツバサドリｰム, 55,吉田豊, 0.2, 74,   6,* 10, 3,  4.8,⑦⑥⑤, 3,15,Ｆフィｰルドオアシス, 76,江田照, 0.4, 82,*  9,  13, 5, 11.5,⑤②④
 4, 3,Ｊチノハテマデモ, 33,千葉直, 0.8, 47, -12,   2,12,192.0,③⑤④, 4,11,Ｃグッドチョイス, 64,吉田豊, 0.8, 67,* 10,  -8, 8, 28.8,②②②, 4, 6,Ｈロックザキャスバ, 48,武士沢, 0.5, 71,*  8,  -2, 8, 50.1,②②①, 4, 5,Ｈシルクヒｰロｰ, 76,武士沢, 0.5, 82,   9,* 13, 7, 20.6,⑪⑫⑫
 5,11,Ｂレオプリンス, 49,江田照, 0.9, 50, -12,   5, 2,  4.6,⑨⑧⑥, 5, 4,Ｋアドマイヤワｰルド, 53,田中勝, 0.8, 67,   5,*  1, 7, 17.0,⑪⑪⑦, 5, 8,Ｃマイネルブリアｰ, 64,田中勝, 0.5, 71,   6,   4, 4,  5.5,⑨⑥⑤, 5, 3,Ｅダｰクマタｰ, 77,小林淳, 0.6, 82,   9,  13,10, 27.9,⑤⑥⑥
 6, 1,Ｃアイサダドラゴン, 43,郷原洋, 0.9, 46,* -9,  -1, 5, 14.6,①①①, 6,10,Ｅクリノアドベンチャ, 61,武士沢, 0.9, 66,   8,  -6, 9, 31.5,⑤⑤④, 6, 7,Ｂデスティニｰロｰグ, 64,江田照, 0.6, 70,*  8,  -4, 5,  6.8,②②②, 6, 1,Ｂブルｰフランカｰ, 79,川島信, 0.7, 82,*  9,  13, 3,  7.1,①①②
 7,12,Ｅレスト, 40,田中勝, 1.8, 40, -13,  -1, 9, 55.6,⑬⑪⑩, 6, 5,Ｂストロングウィル, 68,横山典, 0.9, 65,   7,  -3, 2,  4.4,⑤⑦⑦, 7, 2,Ｄティンバｰセブン, 59,大野拓, 1.4, 61,* 10, -19, 7, 34.5,①①②, 7, 7,Ｌペディクラリス, 71,横山典, 0.9, 82,   9,  13, 4, 10.5,⑦⑩⑪
 8, 7,Ｋシルクインスパイア, 29,田面木, 1.8, 40, -12,  -3, 7, 37.4,⑧⑧⑧, 8, 2,Ｆシンボリブラｰムス, 58,小林淳, 1.0, 64,   6,  -2,11, 87.8,⑨⑧⑩, 8, 1,Ｆロｰドキャニオン, 53,村田一, 2.2, 54,*  8, -26, 6, 20.7,④④⑤, 8, 8,Ｎメジロオｰエン, 68,吉田豊, 0.9, 82,   9,  13,14, 93.2,⑬⑫⑫
 9, 9,Ｄスマｰトシガｰ, 41,吉田豊, 2.4, 36, -14,  -6, 6, 33.1,⑫⑪⑩, 9, 3,Ｊホットストック, 55,村田一, 1.2, 62,   3,*  1, 6, 15.8,⑬⑫⑪, 9, 3,Ｉブラックジュニア,-137,坂井英, 2.9, 48,   5, -29, 9,122.3,⑦⑨⑨, 9,14,Ｏサンマルセイコｰ, 66,千葉直, 0.9, 82,   9,  13,16,368.1,⑭⑮⑮
10, 8,Ｇケイアイハイプレス, 37,村田一, 2.6, 37, -11, -14,11,189.2,⑥④⑥,10,13,Ｈノワｰルシチｰ, 56,鈴来直, 1.4, 63,* 10, -13, 3,  5.0,②②④,,,,,,,,,,,,,10, 4,Ｃベルｰガ, 78,松岡正, 0.9, 82,   9,  13, 6, 12.2,⑮⑫⑫
11,13,Ｈザドリｰムチャンプ, 36,小林淳, 2.9, 36, -12, -15,10, 76.2,⑪⑤⑧,11, 6, ゴｰユウ,---,坂井英, 2.2, 55,   3,  -9,13,123.9,⑫⑫⑪,,,,,,,,,,,,,11,11,Ｊビッグアラミス, 73,村田一, 1.0, 82,   9,* 13, 8, 21.1,⑯⑯⑮
12, 5, アプロｰチアゲン,---,川島信, 4.5,  5, -14, -25, 8, 52.7,⑨⑪⑫,12, 7,Ｇレツィｰナ, 57,菊沢隆, 2.8, 51,   6, -19,12, 97.6,⑩⑧⑨,,,,,,,,,,,,,12, 2,Ｇユノナゲット, 76,坂井英, 1.1, 82,   9,  13,11, 42.6,⑨⑩⑧
13, 6,Ｌグランドフェロｰ, 20,大庭和, 5.5,-39, -13, -36,13,269.5,③⑩⑫,13, 1,Ｌフォｰジドアックス, 39,高山太, 2.9, 50,   1, -12,14,781.2,⑬⑭⑭,,,,,,,,,,,,,13,13,Ｋウインレガｰト, 73,鈴来直, 1.1, 82,   9,  13, 9, 25.6,⑪⑧⑧
,,,,,,,,,,,,14,14,Ｍドキュメント, 34,穂苅寿, 3.2, 49,   6, -24,10, 54.8,⑦⑧⑪,,,,,,,,,,,,,14, 9,Ｄスウォｰドキャット, 77,菊沢隆, 1.2, 82,*  9,  13,12, 62.2,⑨②⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｐテンジンダイカグラ, 66,大野拓, 1.3, 82,   9,  13,15,178.7,③⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｍカフェフロリデアン, 70,横山義, 2.2, 82,   9,  13,13, 70.2,⑦⑧⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,, ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:0),,,,,,,,,,,
単勝:180円 複勝:04=110円 10=210円 02=160円 枠連:280円,,,,,,,,,,,,単勝:250円 複勝:09=140円 08=220円 12=230円 枠連:870円,,,,,,,,,,,,単勝:280円 複勝:05=130円 04=130円 09=150円 枠連:530円,,,,,,,,,,,,単勝:230円 複勝:12=120円 10=210円 15=240円 枠連:740円,,,,,,,,,,,
馬連:880円 ワイド:04-10=340円 02-04=230円 02-10=770円,,,,,,,,,,,,馬連:990円 ワイド:08-09=400円 09-12=380円 08-12=830円,,,,,,,,,,,,馬連:530円 ワイド:04-05=200円 05-09=320円 04-09=390円,,,,,,,,,,,,"馬連:850円 ワイド:10-12=380円 12-15=390円 10-15=1,250円",,,,,,,,,,,
"馬単:1,160円 3連複:1,130円",,,,,,,,,,,,"馬単:1,630円 3連複:1,870円",,,,,,,,,,,,"馬単:880円 3連複:880円 3連単:2,910円",,,,,,,,,,,,"馬単:1,460円 3連複:2,480円 3連単:8,440円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
